_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-23.886580073748735,R-HSA-1474244,M1,1,0,Reactome Gene Sets,6,Extracellular matrix organization,,-23.886580073748735,5.885497142857143,14.66631018993379,30293,300,875,51,5.828571428571428,0.7920208496239648,726|960|1277|1280|1281|1285|1293|1295|1301|1308|1404|1462|1463|1634|2243|2244|2266|2331|2335|3371|3383|3673|3676|3685|3696|3912|3918|4015|4017|4038|4312|4313|4316|4318|4319|4680|5033|5045|5054|5155|5352|5644|6385|7057|7076|8728|9378|11096|55214|56999|169044,CAPN5|CD44|COL1A1|COL2A1|COL3A1|COL4A3|COL6A3|COL8A1|COL11A1|COL17A1|HAPLN1|VCAN|NCAN|DCN|FGA|FGB|FGG|FMOD|FN1|TNC|ICAM1|ITGA2|ITGA4|ITGAV|ITGB8|LAMB1|LAMC2|LOX|LOXL2|LRP4|MMP1|MMP2|MMP7|MMP9|MMP10|CEACAM6|P4HA1|FURIN|SERPINE1|PDGFB|PLOD2|PRSS1|SDC4|THBS1|TIMP1|ADAM19|NRXN1|ADAMTS5|P3H2|ADAMTS9|COL22A1,-20.473448023313864,0,1,1,1,-23.886580073748735,10.257947089947088,
1,-10.490419287850322,R-HSA-216083,M1,1,0,Reactome Gene Sets,6,Integrin cell surface interactions,,-10.490419287850322,7.33141512605042,10.081164345280563,30293,85,875,18,2.057142857142857,0.47986003790342485,960|1277|1280|1281|1285|1293|1295|2243|2244|2266|2335|3371|3383|3673|3676|3685|3696|7057,CD44|COL1A1|COL2A1|COL3A1|COL4A3|COL6A3|COL8A1|FGA|FGB|FGG|FN1|TNC|ICAM1|ITGA2|ITGA4|ITGAV|ITGB8|THBS1,-7.94167118801379,0,1,0,0,-23.886580073748735,10.257947089947088,
1,-10.346283187302557,R-HSA-3000178,M1,1,0,Reactome Gene Sets,6,ECM proteoglycans,,-10.346283187302557,7.744075187969924,10.1523120026195,30293,76,875,17,1.9428571428571428,0.4666121306465063,1277|1280|1281|1285|1293|1404|1462|1463|1634|2331|2335|3371|3673|3685|3912|4038|5054,COL1A1|COL2A1|COL3A1|COL4A3|COL6A3|HAPLN1|VCAN|NCAN|DCN|FMOD|FN1|TNC|ITGA2|ITGAV|LAMB1|LRP4|SERPINE1,-7.88739364630701,0,1,0,0,-23.886580073748735,10.257947089947088,
1,-10.05481477907279,R-HSA-3000171,M1,1,0,Reactome Gene Sets,6,Non-integrin membrane-ECM interactions,,-10.05481477907279,8.8018401937046,10.345147342785603,30293,59,875,15,1.7142857142857142,0.438816324632355,1277|1280|1281|1285|1301|2335|3371|3673|3685|3912|3918|5155|6385|7057|9378,COL1A1|COL2A1|COL3A1|COL4A3|COL11A1|FN1|TNC|ITGA2|ITGAV|LAMB1|LAMC2|PDGFB|SDC4|THBS1|NRXN1,-7.641682728637918,0,1,0,0,-23.886580073748735,10.257947089947088,
1,-6.193948289791655,R-HSA-3000170,M1,1,0,Reactome Gene Sets,6,Syndecan interactions,,-6.193948289791655,10.257947089947088,8.300045849010663,30293,27,875,8,0.9142857142857143,0.3217677122419206,1277|1281|2335|3371|3673|3685|6385|7057,COL1A1|COL3A1|FN1|TNC|ITGA2|ITGAV|SDC4|THBS1,-4.195789587327601,0,1,0,0,-23.886580073748735,10.257947089947088,
1,-5.806315523742083,R-HSA-8874081,M1,1,0,Reactome Gene Sets,6,MET activates PTK2 signaling,,-5.806315523742083,9.23215238095238,7.779997689798115,30293,30,875,8,0.9142857142857143,0.3217677122419206,1277|1280|1281|1301|2335|3673|3912|3918,COL1A1|COL2A1|COL3A1|COL11A1|FN1|ITGA2|LAMB1|LAMC2,-3.884545167141484,0,1,0,0,-23.886580073748735,10.257947089947088,
1,-4.715542083311903,R-HSA-8875878,M1,1,0,Reactome Gene Sets,6,MET promotes cell motility,,-4.715542083311903,6.755233449477351,6.359738458994419,30293,41,875,8,0.9142857142857143,0.3217677122419206,1277|1280|1281|1301|2335|3673|3912|3918,COL1A1|COL2A1|COL3A1|COL11A1|FN1|ITGA2|LAMB1|LAMC2,-2.9358784884566176,0,1,0,0,-23.886580073748735,10.257947089947088,
1,-3.3432952749340656,R-HSA-6806834,M1,1,0,Reactome Gene Sets,6,Signaling by MET,,-3.3432952749340656,3.9441157323688967,4.518827259868077,30293,79,875,9,1.0285714285714285,0.34108931997095826,1277|1280|1281|1301|2335|3673|3912|3918|6456,COL1A1|COL2A1|COL3A1|COL11A1|FN1|ITGA2|LAMB1|LAMC2|SH3GL2,-1.79939494423017,0,1,0,0,-23.886580073748735,10.257947089947088,
1,-2.8084822425735996,R-HSA-3000157,M1,1,0,Reactome Gene Sets,6,Laminin interactions,,-2.8084822425735996,5.770095238095238,4.508095600655599,30293,30,875,5,0.5714285714285714,0.2548194352996137,1285|3673|3685|3912|3918,COL4A3|ITGA2|ITGAV|LAMB1|LAMC2,-1.428773947625677,0,1,0,0,-23.886580073748735,10.257947089947088,
1,-14.444259525630562,R-HSA-191273,M1,1,0,Reactome Gene Sets,6,Cholesterol biosynthesis,,-14.444259525630562,17.951407407407405,15.197479238082853,30293,27,875,14,1.6,0.4241832488104977,39|1595|1717|2222|2224|3156|3157|3422|4047|4597|6307|6309|6713|10682,ACAT2|CYP51A1|DHCR7|FDFT1|FDPS|HMGCR|HMGCS1|IDI1|LSS|MVD|MSMO1|SC5D|SQLE|EBP,-11.332157470859672,0,2,1,1,-14.444259525630562,17.951407407407405,
