Gene,TotalEvidenceCounts,EvidenceHit:MyList,EvidenceGO:MyList,EvidencePPI:MyList
7134,3.0,1,1,1
169044,3.0,1,1,1
683,3.0,1,1,1
169026,3.0,1,1,1
388,3.0,1,1,1
1287,3.0,1,1,1
8425,3.0,1,1,1
8829,3.0,1,1,1
7431,3.0,1,1,1
4978,3.0,1,1,1
5155,3.0,1,1,1
2627,3.0,1,1,1
5054,3.0,1,1,1
3976,3.0,1,1,1
170691,3.0,1,1,1
9244,3.0,1,1,1
7057,3.0,1,1,1
1286,3.0,1,1,1
2668,3.0,1,1,1
1634,3.0,1,1,1
81029,3.0,1,1,1
1311,3.0,1,1,1
116986,3.0,1,1,1
4325,3.0,1,1,1
4747,3.0,1,1,1
1306,3.0,1,1,1
8633,3.0,1,1,1
4052,3.0,1,1,1
3315,3.0,1,1,1
2719,3.0,1,1,1
59283,3.0,1,1,1
1300,3.0,1,1,1
9229,3.0,1,1,1
3910,3.0,1,1,1
10267,3.0,1,1,1
4233,3.0,1,1,1
3800,3.0,1,1,1
3977,3.0,1,1,1
2201,3.0,1,1,1
320,3.0,1,1,1
1284,3.0,1,1,1
6281,3.0,1,1,1
6285,3.0,1,1,1
91653,3.0,1,1,1
10371,3.0,1,1,1
805,3.0,1,1,1
22795,3.0,1,1,1
10221,3.0,1,1,1
9495,3.0,1,1,1
55901,3.0,1,1,1
54829,3.0,1,1,1
5080,3.0,1,1,1
9672,3.0,1,1,1
1293,3.0,1,1,1
2683,3.0,1,1,1
8549,3.0,1,1,1
9037,3.0,1,1,1
8076,3.0,1,1,1
27123,3.0,1,1,1
57863,3.0,1,1,1
8128,3.0,1,1,1
1759,3.0,1,1,1
3084,3.0,1,1,1
51384,3.0,1,1,1
6696,3.0,1,1,1
10580,3.0,1,1,1
1958,3.0,1,1,1
1509,3.0,1,1,1
7412,3.0,1,1,1
22943,3.0,1,1,1
54437,3.0,1,1,1
103910,3.0,1,1,1
6387,3.0,1,1,1
2495,3.0,1,1,1
81792,3.0,1,1,1
1294,3.0,1,1,1
6422,3.0,1,1,1
130497,3.0,1,1,1
23705,3.0,1,1,1
2817,3.0,1,1,1
91584,3.0,1,1,1
1404,3.0,1,1,1
51129,3.0,1,1,1
3975,3.0,1,1,1
90161,3.0,1,1,1
3983,3.0,1,1,1
182,3.0,1,1,1
1000,3.0,1,1,1
2252,3.0,1,1,1
10752,3.0,1,1,1
84870,3.0,1,1,1
1808,3.0,1,1,1
3675,3.0,1,1,1
27092,3.0,1,1,1
2619,3.0,1,1,1
10082,3.0,1,1,1
4320,3.0,1,1,1
108,3.0,1,1,1
2045,3.0,1,1,1
655,3.0,1,1,1
7837,3.0,1,1,1
2043,3.0,1,1,1
140766,3.0,1,1,1
5125,3.0,1,1,1
84631,3.0,1,1,1
7048,3.0,1,1,1
19,3.0,1,1,1
79971,3.0,1,1,1
7481,3.0,1,1,1
1604,3.0,1,1,1
196883,3.0,1,1,1
1392,3.0,1,1,1
1903,3.0,1,1,1
81035,3.0,1,1,1
6541,3.0,1,1,1
7042,3.0,1,1,1
1959,3.0,1,1,1
2258,3.0,1,1,1
2263,3.0,1,1,1
5454,3.0,1,1,1
5055,3.0,1,1,1
6928,3.0,1,1,1
56937,3.0,1,1,1
9719,3.0,1,1,1
3672,3.0,1,1,1
84570,3.0,1,1,1
9846,3.0,1,1,1
55366,3.0,1,1,1
652,3.0,1,1,1
3400,3.0,1,1,1
2202,3.0,1,1,1
4062,3.0,1,1,1
21,3.0,1,1,1
4921,3.0,1,1,1
27020,3.0,1,1,1
8029,3.0,1,1,1
11095,3.0,1,1,1
10630,3.0,1,1,1
219699,3.0,1,1,1
116372,3.0,1,1,1
4821,3.0,1,1,1
150,3.0,1,1,1
91683,3.0,1,1,1
5648,3.0,1,1,1
87,3.0,1,1,1
861,3.0,1,1,1
6899,3.0,1,1,1
9369,3.0,1,1,1
10417,3.0,1,1,1
5789,3.0,1,1,1
2296,3.0,1,1,1
7138,3.0,1,1,1
58,3.0,1,1,1
7225,3.0,1,1,1
285704,3.0,1,1,1
2556,3.0,1,1,1
715,3.0,1,1,1
4627,3.0,1,1,1
4060,3.0,1,1,1
7076,3.0,1,1,1
10319,3.0,1,1,1
10611,3.0,1,1,1
6299,3.0,1,1,1
55203,3.0,1,1,1
976,3.0,1,1,1
80332,3.0,1,1,1
59277,3.0,1,1,1
4015,3.0,1,1,1
64759,3.0,1,1,1
2567,3.0,1,1,1
2048,3.0,1,1,1
3589,3.0,1,1,1
2983,3.0,1,1,1
7093,3.0,1,1,1
4312,3.0,1,1,1
348,3.0,1,1,1
79901,3.0,1,1,1
6536,3.0,1,1,1
5270,3.0,1,1,1
3371,3.0,1,1,1
22829,3.0,1,1,1
9955,3.0,1,1,1
4053,3.0,1,1,1
6657,3.0,1,1,1
7043,3.0,1,1,1
1356,3.0,1,1,1
7373,3.0,1,1,1
70,3.0,1,1,1
83539,3.0,1,1,1
79924,3.0,1,1,1
59,3.0,1,1,1
4638,3.0,1,1,1
143282,3.0,1,1,1
57211,3.0,1,1,1
2244,3.0,1,1,1
649,3.0,1,1,1
3912,3.0,1,1,1
4322,3.0,1,1,1
1006,3.0,1,1,1
2674,3.0,1,1,1
257194,3.0,1,1,1
8515,3.0,1,1,1
63827,3.0,1,1,1
6423,3.0,1,1,1
4313,3.0,1,1,1
50515,3.0,1,1,1
170692,3.0,1,1,1
59284,3.0,1,1,1
1809,3.0,1,1,1
1281,3.0,1,1,1
7040,3.0,1,1,1
1285,3.0,1,1,1
55534,3.0,1,1,1
4958,3.0,1,1,1
5122,3.0,1,1,1
710,3.0,1,1,1
53637,3.0,1,1,1
7436,3.0,1,1,1
2670,3.0,1,1,1
57761,3.0,1,1,1
133,3.0,1,1,1
1030,3.0,1,1,1
2512,3.0,1,1,1
5156,3.0,1,1,1
8482,3.0,1,1,1
290,3.0,1,1,1
4036,3.0,1,1,1
9180,3.0,1,1,1
22865,3.0,1,1,1
8499,3.0,1,1,1
56896,3.0,1,1,1
3399,3.0,1,1,1
5292,3.0,1,1,1
4851,3.0,1,1,1
6520,3.0,1,1,1
27087,3.0,1,1,1
2192,3.0,1,1,1
2890,3.0,1,1,1
5328,3.0,1,1,1
29995,3.0,1,1,1
9464,3.0,1,1,1
2069,3.0,1,1,1
50507,3.0,1,1,1
155066,3.0,1,1,1
6529,3.0,1,1,1
23462,3.0,1,1,1
7852,3.0,1,1,1
10718,3.0,1,1,1
3673,3.0,1,1,1
4969,3.0,1,1,1
9510,3.0,1,1,1
1839,3.0,1,1,1
1464,3.0,1,1,1
3624,3.0,1,1,1
55240,3.0,1,1,1
1902,3.0,1,1,1
10878,3.0,1,1,1
1821,3.0,1,1,1
1004,3.0,1,1,1
5327,3.0,1,1,1
83729,3.0,1,1,1
2173,3.0,1,1,1
3075,3.0,1,1,1
80852,3.0,1,1,1
2308,3.0,1,1,1
81578,3.0,1,1,1
2066,3.0,1,1,1
50863,3.0,1,1,1
1674,3.0,1,1,1
170689,3.0,1,1,1
8877,3.0,1,1,1
5362,3.0,1,1,1
136227,3.0,1,1,1
9348,3.0,1,1,1
4629,3.0,1,1,1
6533,3.0,1,1,1
2034,3.0,1,1,1
7547,3.0,1,1,1
54894,3.0,1,1,1
23657,3.0,1,1,1
1191,3.0,1,1,1
152330,3.0,1,1,1
5792,3.0,1,1,1
1282,3.0,1,1,1
64399,3.0,1,1,1
4854,3.0,1,1,1
7046,3.0,1,1,1
8140,3.0,1,1,1
55915,2.0,1,0,1
51435,2.0,1,0,1
284207,2.0,1,0,1
7145,2.0,1,0,1
9945,2.0,1,0,1
9547,2.0,1,0,1
2917,2.0,1,0,1
1906,2.0,1,0,1
387758,2.0,1,0,1
6001,2.0,1,0,1
4610,2.0,1,0,1
375033,2.0,1,0,1
80144,2.0,1,0,1
26289,2.0,1,0,1
9832,2.0,1,0,1
90853,2.0,1,0,1
894,2.0,1,0,1
284,2.0,1,0,1
256691,2.0,1,0,1
729857,2.0,1,0,1
1240,2.0,1,0,1
9746,2.0,1,0,1
5214,2.0,1,0,1
388555,2.0,1,0,1
6783,2.0,1,0,1
29128,2.0,1,0,1
10602,2.0,1,0,1
6319,2.0,1,0,1
4837,2.0,1,0,1
266812,2.0,1,0,1
90,2.0,1,0,1
3485,2.0,1,0,1
5318,2.0,1,0,1
6507,2.0,1,0,1
10100,2.0,1,0,1
7052,2.0,1,0,1
653689,2.0,1,0,1
85449,2.0,1,0,1
55502,2.0,1,0,1
7291,2.0,1,0,1
3887,2.0,1,0,1
148156,2.0,1,0,1
51313,2.0,1,0,1
22998,2.0,1,0,1
4753,2.0,1,0,1
3755,2.0,1,0,1
25817,2.0,1,0,1
701,2.0,1,0,1
57616,2.0,1,0,1
84624,2.0,1,0,1
2624,2.0,1,0,1
6546,2.0,1,0,1
1910,2.0,1,0,1
10468,2.0,1,0,1
5243,2.0,1,0,1
84267,2.0,1,0,1
56243,2.0,1,0,1
3927,2.0,1,0,1
374378,2.0,1,0,1
729993,2.0,1,0,1
1612,2.0,1,0,1
6424,2.0,1,0,1
117581,2.0,1,0,1
27253,2.0,1,0,1
3702,2.0,1,0,1
2895,2.0,1,0,1
547,2.0,1,0,1
2589,2.0,1,0,1
134147,2.0,1,0,1
23225,2.0,1,0,1
10252,2.0,1,0,1
23209,2.0,1,0,1
3490,2.0,1,0,1
9732,2.0,1,0,1
2294,2.0,1,1,0
5764,2.0,1,0,1
92211,2.0,1,0,1
1978,2.0,1,0,1
64093,2.0,1,0,1
7881,2.0,1,0,1
6925,2.0,1,0,1
65997,2.0,1,0,1
28984,2.0,1,0,1
5783,2.0,1,0,1
4121,2.0,1,0,1
81285,2.0,1,0,1
4288,2.0,1,0,1
2697,2.0,1,0,1
6277,2.0,1,0,1
4741,2.0,1,0,1
5176,2.0,1,0,1
10350,2.0,1,0,1
57611,2.0,1,0,1
7162,2.0,1,0,1
1844,2.0,1,0,1
63027,2.0,1,0,1
