GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
GO:0043473,pigmentation,0.0,0.0,0.0,0.0,0.0,-3.2918087670886838,0.0,0.0
GO:0016032,viral process,0.0,0.0,0.0,-3.1529858256844885,-2.170446247976006,-8.341194246147047,0.0,0.0
GO:0022414,reproductive process,0.0,-2.996648267938078,-4.283277277049481,0.0,0.0,-3.803219491131106,0.0,0.0
GO:0040007,growth,-4.058897851474433,0.0,-4.300208431442381,-2.6305361501855034,-2.847601135899456,-4.048697634997241,0.0,0.0
GO:0040011,locomotion,-4.16426625293866,0.0,-3.103167762475825,-2.6886204720006854,-6.5998054489478815,-6.931190339490456,0.0,0.0
GO:0048511,rhythmic process,-3.5701519039877248,-2.1737266405651345,-3.0089572848426074,0.0,-3.8495149852861097,-2.110257175810826,0.0,0.0
GO:0044419,biological process involved in interspecies interaction between organisms,0.0,-2.0078449502467595,0.0,-2.7040210763764723,-13.494614565262498,-11.822282293740196,0.0,-2.554404801341212
GO:0002376,immune system process,0.0,-3.4850728139243254,-3.715987395105145,0.0,-12.740626894205397,-8.50761592409966,0.0,-2.5803806427108418
GO:0098754,detoxification,0.0,-4.736168434256539,0.0,0.0,0.0,0.0,-5.039650972418462,0.0
GO:0042592,homeostatic process,0.0,-5.921955116208564,-2.769710190369055,0.0,-3.20734202952555,-4.6586885960825315,-6.949135040376548,0.0
GO:0032501,multicellular organismal process,-3.2433488711582803,-6.816087937984414,-5.646780699349182,-2.2583561657872298,-8.211745007640685,-8.281881890940621,-3.6528175199563164,0.0
GO:0050789,regulation of biological process,-4.156394365677625,-4.962580193622674,-5.210734895102113,-3.8681029836633134,-6.992680785923576,-5.870363436274591,0.0,-2.5379263814335626
GO:0048519,negative regulation of biological process,-3.3835359111230754,-3.93858407701196,-4.565538533608644,-2.522398080261071,-7.79322408359205,-3.2896309543607574,-2.381339012990746,-3.1919517070165613
GO:0048518,positive regulation of biological process,-4.150490040103966,-4.2625724764977955,-4.0981102064218335,-2.921380226603931,-13.163475923824993,-8.513419445025603,-2.871283524629882,-3.2995477795717396
GO:0032502,developmental process,-4.231086122662263,-5.2934396049529955,-7.377893148006442,-4.105350344850655,-7.205912896060568,-6.756245520430565,-5.76884634449948,-2.5326530102660163
GO:0065007,biological regulation,-3.046178440029478,-11.910615098089291,-3.2348434248009412,-2.5757336713767045,-4.382836941764111,-2.5732982683544283,-3.5531538524371373,-3.2307806967876225
GO:0050896,response to stimulus,-7.303336984057898,-6.454487418315323,-5.725302325966463,-5.494026234697766,-15.909838953771702,-9.046745574876205,-5.038572397575181,-4.858240898766477
GO:0008152,metabolic process,-7.336369498296912,-16.964430233088084,-3.373349072107063,-5.779551921079941,-10.8068892973586,-4.091925648568294,-19.441246170490636,-9.611885699177517
GO:0009987,cellular process,-3.0959611143962587,-6.065764955962302,-3.7372864910602708,-4.919276910405141,-7.043898760012276,-7.204921175742086,-7.572716314842182,-9.108008018313596
GO:0051179,localization,-3.876552424698423,-8.612070970384686,-2.7961076622406376,-4.376996070998189,-4.109821778405279,-6.901744649327342,-6.2189012806228465,-11.203642626074597
