_MEMBER_modules_mes_black_sorted_top300,_MEMBER_modules_mes_blue_sorted_top300,_MEMBER_modules_mes_green_sorted_top300,_MEMBER_modules_mes_grey_sorted_top300,_MEMBER_modules_mes_pink_sorted_top300,_MEMBER_modules_mes_red_sorted_top300,_LogP_modules_mes_black_sorted_top300,_LogP_modules_mes_blue_sorted_top300,_LogP_modules_mes_green_sorted_top300,_LogP_modules_mes_grey_sorted_top300,_LogP_modules_mes_pink_sorted_top300,_LogP_modules_mes_red_sorted_top300,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,1,0,0,0,0,-7.47117601789514,-8.262073179943028,0.0,0.0,0.0,0.0,GO:0051251,M110000,2,0,GO Biological Processes,19,positive regulation of lymphocyte activation,19_GO:0002376 immune system process,-11.66326646188084,2.84564710945933,8.41111172998264,30293,326,1796,55,3.062360801781737,0.4065568022577825,60|387|567|865|920|961|972|1326|1540|1947|1960|2309|3105|3111|3133|3135|3280|3481|3552|3553|3569|3572|3575|3600|3601|3965|4192|4615|5170|6347|6352|6461|6595|6597|6601|7037|7040|7048|7297|7412|8546|8767|8943|9308|10148|10385|10673|29126|55795|64332|80380|84807|115650|148022|259307,ACTB|RHOA|B2M|CBFB|CD4|CD47|CD74|MAP3K8|CYLD|EFNB1|EGR3|FOXO3|HLA-A|HLA-DOA|HLA-E|HLA-G|HES1|IGF2|IL1A|IL1B|IL6|IL6ST|IL7R|IL15|IL15RA|LGALS9|MDK|MYD88|PDPK1|CCL2|CCL5|SHB|SMARCA2|SMARCA4|SMARCC2|TFRC|TGFB1|TGFBR2|TYK2|VCAM1|AP3B1|RIPK2|AP3D1|CD83|EBI3|BTN2A2|TNFSF13B|CD274|PCID2|NFKBIZ|PDCD1LG2|NFKBID|TNFRSF13C|TICAM1|IL4I1,-9.724438601316782,0,18.0,0.0,0.0,-20.37881478714037,4.919520230141054,
1,1,0,0,0,0,-6.2619295137305535,-11.631080176678081,0.0,0.0,0.0,0.0,R-HSA-9705671,M110000,2,0,Reactome Gene Sets,6,SARS-CoV-2 activates/modulates innate and adaptive immune responses,,-11.631080176678081,12.021031746031747,12.398127891812159,30293,126,300,15,5.0,1.2583057392117916,567|3105|3106|3107|3133|3134|3135|3665|3838|7097|7706|9636|23586|23636|64135,B2M|HLA-A|HLA-B|HLA-C|HLA-E|HLA-F|HLA-G|IRF7|KPNA2|TLR2|TRIM25|ISG15|RIGI|NUP62|IFIH1,-9.792253406099222,0,30.0,0.0,0.0,-16.808690141238788,73.43757575757576,
1,1,0,0,0,0,-4.39934063252112,-11.060974907399915,0.0,0.0,0.0,0.0,hsa05323,M110000,2,0,KEGG Pathway,24,Rheumatoid arthritis,,-11.579785932721457,4.896849630002155,9.44863819889851,30293,93,1796,27,1.5033407572383073,0.28713511006452846,523|525|533|1435|1513|1514|2919|2920|2921|3111|3383|3552|3553|3569|3576|3589|3600|4312|6347|6352|6364|6372|6374|7040|7097|9550|10673,ATP6V1A|ATP6V1B1|ATP6V0B|CSF1|CTSK|CTSL|CXCL1|CXCL2|CXCL3|HLA-DOA|ICAM1|IL1A|IL1B|IL6|CXCL8|IL11|IL15|MMP1|CCL2|CCL5|CCL20|CXCL6|CXCL5|TGFB1|TLR2|ATP6V1G1|TNFSF13B,-9.64864490082369,0,73.0,1.0,1.0,-11.579785932721457,6.48727942436183,
0,0,1,0,1,1,0.0,0.0,-9.368954867222575,0.0,-2.087377716736813,-4.826320386406355,GO:0006900,M001011,3,0,GO Biological Processes,19,vesicle budding from membrane,19_GO:0051179 localization,-11.564746723130298,5.270914532293986,9.602548686709559,30293,80,1796,25,1.3919821826280623,0.2764520319753959,1173|5584|5861|6281|6396|8120|8301|8729|8943|9871|9919|10016|10113|10484|10802|10959|22872|22937|25956|26052|26286|64083|79090|128637|399687,AP2M1|PRKCI|RAB1A|S100A10|SEC13|AP3B2|PICALM|GBF1|AP3D1|SEC24D|SEC16A|PDCD6|PREB|SEC23A|SEC24A|TMED2|SEC31A|SCAP|SEC31B|DNM3|ARFGAP3|GOLPH3|TRAPPC6A|TBC1D20|MYO18A,-9.637398680249671,0,74.0,1.0,1.0,-11.564746723130298,24.47919191919192,
1,0,1,0,0,0,-3.3316000455045423,0.0,-9.844624320909015,0.0,0.0,0.0,GO:0034976,M101000,2,0,GO Biological Processes,19,response to endoplasmic reticulum stress,19_GO:0050896 response to stimulus,-11.53618483329391,3.269360203290719,8.615809851780632,30293,227,1796,44,2.4498886414253898,0.3647824120239671,837|1051|1981|2081|3576|3708|4217|4780|5296|5371|5610|5924|7009|7057|7157|7186|7706|8795|9919|10299|10959|23190|26003|26270|26608|27230|29982|51465|51569|54431|55298|55666|55757|55829|57134|57333|58487|64764|79139|80020|81502|81542|84447|115290,CASP4|CEBPB|EIF4G1|ERN1|CXCL8|ITPR1|MAP3K5|NFE2L2|PIK3R2|PML|EIF2AK2|RASGRF2|TMBIM6|THBS1|TP53|TRAF2|TRIM25|TNFRSF10B|SEC16A|MARCHF6|TMED2|UBXN4|GORASP2|FBXO6|TBL2|SERP1|NRBF2|UBE2J1|UFM1|DNAJC10|RNF121|NPLOC4|UGGT2|SELENOS|MAN1C1|RCN3|CREBZF|CREB3L2|DERL1|FOXRED2|HM13|TMX1|SYVN1|FBXO17,-9.613107273747024,0,75.0,1.0,1.0,-11.53618483329391,9.526100628930818,
1,0,1,0,0,0,-5.777669960873135,0.0,-5.777669960873135,0.0,0.0,0.0,GO:0001525,M101000,2,0,GO Biological Processes,19,angiogenesis,19_GO:0032502 developmental process,-11.534827231619225,2.7945203674174035,8.328938380215096,30293,338,1796,56,3.11804008908686,0.41011829117582455,71|290|652|800|961|1296|1464|1490|1499|1890|1942|1960|1969|2028|2247|2316|2335|2549|2683|3576|3688|4017|4327|4627|4814|5156|5743|6091|6095|6347|6376|6461|6464|6722|7040|7048|7057|7127|7342|7424|8325|8828|9037|10016|22846|23210|25932|51330|51752|56005|57674|64344|80149|85301|116150|168667,ACTG1|ANPEP|BMP4|CALD1|CD47|COL8A2|CSPG4|CCN2|CTNNB1|TYMP|EFNA1|EGR3|EPHA2|ENPEP|FGF2|FLNA|FN1|GAB1|B4GALT1|CXCL8|ITGB1|LOXL2|MMP19|MYH9|NINJ1|PDGFRA|PTGS2|ROBO1|RORA|CCL2|CX3CL1|SHB|SHC1|SRF|TGFB1|TGFBR2|THBS1|TNFAIP2|UBP1|VEGFC|FZD8|NRP2|SEMA5A|PDCD6|VASH1|JMJD6|CLIC4|TNFRSF12A|ERAP1|MYDGF|RNF213|HIF3A|ZC3H12A|COL27A1|NUS1|BMPER,-9.613107273747024,0,22.0,0.0,0.0,-18.200456402425853,2.7945203674174035,
1,1,0,0,0,0,-11.521540205747607,-2.6032310774981817,0.0,0.0,0.0,0.0,R-HSA-157118,M110000,2,0,Reactome Gene Sets,6,Signaling by NOTCH,,-11.521540205747607,8.164070921985815,11.02626473175322,30293,235,300,19,6.333333333333333,1.4062031885212773,2683|5682|5684|5685|5686|5687|5690|5691|5694|5704|5705|5707|5709|5717|5721|6772|7157|23286|56983,B4GALT1|PSMA1|PSMA3|PSMA4|PSMA5|PSMA6|PSMB2|PSMB3|PSMB6|PSMC4|PSMC5|PSMD1|PSMD3|PSMD11|PSME2|STAT1|TP53|WWC1|POGLUT1,-9.685782666896426,0,4.0,0.0,0.0,-35.48370167423081,42.51649122807017,
1,1,0,0,0,0,-4.3411844426730415,-11.480218620820954,0.0,0.0,0.0,0.0,GO:0002821,M110000,2,0,GO Biological Processes,19,positive regulation of adaptive immune response,19_GO:0002376 immune system process,-11.480218620820954,11.741472868217055,12.227252270139791,30293,129,300,15,5.0,1.2583057392117916,567|718|3105|3106|3107|3133|3134|3135|3553|3569|3572|5321|6891|7037|10673,B2M|C3|HLA-A|HLA-B|HLA-C|HLA-E|HLA-F|HLA-G|IL1B|IL6|IL6ST|PLA2G4A|TAP2|TFRC|TNFSF13B,-9.645987601931244,0,30.0,0.0,0.0,-16.808690141238788,73.43757575757576,
1,1,0,1,0,0,-10.890796943491509,-10.890796943491509,0.0,-2.3038926723549134,0.0,0.0,hsa05168,M110100,3,0,KEGG Pathway,24,Herpes simplex virus 1 infection,,-11.47855063709388,2.4048547553591315,8.048488671493322,30293,512,1796,73,4.064587973273942,0.46595563722930045,329|330|355|567|637|684|718|842|972|1616|3105|3106|3107|3111|3133|3134|3135|3455|3459|3460|3553|3569|3665|4615|4790|4792|4938|4939|4940|5293|5296|5371|5452|5610|5970|6347|6352|6672|6732|6772|6890|6891|6892|7097|7098|7157|7186|7187|7188|7297|7637|7733|7770|9641|10000|10189|10308|10379|10838|23586|27102|56242|59348|64135|80818|115509|148022|148213|168374|285268|339327|345462|353088,BIRC2|BIRC3|FAS|B2M|BID|BST2|C3|CASP9|CD74|DAXX|HLA-A|HLA-B|HLA-C|HLA-DOA|HLA-E|HLA-F|HLA-G|IFNAR2|IFNGR1|IFNGR2|IL1B|IL6|IRF7|MYD88|NFKB1|NFKBIA|OAS1|OAS2|OAS3|PIK3CD|PIK3R2|PML|POU2F2|EIF2AK2|RELA|CCL2|CCL5|SP100|SRPK1|STAT1|TAP1|TAP2|TAPBP|TLR2|TLR3|TP53|TRAF2|TRAF3|TRAF5|TYK2|ZNF84|ZNF180|ZNF227|IKBKE|AKT3|ALYREF|ZNF267|IRF9|ZNF275|RIGI|EIF2AK1|ZNF253|ZNF350|IFIH1|ZNF436|ZNF689|TICAM1|ZNF681|ZNF92|ZNF621|ZNF546|ZNF879|ZNF429,-9.560542620467396,0,8.0,0.0,0.0,-30.704378481655603,8.17790375919552,
0,1,0,0,0,0,0.0,-11.470553545721481,0.0,0.0,0.0,0.0,GO:0002428,M010000,1,0,GO Biological Processes,19,antigen processing and presentation of peptide antigen via MHC class Ib,19_GO:0002376 immune system process,-11.470553545721481,44.87851851851852,18.623477572765328,30293,18,300,8,2.6666666666666665,0.9301533127313932,567|3105|3106|3107|3133|3134|3135|6891,B2M|HLA-A|HLA-B|HLA-C|HLA-E|HLA-F|HLA-G|TAP2,-9.637843699952304,0,30.0,0.0,0.0,-16.808690141238788,73.43757575757576,
0,0,1,0,1,1,0.0,0.0,-8.006444960702774,0.0,-2.0168863164518136,-6.073695799578925,GO:0010256,M001011,3,0,GO Biological Processes,19,endomembrane system organization,19_GO:0009987 cellular process,-11.468424408034265,2.3400961094725017,7.999155298288882,30293,555,1796,77,4.287305122494432,0.4779954938214671,162|523|533|738|819|983|1289|2647|2801|4627|5048|5270|5347|5350|5359|5552|5861|5862|6810|6836|7357|8266|8546|8729|8874|8878|8943|9145|9820|9885|9919|9950|10133|10269|10466|10959|11234|11267|22872|22931|23345|23363|23399|25956|25978|26003|27230|27243|29927|53947|55048|55627|55666|57082|57511|64083|64689|65977|79137|80346|81035|81488|81555|81671|84327|84376|84932|93343|121601|128637|133022|155382|282991|338440|399687|440400|100820829,AP1B1|ATP6V1A|ATP6V0B|VPS51|CAMLG|CDK1|COL5A1|BLOC1S1|GOLGA2|MYH9|PAFAH1B1|SERPINE2|PLK1|PLN|PLSCR1|SRGN|RAB1A|RAB2A|STX4|SURF4|UGCG|UBL4A|AP3B1|GBF1|ARHGEF7|SQSTM1|AP3D1|SYNGR1|CUL7|OSBPL2|SEC16A|GOLGA5|OPTN|ZMPSTE24|COG5|TMED2|HPS5|SNF8|SEC31A|RAB18|SYNE1|OBSL1|CTDNEP1|SEC31B|CHMP2B|GORASP2|SERP1|CHMP2A|SEC61A1|A4GALT|VPS37C|SMPD4|NPLOC4|KNL1|COG6|GOLPH3|GORASP1|PLEKHA3|RETREG2|REEP4|COLEC12|POLR2M|YIPF5|VMP1|ZBED3|HOOK3|RAB2B|MVB12A|ANO4|TBC1D20|TRAM1L1|VPS37D|BLOC1S2|ANO9|MYO18A|RNASEK|MYZAP,-9.552260532106152,0,58.0,0.0,0.0,-13.351472900470833,3.162548719376392,
1,1,0,0,0,0,-6.911896372956449,-11.456500615741664,0.0,0.0,0.0,0.0,GO:0050670,M110000,2,0,GO Biological Processes,19,regulation of lymphocyte proliferation,19_GO:0002376 immune system process,-11.456500615741664,8.09517580872011,10.96696331667508,30293,237,300,19,6.333333333333333,1.4062031885212773,196|972|1947|3105|3133|3135|3553|3569|3572|3659|3965|4615|5880|6385|7037|7133|7412|10673|259307,AHR|CD74|EFNB1|HLA-A|HLA-E|HLA-G|IL1B|IL6|IL6ST|IRF1|LGALS9|MYD88|RAC2|SDC4|TFRC|TNFRSF1B|VCAM1|TNFSF13B|IL4I1,-9.625306633577436,0,64.0,0.0,0.0,-12.444530696753587,9.70929487179487,
1,1,0,0,0,0,-7.597596488967957,-8.36897731374816,0.0,0.0,0.0,0.0,GO:0002696,M110000,2,0,GO Biological Processes,19,positive regulation of leukocyte activation,19_GO:0002376 immune system process,-11.405685444531915,2.7174492699826778,8.229578918737731,30293,360,1796,58,3.2293986636971046,0.4171376444147353,60|387|567|865|920|961|972|1326|1540|1947|1960|2309|3105|3111|3133|3135|3280|3481|3552|3553|3569|3572|3575|3600|3601|3965|4192|4615|5170|5321|6347|6352|6461|6595|6597|6601|7037|7040|7048|7057|7297|7412|8546|8767|8943|9308|10148|10333|10385|10673|29126|55795|64332|80380|84807|115650|148022|259307,ACTB|RHOA|B2M|CBFB|CD4|CD47|CD74|MAP3K8|CYLD|EFNB1|EGR3|FOXO3|HLA-A|HLA-DOA|HLA-E|HLA-G|HES1|IGF2|IL1A|IL1B|IL6|IL6ST|IL7R|IL15|IL15RA|LGALS9|MDK|MYD88|PDPK1|PLA2G4A|CCL2|CCL5|SHB|SMARCA2|SMARCA4|SMARCC2|TFRC|TGFB1|TGFBR2|THBS1|TYK2|VCAM1|AP3B1|RIPK2|AP3D1|CD83|EBI3|TLR6|BTN2A2|TNFSF13B|CD274|PCID2|NFKBIZ|PDCD1LG2|NFKBID|TNFRSF13C|TICAM1|IL4I1,-9.495007466581834,0,18.0,0.0,0.0,-20.37881478714037,4.919520230141054,
1,0,1,1,0,1,-3.7336826470745095,0.0,-2.471277879971999,-2.1393213607603365,0.0,-4.201866381339596,GO:0033365,M101101,4,0,GO Biological Processes,19,protein localization to organelle,19_GO:0051179 localization,-11.389198974993478,2.1253231787051354,7.81281518410474,30293,746,1796,94,5.233853006681515,0.5255138981146873,378|602|637|701|819|983|1200|1277|2634|3068|3301|3550|3638|3838|3839|4074|4591|4792|5347|5371|5552|5824|5870|5905|6272|6396|6495|6608|6672|6728|6734|6747|6788|6794|7128|7157|8266|8546|8729|8878|8943|9212|9500|9555|9585|9636|9742|9903|9919|10049|10133|10139|10628|10945|10959|11014|11015|11079|11190|11267|11315|22919|23177|23345|23363|23399|23400|23480|23511|23558|23636|26225|27085|27152|29927|51762|55048|56947|57082|57728|58477|64083|79158|79567|81788|84376|93343|112869|133022|155382|166614|199221|200558|387680,ARF4|BCL3|BID|BUB1B|CAMLG|CDK1|TPP1|COL1A1|GBP2|HDGF|DNAJA1|IK|INSIG1|KPNA2|KPNA3|M6PR|TRIM37|NFKBIA|PLK1|PML|SRGN|PEX19|RAB6A|RANGAP1|SORT1|SEC13|SIX1|SMO|SP100|SRP19|SRPRA|SSR3|STK3|STK11|TNFAIP3|TP53|UBL4A|AP3B1|GBF1|SQSTM1|AP3D1|AURKB|MAGED1|MACROH2A1|KIF20B|ISG15|IFT140|KLHL21|SEC16A|DNAJB6|OPTN|ARFRP1|TXNIP|KDELR1|TMED2|KDELR2|KDELR3|RER1|CEP250|SNF8|PARK7|MAPRE1|CEP68|SYNE1|OBSL1|CTDNEP1|ATP13A2|SEC61G|NUP188|WBP2|NUP62|ARL5A|MTBP|INTU|SEC61A1|RAB8B|VPS37C|MFF|KNL1|WDR19|SRPRB|GOLPH3|GNPTAB|RIPOR1|NUAK2|HOOK3|MVB12A|SGF29|TRAM1L1|VPS37D|DCLK2|DZIP1L|APLF|WASHC2A,-9.480334337806864,0,76.0,1.0,1.0,-11.389198974993478,2.5255291021044983,
1,1,0,0,0,1,-10.694844834428519,-3.1842825456794617,0.0,0.0,0.0,-2.465687121627921,R-HSA-3858494,M110001,3,0,Reactome Gene Sets,6,Beta-catenin independent WNT signaling,,-11.371794748676646,3.927914391188944,8.902875922981764,30293,146,1796,34,1.8930957683741647,0.3215754692645701,387|805|1173|1499|1856|2535|2782|3708|3709|4343|5158|5682|5684|5685|5686|5687|5690|5691|5694|5696|5698|5699|5704|5705|5707|5709|5714|5717|5720|5721|5880|8325|23198|59345,RHOA|CALM2|AP2M1|CTNNB1|DVL2|FZD2|GNB1|ITPR1|ITPR2|MOV10|PDE6B|PSMA1|PSMA3|PSMA4|PSMA5|PSMA6|PSMB2|PSMB3|PSMB6|PSMB8|PSMB9|PSMB10|PSMC4|PSMC5|PSMD1|PSMD3|PSMD8|PSMD11|PSME1|PSME2|RAC2|FZD8|PSME4|GNB4,-9.466018503884401,0,4.0,0.0,0.0,-35.48370167423081,42.51649122807017,
1,1,1,0,0,0,-5.547718738533025,-5.547718738533025,-2.973570927434852,0.0,0.0,0.0,GO:0048871,M111000,3,0,GO Biological Processes,19,multicellular organismal-level homeostasis,19_GO:0042592 homeostatic process,-11.37127901680219,2.2732463340609006,7.914937932118797,30293,601,1796,81,4.510022271714922,0.4896830518276971,60|71|103|211|231|323|355|525|567|652|819|1200|1311|1435|1490|1499|1512|1513|1540|1756|1981|2308|2327|3552|3553|3569|3575|3688|3718|3915|4155|4297|4891|4907|4938|5025|5366|5743|5745|5771|5880|6372|6498|6608|6648|6722|6794|6839|7128|7291|8301|8546|8837|8878|9069|9076|9258|9733|9839|10000|10019|10370|10673|10848|11171|23210|23371|26234|27102|30061|50507|54892|55619|57333|58494|64116|64332|65217|79901|84059|286204,ACTB|ACTG1|ADAR|ALAS1|AKR1B1|APBB2|FAS|ATP6V1B1|B2M|BMP4|CAMLG|TPP1|COMP|CSF1|CCN2|CTNNB1|CTSH|CTSK|CYLD|DMD|EIF4G1|FOXO1|FMO2|IL1A|IL1B|IL6|IL7R|ITGB1|JAK3|LAMC1|MBP|KMT2A|SLC11A2|NT5E|OAS1|P2RX4|PMAIP1|PTGS2|PTH1R|PTPN2|RAC2|CXCL6|SKIL|SMO|SOD2|SRF|STK11|SUV39H1|TNFAIP3|TWIST1|PICALM|AP3B1|CFLAR|SQSTM1|CLDN12|CLDN1|MFHAS1|SART3|ZEB2|AKT3|SH2B3|CITED2|TNFSF13B|PPP1R13L|STRAP|JMJD6|TNS2|FBXL5|EIF2AK1|SLC40A1|NOX4|NCAPG2|DOCK10|RCN3|JAM2|SLC39A8|NFKBIZ|PCDH15|CYBRD1|ADGRV1|CRB2,-9.466018503884401,0,77.0,1.0,1.0,-11.37127901680219,5.3263978431602395,
1,0,1,0,0,1,-3.4773852841206554,0.0,-7.265407599834422,0.0,0.0,-2.006176632074644,GO:0009611,M101001,3,0,GO Biological Processes,19,response to wounding,19_GO:0050896 response to stimulus,-11.317659719690377,2.5580172896061817,8.091353706833175,30293,422,1796,64,3.56347438752784,0.43742583783911565,60|71|308|387|958|966|977|983|1289|1311|1465|1490|2247|2316|2335|2683|2735|2811|2909|3315|3371|3552|3569|3688|3818|4192|4627|4747|4774|5025|5156|5270|5359|5493|5754|5905|6376|6385|6648|6722|6868|7040|7098|7168|7980|8061|8526|8546|8837|9060|9076|10398|10627|11234|22846|23767|25978|27243|60681|64332|79567|160851|221477|375033,ACTB|ACTG1|ANXA5|RHOA|CD40|CD59|CD151|CDK1|COL5A1|COMP|CSRP1|CCN2|FGF2|FLNA|FN1|B4GALT1|GLI1|GP1BA|ARHGAP35|HSPB1|TNC|IL1A|IL6|ITGB1|KLKB1|MDK|MYH9|NEFL|NFIA|P2RX4|PDGFRA|SERPINE2|PLSCR1|PPL|PTK7|RANGAP1|CX3CL1|SDC4|SOD2|SRF|ADAM17|TGFB1|TLR3|TPM1|TFPI2|FOSL1|DGKE|AP3B1|CFLAR|PAPSS2|CLDN1|MYL9|MYL12A|HPS5|VASH1|FLRT3|CHMP2B|CHMP2A|FKBP10|NFKBIZ|RIPOR1|DGKH|C6orf89|PEAR1,-9.41774992515669,0,78.0,1.0,1.0,-11.317659719690377,13.17086956521739,
1,1,0,0,1,0,-7.988845127805228,-4.626121906407368,0.0,0.0,-2.471109895402869,0.0,GO:1903706,M110010,3,0,GO Biological Processes,19,regulation of hemopoiesis,19_GO:0002376 immune system process,-11.317659719690377,2.5580172896061817,8.091353706833175,30293,422,1796,64,3.56347438752784,0.43742583783911565,60|387|567|652|865|920|972|1051|1435|1499|1540|1960|2309|3106|3111|3135|3276|3303|3575|3600|3601|3659|3665|3718|3965|4092|4192|4792|4982|5764|5771|5916|6461|6522|6595|6597|6601|6772|7030|7040|7048|7098|8546|8767|8943|9308|9636|10193|10272|10385|10826|23522|27086|27166|55795|56833|56892|64332|80149|84807|146433|150372|169200|259307,ACTB|RHOA|B2M|BMP4|CBFB|CD4|CD74|CEBPB|CSF1|CTNNB1|CYLD|EGR3|FOXO3|HLA-B|HLA-DOA|HLA-G|PRMT1|HSPA1A|IL7R|IL15|IL15RA|IRF1|IRF7|JAK3|LGALS9|SMAD7|MDK|NFKBIA|TNFRSF11B|PTN|PTPN2|RARG|SHB|SLC4A2|SMARCA2|SMARCA4|SMARCC2|STAT1|TFE3|TGFB1|TGFBR2|TLR3|AP3B1|RIPK2|AP3D1|CD83|ISG15|RNF41|FSTL3|BTN2A2|FAXDC2|KAT6B|FOXP1|PRELID1|PCID2|SLAMF8|TCIM|NFKBIZ|ZC3H12A|NFKBID|IL34|NFAM1|TMEM64|IL4I1,-9.41774992515669,0,18.0,0.0,0.0,-20.37881478714037,4.919520230141054,
1,0,0,0,0,0,-11.311890378956985,0.0,0.0,0.0,0.0,0.0,hsa05235,M100000,1,0,KEGG Pathway,24,PD-L1 expression and PD-1 checkpoint pathway in cancer,,-11.311890378956985,14.749400749063668,12.991556625221266,30293,89,300,13,4.333333333333333,1.1755219486899646,3459|3460|4790|4792|4793|4794|5293|5533|5606|5970|6772|29126|148022,IFNGR1|IFNGR2|NFKB1|NFKBIA|NFKBIB|NFKBIE|PIK3CD|PPP3CC|MAP2K3|RELA|STAT1|CD274|TICAM1,-9.488197351507184,0,70.0,0.0,0.0,-11.890542141113741,50.48833333333334,
1,1,0,0,0,0,-4.8084379604485585,-11.309171994399172,0.0,0.0,0.0,0.0,GO:0034340,M110000,2,0,GO Biological Processes,19,response to type I interferon,19_GO:0044419 biological process involved in interspecies interaction between organisms,-11.309171994399172,20.569320987654322,14.394731612777978,30293,54,300,11,3.6666666666666665,1.0850840554571832,3429|3665|4599|4615|4939|6672|9023|9636|55337|64135|81844,IFI27|IRF7|MX1|MYD88|OAS2|SP100|CH25H|ISG15|SHFL|IFIH1|TRIM56,-9.486963735855062,0,79.0,1.0,1.0,-11.309171994399172,20.569320987654322,
1,1,0,0,0,0,-6.416336871322299,-5.603953700065913,0.0,0.0,0.0,0.0,hsa05166,M110000,2,0,KEGG Pathway,24,Human T-cell leukemia virus 1 infection,,-11.279386482793743,3.2670172956921286,8.510889548820323,30293,222,1796,43,2.3942093541202674,0.36071623333510267,109|113|567|701|896|920|958|996|1030|1387|1869|2224|3105|3106|3107|3111|3133|3134|3135|3383|3569|3600|3601|3718|4790|4791|4792|5293|5296|5533|5970|5971|6722|6776|7040|7048|7157|8061|10000|11200|64764|83660|115650,ADCY3|ADCY7|B2M|BUB1B|CCND3|CD4|CD40|CDC27|CDKN2B|CREBBP|E2F1|FDPS|HLA-A|HLA-B|HLA-C|HLA-DOA|HLA-E|HLA-F|HLA-G|ICAM1|IL6|IL15|IL15RA|JAK3|NFKB1|NFKB2|NFKBIA|PIK3CD|PIK3R2|PPP3CC|RELA|RELB|SRF|STAT5A|TGFB1|TGFBR2|TP53|FOSL1|AKT3|CHEK2|CREB3L2|TLN2|TNFRSF13C,-9.38650995099126,0,21.0,0.0,0.0,-18.382556200934676,4.576297888503307,
1,0,0,0,0,0,-11.236927793173344,0.0,0.0,0.0,0.0,0.0,M194,M100000,1,0,BioCarta Gene Sets,15,BIOCARTA PROTEASOME PATHWAY,,-11.236927793173344,42.51649122807017,18.104110295074662,30293,19,300,8,2.6666666666666665,0.9301533127313932,5682|5684|5685|5686|5687|5690|5691|5694,PSMA1|PSMA3|PSMA4|PSMA5|PSMA6|PSMB2|PSMB3|PSMB6,-9.41619924468728,0,4.0,0.0,0.0,-35.48370167423081,42.51649122807017,
0,1,1,0,0,1,0.0,-4.3548166273734035,-3.6726850979789365,0.0,0.0,-4.3548166273734035,hsa04144,M011001,3,0,KEGG Pathway,24,Endocytosis,,-11.198989736437522,3.103514476614699,8.384196141227322,30293,250,1796,46,2.5612472160356345,0.37276784387099143,375|377|378|387|1173|1956|3105|3106|3107|3133|3134|3135|3303|3480|3799|5156|5337|5371|5584|5662|5868|6455|6643|7037|7048|8218|8729|10092|10097|10193|11267|23362|25978|26052|26286|27243|55048|55616|55738|56288|56904|83737|93343|147179|155382|387680,ARF1|ARF3|ARF4|RHOA|AP2M1|EGFR|HLA-A|HLA-B|HLA-C|HLA-E|HLA-F|HLA-G|HSPA1A|IGF1R|KIF5B|PDGFRA|PLD1|PML|PRKCI|PSD|RAB5A|SH3GL1|SNX2|TFRC|TGFBR2|CLTCL1|GBF1|ARPC5|ACTR2|RNF41|SNF8|PSD3|CHMP2B|DNM3|ARFGAP3|CHMP2A|VPS37C|ASAP3|ARFGAP1|PARD3|SH3GLB2|ITCH|MVB12A|WIPF2|VPS37D|WASHC2A,-9.319846980870595,0,80.0,1.0,1.0,-11.198989736437522,3.103514476614699,
0,1,0,0,0,0,0.0,-11.14062810548542,0.0,0.0,0.0,0.0,GO:0002460,M010000,1,0,GO Biological Processes,19,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,19_GO:0002376 immune system process,-11.14062810548542,7.767435897435896,10.680558020185481,30293,247,300,19,6.333333333333333,1.4062031885212773,567|602|715|716|718|958|972|1512|3105|3135|3569|3665|4615|6868|6891|10384|10673|11118|51279,B2M|BCL3|C1R|C1S|C3|CD40|CD74|CTSH|HLA-A|HLA-G|IL6|IRF7|MYD88|ADAM17|TAP2|BTN3A3|TNFSF13B|BTN3A2|C1RL,-9.32722341491163,0,81.0,1.0,1.0,-11.14062810548542,20.19533333333333,
1,0,0,0,0,0,-11.124907598767832,0.0,0.0,0.0,0.0,0.0,M13968,M100000,1,0,BioCarta Gene Sets,15,BIOCARTA HIVNEF PATHWAY,,-11.124907598767832,19.834702380952383,14.109059769575246,30293,56,300,11,3.6666666666666665,1.0850840554571832,329|330|355|637|1616|4790|4792|5970|7185|7186|8837,BIRC2|BIRC3|FAS|BID|DAXX|NFKB1|NFKBIA|RELA|TRAF1|TRAF2|CFLAR,-9.316331483859262,0,13.0,0.0,0.0,-25.870169698435017,57.70095238095238,
1,1,0,0,0,0,-11.122533779148728,-4.429669610452555,0.0,0.0,0.0,0.0,WP1772,M110000,2,0,WikiPathways,27,Apoptosis modulation and signaling,,-11.122533779148728,14.268442028985506,12.74728896982404,30293,92,300,13,4.333333333333333,1.1755219486899646,329|330|355|637|1616|4790|4792|5366|7157|7187|8771|8795|8837,BIRC2|BIRC3|FAS|BID|DAXX|NFKB1|NFKBIA|PMAIP1|TP53|TRAF3|TNFRSF6B|TNFRSF10B|CFLAR,-9.316331483859262,0,13.0,0.0,0.0,-25.870169698435017,57.70095238095238,
