Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Hallmark Gene Sets,23,M5890,HALLMARK TNFA SIGNALING VIA NFKB,,-47,23,31,30293,200,300,45,15,2.1,329|330|687|1051|1942|2683|3383|3460|3552|3575|3604|4780|4790|4791|4792|4794|4814|4973|5271|5606|5743|5970|5971|6347|6352|6890|7128|7185|8061|8767|8837|8878|9242|9308|9945|10010|10318|10950|11182|23764|24145|25816|55332|80149|127544,BIRC2|BIRC3|KLF9|CEBPB|EFNA1|B4GALT1|ICAM1|IFNGR2|IL1A|IL7R|TNFRSF9|NFE2L2|NFKB1|NFKB2|NFKBIA|NFKBIE|NINJ1|OLR1|SERPINB8|MAP2K3|PTGS2|RELA|RELB|CCL2|CCL5|TAP1|TNFAIP3|TRAF1|FOSL1|RIPK2|CFLAR|SQSTM1|MSC|CD83|GFPT2|TANK|TNIP1|BTG3|SLC2A6|MAFF|PANX1|TNFAIP8|DRAM1|ZC3H12A|RNF19B,-44,modules_mes_black_sorted_top300
Reactome Gene Sets,6,R-HSA-1280215,Cytokine Signaling in Immune system,,-41,8.5,21,30293,787,300,66,22,2.4,329|330|2247|3383|3455|3459|3460|3552|3575|3576|3600|3604|3656|3718|4318|4502|4790|4791|4792|4793|4982|5293|5606|5682|5684|5685|5686|5687|5690|5691|5694|5704|5705|5707|5709|5717|5721|5743|5782|5970|5971|6347|6352|6464|6597|6772|6810|7157|7186|7187|7297|8767|8771|8784|8809|8878|8995|9235|9446|9466|10019|10148|23511|81603|92610|146433,BIRC2|BIRC3|FGF2|ICAM1|IFNAR2|IFNGR1|IFNGR2|IL1A|IL7R|CXCL8|IL15|TNFRSF9|IRAK2|JAK3|MMP9|MT2A|NFKB1|NFKB2|NFKBIA|NFKBIB|TNFRSF11B|PIK3CD|MAP2K3|PSMA1|PSMA3|PSMA4|PSMA5|PSMA6|PSMB2|PSMB3|PSMB6|PSMC4|PSMC5|PSMD1|PSMD3|PSMD11|PSME2|PTGS2|PTPN12|RELA|RELB|CCL2|CCL5|SHC1|SMARCA4|STAT1|STX4|TP53|TRAF2|TRAF3|TYK2|RIPK2|TNFRSF6B|TNFRSF18|IL18R1|SQSTM1|TNFSF18|IL32|GSTO1|IL27RA|SH2B3|EBI3|NUP188|TRIM8|TIFA|IL34,-38,modules_mes_black_sorted_top300
Reactome Gene Sets,6,R-HSA-449147,Signaling by Interleukins,,-35,11,21,30293,473,300,50,17,2.2,2247|3383|3552|3575|3576|3600|3656|3718|4318|4790|4791|4792|4793|5293|5606|5682|5684|5685|5686|5687|5690|5691|5694|5704|5705|5707|5709|5717|5721|5743|5782|5970|6347|6352|6464|6597|6772|6810|7157|7186|7297|8767|8809|8878|9235|9446|9466|10148|92610|146433,FGF2|ICAM1|IL1A|IL7R|CXCL8|IL15|IRAK2|JAK3|MMP9|NFKB1|NFKB2|NFKBIA|NFKBIB|PIK3CD|MAP2K3|PSMA1|PSMA3|PSMA4|PSMA5|PSMA6|PSMB2|PSMB3|PSMB6|PSMC4|PSMC5|PSMD1|PSMD3|PSMD11|PSME2|PTGS2|PTPN12|RELA|CCL2|CCL5|SHC1|SMARCA4|STAT1|STX4|TP53|TRAF2|TYK2|RIPK2|IL18R1|SQSTM1|IL32|GSTO1|IL27RA|EBI3|TIFA|IL34,-32,modules_mes_black_sorted_top300
GO Biological Processes,19,GO:0071345,cellular response to cytokine stimulus,19_GO:0050896 response to stimulus,-27,7,16,30293,736,300,51,17,2.2,329|330|355|965|1984|3383|3455|3459|3460|3552|3575|3576|3600|3656|3718|4502|4780|4790|4792|5970|6347|6352|6354|6376|6772|6810|7157|7185|7186|7187|7297|7424|8061|8767|8784|8809|8828|8995|9076|9125|9242|9466|9641|9945|10010|10019|10148|22904|64332|80149|146433,BIRC2|BIRC3|FAS|CD58|EIF5A|ICAM1|IFNAR2|IFNGR1|IFNGR2|IL1A|IL7R|CXCL8|IL15|IRAK2|JAK3|MT2A|NFE2L2|NFKB1|NFKBIA|RELA|CCL2|CCL5|CCL7|CX3CL1|STAT1|STX4|TP53|TRAF1|TRAF2|TRAF3|TYK2|VEGFC|FOSL1|RIPK2|TNFRSF18|IL18R1|NRP2|TNFSF18|CLDN1|CNOT9|MSC|IL27RA|IKBKE|GFPT2|TANK|SH2B3|EBI3|SBNO2|NFKBIZ|ZC3H12A|IL34,-24,modules_mes_black_sorted_top300
Reactome Gene Sets,6,R-HSA-9020702,Interleukin-1 signaling,,-27,23,23,30293,115,300,26,8.7,1.6,3552|3656|4790|4791|4792|4793|5682|5684|5685|5686|5687|5690|5691|5694|5704|5705|5707|5709|5717|5721|5970|7157|7186|8767|8878|92610,IL1A|IRAK2|NFKB1|NFKB2|NFKBIA|NFKBIB|PSMA1|PSMA3|PSMA4|PSMA5|PSMA6|PSMB2|PSMB3|PSMB6|PSMC4|PSMC5|PSMD1|PSMD3|PSMD11|PSME2|RELA|TP53|TRAF2|RIPK2|SQSTM1|TIFA,-24,modules_mes_black_sorted_top300
Reactome Gene Sets,6,R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,,-27,25,24,30293,102,300,25,8.3,1.6,329|330|3604|4791|4982|5682|5684|5685|5686|5687|5690|5691|5694|5704|5705|5707|5709|5717|5721|5971|7186|7187|8771|8784|8995,BIRC2|BIRC3|TNFRSF9|NFKB2|TNFRSF11B|PSMA1|PSMA3|PSMA4|PSMA5|PSMA6|PSMB2|PSMB3|PSMB6|PSMC4|PSMC5|PSMD1|PSMD3|PSMD11|PSME2|RELB|TRAF2|TRAF3|TNFRSF6B|TNFRSF18|TNFSF18,-24,modules_mes_black_sorted_top300
Reactome Gene Sets,6,R-HSA-446652,Interleukin-1 family signaling,,-27,18,22,30293,153,300,28,9.3,1.7,3552|3656|4790|4791|4792|4793|5682|5684|5685|5686|5687|5690|5691|5694|5704|5705|5707|5709|5717|5721|5782|5970|7157|7186|8767|8809|8878|92610,IL1A|IRAK2|NFKB1|NFKB2|NFKBIA|NFKBIB|PSMA1|PSMA3|PSMA4|PSMA5|PSMA6|PSMB2|PSMB3|PSMB6|PSMC4|PSMC5|PSMD1|PSMD3|PSMD11|PSME2|PTPN12|RELA|TP53|TRAF2|RIPK2|IL18R1|SQSTM1|TIFA,-24,modules_mes_black_sorted_top300
KEGG Pathway,24,hsa04668,TNF signaling pathway,,-26,22,23,30293,114,300,25,8.3,1.6,329|330|355|1051|1540|3383|3600|4318|4790|4792|5293|5606|5743|5970|6347|6352|6376|7128|7185|7186|7187|7424|8809|8837|197259,BIRC2|BIRC3|FAS|CEBPB|CYLD|ICAM1|IL15|MMP9|NFKB1|NFKBIA|PIK3CD|MAP2K3|PTGS2|RELA|CCL2|CCL5|CX3CL1|TNFAIP3|TRAF1|TRAF2|TRAF3|VEGFC|IL18R1|CFLAR|MLKL,-23,modules_mes_black_sorted_top300
GO Biological Processes,19,GO:0019221,cytokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-26,10,18,30293,383,300,38,13,1.9,329|330|355|1984|3455|3459|3460|3552|3575|3576|3600|3656|3718|4792|5970|6347|6352|6354|6376|6772|7157|7185|7186|7187|7297|8061|8767|8784|8809|8995|9125|9466|9641|10010|10019|10148|64332|146433,BIRC2|BIRC3|FAS|EIF5A|IFNAR2|IFNGR1|IFNGR2|IL1A|IL7R|CXCL8|IL15|IRAK2|JAK3|NFKBIA|RELA|CCL2|CCL5|CCL7|CX3CL1|STAT1|TP53|TRAF1|TRAF2|TRAF3|TYK2|FOSL1|RIPK2|TNFRSF18|IL18R1|TNFSF18|CNOT9|IL27RA|IKBKE|TANK|SH2B3|EBI3|NFKBIZ|IL34,-23,modules_mes_black_sorted_top300
GO Biological Processes,19,GO:0006954,inflammatory response,19_GO:0050896 response to stimulus,-26,7.9,17,30293,562,300,44,15,2,23|1051|1535|1969|2683|2687|3459|3460|3552|3576|3656|4780|4790|4791|4793|4814|4973|5293|5606|5970|5971|6347|6352|6354|6376|7096|7128|8061|8460|8605|8767|8809|9258|9373|10318|10333|11315|55624|56833|64332|79931|80149|146433|148022,ABCF1|CEBPB|CYBA|EPHA2|B4GALT1|GGT5|IFNGR1|IFNGR2|IL1A|CXCL8|IRAK2|NFE2L2|NFKB1|NFKB2|NFKBIB|NINJ1|OLR1|PIK3CD|MAP2K3|RELA|RELB|CCL2|CCL5|CCL7|CX3CL1|TLR1|TNFAIP3|FOSL1|TPST1|PLA2G4C|RIPK2|IL18R1|MFHAS1|PLAA|TNIP1|TLR6|PARK7|POMGNT1|SLAMF8|NFKBIZ|TNIP3|ZC3H12A|IL34|TICAM1,-23,modules_mes_black_sorted_top300
