_MEMBER_modules_mes_black_sorted_top300,_MEMBER_modules_mes_blue_sorted_top300,_MEMBER_modules_mes_green_sorted_top300,_MEMBER_modules_mes_grey_sorted_top300,_MEMBER_modules_mes_pink_sorted_top300,_MEMBER_modules_mes_red_sorted_top300,_LogP_modules_mes_black_sorted_top300,_LogP_modules_mes_blue_sorted_top300,_LogP_modules_mes_green_sorted_top300,_LogP_modules_mes_grey_sorted_top300,_LogP_modules_mes_pink_sorted_top300,_LogP_modules_mes_red_sorted_top300,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,1,0,0,0,0,-11,-3.6,0,0,0,0,WP3858,Toll like receptor signaling related to MyD88,M110000,2,0
1,1,0,0,0,0,-14,-2.2,0,0,0,0,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,M110000,2,0
1,0,0,0,0,1,-2.8,0,0,0,0,-2,GO:0072665,protein localization to vacuole,M100001,2,0
1,1,0,0,0,0,-4.8,-12,0,0,0,0,WP5088,Prostaglandin signaling,M110000,2,0
0,0,1,0,0,1,0,0,-3.4,0,0,-2.3,M16801,SIG REGULATION OF THE ACTIN CYTOSKELETON BY RHO GTPASES,M001001,2,0
1,1,0,0,0,0,-10,-2.3,0,0,0,0,hsa04659,Th17 cell differentiation,M110000,2,0
0,0,1,0,0,1,0,0,-2.3,0,0,-2.3,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,M001001,2,0
1,1,0,0,0,0,-7.7,-5.6,0,0,0,0,GO:0098586,cellular response to virus,M110000,2,0
1,0,0,0,0,1,-3.7,0,0,0,0,-2.7,WP5144,NRP1 triggered signaling pathways in pancreatic cancer,M100001,2,0
1,1,0,0,0,0,-16,-2.7,0,0,0,0,R-HSA-9604323,Negative regulation of NOTCH4 signaling,M110000,2,0
1,1,0,0,0,0,-3.2,-3.7,0,0,0,0,GO:0050801,monoatomic ion homeostasis,M110000,2,0
1,1,0,0,0,0,-3.9,-3.9,0,0,0,0,GO:0050852,T cell receptor signaling pathway,M110000,2,0
1,1,0,0,0,0,-5.6,-15,0,0,0,0,M5897,HALLMARK IL6 JAK STAT3 SIGNALING,M110000,2,0
1,0,0,1,0,0,-4.2,0,0,-4.7,0,0,R-HSA-1640170,Cell Cycle,M100100,2,0
1,1,0,0,0,0,-6.1,-3.9,0,0,0,0,GO:0030162,regulation of proteolysis,M110000,2,0
1,1,0,0,0,0,-8.2,-4.3,0,0,0,0,GO:0070555,response to interleukin-1,M110000,2,0
0,1,0,0,0,1,0,-2.4,0,0,0,-2.4,GO:0034767,positive regulation of monoatomic ion transmembrane transport,M010001,2,0
1,1,0,0,0,0,-16,-3.8,0,0,0,0,R-HSA-69613,p53-Independent G1/S DNA damage checkpoint,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-4,-2.4,GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.4,-2.4,WP2839,Hair follicle development organogenesis part 2 of 3,M000011,2,0
0,0,1,0,0,1,0,0,-4.3,0,0,-6.7,GO:0051668,localization within membrane,M001001,2,0
1,0,0,0,0,1,-4.2,0,0,0,0,-2.3,M167,PID AP1 PATHWAY,M100001,2,0
1,1,0,0,0,0,-13,-12,0,0,0,0,WP4630,Measles virus infection,M110000,2,0
1,0,0,0,1,0,-2.3,0,0,0,-2.3,0,R-HSA-400253,Circadian Clock,M100010,2,0
1,1,0,0,0,0,-5.7,-2.2,0,0,0,0,R-HSA-5689896,Ovarian tumor domain proteases,M110000,2,0
1,1,0,0,0,0,-2.4,-14,0,0,0,0,GO:0019883,antigen processing and presentation of endogenous antigen,M110000,2,0
1,1,0,0,0,0,-11,-15,0,0,0,0,GO:0002764,immune response-regulating signaling pathway,M110000,2,0
1,1,0,0,0,0,-7.1,-4.9,0,0,0,0,GO:0033674,positive regulation of kinase activity,M110000,2,0
1,1,0,0,0,0,-16,-2.7,0,0,0,0,R-HSA-4641257,Degradation of AXIN,M110000,2,0
1,1,0,0,0,0,-2.1,-2.1,0,0,0,0,GO:0032768,regulation of monooxygenase activity,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-3.2,-3.2,GO:0072088,nephron epithelium morphogenesis,M000011,2,0
0,0,1,0,0,1,0,0,-2.8,0,0,-4.1,R-HSA-5627123,RHO GTPases activate PAKs,M001001,2,0
1,1,0,0,0,0,-2.5,-3.7,0,0,0,0,R-HSA-933541,TRAF6 mediated IRF7 activation,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-5.9,-2.9,GO:0003151,outflow tract morphogenesis,M000011,2,0
1,1,0,0,0,0,-2,-3.8,0,0,0,0,GO:0031098,stress-activated protein kinase signaling cascade,M110000,2,0
1,1,0,0,0,0,-4.8,-2,0,0,0,0,GO:0032088,negative regulation of NF-kappaB transcription factor activity,M110000,2,0
1,1,0,0,0,0,-8.8,-8.8,0,0,0,0,GO:1903037,regulation of leukocyte cell-cell adhesion,M110000,2,0
0,1,0,0,0,1,0,-4.1,0,0,0,-3.1,GO:0060627,regulation of vesicle-mediated transport,M010001,2,0
0,0,1,0,0,1,0,0,-4.1,0,0,-4.1,M71,PID ILK PATHWAY,M001001,2,0
0,1,0,0,0,1,0,-3,0,0,0,-2,GO:0008015,blood circulation,M010001,2,0
0,1,0,0,0,1,0,-2.9,0,0,0,-2.9,GO:1905314,semi-lunar valve development,M010001,2,0
1,1,0,0,0,0,-11,-9.6,0,0,0,0,GO:0050863,regulation of T cell activation,M110000,2,0
0,0,1,0,1,0,0,0,-4.7,0,-5.4,0,GO:0007409,axonogenesis,M001010,2,0
1,1,0,0,0,0,-6.6,-2.6,0,0,0,0,WP3851,TLR4 signaling and tolerance,M110000,2,0
1,1,0,0,0,0,-2.2,-15,0,0,0,0,GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,M110000,2,0
0,0,1,1,0,0,0,0,-11,-4.9,0,0,GO:0051656,establishment of organelle localization,M001100,2,0
0,0,1,0,1,0,0,0,-2.5,0,-2.5,0,GO:0060840,artery development,M001010,2,0
1,1,0,0,0,0,-3.7,-3.7,0,0,0,0,GO:0022408,negative regulation of cell-cell adhesion,M110000,2,0
0,0,1,0,1,0,0,0,-3.9,0,-5.7,0,GO:0120039,plasma membrane bounded cell projection morphogenesis,M001010,2,0
1,1,0,0,0,0,-26,-21,0,0,0,0,GO:0006954,inflammatory response,M110000,2,0
1,0,0,1,0,0,-2,0,0,-3,0,0,GO:0019693,ribose phosphate metabolic process,M100100,2,0
1,1,0,0,0,0,-15,-3.1,0,0,0,0,R-HSA-8939902,Regulation of RUNX2 expression and activity,M110000,2,0
1,1,0,0,0,0,-2.8,-2.8,0,0,0,0,R-HSA-425410,Metal ion SLC transporters,M110000,2,0
1,1,0,0,0,0,-16,-12,0,0,0,0,GO:0071219,cellular response to molecule of bacterial origin,M110000,2,0
1,1,0,0,0,0,-17,-2.5,0,0,0,0,R-HSA-5688426,Deubiquitination,M110000,2,0
1,1,0,0,0,0,-3.5,-6.5,0,0,0,0,GO:1990266,neutrophil migration,M110000,2,0
1,1,0,0,0,0,-8,-2.3,0,0,0,0,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,M110000,2,0
1,1,0,0,0,0,-3.4,-4.4,0,0,0,0,GO:0062208,positive regulation of pattern recognition receptor signaling pathway,M110000,2,0
1,1,0,0,0,0,-3.2,-2.2,0,0,0,0,GO:0006636,unsaturated fatty acid biosynthetic process,M110000,2,0
1,0,1,0,0,0,-17,0,-3,0,0,0,hsa05022,Pathways of neurodegeneration - multiple diseases,M101000,2,0
1,1,0,0,0,0,-3.5,-9.3,0,0,0,0,GO:0060326,cell chemotaxis,M110000,2,0
1,1,0,0,0,0,-6.3,-5.6,0,0,0,0,GO:0052547,regulation of peptidase activity,M110000,2,0
0,0,1,0,0,1,0,0,-16,0,0,-2.8,R-HSA-381038,XBP1(S) activates chaperone genes,M001001,2,0
0,0,0,0,1,1,0,0,0,0,-3,-7.7,hsa05205,Proteoglycans in cancer,M000011,2,0
1,1,0,0,0,0,-5.5,-2.7,0,0,0,0,GO:2000106,regulation of leukocyte apoptotic process,M110000,2,0
1,1,0,0,0,0,-6,-6.8,0,0,0,0,hsa05203,Viral carcinogenesis,M110000,2,0
1,1,0,0,0,0,-2.8,-24,0,0,0,0,GO:0050792,regulation of viral process,M110000,2,0
0,0,1,0,0,1,0,0,-5.7,0,0,-3.4,GO:0043413,macromolecule glycosylation,M001001,2,0
0,0,0,0,1,1,0,0,0,0,-2.7,-3.6,GO:0072163,mesonephric epithelium development,M000011,2,0
0,1,0,1,0,0,0,-2.3,0,-2.4,0,0,GO:0002717,positive regulation of natural killer cell mediated immunity,M010100,2,0
0,0,1,0,1,0,0,0,-2.6,0,-5,0,GO:0060560,developmental growth involved in morphogenesis,M001010,2,0
1,1,0,0,0,0,-15,-2.5,0,0,0,0,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,M110000,2,0
1,0,0,0,0,1,-2.8,0,0,0,0,-2.3,GO:1902074,response to salt,M100001,2,0
1,1,0,0,0,0,-4.3,-5.1,0,0,0,0,GO:0010952,positive regulation of peptidase activity,M110000,2,0
1,1,0,0,0,0,-2.3,-7.4,0,0,0,0,GO:0035456,response to interferon-beta,M110000,2,0
0,0,1,0,0,1,0,0,-5.9,0,0,-3,R-HSA-5627117,RHO GTPases Activate ROCKs,M001001,2,0
1,1,0,0,0,0,-3.2,-3.2,0,0,0,0,GO:0046631,alpha-beta T cell activation,M110000,2,0
1,1,0,0,0,0,-47,-26,0,0,0,0,M5890,HALLMARK TNFA SIGNALING VIA NFKB,M110000,2,0
1,1,0,0,0,0,-2.4,-3.4,0,0,0,0,GO:0042058,regulation of epidermal growth factor receptor signaling pathway,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-2.1,-5.4,M53,PID INTEGRIN3 PATHWAY,M000011,2,0
0,0,1,0,1,0,0,0,-2.3,0,-2.3,0,GO:0006518,peptide metabolic process,M001010,2,0
1,1,0,0,0,0,-14,-14,0,0,0,0,M5950,HALLMARK ALLOGRAFT REJECTION,M110000,2,0
1,1,0,0,0,0,-3.4,-28,0,0,0,0,R-HSA-877300,Interferon gamma signaling,M110000,2,0
1,1,0,0,0,0,-2.9,-14,0,0,0,0,GO:0042742,defense response to bacterium,M110000,2,0
1,1,0,0,0,0,-15,-4.6,0,0,0,0,WP3617,Photodynamic therapy induced NF kB survival signaling,M110000,2,0
1,1,0,0,0,0,-2.7,-3.4,0,0,0,0,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,M110000,2,0
1,1,0,0,0,0,-2.1,-2.1,0,0,0,0,WP1433,Nucleotide binding oligomerization domain NOD pathway,M110000,2,0
1,1,0,0,0,0,-3.6,-9.7,0,0,0,0,hsa05134,Legionellosis,M110000,2,0
1,1,0,0,0,0,-3.6,-3.6,0,0,0,0,GO:0002688,regulation of leukocyte chemotaxis,M110000,2,0
0,0,1,0,0,1,0,0,-2.8,0,0,-2.1,R-HSA-1630316,Glycosaminoglycan metabolism,M001001,2,0
1,1,0,0,0,0,-2.2,-2.2,0,0,0,0,GO:0046632,alpha-beta T cell differentiation,M110000,2,0
1,1,0,0,0,0,-2.4,-2.4,0,0,0,0,GO:0070741,response to interleukin-6,M110000,2,0
1,1,0,0,0,0,-7.6,-10,0,0,0,0,GO:0043123,positive regulation of canonical NF-kappaB signal transduction,M110000,2,0
0,0,1,0,1,0,0,0,-5,0,-2.6,0,GO:1904375,regulation of protein localization to cell periphery,M001010,2,0
0,0,1,0,0,1,0,0,-7.3,0,0,-2.1,R-HSA-9006936,Signaling by TGFB family members,M001001,2,0
1,1,0,0,0,0,-17,-12,0,0,0,0,hsa04621,NOD-like receptor signaling pathway,M110000,2,0
0,0,1,0,0,1,0,0,-5.2,0,0,-6.7,R-HSA-3000170,Syndecan interactions,M001001,2,0
0,1,1,0,0,0,0,-3.1,-3.1,0,0,0,R-HSA-8957275,Post-translational protein phosphorylation,M011000,2,0
1,1,0,0,0,0,-15,-52,0,0,0,0,GO:0045087,innate immune response,M110000,2,0
1,1,0,0,0,0,-2.2,-5.7,0,0,0,0,GO:0002456,T cell mediated immunity,M110000,2,0
1,0,1,0,0,0,-2.4,0,-3.5,0,0,0,GO:0006914,autophagy,M101000,2,0
0,0,1,0,1,0,0,0,-2,0,-6.1,0,GO:0072175,epithelial tube formation,M001010,2,0
1,0,0,0,0,1,-5.1,0,0,0,0,-2.2,WP4674,Head and neck squamous cell carcinoma,M100001,2,0
0,0,1,0,0,1,0,0,-8.9,0,0,-3.2,R-HSA-204005,COPII-mediated vesicle transport,M001001,2,0
1,1,0,0,0,0,-7.6,-5.8,0,0,0,0,GO:0032675,regulation of interleukin-6 production,M110000,2,0
1,1,0,0,0,0,-3.5,-10,0,0,0,0,GO:0002250,adaptive immune response,M110000,2,0
1,1,0,0,0,0,-13,-2.7,0,0,0,0,R-HSA-5687128,MAPK6/MAPK4 signaling,M110000,2,0
1,0,1,0,0,0,-4.2,0,-6.2,0,0,0,M5908,HALLMARK ANDROGEN RESPONSE,M101000,2,0
1,1,0,0,0,0,-5.9,-3.4,0,0,0,0,GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,M110000,2,0
0,0,1,0,0,1,0,0,-9,0,0,-2.4,GO:0035459,vesicle cargo loading,M001001,2,0
1,1,0,0,0,0,-13,-2,0,0,0,0,R-HSA-9013694,Signaling by NOTCH4,M110000,2,0
1,1,0,0,0,0,-4.5,-3.7,0,0,0,0,GO:0050851,antigen receptor-mediated signaling pathway,M110000,2,0
1,1,0,0,0,0,-2.7,-2.7,0,0,0,0,GO:1903321,negative regulation of protein modification by small protein conjugation or removal,M110000,2,0
1,1,0,0,0,0,-5.1,-12,0,0,0,0,hsa04061,Viral protein interaction with cytokine and cytokine receptor,M110000,2,0
0,0,1,0,1,0,0,0,-2.3,0,-2.3,0,GO:0048844,artery morphogenesis,M001010,2,0
1,0,0,0,0,1,-4.5,0,0,0,0,-2.4,M5906,HALLMARK ESTROGEN RESPONSE EARLY,M100001,2,0
1,1,0,0,0,0,-2.8,-14,0,0,0,0,GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I,M110000,2,0
1,1,0,0,0,0,-2.4,-3.5,0,0,0,0,GO:0072678,T cell migration,M110000,2,0
1,1,0,0,0,0,-13,-2.4,0,0,0,0,R-HSA-382556,ABC-family proteins mediated transport,M110000,2,0
1,1,0,0,0,0,-5.6,-4.9,0,0,0,0,GO:0045765,regulation of angiogenesis,M110000,2,0
0,1,1,0,0,0,0,-3.6,-2.8,0,0,0,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),M011000,2,0
0,0,0,0,1,1,0,0,0,0,-2.3,-6.7,hsa04015,Rap1 signaling pathway,M000011,2,0
1,1,0,0,0,0,-4.8,-2.2,0,0,0,0,GO:0034599,cellular response to oxidative stress,M110000,2,0
1,1,0,0,0,0,-2.1,-3.2,0,0,0,0,GO:1904407,positive regulation of nitric oxide metabolic process,M110000,2,0
0,1,0,0,1,0,0,-2.1,0,0,-3.7,0,GO:0030278,regulation of ossification,M010010,2,0
1,1,0,0,0,0,-3.5,-2,0,0,0,0,GO:0070304,positive regulation of stress-activated protein kinase signaling cascade,M110000,2,0
1,1,0,0,0,0,-5.7,-4.1,0,0,0,0,GO:0051338,regulation of transferase activity,M110000,2,0
0,0,1,0,0,1,0,0,-5.3,0,0,-4.6,GO:0070085,glycosylation,M001001,2,0
1,1,0,0,0,0,-6.2,-3.8,0,0,0,0,WP3611,Photodynamic therapy induced AP 1 survival signaling,M110000,2,0
1,1,0,0,0,0,-3,-12,0,0,0,0,GO:0002699,positive regulation of immune effector process,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-2.6,-2.6,GO:0072171,mesonephric tubule morphogenesis,M000011,2,0
1,1,0,0,0,0,-2.1,-3.9,0,0,0,0,GO:0042509,regulation of tyrosine phosphorylation of STAT protein,M110000,2,0
1,1,0,0,0,0,-9.3,-4.1,0,0,0,0,hsa04625,C-type lectin receptor signaling pathway,M110000,2,0
1,0,1,0,0,0,-9.9,0,-9.3,0,0,0,R-HSA-2262752,Cellular responses to stress,M101000,2,0
1,1,0,0,0,0,-10,-11,0,0,0,0,GO:0002218,activation of innate immune response,M110000,2,0
1,1,0,0,0,0,-13,-9.1,0,0,0,0,hsa04620,Toll-like receptor signaling pathway,M110000,2,0
0,0,1,0,1,0,0,0,-2.3,0,-2.3,0,GO:0000132,establishment of mitotic spindle orientation,M001010,2,0
1,1,0,0,0,0,-2.2,-3.2,0,0,0,0,GO:0006693,prostaglandin metabolic process,M110000,2,0
1,0,1,0,0,0,-4.2,0,-2.3,0,0,0,WP2880,Glucocorticoid receptor pathway,M101000,2,0
1,1,0,0,0,0,-19,-3,0,0,0,0,hsa03050,Proteasome,M110000,2,0
1,0,1,0,0,0,-2.4,0,-3.5,0,0,0,GO:0061919,process utilizing autophagic mechanism,M101000,2,0
0,0,0,0,1,1,0,0,0,0,-3.9,-2.8,GO:0150063,visual system development,M000011,2,0
0,0,0,1,0,1,0,0,0,-7.7,0,-2.6,GO:0000278,mitotic cell cycle,M000101,2,0
1,1,0,0,0,0,-7.7,-15,0,0,0,0,WP5039,SARS CoV 2 innate immunity evasion and cell specific immune response,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-2.7,-3.5,GO:0001823,mesonephros development,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.8,-2.9,WP2261,Glioblastoma signaling pathways,M000011,2,0
0,0,1,0,0,1,0,0,-2.6,0,0,-2.6,GO:0006892,post-Golgi vesicle-mediated transport,M001001,2,0
1,0,1,0,0,0,-2.2,0,-3.1,0,0,0,GO:0046903,secretion,M101000,2,0
0,0,1,0,0,1,0,0,-3,0,0,-6.5,R-HSA-445355,Smooth Muscle Contraction,M001001,2,0
1,1,0,0,0,0,-2.7,-14,0,0,0,0,GO:0002483,antigen processing and presentation of endogenous peptide antigen,M110000,2,0
1,1,0,0,0,0,-10,-3,0,0,0,0,R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,M110000,2,0
1,1,0,0,0,0,-19,-13,0,0,0,0,R-HSA-1236974,ER-Phagosome pathway,M110000,2,0
1,1,0,0,0,0,-16,-3.8,0,0,0,0,R-HSA-69601,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,M110000,2,0
1,1,0,0,0,0,-8.3,-8.3,0,0,0,0,GO:0050870,positive regulation of T cell activation,M110000,2,0
1,1,0,0,0,0,-8.2,-13,0,0,0,0,GO:0034341,response to type II interferon,M110000,2,0
1,0,0,0,0,1,-4.1,0,0,0,0,-2.2,GO:0046637,regulation of alpha-beta T cell differentiation,M100001,2,0
1,1,0,0,0,0,-18,-2.8,0,0,0,0,R-HSA-350562,Regulation of ornithine decarboxylase (ODC),M110000,2,0
1,1,0,0,0,0,-2.2,-3.2,0,0,0,0,GO:0045429,positive regulation of nitric oxide biosynthetic process,M110000,2,0
1,1,0,0,0,0,-4.6,-9.3,0,0,0,0,GO:0050729,positive regulation of inflammatory response,M110000,2,0
0,1,0,1,0,0,0,-3.4,0,-2.4,0,0,GO:0048524,positive regulation of viral process,M010100,2,0
1,1,0,0,0,0,-2.1,-3.2,0,0,0,0,GO:0006692,prostanoid metabolic process,M110000,2,0
1,1,0,0,0,0,-4.8,-8.6,0,0,0,0,GO:0032946,positive regulation of mononuclear cell proliferation,M110000,2,0
1,1,0,0,0,0,-6.3,-12,0,0,0,0,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,M110000,2,0
1,1,0,0,0,0,-15,-3.2,0,0,0,0,R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,M110000,2,0
1,1,0,0,0,0,-14,-20,0,0,0,0,GO:0031349,positive regulation of defense response,M110000,2,0
1,1,0,0,0,0,-6.8,-3,0,0,0,0,GO:0006979,response to oxidative stress,M110000,2,0
0,0,1,1,0,0,0,0,-2.3,-3.1,0,0,GO:0000910,cytokinesis,M001100,2,0
1,0,1,0,0,0,-2.6,0,-13,0,0,0,R-HSA-381119,Unfolded Protein Response (UPR),M101000,2,0
1,1,0,0,0,0,-3.1,-7.9,0,0,0,0,GO:0032760,positive regulation of tumor necrosis factor production,M110000,2,0
1,1,0,0,0,0,-3.6,-2.8,0,0,0,0,GO:0071675,regulation of mononuclear cell migration,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-4.4,-3.7,GO:0060485,mesenchyme development,M000011,2,0
1,1,0,0,0,0,-4,-17,0,0,0,0,GO:0060759,regulation of response to cytokine stimulus,M110000,2,0
1,1,0,0,0,0,-5.2,-3.2,0,0,0,0,hsa05120,Epithelial cell signaling in Helicobacter pylori infection,M110000,2,0
1,1,0,0,0,0,-9.6,-47,0,0,0,0,GO:0009615,response to virus,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-2.2,-3.1,GO:0061333,renal tubule morphogenesis,M000011,2,0
1,1,0,0,0,0,-17,-3.6,0,0,0,0,R-HSA-69541,Stabilization of p53,M110000,2,0
1,0,0,0,1,0,-2.2,0,0,0,-2.2,0,R-HSA-211859,Biological oxidations,M100010,2,0
1,1,0,0,0,0,-3.4,-3.4,0,0,0,0,GO:0032731,positive regulation of interleukin-1 beta production,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-6.6,-6,GO:0060322,head development,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-2.4,-2.4,GO:0060070,canonical Wnt signaling pathway,M000011,2,0
1,1,0,0,0,0,-2.9,-11,0,0,0,0,GO:0002720,positive regulation of cytokine production involved in immune response,M110000,2,0
1,0,0,0,1,0,-5.6,0,0,0,-2.8,0,M2821,BIOCARTA NTHI PATHWAY,M100010,2,0
1,0,1,0,0,0,-2.4,0,-3.6,0,0,0,M165,PID SYNDECAN 4 PATHWAY,M101000,2,0
1,0,0,0,0,1,-3.6,0,0,0,0,-2.5,GO:1900745,positive regulation of p38MAPK cascade,M100001,2,0
1,0,0,0,1,0,-2.5,0,0,0,-2.5,0,GO:0043523,regulation of neuron apoptotic process,M100010,2,0
1,1,0,0,0,0,-6,-3.6,0,0,0,0,WP3929,Chemokine signaling pathway,M110000,2,0
1,1,0,0,0,0,-2.7,-2.7,0,0,0,0,GO:0070534,protein K63-linked ubiquitination,M110000,2,0
1,0,0,1,0,0,-2.1,0,0,-3.2,0,0,GO:0009259,ribonucleotide metabolic process,M100100,2,0
1,1,0,0,0,0,-17,-2,0,0,0,0,R-HSA-2871837,FCERI mediated NF-kB activation,M110000,2,0
1,1,0,0,0,0,-14,-2.4,0,0,0,0,R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,M110000,2,0
1,1,0,0,0,0,-16,-2.8,0,0,0,0,R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,M110000,2,0
1,1,0,0,0,0,-16,-3.2,0,0,0,0,R-HSA-69615,G1/S DNA Damage Checkpoints,M110000,2,0
1,1,0,0,0,0,-3,-6,0,0,0,0,GO:0032729,positive regulation of type II interferon production,M110000,2,0
1,1,0,0,0,0,-15,-2.4,0,0,0,0,R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,M110000,2,0
1,1,0,0,0,0,-2.9,-5.4,0,0,0,0,GO:0071214,cellular response to abiotic stimulus,M110000,2,0
1,1,0,0,0,0,-13,-11,0,0,0,0,GO:0051249,regulation of lymphocyte activation,M110000,2,0
1,1,0,0,0,0,-15,-20,0,0,0,0,GO:0001819,positive regulation of cytokine production,M110000,2,0
1,1,0,0,0,0,-5,-7,0,0,0,0,GO:0042102,positive regulation of T cell proliferation,M110000,2,0
1,1,0,0,0,0,-4.8,-11,0,0,0,0,GO:0034340,response to type I interferon,M110000,2,0
1,1,0,0,0,0,-3.7,-4.6,0,0,0,0,WP2431,Spinal cord injury,M110000,2,0
1,1,0,0,0,0,-2.3,-4.6,0,0,0,0,GO:0061081,positive regulation of myeloid leukocyte cytokine production involved in immune response,M110000,2,0
1,1,0,0,0,0,-2.5,-2.5,0,0,0,0,GO:0010574,regulation of vascular endothelial growth factor production,M110000,2,0
0,1,0,1,0,0,0,-2.4,0,-5.3,0,0,M5891,HALLMARK HYPOXIA,M010100,2,0
0,0,1,0,0,1,0,0,-13,0,0,-7.2,R-HSA-6807878,COPI-mediated anterograde transport,M001001,2,0
1,1,0,0,0,0,-22,-2.3,0,0,0,0,R-HSA-983705,Signaling by the B Cell Receptor (BCR),M110000,2,0
1,1,0,0,0,0,-3.7,-6.7,0,0,0,0,GO:0071621,granulocyte chemotaxis,M110000,2,0
1,0,0,1,0,0,-2.6,0,0,-3.1,0,0,GO:0006753,nucleoside phosphate metabolic process,M100100,2,0
1,1,0,0,0,0,-3.1,-2.2,0,0,0,0,GO:0042098,T cell proliferation,M110000,2,0
1,0,1,0,0,0,-7.3,0,-2.2,0,0,0,R-HSA-376176,Signaling by ROBO receptors,M101000,2,0
1,1,0,0,0,0,-13,-11,0,0,0,0,GO:0002694,regulation of leukocyte activation,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-2.1,-2.1,GO:0021987,cerebral cortex development,M000011,2,0
1,0,1,0,0,0,-2.2,0,-2.2,0,0,0,M229,PID P38 ALPHA BETA DOWNSTREAM PATHWAY,M101000,2,0
1,1,0,0,0,0,-4.4,-11,0,0,0,0,hsa05323,Rheumatoid arthritis,M110000,2,0
1,1,0,0,0,0,-12,-26,0,0,0,0,GO:0045088,regulation of innate immune response,M110000,2,0
0,0,1,0,0,1,0,0,-3.8,0,0,-2.6,WP5036,Angiotensin II receptor type 1 pathway,M001001,2,0
1,1,0,0,0,0,-4.4,-8.7,0,0,0,0,R-HSA-9705683,SARS-CoV-2-host interactions,M110000,2,0
1,1,0,0,0,0,-16,-4.5,0,0,0,0,hsa04217,Necroptosis,M110000,2,0
1,1,0,0,0,0,-5.3,-2.1,0,0,0,0,GO:0046651,lymphocyte proliferation,M110000,2,0
1,1,0,0,0,0,-4.5,-11,0,0,0,0,GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,M110000,2,0
0,0,1,0,1,0,0,0,-3.8,0,-2.1,0,GO:0030433,ubiquitin-dependent ERAD pathway,M001010,2,0
0,0,1,0,0,1,0,0,-2.6,0,0,-3.3,GO:0030324,lung development,M001001,2,0
1,1,0,0,0,0,-9.2,-2.1,0,0,0,0,R-HSA-5684996,MAPK1/MAPK3 signaling,M110000,2,0
1,1,0,0,0,0,-9.6,-3.4,0,0,0,0,R-HSA-1257604,PIP3 activates AKT signaling,M110000,2,0
1,1,0,0,0,0,-3.4,-4.3,0,0,0,0,R-HSA-9692914,SARS-CoV-1-host interactions,M110000,2,0
1,1,0,0,0,0,-15,-2.3,0,0,0,0,R-HSA-937061,TRIF(TICAM1)-mediated TLR4 signaling,M110000,2,0
1,1,0,0,0,0,-2.6,-12,0,0,0,0,GO:0032648,regulation of interferon-beta production,M110000,2,0
1,1,0,0,0,0,-7.9,-3.4,0,0,0,0,WP4329,miRNA role in immune response in sepsis,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-2.1,-2.1,GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,M000011,2,0
0,0,0,1,0,1,0,0,0,-2.2,0,-2.2,GO:0006739,NADP metabolic process,M000101,2,0
0,0,0,0,1,1,0,0,0,0,-2.6,-2.6,GO:0060675,ureteric bud morphogenesis,M000011,2,0
0,0,0,1,1,0,0,0,0,-2.7,-2.7,0,GO:1904019,epithelial cell apoptotic process,M000110,2,0
1,0,1,0,0,0,-2.6,0,-2.3,0,0,0,GO:0031329,regulation of cellular catabolic process,M101000,2,0
