GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
R-HSA-1280215,Cytokine Signaling in Immune system,0.0,0.0,0.0,-16.597803139768793,0.0,-9.744620049330763,0.0,0.0
GO:0032103,positive regulation of response to external stimulus,0.0,0.0,0.0,-8.829781787285054,0.0,-6.895488703131374,0.0,0.0
WP3617,Photodynamic therapy induced NF kB survival signaling,0.0,0.0,0.0,-10.93104843468491,0.0,-5.104949457903156,0.0,0.0
GO:0006954,inflammatory response,0.0,0.0,0.0,-5.650815526804745,0.0,-10.590081922737504,0.0,0.0
R-HSA-913531,Interferon Signaling,0.0,0.0,0.0,-9.634318174172881,0.0,-2.851630570220447,0.0,0.0
M5913,HALLMARK INTERFERON GAMMA RESPONSE,0.0,0.0,0.0,-13.814186932802878,0.0,0.0,0.0,0.0
GO:0000902,cell morphogenesis,-2.2099072220078186,0.0,-2.1409622613946655,0.0,-7.400274887138674,-2.953165040493008,0.0,0.0
GO:0031589,cell-substrate adhesion,-2.5247082445920594,0.0,-2.0530098402692762,0.0,-3.334368615146417,-2.4430453573609836,0.0,-2.795495409402327
R-HSA-6798695,Neutrophil degranulation,-4.063545595093265,0.0,0.0,0.0,-3.598223209787195,-4.500377113735346,0.0,0.0
GO:0009792,embryo development ending in birth or egg hatching,-3.680777548416321,-2.590272026854686,0.0,0.0,-7.509191104723284,-2.1311634095316485,-2.482093691382723,0.0
GO:0030198,extracellular matrix organization,0.0,0.0,-2.5500929508136396,0.0,-5.991869859387508,-4.152698176134283,0.0,-4.753430030945954
GO:0061061,muscle structure development,0.0,0.0,-2.5049411694194754,0.0,-9.451762377666578,-2.060806144668501,0.0,-2.5505197396100816
GO:0001501,skeletal system development,0.0,0.0,0.0,0.0,-6.660950065233301,-4.299752116747545,0.0,-8.831435210241349
GO:0010810,regulation of cell-substrate adhesion,0.0,0.0,-4.65352023634854,0.0,-6.079231844748099,0.0,0.0,0.0
WP236,Adipogenesis,0.0,0.0,-4.477701649581377,0.0,-4.259518667257957,0.0,0.0,0.0
GO:0140352,export from cell,0.0,0.0,-3.3473065870679415,0.0,-4.236232609490878,0.0,-3.0801532240979257,0.0
M5896,HALLMARK TGF BETA SIGNALING,0.0,0.0,0.0,0.0,-11.161222920502016,-2.0480555974341264,0.0,0.0
R-HSA-4420097,VEGFA-VEGFR2 Pathway,0.0,0.0,0.0,0.0,-9.715746323749986,0.0,0.0,0.0
GO:0051960,regulation of nervous system development,0.0,0.0,-3.408777443472735,0.0,-3.698362373883332,-4.005472116764917,-2.038305988552382,0.0
GO:0060322,head development,0.0,0.0,-3.5145394882536123,0.0,-4.6840842623679615,-2.426607642444631,-2.016194859637224,0.0
GO:0031344,regulation of cell projection organization,0.0,0.0,-6.664159516009306,-2.966331565746267,-4.909843946139294,-6.298274180971812,-2.9509142269922948,0.0
GO:0051056,regulation of small GTPase mediated signal transduction,0.0,0.0,0.0,0.0,-2.121725750969206,-2.5227150063872337,-3.181415274844926,0.0
R-HSA-382551,Transport of small molecules,-4.8141264090390585,-6.885357303727159,-2.317929952553253,0.0,0.0,0.0,0.0,0.0
M5935,HALLMARK FATTY ACID METABOLISM,-9.555014553300259,-7.758546908181034,0.0,0.0,0.0,0.0,0.0,0.0
GO:1901615,organic hydroxy compound metabolic process,-7.441527729323718,-5.8734119337761195,0.0,0.0,0.0,0.0,-2.4800471791122645,0.0
M5934,HALLMARK XENOBIOTIC METABOLISM,-3.0552505401300087,-4.941259857758563,0.0,0.0,0.0,0.0,-2.7928353646640582,0.0
GO:0019752,carboxylic acid metabolic process,-10.08932555637204,-5.28072446415787,0.0,0.0,0.0,0.0,-4.437110674967239,0.0
GO:0048732,gland development,-3.346747643675139,-2.6370583388939735,0.0,-2.0849378418607127,0.0,-2.152144507037985,-3.45190661572849,0.0
R-HSA-556833,Metabolism of lipids,-7.039596605923588,-2.45371859248352,0.0,-3.6388204537867423,0.0,0.0,-4.079484371408055,0.0
GO:0010038,response to metal ion,-3.9726414178762637,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WP2882,Nuclear receptors meta pathway,-3.148621453404679,-6.475611086627729,0.0,0.0,-2.6211284594336552,-4.3520979319701265,0.0,0.0
GO:0003013,circulatory system process,-2.2408997929107732,-3.372055921778595,0.0,0.0,-2.3334021011661696,-2.128002489424229,0.0,0.0
GO:0009410,response to xenobiotic stimulus,-4.569602547888525,-5.990738981467646,0.0,0.0,0.0,-3.191185985048712,0.0,0.0
GO:0001822,kidney development,-2.0593073769244277,-2.772263321349869,0.0,0.0,0.0,-2.531405709918129,0.0,-2.974750570335586
M5907,HALLMARK ESTROGEN RESPONSE LATE,-3.0552505401300087,-6.554565083164343,0.0,-3.125224160219551,0.0,-2.958542301639314,0.0,0.0
GO:0030855,epithelial cell differentiation,0.0,-7.598843154951945,0.0,0.0,-4.695117059699118,-2.787429117098282,0.0,0.0
GO:0098657,import into cell,0.0,-3.5860847093166246,-3.4168851287004784,0.0,-2.1797980152920355,-3.7462309480423466,0.0,0.0
WP5390,Pancreatic cancer subtypes,0.0,-13.043286454191758,0.0,0.0,0.0,0.0,0.0,0.0
GO:0070482,response to oxygen levels,-3.508351631361215,0.0,-3.2266169813966936,-2.5976215762783066,0.0,-2.7748804554882325,0.0,0.0
GO:0009725,response to hormone,-6.156299194229541,-2.2983894050946185,-5.696339245281387,-3.487862065201415,0.0,-3.2606872475264534,0.0,0.0
M2404,BIOCARTA PPARA PATHWAY,-2.138731908940413,-3.6310271993629226,-3.3606223777378217,-2.562306941666357,0.0,0.0,0.0,0.0
GO:0051336,regulation of hydrolase activity,0.0,-2.9045007499542197,-3.199859370046836,-2.151757702554001,0.0,-4.521823939296414,0.0,0.0
GO:1903829,positive regulation of protein localization,0.0,-4.6790229651207405,-2.7351124764607464,-2.3357671445708803,0.0,-4.471009409993653,0.0,0.0
GO:0034976,response to endoplasmic reticulum stress,-2.0892210426676403,0.0,0.0,0.0,0.0,0.0,-6.682803012371456,-6.349126105747081
GO:0006886,intracellular protein transport,-2.880245990441825,0.0,0.0,0.0,0.0,0.0,-4.909705282536266,-5.176176613252076
GO:1901137,carbohydrate derivative biosynthetic process,-3.1415601851302317,-2.660202438593816,0.0,0.0,0.0,0.0,-5.927999142377311,-7.580826941700819
R-HSA-381038,XBP1(S) activates chaperone genes,0.0,0.0,0.0,0.0,0.0,0.0,-3.576856360602144,-10.345349274440501
R-HSA-5653656,Vesicle-mediated transport,0.0,0.0,0.0,0.0,-4.934645920001936,0.0,-3.4977017330372053,-12.128033959388906
R-HSA-446203,Asparagine N-linked glycosylation,0.0,0.0,0.0,0.0,-2.7079136827016947,0.0,-7.185520918774955,-14.695285601237263
GO:0061024,membrane organization,0.0,0.0,-2.6522020098908494,0.0,-2.357946898220642,0.0,-4.060495348743004,-4.791457497561295
GO:0090150,establishment of protein localization to membrane,0.0,0.0,0.0,-2.070320013342786,0.0,0.0,-9.595652427497104,0.0
GO:0051668,localization within membrane,0.0,0.0,-2.2863580960638816,-4.972498249098837,0.0,0.0,-7.821882615276501,0.0
hsa04141,Protein processing in endoplasmic reticulum,0.0,0.0,0.0,-2.645926253248132,0.0,0.0,-10.245117846797616,-6.610251256566919
GO:0051604,protein maturation,0.0,0.0,0.0,-3.4812849526032554,0.0,0.0,-7.871295907905728,-2.2125385576811936
