GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
GO:0044419,biological process involved in interspecies interaction between organisms,-2.04994459150542,0.0,-3.043434041663893,-6.837217517304656,-2.465924169929885,-5.968983275406866,0.0,-2.3749238302761984
GO:0040011,locomotion,-2.6973976568286093,0.0,-5.5867037748708,-5.501740902162587,-11.961892901540878,-6.67371465531268,0.0,0.0
GO:0048518,positive regulation of biological process,-2.379141447918789,-4.253175204877163,-4.6313306307556,-8.829781787285054,-7.794736928533014,-6.949758077334398,0.0,0.0
GO:0002376,immune system process,0.0,-2.5047690164851177,-2.340704026256253,-7.559816924779072,-3.1686924823947415,-5.892065314408225,0.0,0.0
GO:0040007,growth,-2.270465119974177,-3.7262772190365325,-3.3377161761280196,-2.206054405163002,-4.15552221273871,0.0,0.0,0.0
GO:0042592,homeostatic process,-2.63216040792685,-3.7546129632759624,-3.2181189976739057,-3.8760366770719648,-3.239978053261095,0.0,-2.9130141745672247,0.0
GO:0009987,cellular process,-2.5247082445920594,-5.916079329305824,-3.895913826133025,-5.84284528152552,-14.17267283290219,-5.787430258913894,-4.952992418653356,-7.328146221002382
GO:0032502,developmental process,-3.886685787144125,-7.598843154951945,-3.854040943175777,-6.7664990281224835,-11.493555406312721,-6.0405675126379235,-4.000931120121673,-8.831435210241349
GO:0050896,response to stimulus,-7.934047179724909,-6.918042339269744,-5.696339245281387,-8.507374138200877,-11.047239493337699,-10.590081922737504,-6.682803012371456,-6.349126105747081
GO:0051179,localization,-4.127019783750808,-7.13586689315813,-4.597275686652793,-5.11703464469484,-5.019758543747365,-4.471009409993653,-9.595652427497104,-12.124314981814177
GO:0008152,metabolic process,-10.08932555637204,-7.280623280552931,-2.6832900930747896,-4.049833050533703,-5.0672966668535215,-4.758374368841619,-7.871295907905728,-8.10862218568711
GO:0032501,multicellular organismal process,-3.005306184486497,-5.715354086652928,-4.609334418752297,-8.62798350684085,-9.349016603555675,-5.821239520146175,-2.5054678373872243,-3.145929052165586
GO:0050789,regulation of biological process,-3.005175461556524,-4.385866427840512,-6.664159516009306,-5.138213372140826,-8.221919645802158,-7.51350298430795,-3.0453345254188533,-2.817773427511567
GO:0048519,negative regulation of biological process,-2.7813994702478473,-3.7541365285907102,-6.134511746307774,-6.5650310517324595,-5.0286450324605525,-4.717474099183883,-3.605093782684959,-2.710164307665558
GO:0065007,biological regulation,-2.887936219390461,-6.972437630396337,-4.234262037695374,-3.312918211605682,-6.9169064358812165,-4.521823939296414,-2.4501579621446745,-2.77404742848435
GO:0043473,pigmentation,0.0,-2.282414904173045,0.0,-2.5907234043346907,0.0,0.0,0.0,0.0
GO:0098754,detoxification,0.0,-4.012572102266408,0.0,0.0,0.0,0.0,0.0,0.0
GO:0048511,rhythmic process,0.0,-2.067164966820329,-2.603440586943554,0.0,0.0,0.0,0.0,-2.1325161231941805
GO:0016032,viral process,0.0,0.0,0.0,-3.90439719276347,0.0,-2.736660738106888,0.0,0.0
GO:0022414,reproductive process,0.0,-3.494297735558976,0.0,0.0,-3.0949176369788476,-5.316829882363694,-2.5054678373872243,0.0
