GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
TRR01256,Regulated by: SP1,0.0,0.0,0.0,-3.059070919893462,-3.942423646939009,0.0,0.0,0.0
TRR00645,Regulated by: JUN,0.0,0.0,0.0,-3.4656406566754514,-4.061797738004203,0.0,0.0,0.0
TRR01277,Regulated by: STAT3,0.0,0.0,0.0,-5.256619390581627,-4.244281227593797,0.0,0.0,0.0
TRR01419,Regulated by: TP53,0.0,0.0,0.0,-2.705163257055958,-4.827759894100106,0.0,0.0,0.0
TRR01062,Regulated by: PPARG,0.0,0.0,0.0,-4.889087714383955,-2.421768765061266,0.0,0.0,0.0
TRR00875,Regulated by: NFKB1,0.0,0.0,0.0,-12.171652999721362,-6.059752438839701,0.0,0.0,0.0
TRR01158,Regulated by: RELA,0.0,0.0,0.0,-12.332431754447779,-6.151486097018247,0.0,0.0,0.0
TRR00125,Regulated by: CREB1,0.0,0.0,0.0,-4.052885819958882,0.0,0.0,0.0,0.0
TRR00602,Regulated by: IRF1,0.0,0.0,0.0,-4.753169959795219,0.0,0.0,0.0,0.0
TRR00075,Regulated by: BRCA1,0.0,0.0,0.0,-4.533954430086315,0.0,0.0,0.0,0.0
TRR01275,Regulated by: STAT1,0.0,0.0,0.0,-9.654534962076216,0.0,0.0,0.0,0.0
TRR00138,Regulated by: CTNNB1,0.0,0.0,0.0,-3.988836703998543,0.0,0.0,0.0,0.0
TRR00274,Regulated by: ERG,0.0,0.0,0.0,-3.670080578017672,0.0,0.0,0.0,0.0
TRR01393,Regulated by: TCF4,0.0,0.0,0.0,-3.853446622887125,0.0,0.0,0.0,0.0
TRR01270,Regulated by: SRF,0.0,0.0,0.0,0.0,-4.328045780436885,0.0,0.0,0.0
TRR01437,Regulated by: TWIST1,0.0,0.0,0.0,0.0,-4.9220110745486405,0.0,0.0,0.0
TRR01438,Regulated by: TWIST2,0.0,0.0,0.0,0.0,-4.258266214874574,0.0,0.0,0.0
TRR00011,Regulated by: AR,0.0,0.0,0.0,0.0,-4.552714989346467,0.0,0.0,0.0
TRR01235,Regulated by: SMAD3,0.0,0.0,0.0,0.0,-4.9220110745486405,0.0,0.0,0.0
TRR01236,Regulated by: SMAD4,0.0,0.0,0.0,0.0,-8.116792001723152,0.0,0.0,0.0
