Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Cell Type Signatures,7,M41652,TRAVAGLINI LUNG PROXIMAL BASAL CELL,,-12,5.1,10,30286,629,272,29,11,1.9,224|328|689|873|1019|1075|1207|1975|2217|2593|2648|2752|3030|3615|4059|4061|4257|4869|5501|7205|7913|10081|11331|26156|28987|64949|79042|84650|93100,ALDH3A2|APEX1|BTF3|CBR1|CDK4|CTSC|CLNS1A|EIF4B|FCGRT|GAMT|KAT2A|GLUL|HADHA|IMPDH2|BCAM|LY6E|MGST1|NPM1|PPP1CC|TRIP6|DEK|PDCD7|PHB2|RSL1D1|NOB1|MRPS26|TSEN34|EBPL|NAPRT,-9.2,down_common_genes
Cell Type Signatures,7,M39231,LAKE ADULT KIDNEY C12 THICK ASCENDING LIMB,,-6.4,4.7,6.9,30286,381,272,16,5.9,1.4,38|873|2770|2947|3030|4716|5037|6342|6647|10144|11112|25840|27018|51280|81618|84532,ACAT1|CBR1|GNAI1|GSTM3|HADHA|NDUFB10|PEBP1|SCP2|SOD1|FAM13A|HIBADH|TMT1A|BEX3|GOLM1|ITM2C|ACSS1,-4.3,down_common_genes
Transcription Factor Targets,16,M30333,ZNF507 TARGET GENES,,-6.2,3.6,6.3,30286,653,272,21,7.7,1.6,328|1019|1856|1975|2519|2990|3184|4913|10058|10128|10144|10961|11198|22847|23552|51005|51693|54985|55186|81558|81890,APEX1|CDK4|DVL2|EIF4B|FUCA2|GUSB|HNRNPD|NTHL1|ABCB6|LRPPRC|FAM13A|ERP29|SUPT16H|ZNF507|CDK20|AMDHD2|TRAPPC2L|HCFC1R1|SLC25A36|FAM117A|QTRT1,-4.2,down_common_genes
Cell Type Signatures,7,M41707,FAN OVARY CL5 HEALTHY SELECTABLE FOLLICLE THECAL CELL,,-5.9,4.9,6.7,30286,318,272,14,5.1,1.3,30|223|328|1075|5156|5501|7205|9646|10370|22795|55186|57509|81618|84263,ACAA1|ALDH9A1|APEX1|CTSC|PDGFRA|PPP1CC|TRIP6|CTR9|CITED2|NID2|SLC25A36|MTUS1|ITM2C|HSDL2,-3.9,down_common_genes
Cell Type Signatures,7,M39195,HAY BONE MARROW EARLY ERYTHROBLAST,,-5.6,9.4,7.8,30286,95,272,8,2.9,1,1207|2947|4869|5037|7019|7205|51390|64949,CLNS1A|GSTM3|NPM1|PEBP1|TFAM|TRIP6|AIG1|MRPS26,-3.7,down_common_genes
Transcription Factor Targets,16,M30316,ZNF410 TARGET GENES,,-5.4,3.4,5.8,30286,623,272,19,7,1.5,395|409|1019|1856|2184|2548|2990|3615|4913|8574|9828|10961|22847|23523|51005|51693|54938|54985|81890,ARHGAP6|ARRB2|CDK4|DVL2|FAH|GAA|GUSB|IMPDH2|NTHL1|AKR7A2|ARHGEF17|ERP29|ZNF507|CABIN1|AMDHD2|TRAPPC2L|SARS2|HCFC1R1|QTRT1,-3.5,down_common_genes
Cell Type Signatures,7,M40025,BUSSLINGER DUODENAL DIFFERENTIATING STEM CELLS,,-5.4,4.7,6.3,30286,305,272,13,4.8,1.3,328|689|1975|3184|3615|4257|4869|6647|7086|7913|10128|11331|51280,APEX1|BTF3|EIF4B|HNRNPD|IMPDH2|MGST1|NPM1|SOD1|TKT|DEK|LRPPRC|PHB2|GOLM1,-3.5,down_common_genes
Cell Type Signatures,7,M39118,AIZARANI LIVER C14 HEPATOCYTES 2,,-5.2,5.4,6.3,30286,226,272,11,4,1.2,38|1528|2184|2593|4257|5037|6342|6470|6647|51084|134147,ACAT1|CYB5A|FAH|GAMT|MGST1|PEBP1|SCP2|SHMT1|SOD1|CRYL1|CMBL,-3.4,down_common_genes
Cell Type Signatures,7,M39237,LAKE ADULT KIDNEY C18 COLLECTING DUCT PRINCIPAL CELLS MEDULLA,,-5.1,4.5,6,30286,322,272,13,4.8,1.3,38|427|689|1528|2947|3030|4121|4869|5037|6647|27018|57509|81618,ACAT1|ASAH1|BTF3|CYB5A|GSTM3|HADHA|MAN1A1|NPM1|PEBP1|SOD1|BEX3|MTUS1|ITM2C,-3.3,down_common_genes
Cell Type Signatures,7,M39174,MURARO PANCREAS ACINAR CELL,,-4.9,3,5.3,30286,731,272,20,7.4,1.6,30|224|689|873|1528|2752|3295|3615|4257|4869|5525|5634|5874|7086|8801|10144|25840|51280|57509|84650,ACAA1|ALDH3A2|BTF3|CBR1|CYB5A|GLUL|HSD17B4|IMPDH2|MGST1|NPM1|PPP2R5A|PRPS2|RAB27B|TKT|SUCLG2|FAM13A|TMT1A|GOLM1|MTUS1|EBPL,-3.2,down_common_genes
