GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
M39175,MURARO PANCREAS MESENCHYMAL STROMAL CELL,-2.44221152261796,0.0,-3.0844222132787773,-3.749116649103504,-50.89677417719411,-6.788857782781117,-2.111267527686547,-13.112427759451611
M39174,MURARO PANCREAS ACINAR CELL,-4.929893289015814,0.0,-2.3640870161240852,-19.325705889792655,-7.42112844137262,-9.460286760935713,-3.8874253659490012,0.0
M39302,CUI DEVELOPING HEART C5 VALVAR CELL,0.0,0.0,0.0,-4.3171949743157185,-14.020763289166462,-4.023558820765534,0.0,-2.122706412635865
M39176,MURARO PANCREAS ENDOTHELIAL CELL,0.0,0.0,0.0,-6.795834400652231,-17.48283130528538,-6.844652479326872,0.0,-2.5019458704123996
M39135,AIZARANI LIVER C39 EPCAM POS BILE DUCT CELLS 4,0.0,0.0,0.0,-12.325598080604555,-15.007474456200308,-10.03603081801286,0.0,0.0
M41691,TRAVAGLINI LUNG PLATELET MEGAKARYOCYTE CELL,-2.46404466228529,0.0,0.0,-6.074917632128566,-13.7014382244585,-4.040897874150782,0.0,0.0
M39321,CUI DEVELOPING HEART VASCULAR ENDOTHELIAL CELL,0.0,0.0,0.0,-4.593211251491367,-12.339150191354626,0.0,0.0,0.0
M41716,FAN OVARY CL14 MATURE SMOOTH MUSCLE CELL,0.0,0.0,0.0,-5.565743526948274,-19.36341987059499,-2.2478567498100017,0.0,0.0
M41659,TRAVAGLINI LUNG ALVEOLAR EPITHELIAL TYPE 1 CELL,0.0,0.0,-2.559813128826845,-6.32643012089513,-21.913196097063754,-5.003007090693536,0.0,-3.382692670516331
M41697,TRAVAGLINI LUNG EREG DENDRITIC CELL,0.0,0.0,-2.935584986397011,-12.686745438237496,-17.760115045390453,-7.327019262937127,0.0,-2.5029731963468773
M41700,TRAVAGLINI LUNG OLR1 CLASSICAL MONOCYTE CELL,0.0,0.0,-3.1926907835762113,-24.73900124145474,-26.79800380506204,-18.106210860913798,0.0,-3.4517793638128325
M39050,MANNO MIDBRAIN NEUROTYPES HPERIC,0.0,0.0,-6.519743719520793,-11.964864634970702,-19.598063934637196,-10.006088603845114,0.0,-4.992740886843103
M39264,HU FETAL RETINA FIBROBLAST,0.0,0.0,-4.246966623612308,-11.916615872117976,-16.804603892019866,-2.663391725610924,0.0,-6.852913268453555
M39051,MANNO MIDBRAIN NEUROTYPES HMGL,0.0,0.0,-4.4121565668078855,-14.326032293600884,-6.514018161248661,-4.837956977664425,0.0,0.0
M41719,FAN OVARY CL17 PUTATIVE APOPTOTIC SMOOTH MUSCLE CELL,0.0,-3.2658834216694075,0.0,-3.2658834216694075,-20.118761673965036,-2.3658249362976056,-4.967207187562557,-3.883812959049074
M39132,AIZARANI LIVER C33 STELLATE CELLS 2,0.0,0.0,0.0,0.0,-12.875965669796237,0.0,0.0,-2.412506971525271
M39279,DURANTE ADULT OLFACTORY NEUROEPITHELIUM VASCULAR SMOOTH MUSCLE CELLS,0.0,0.0,0.0,0.0,-12.147856176865478,0.0,0.0,-2.139435874268332
M41673,TRAVAGLINI LUNG MYOFIBROBLAST CELL,0.0,0.0,0.0,0.0,-12.760803617379548,0.0,0.0,0.0
M39122,AIZARANI LIVER C21 STELLATE CELLS 1,-2.0770453089864804,0.0,-2.3695048159186762,0.0,-12.302440057396886,-2.7870764224750864,0.0,0.0
M41679,TRAVAGLINI LUNG MESOTHELIAL CELL,-4.041117994424292,-3.5186194517133194,-3.3086435312700213,-12.169394458687005,0.0,-5.304465513789833,-2.24762440994998,-2.9974257410552405
