GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
M12258,IRF7 01,0.0,0.0,-3.4063621498000067,-8.093341247407867,-3.5528473809459626,0.0,0.0,0.0
M14066,IRF Q6,0.0,0.0,-5.731957783587365,-7.5730980727917645,0.0,0.0,0.0,0.0
M15389,PTF1BETA Q6,0.0,0.0,0.0,-7.526049078731176,0.0,0.0,0.0,0.0
M2549,NFKB Q6 01,0.0,0.0,0.0,-10.466189548054796,-3.1233463401488257,-4.3178706293604705,0.0,0.0
M9949,NFKAPPAB 01,0.0,0.0,0.0,-9.040270266265383,-4.308312842383432,-6.359951121480762,0.0,0.0
M12240,NFKB C,0.0,0.0,0.0,-10.496873704029587,-2.782901675136038,-2.5927556213859355,0.0,0.0
M2315,NFKAPPAB65 01,0.0,0.0,0.0,-13.287551112887389,-2.432377236557606,-2.8802286628107563,0.0,0.0
M10143,CREL 01,0.0,0.0,0.0,-9.887300499055373,-2.8976308806783,-3.341804533733884,0.0,0.0
M13967,ATF3 Q6,0.0,0.0,0.0,-3.6188402519708442,-2.3180707693366855,-8.12253105894993,0.0,0.0
M12047,SRF 01,0.0,0.0,0.0,0.0,-15.75347742228131,0.0,0.0,0.0
M12443,SRF C,0.0,0.0,0.0,0.0,-17.220330252101707,0.0,0.0,0.0
M11934,SRF Q5 01,0.0,0.0,0.0,0.0,-14.50471235948346,0.0,0.0,0.0
M9364,SRF Q6,0.0,0.0,0.0,0.0,-14.781473350958267,0.0,0.0,0.0
M3827,CCAWWNAAGG SRF Q4,0.0,0.0,0.0,0.0,-8.56899542964867,0.0,0.0,0.0
M5479,SRF Q4,0.0,0.0,0.0,-2.0741855361521964,-16.589860865134668,0.0,0.0,0.0
M7691,CATTGTYY SOX9 B1,0.0,0.0,-3.8593978623279384,0.0,-3.635297168311844,-11.736607012033142,0.0,0.0
M40771,ZNF260 TARGET GENES,-2.231456638481857,-8.118270244840314,0.0,0.0,0.0,0.0,0.0,0.0
M8812,SF1 Q6,0.0,-8.911580465657156,0.0,-3.5244823421203013,0.0,0.0,0.0,0.0
M29979,GLI3 TARGET GENES,0.0,-9.345237030201176,0.0,0.0,-2.094684692889484,0.0,0.0,-3.348894160432287
M12874,MYCMAX 01,0.0,-4.9405126102284385,0.0,0.0,0.0,0.0,-9.287371678546616,0.0
