_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-11.346828768190836,R-HSA-1280215,M1,1,0,Reactome Gene Sets,6,Cytokine Signaling in Immune system,,-11.346828768190836,2.671212955695004,8.211932264446531,30293,787,879,61,6.939704209328783,0.8571528169226761,301|1052|1437|1440|2162|2247|2625|3055|3091|3122|3569|3575|3576|3589|3689|3726|3911|3976|3977|4050|4092|4281|4312|4318|4502|4609|4684|5055|5292|5293|5608|5783|6288|6352|6356|6382|6624|6648|6657|6850|7040|7184|7292|7431|8519|8600|8638|8660|8764|8771|8784|8995|9021|9180|10019|10376|23225|51330|58480|115361|115362,ANXA1|CEBPD|CSF2|CSF3|F13A1|FGF2|GATA3|HCK|HIF1A|HLA-DRA|IL6|IL7R|CXCL8|IL11|ITGB2|JUNB|LAMA5|LIF|LIFR|LTB|SMAD7|MID1|MMP1|MMP9|MT2A|MYC|NCAM1|SERPINB2|PIM1|PIK3CD|MAP2K6|PTPN13|SAA1|CCL5|CCL11|SDC1|FSCN1|SOD2|SOX2|SYK|TGFB1|HSP90B1|TNFSF4|VIM|IFITM1|TNFSF11|OASL|IRS2|TNFRSF14|TNFRSF6B|TNFRSF18|TNFSF18|SOCS3|OSMR|SH2B3|TUBA1B|NUP210|TNFRSF12A|RHOU|GBP4|GBP5,-9.063991079581653,0,3,0,0,-15.234742295588509,7.9775523532633885,
1,-9.219259153119097,R-HSA-449147,M1,1,0,Reactome Gene Sets,6,Signaling by Interleukins,,-9.219259153119097,2.9872813378647174,7.530390062698508,30293,473,879,41,4.664391353811149,0.7112636679346026,301|1052|1437|1440|2162|2247|2625|3055|3091|3569|3575|3576|3589|3689|3726|3911|3976|3977|4312|4318|4609|5055|5292|5293|5608|5783|6288|6352|6356|6382|6624|6648|6657|6850|7040|7184|7431|8660|9021|9180|58480,ANXA1|CEBPD|CSF2|CSF3|F13A1|FGF2|GATA3|HCK|HIF1A|IL6|IL7R|CXCL8|IL11|ITGB2|JUNB|LAMA5|LIF|LIFR|MMP1|MMP9|MYC|SERPINB2|PIM1|PIK3CD|MAP2K6|PTPN13|SAA1|CCL5|CCL11|SDC1|FSCN1|SOD2|SOX2|SYK|TGFB1|HSP90B1|VIM|IRS2|SOCS3|OSMR|RHOU,-7.186338344395831,0,3,0,0,-15.234742295588509,7.9775523532633885,
1,-13.96797864848785,R-HSA-3781865,M1,1,0,Reactome Gene Sets,6,Diseases of glycosylation,,-13.96797864848785,6.461817406143345,11.356992393003278,30293,144,879,27,3.0716723549488054,0.5819938117013069,633|1462|1634|2331|2817|3339|3955|4060|4853|4958|4969|6382|7057|7058|9037|9509|10082|10417|11095|11096|54437|81792|92949|140766|170689|170690|170691,BGN|VCAN|DCN|FMOD|GPC1|HSPG2|LFNG|LUM|NOTCH2|OMD|OGN|SDC1|THBS1|THBS2|SEMA5A|ADAMTS2|GPC6|SPON2|ADAMTS8|ADAMTS5|SEMA5B|ADAMTS12|ADAMTSL1|ADAMTS14|ADAMTS15|ADAMTS16|ADAMTS17,-11.332997848436623,0,4,1,1,-13.96797864848785,13.040063954739722,
1,-12.050665657033875,R-HSA-5083635,M1,1,0,Reactome Gene Sets,6,Defective B3GALTL causes PpS,,-12.050665657033875,13.040063954739722,12.667918705244965,30293,37,879,14,1.5927189988623436,0.42226857139751633,7057|7058|9037|9509|10417|11095|11096|54437|81792|92949|140766|170689|170690|170691,THBS1|THBS2|SEMA5A|ADAMTS2|SPON2|ADAMTS8|ADAMTS5|SEMA5B|ADAMTS12|ADAMTSL1|ADAMTS14|ADAMTS15|ADAMTS16|ADAMTS17,-9.637533606599003,0,4,0,0,-13.96797864848785,13.040063954739722,
1,-11.862803935713272,R-HSA-5173214,M1,1,0,Reactome Gene Sets,6,O-glycosylation of TSR domain-containing proteins,,-11.862803935713272,12.696904376983413,12.472270657065682,30293,38,879,14,1.5927189988623436,0.42226857139751633,7057|7058|9037|9509|10417|11095|11096|54437|81792|92949|140766|170689|170690|170691,THBS1|THBS2|SEMA5A|ADAMTS2|SPON2|ADAMTS8|ADAMTS5|SEMA5B|ADAMTS12|ADAMTSL1|ADAMTS14|ADAMTS15|ADAMTS16|ADAMTS17,-9.491064570436624,0,4,0,0,-13.96797864848785,13.040063954739722,
1,-10.923258986937572,R-HSA-5668914,M1,1,0,Reactome Gene Sets,6,Diseases of metabolism,,-10.923258986937572,4.273415244596132,8.984229216647234,30293,250,879,31,3.5267349260523324,0.6221505085203258,633|1462|1545|1634|2331|2730|2817|3339|3955|4060|4853|4958|4969|5091|6382|7057|7058|9037|9420|9509|10082|10417|11095|11096|54437|81792|92949|140766|170689|170690|170691,BGN|VCAN|CYP1B1|DCN|FMOD|GCLM|GPC1|HSPG2|LFNG|LUM|NOTCH2|OMD|OGN|PC|SDC1|THBS1|THBS2|SEMA5A|CYP7B1|ADAMTS2|GPC6|SPON2|ADAMTS8|ADAMTS5|SEMA5B|ADAMTS12|ADAMTSL1|ADAMTS14|ADAMTS15|ADAMTS16|ADAMTS17,-8.740575857880975,0,4,0,0,-13.96797864848785,13.040063954739722,
1,-9.998588269196475,R-HSA-3906995,M1,1,0,Reactome Gene Sets,6,Diseases associated with O-glycosylation of proteins,,-9.998588269196475,7.991426357356019,10.050686578422768,30293,69,879,16,1.8202502844141069,0.45090191167442484,3955|4853|7057|7058|9037|9509|10417|11095|11096|54437|81792|92949|140766|170689|170690|170691,LFNG|NOTCH2|THBS1|THBS2|SEMA5A|ADAMTS2|SPON2|ADAMTS8|ADAMTS5|SEMA5B|ADAMTS12|ADAMTSL1|ADAMTS14|ADAMTS15|ADAMTS16|ADAMTS17,-7.907675513495522,0,4,0,0,-13.96797864848785,13.040063954739722,
1,-6.806813675759545,R-HSA-5173105,M1,1,0,Reactome Gene Sets,6,O-linked glycosylation,,-6.806813675759545,4.923289452299691,7.1907454791888314,30293,112,879,16,1.8202502844141069,0.45090191167442484,2590|7057|7058|9037|9509|10417|11095|11096|54437|79623|81792|92949|140766|170689|170690|170691,GALNT2|THBS1|THBS2|SEMA5A|ADAMTS2|SPON2|ADAMTS8|ADAMTS5|SEMA5B|GALNT14|ADAMTS12|ADAMTSL1|ADAMTS14|ADAMTS15|ADAMTS16|ADAMTS17,-4.9377496696749485,0,4,0,0,-13.96797864848785,13.040063954739722,
1,-12.727251158751471,R-HSA-381426,M1,1,0,Reactome Gene Sets,6,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),,-12.727251158751471,6.616901023890786,10.878271295178969,30293,125,879,24,2.7303754266211606,0.5496742159467735,718|1000|1356|1462|2621|3371|3485|3486|3487|3488|3490|3491|3569|3698|4312|5069|7184|7857|8614|10272|11167|54757|54972|56975,C3|CDH2|CP|VCAN|GAS6|TNC|IGFBP2|IGFBP3|IGFBP4|IGFBP5|IGFBP7|CCN1|IL6|ITIH2|MMP1|PAPPA|HSP90B1|SCG2|STC2|FSTL3|FSTL1|FAM20A|TMEM132A|FAM20C,-10.217209095308544,0,5,1,1,-12.727251158751471,6.701143976741247,
1,-11.330995094338286,R-HSA-8957275,M1,1,0,Reactome Gene Sets,6,Post-translational protein phosphorylation,,-11.330995094338286,6.701143976741247,10.260290662846566,30293,108,879,21,2.3890784982935154,0.5150744158638861,718|1000|1356|1462|2621|3371|3486|3487|3488|3490|3491|3569|3698|7184|7857|8614|10272|11167|54757|54972|56975,C3|CDH2|CP|VCAN|GAS6|TNC|IGFBP3|IGFBP4|IGFBP5|IGFBP7|CCN1|IL6|ITIH2|HSP90B1|SCG2|STC2|FSTL3|FSTL1|FAM20A|TMEM132A|FAM20C,-9.063991079581653,0,5,0,0,-12.727251158751471,6.701143976741247,
