Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-1474244,Extracellular matrix organization,,-51,9,24,30293,300,879,78,8.9,0.96,633|655|780|1281|1293|1294|1295|1296|1301|1306|1462|1634|2006|2192|2201|2202|2244|2247|2331|3339|3371|3381|3672|3673|3675|3676|3679|3689|3910|3911|3918|4015|4016|4017|4038|4053|4060|4239|4312|4316|4317|4318|4321|4322|4593|4684|4811|5033|5054|5351|5352|6382|7040|7042|7057|7373|7837|8038|8728|9509|9644|10516|11095|11096|22795|22801|59277|63923|64386|80274|80781|81578|84171|140766|169044|170690|284217|340267,BGN|BMP7|DDR1|COL3A1|COL6A3|COL7A1|COL8A1|COL8A2|COL11A1|COL15A1|VCAN|DCN|ELN|FBLN1|FBN2|EFEMP1|FGB|FGF2|FMOD|HSPG2|TNC|IBSP|ITGA1|ITGA2|ITGA3|ITGA4|ITGA7|ITGB2|LAMA4|LAMA5|LAMC2|LOX|LOXL1|LOXL2|LRP4|LTBP2|LUM|MFAP4|MMP1|MMP7|MMP8|MMP9|MMP12|MMP13|MUSK|NCAM1|NID1|P4HA1|SERPINE1|PLOD1|PLOD2|SDC1|TGFB1|TGFB2|THBS1|COL14A1|PXDN|ADAM12|ADAM19|ADAMTS2|SH3PXD2A|FBLN5|ADAMTS8|ADAMTS5|NID2|ITGA11|NTN4|TNN|MMP25|SCUBE1|COL18A1|COL21A1|LOXL4|ADAMTS14|COL22A1|ADAMTS16|LAMA1|COL28A1,-47,MyList
Reactome Gene Sets,6,R-HSA-1474290,Collagen formation,,-18,10,15,30293,90,879,26,3,0.57,1281|1293|1294|1295|1296|1301|1306|3918|4015|4016|4017|4316|4318|4322|5033|5351|5352|7373|7837|9509|80781|81578|84171|140766|169044|340267,COL3A1|COL6A3|COL7A1|COL8A1|COL8A2|COL11A1|COL15A1|LAMC2|LOX|LOXL1|LOXL2|MMP7|MMP9|MMP13|P4HA1|PLOD1|PLOD2|COL14A1|PXDN|ADAMTS2|COL18A1|COL21A1|LOXL4|ADAMTS14|COL22A1|COL28A1,-15,MyList
Reactome Gene Sets,6,R-HSA-3000178,ECM proteoglycans,,-16,10,14,30293,76,879,22,2.5,0.53,633|1281|1293|1462|1634|2331|3339|3371|3381|3673|3679|3910|3911|4038|4060|4593|4684|5054|7040|7042|63923|284217,BGN|COL3A1|COL6A3|VCAN|DCN|FMOD|HSPG2|TNC|IBSP|ITGA2|ITGA7|LAMA4|LAMA5|LRP4|LUM|MUSK|NCAM1|SERPINE1|TGFB1|TGFB2|TNN|LAMA1,-13,MyList
Reactome Gene Sets,6,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,,-15,8,13,30293,108,879,25,2.8,0.56,301|1052|2162|2247|2625|3091|3569|3576|3689|3726|3911|3976|4312|4318|4609|5292|6288|6356|6624|6657|7040|7184|7431|9021|58480,ANXA1|CEBPD|F13A1|FGF2|GATA3|HIF1A|IL6|CXCL8|ITGB2|JUNB|LAMA5|LIF|MMP1|MMP9|MYC|PIM1|SAA1|CCL11|FSCN1|SOX2|TGFB1|HSP90B1|VIM|SOCS3|RHOU,-12,MyList
Reactome Gene Sets,6,R-HSA-1474228,Degradation of the extracellular matrix,,-14,6.6,12,30293,140,879,27,3.1,0.58,1281|1293|1294|1295|1296|1301|1306|1634|2006|2201|3339|3911|3918|4312|4316|4317|4318|4321|4322|4811|7373|11095|11096|64386|80274|80781|170690,COL3A1|COL6A3|COL7A1|COL8A1|COL8A2|COL11A1|COL15A1|DCN|ELN|FBN2|HSPG2|LAMA5|LAMC2|MMP1|MMP7|MMP8|MMP9|MMP12|MMP13|NID1|COL14A1|ADAMTS8|ADAMTS5|MMP25|SCUBE1|COL18A1|ADAMTS16,-12,MyList
Reactome Gene Sets,6,R-HSA-3781865,Diseases of glycosylation,,-14,6.5,11,30293,144,879,27,3.1,0.58,633|1462|1634|2331|2817|3339|3955|4060|4853|4958|4969|6382|7057|7058|9037|9509|10082|10417|11095|11096|54437|81792|92949|140766|170689|170690|170691,BGN|VCAN|DCN|FMOD|GPC1|HSPG2|LFNG|LUM|NOTCH2|OMD|OGN|SDC1|THBS1|THBS2|SEMA5A|ADAMTS2|GPC6|SPON2|ADAMTS8|ADAMTS5|SEMA5B|ADAMTS12|ADAMTSL1|ADAMTS14|ADAMTS15|ADAMTS16|ADAMTS17,-11,MyList
Reactome Gene Sets,6,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,,-13,10,12,30293,61,879,18,2,0.48,1281|1293|1294|1295|1296|1301|1306|3918|4015|4016|4017|4316|4318|4322|7373|7837|80781|84171,COL3A1|COL6A3|COL7A1|COL8A1|COL8A2|COL11A1|COL15A1|LAMC2|LOX|LOXL1|LOXL2|MMP7|MMP9|MMP13|COL14A1|PXDN|COL18A1|LOXL4,-11,MyList
Reactome Gene Sets,6,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),,-13,6.6,11,30293,125,879,24,2.7,0.55,718|1000|1356|1462|2621|3371|3485|3486|3487|3488|3490|3491|3569|3698|4312|5069|7184|7857|8614|10272|11167|54757|54972|56975,C3|CDH2|CP|VCAN|GAS6|TNC|IGFBP2|IGFBP3|IGFBP4|IGFBP5|IGFBP7|CCN1|IL6|ITIH2|MMP1|PAPPA|HSP90B1|SCG2|STC2|FSTL3|FSTL1|FAM20A|TMEM132A|FAM20C,-10,MyList
Reactome Gene Sets,6,R-HSA-3000157,Laminin interactions,,-12,15,13,30293,30,879,13,1.5,0.41,1294|3339|3672|3673|3675|3679|3910|3911|3918|4811|22795|80781|284217,COL7A1|HSPG2|ITGA1|ITGA2|ITGA3|ITGA7|LAMA4|LAMA5|LAMC2|NID1|NID2|COL18A1|LAMA1,-9.7,MyList
Reactome Gene Sets,6,R-HSA-5083635,Defective B3GALTL causes PpS,,-12,13,13,30293,37,879,14,1.6,0.42,7057|7058|9037|9509|10417|11095|11096|54437|81792|92949|140766|170689|170690|170691,THBS1|THBS2|SEMA5A|ADAMTS2|SPON2|ADAMTS8|ADAMTS5|SEMA5B|ADAMTS12|ADAMTSL1|ADAMTS14|ADAMTS15|ADAMTS16|ADAMTS17,-9.6,MyList
