_MEMBER_modules_epi_black_sorted_top300,_MEMBER_modules_epi_blue_sorted_top300,_MEMBER_modules_epi_pink_sorted_top300,_MEMBER_modules_epi_red_sorted_top300,_MEMBER_modules_epi_turquoise_sorted_top300,_MEMBER_modules_epi_yellow_sorted_top300,_LogP_modules_epi_black_sorted_top300,_LogP_modules_epi_blue_sorted_top300,_LogP_modules_epi_pink_sorted_top300,_LogP_modules_epi_red_sorted_top300,_LogP_modules_epi_turquoise_sorted_top300,_LogP_modules_epi_yellow_sorted_top300,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,0,1,1,0,1,-2.8,0,-12,-2,0,-4.6,C2363741,M101101,4,0,DisGeNET,35,HIV-1 infection,,-12,4.7,9.8,30293,695,299,32,11,1.8,103|567|684|972|1435|2638|3105|3459|3627|5021|5359|5743|6373|6646|6774|6890|6891|7097|7098|7133|7157|8542|8743|9235|9582|10410|51284|51752|60489|64167|200316|440275,ADAR|B2M|BST2|CD74|CSF1|GC|HLA-A|IFNGR1|CXCL10|OXTR|PLSCR1|PTGS2|CXCL11|SOAT1|STAT3|TAP1|TAP2|TLR2|TLR3|TNFRSF1B|TP53|APOL1|TNFSF10|IL32|APOBEC3B|IFITM3|TLR7|ERAP1|APOBEC3G|ERAP2|APOBEC3F|EIF2AK4,-9.6,0
1,0,1,0,1,1,-3.3,0,-12,0,-2.8,-2.8,C0409974,M101011,4,0,DisGeNET,35,Lupus Erythematosus,,-12,5.1,9.7,30293,558,299,28,9.4,1.7,684|718|1435|2537|3604|3627|3684|3934|4790|5743|5971|6376|6774|7097|7128|7133|7292|7297|7412|8542|8741|9734|10475|25897|51284|53905|64135|115004,BST2|C3|CSF1|IFI6|TNFRSF9|CXCL10|ITGAM|LCN2|NFKB1|PTGS2|RELB|CX3CL1|STAT3|TLR2|TNFAIP3|TNFRSF1B|TNFSF4|TYK2|VCAM1|APOL1|TNFSF13|HDAC9|TRIM38|RNF19A|TLR7|DUOX1|IFIH1|CGAS,-9,0
1,0,1,0,0,1,-7.7,0,-11,0,0,-2.2,C0007570,M101001,3,0,DisGeNET,35,Celiac Disease,,-11,5.2,9.7,30293,527,299,27,9,1.7,1080|1605|2526|2907|3105|3604|3627|3934|4045|4790|6373|6376|6689|6774|6890|6891|7097|7098|7128|8741|8876|23308|27074|51284|53347|64135|64167,CFTR|DAG1|FUT4|GRINA|HLA-A|TNFRSF9|CXCL10|LCN2|LSAMP|NFKB1|CXCL11|CX3CL1|SPIB|STAT3|TAP1|TAP2|TLR2|TLR3|TNFAIP3|TNFSF13|VNN1|ICOSLG|LAMP3|TLR7|UBASH3A|IFIH1|ERAP2,-8.8,0
1,0,1,0,0,0,-2.3,0,-11,0,0,0,C0949690,M101000,2,0,DisGeNET,35,Spondylarthritis,,-11,10,12,30293,158,299,16,5.4,1.3,567|972|3105|3486|3627|4790|5698|6364|6646|6774|7097|7128|7133|51752|64127|64167,B2M|CD74|HLA-A|IGFBP3|CXCL10|NFKB1|PSMB9|CCL20|SOAT1|STAT3|TLR2|TNFAIP3|TNFRSF1B|ERAP1|NOD2|ERAP2,-8.7,0
1,0,1,0,0,0,-6.8,0,-11,0,0,0,C0035235,M101000,2,0,DisGeNET,35,Respiratory Syncytial Virus Infections,,-11,7.9,11,30293,244,299,19,6.4,1.4,567|1080|3627|4045|4327|5743|6364|6774|6890|7097|7098|7157|7292|10148|27074|29108|51284|64127|64135,B2M|CFTR|CXCL10|LSAMP|MMP19|PTGS2|CCL20|STAT3|TAP1|TLR2|TLR3|TP53|TNFSF4|EBI3|LAMP3|PYCARD|TLR7|NOD2|IFIH1,-8.7,0
1,0,1,0,0,0,-2.4,0,-11,0,0,0,C0343641,M101000,2,0,DisGeNET,35,Human papilloma virus infection,,-11,5.7,9.7,30293,428,299,24,8,1.6,1080|3105|3486|3627|3934|4790|5696|5698|5743|6364|6774|6890|6891|7097|7098|7133|7157|9308|9582|10970|23761|29108|51284|60489,CFTR|HLA-A|IGFBP3|CXCL10|LCN2|NFKB1|PSMB8|PSMB9|PTGS2|CCL20|STAT3|TAP1|TAP2|TLR2|TLR3|TNFRSF1B|TP53|CD83|APOBEC3B|CKAP4|PISD|PYCARD|TLR7|APOBEC3G,-8.5,0
1,1,1,1,0,1,-11,-2.2,-6.3,-4.5,0,-3.5,C0374997,M111101,5,0,DisGeNET,35,Helicobacter pylori (H. pylori) infection in conditions classified elsewhere and of unspecified site,,-11,4.8,9.3,30293,593,300,28,9.3,1.7,330|355|374|1535|1540|2280|2524|2625|2919|3162|3306|3383|3482|3576|3717|4312|4893|5328|5879|5970|6446|6648|7100|8549|23286|28956|50506|85441,BIRC3|FAS|AREG|CYBA|CYLD|FKBP1A|FUT2|GATA3|CXCL1|HMOX1|HSPA2|ICAM1|IGF2R|CXCL8|JAK2|MMP1|NRAS|PLAU|RAC1|RELA|SGK1|SOD2|TLR5|LGR5|WWC1|LAMTOR2|DUOX2|HELZ2,-8.4,0
1,0,1,0,0,1,-4.9,0,-11,0,0,-3.2,C0220597,M101001,3,0,DisGeNET,35,Adult Hodgkin Lymphoma,,-11,5.8,9.7,30293,399,299,23,7.7,1.5,1435|2526|3105|3604|3627|4790|4791|4794|5698|5743|5971|6646|6689|6774|7128|7133|7157|7292|8741|9308|9641|9734|58191,CSF1|FUT4|HLA-A|TNFRSF9|CXCL10|NFKB1|NFKB2|NFKBIE|PSMB9|PTGS2|RELB|SOAT1|SPIB|STAT3|TNFAIP3|TNFRSF1B|TP53|TNFSF4|TNFSF13|CD83|IKBKE|HDAC9|CXCL16,-8.3,0
1,0,1,0,1,1,-4.9,0,-11,0,-2.2,-3.2,C0220644,M101011,4,0,DisGeNET,35,Childhood Hodgkin Lymphoma,,-11,5.8,9.7,30293,399,299,23,7.7,1.5,1435|2526|3105|3604|3627|4790|4791|4794|5698|5743|5971|6646|6689|6774|7128|7133|7157|7292|8741|9308|9641|9734|58191,CSF1|FUT4|HLA-A|TNFRSF9|CXCL10|NFKB1|NFKB2|NFKBIE|PSMB9|PTGS2|RELB|SOAT1|SPIB|STAT3|TNFAIP3|TNFRSF1B|TP53|TNFSF4|TNFSF13|CD83|IKBKE|HDAC9|CXCL16,-8.3,0
1,0,1,0,0,1,-4.6,0,-11,0,0,-2.5,C0008312,M101001,3,0,DisGeNET,35,Primary biliary cirrhosis,,-11,5.3,9.5,30293,478,299,25,8.4,1.6,972|1080|1605|3105|3627|4790|4967|5743|6364|6646|6689|6774|7097|7098|7157|7292|7297|7412|8743|9734|10148|23308|55717|91828|144165,CD74|CFTR|DAG1|HLA-A|CXCL10|NFKB1|OGDH|PTGS2|CCL20|SOAT1|SPIB|STAT3|TLR2|TLR3|TP53|TNFSF4|TYK2|VCAM1|TNFSF10|HDAC9|EBI3|ICOSLG|WDR11|EXOC3L4|PRICKLE1,-8.3,0
1,0,1,0,0,0,-5.5,0,-11,0,0,0,C0151517,M101000,2,0,DisGeNET,35,Complete atrioventricular block,,-11,5.8,9.6,30293,403,299,23,7.7,1.5,103|718|3105|3459|3627|3934|5698|6774|6890|6891|6892|7096|7097|7098|7133|8743|9235|9734|10148|51284|55275|60489|64135,ADAR|C3|HLA-A|IFNGR1|CXCL10|LCN2|PSMB9|STAT3|TAP1|TAP2|TAPBP|TLR1|TLR2|TLR3|TNFRSF1B|TNFSF10|IL32|HDAC9|EBI3|TLR7|VPS53|APOBEC3G|IFIH1,-8.2,0
1,0,1,0,0,1,-11,0,-9.7,0,0,-3,C0276447,M101001,3,0,DisGeNET,35,Rhinovirus infection,,-11,8.5,11,30293,202,300,17,5.7,1.3,374|2919|3107|3383|3454|3576|3656|4938|5970|6648|8740|11221|22926|27189|57162|140691|148022,AREG|CXCL1|HLA-C|ICAM1|IFNAR1|CXCL8|IRAK2|OAS1|RELA|SOD2|TNFSF14|DUSP10|ATF6|IL17C|PELI1|TRIM69|TICAM1,-8.2,0
1,0,1,1,1,1,-11,0,-7.9,-3.3,-2.9,-3.8,C0037274,M101111,5,0,DisGeNET,35,Dermatologic disorders,,-11,4.6,9,30293,615,300,28,9.3,1.7,355|374|1540|2280|2625|2919|2920|2921|3107|3162|3576|3660|3717|3898|4792|5879|5966|5970|6385|6648|6778|7405|8740|9180|10308|10318|57162|79651,FAS|AREG|CYLD|FKBP1A|GATA3|CXCL1|CXCL2|CXCL3|HLA-C|HMOX1|CXCL8|IRF2|JAK2|LAD1|NFKBIA|RAC1|REL|RELA|SDC4|SOD2|STAT6|UVRAG|TNFSF14|OSMR|ZNF267|TNIP1|PELI1|RHBDF2,-8.1,0
0,0,1,0,0,0,0,0,-11,0,0,0,C0026896,M001000,1,0,DisGeNET,35,Myasthenia Gravis,,-11,6.3,9.8,30293,336,299,21,7,1.5,1435|1520|3105|3459|3627|5971|6774|6890|6891|7098|7128|7292|8743|9308|10148|11074|11136|23308|25897|51284|64135,CSF1|CTSS|HLA-A|IFNGR1|CXCL10|RELB|STAT3|TAP1|TAP2|TLR3|TNFAIP3|TNFSF4|TNFSF10|CD83|EBI3|TRIM31|SLC7A9|ICOSLG|RNF19A|TLR7|IFIH1,-8.1,0
1,0,1,0,0,0,-3.7,0,-11,0,0,0,C0003872,M101000,2,0,DisGeNET,35,"Arthritis, Psoriatic",,-11,5.4,9.4,30293,450,299,24,8,1.6,718|1080|2706|3105|3604|3627|3934|4790|5696|5698|5743|6376|6774|7128|7133|7157|7297|9308|10148|51752|58191|64127|64135|64167,C3|CFTR|GJB2|HLA-A|TNFRSF9|CXCL10|LCN2|NFKB1|PSMB8|PSMB9|PTGS2|CX3CL1|STAT3|TNFAIP3|TNFRSF1B|TP53|TYK2|CD83|EBI3|ERAP1|CXCL16|NOD2|IFIH1|ERAP2,-8.1,0
1,0,1,1,1,1,-8.2,0,-11,-2.3,-2.7,-2.7,C3495559,M101111,5,0,DisGeNET,35,Juvenile arthritis,,-11,5.4,9.4,30293,450,299,24,8,1.6,1605|3105|3627|5698|6364|6373|6774|6890|6891|7097|7098|7128|7133|7157|7297|7412|9235|9308|9734|9873|51284|51752|58191|64167,DAG1|HLA-A|CXCL10|PSMB9|CCL20|CXCL11|STAT3|TAP1|TAP2|TLR2|TLR3|TNFAIP3|TNFRSF1B|TP53|TYK2|VCAM1|IL32|CD83|HDAC9|FCHSD2|TLR7|ERAP1|CXCL16|ERAP2,-8.1,0
0,0,1,0,0,0,0,0,-10,0,0,0,C0149745,M001000,1,0,DisGeNET,35,Oral Ulcer,,-10,13,12,30293,104,299,13,4.3,1.2,3105|3459|3684|4790|5144|5698|6890|6891|7128|11074|51752|64127|64135,HLA-A|IFNGR1|ITGAM|NFKB1|PDE4D|PSMB9|TAP1|TAP2|TNFAIP3|TRIM31|ERAP1|NOD2|IFIH1,-8,0
1,0,1,0,0,0,-4.8,0,-10,0,0,0,C0026918,M101000,2,0,DisGeNET,35,Mycobacterium Infections,,-10,8.9,11,30293,183,299,16,5.4,1.3,3459|3684|5743|6373|6646|6774|6891|7096|7097|7133|7297|9235|10148|25897|29108|64127,IFNGR1|ITGAM|PTGS2|CXCL11|SOAT1|STAT3|TAP2|TLR1|TLR2|TNFRSF1B|TYK2|IL32|EBI3|RNF19A|PYCARD|NOD2,-7.9,0
1,0,1,1,0,0,-5.1,0,-10,-2.9,0,0,C0524910,M101100,3,0,DisGeNET,35,"Hepatitis C, Chronic",,-10,5.4,9.2,30293,430,299,23,7.7,1.5,718|2638|3105|3459|3604|3627|4599|4790|5696|5743|6373|6774|6890|6891|7092|7097|7098|7157|7292|25897|25984|51284|64135,C3|GC|HLA-A|IFNGR1|TNFRSF9|CXCL10|MX1|NFKB1|PSMB8|PTGS2|CXCL11|STAT3|TAP1|TAP2|TLL1|TLR2|TLR3|TP53|TNFSF4|RNF19A|KRT23|TLR7|IFIH1,-7.7,0
1,0,1,0,0,0,-10,0,-6.4,0,0,0,C0008313,M101000,2,0,DisGeNET,35,"Cholangitis, Sclerosing",,-10,8.6,10,30293,188,300,16,5.3,1.3,2524|3383|3431|3460|4772|5328|5993|8771|8809|9180|10019|10318|22904|23235|23315|221895,FUT2|ICAM1|SP110|IFNGR2|NFATC1|PLAU|RFX5|TNFRSF6B|IL18R1|OSMR|SH2B3|TNIP1|SBNO2|SIK2|SLC9A8|JAZF1,-7.7,0
