_MEMBER_modules_epi_black_sorted_top300,_MEMBER_modules_epi_blue_sorted_top300,_MEMBER_modules_epi_pink_sorted_top300,_MEMBER_modules_epi_red_sorted_top300,_MEMBER_modules_epi_turquoise_sorted_top300,_MEMBER_modules_epi_yellow_sorted_top300,_LogP_modules_epi_black_sorted_top300,_LogP_modules_epi_blue_sorted_top300,_LogP_modules_epi_pink_sorted_top300,_LogP_modules_epi_red_sorted_top300,_LogP_modules_epi_turquoise_sorted_top300,_LogP_modules_epi_yellow_sorted_top300,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,0,0,0,1,0,-4.5,0,0,0,-2.2,0,TRR00023,M100010,2,0,TRRUST,34,Regulated by: ATF2,,-4.5,14,7.7,30293,37,300,5,1.7,0.74,355|3696|5328|5970|11221,FAS|ITGB8|PLAU|RELA|DUSP10,-3.1,0
1,0,0,1,1,0,-2.2,0,0,-2.2,-4.5,0,TRR01437,M100110,3,0,TRRUST,34,Regulated by: TWIST1,,-4.5,14,7.7,30293,37,300,5,1.7,0.74,960|1000|3611|3688|51343,CD44|CDH2|ILK|ITGB1|FZR1,-3.1,0
1,0,1,0,0,0,-4.4,0,-2.4,0,0,0,TRR00342,M101000,2,0,TRRUST,34,Regulated by: FOS,,-4.4,9.5,6.8,30293,64,300,6,2,0.81,355|2950|3576|4312|5328|8767,FAS|GSTP1|CXCL8|MMP1|PLAU|RIPK2,-3,0
0,0,1,0,0,0,0,0,-4.4,0,0,0,TRR01264,M001000,1,0,TRRUST,34,Regulated by: SPI1,,-4.4,9.4,6.7,30293,65,299,6,2,0.81,1435|1520|3437|3684|6774|64167,CSF1|CTSS|IFIT3|ITGAM|STAT3|ERAP2,-3,0
1,0,1,0,1,1,-2.5,0,-4.2,0,-2.5,-2.5,TRR00253,M101011,4,0,TRRUST,34,Regulated by: EGR1,,-4.2,7.1,6.1,30293,100,299,7,2.3,0.87,4050|4790|5743|7157|8743|9536|54361,LTB|NFKB1|PTGS2|TP53|TNFSF10|PTGES|WNT4,-2.8,0
1,0,1,1,0,1,-4.2,0,-2.1,-3.4,0,-4.2,TRR01419,M101101,4,0,TRRUST,34,Regulated by: TP53,,-4.2,5.2,5.5,30293,176,300,9,3,0.98,355|2950|3732|4134|4312|5371|5970|27113|64065,FAS|GSTP1|CD82|MAP4|MMP1|PML|RELA|BBC3|PERP,-2.8,0
0,0,1,0,0,0,0,0,-4.1,0,0,0,TRR01047,M001000,1,0,TRRUST,34,Regulated by: PML,,-4.1,18,8,30293,23,299,4,1.3,0.66,7128|7157|7318|8743,TNFAIP3|TP53|UBA7|TNFSF10,-2.8,0
0,0,1,0,0,0,0,0,-4.1,0,0,0,TRR00603,M001000,1,0,TRRUST,34,Regulated by: IRF2,,-4.1,34,9.8,30293,9,299,3,1,0.58,3459|6890|64167,IFNGR1|TAP1|ERAP2,-2.8,0
0,0,0,0,1,0,0,0,0,0,-4.1,0,TRR00678,M000010,1,0,TRRUST,34,Regulated by: KLF8,,-4.1,34,9.8,30293,9,300,3,1,0.57,1000|4318|51343,CDH2|MMP9|FZR1,-2.8,0
0,0,1,0,0,0,0,0,-4,0,0,0,TRR01580,M001000,1,0,TRRUST,34,Regulated by: ZNF382,,-4,30,9.3,30293,10,299,3,1,0.58,4790|6774|9641,NFKB1|STAT3|IKBKE,-2.7,0
1,0,0,0,0,1,-2.6,0,0,0,0,-3.9,TRR01012,M100001,2,0,TRRUST,34,Regulated by: PARP1,,-3.9,15,7.3,30293,27,300,4,1.3,0.66,1026|2308|2335|6452,CDKN1A|FOXO1|FN1|SH3BP2,-2.6,0
0,0,1,0,0,0,0,0,-3.7,0,0,0,TRR01395,M001000,1,0,TRRUST,34,Regulated by: TCF7L2,,-3.7,25,8.4,30293,12,299,3,1,0.58,94|5743|6774,ACVRL1|PTGS2|STAT3,-2.5,0
0,0,0,0,0,1,0,0,0,0,0,-3.7,TRR00199,M000001,1,0,TRRUST,34,Regulated by: DNMT3A,,-3.7,25,8.4,30293,12,300,3,1,0.57,1026|1029|3728,CDKN1A|CDKN2A|JUP,-2.5,0
0,0,0,1,0,0,0,0,0,-3.7,0,0,TRR00136,M000100,1,0,TRRUST,34,Regulated by: CTCF,,-3.7,13,6.8,30293,30,300,4,1.3,0.66,351|604|3481|57326,APP|BCL6|IGF2|PBXIP1,-2.5,0
0,0,1,0,0,0,0,0,-3.6,0,0,0,TRR01513,M001000,1,0,TRRUST,34,Regulated by: USF2,,-3.6,8.9,6,30293,57,299,5,1.7,0.74,567|1080|2516|5284|5743,B2M|CFTR|NR5A1|PIGR|PTGS2,-2.4,0
0,0,0,0,0,1,0,0,0,0,0,-3.5,TRR01175,M000001,1,0,TRRUST,34,Regulated by: RUNX3,,-3.5,12,6.5,30293,33,300,4,1.3,0.66,840|861|1026|1366,CASP7|RUNX1|CDKN1A|CLDN7,-2.3,0
0,0,0,0,1,0,0,0,0,0,-3.5,0,TRR01236,M000010,1,0,TRRUST,34,Regulated by: SMAD4,,-3.5,12,6.5,30293,33,300,4,1.3,0.66,1030|3371|4092|6498,CDKN2B|TNC|SMAD7|SKIL,-2.3,0
1,0,0,0,0,0,-3.4,0,0,0,0,0,TRR00281,M100000,1,0,TRRUST,34,Regulated by: ETS2,,-3.4,12,6.2,30293,35,300,4,1.3,0.66,285|3383|3576|4312,ANGPT2|ICAM1|CXCL8|MMP1,-2.3,0
0,0,1,0,0,0,0,0,-3.4,0,0,0,TRR00604,M001000,1,0,TRRUST,34,Regulated by: IRF3,,-3.4,20,7.5,30293,15,299,3,1,0.58,3627|7098|8835,CXCL10|TLR3|SOCS2,-2.3,0
0,0,0,1,1,0,0,0,0,-2.2,-3.3,0,TRR01235,M000110,2,0,TRRUST,34,Regulated by: SMAD3,,-3.3,11,6,30293,37,300,4,1.3,0.66,3371|4092|4318|5744,TNC|SMAD7|MMP9|PTHLH,-2.2,0
0,0,0,1,0,0,0,0,0,-3.3,0,0,TRR00647,M000100,1,0,TRRUST,34,Regulated by: JUND,,-3.3,11,5.9,30293,38,300,4,1.3,0.66,604|2064|7040|7076,BCL6|ERBB2|TGFB1|TIMP1,-2.2,0
0,1,0,0,0,0,0,-3.2,0,0,0,0,TRR00646,M010000,1,0,TRRUST,34,Regulated by: JUNB,,-3.2,18,7,30293,17,299,3,1,0.58,1191|1728|55937,CLU|NQO1|APOM,-2.1,0
0,0,0,1,0,0,0,0,0,-3.2,0,0,TRR00345,M000100,1,0,TRRUST,34,Regulated by: FOSL2,,-3.2,18,6.9,30293,17,300,3,1,0.57,604|7040|7076,BCL6|TGFB1|TIMP1,-2.1,0
0,0,0,1,0,0,0,0,0,-3.2,0,0,TRR00125,M000100,1,0,TRRUST,34,Regulated by: CREB1,,-3.2,5.8,4.9,30293,105,300,6,2,0.81,360|2064|2353|4586|10253|50484,AQP3|ERBB2|FOS|MUC5AC|SPRY2|RRM2B,-2.1,0
0,0,1,0,1,0,0,0,-3.2,0,-2.4,0,TRR00011,M001010,2,0,TRRUST,34,Regulated by: AR,,-3.2,5.7,4.8,30293,107,299,6,2,0.81,3486|4790|4856|5284|5743|7113,IGFBP3|NFKB1|CCN3|PIGR|PTGS2|TMPRSS2,-2.1,0
0,1,0,0,0,0,0,-3.2,0,0,0,0,TRR00027,M010000,1,0,TRRUST,34,Regulated by: ATF6,,-3.2,17,6.7,30293,18,299,3,1,0.58,1650|7494|8431,DDOST|XBP1|NR0B2,-2.1,0
1,0,0,0,0,0,-3.2,0,0,0,0,0,TRR00474,M100000,1,0,TRRUST,34,Regulated by: HDAC9,,-3.2,17,6.7,30293,18,300,3,1,0.57,5970|6778|8837,RELA|STAT6|CFLAR,-2.1,0
0,0,0,1,0,0,0,0,0,-3.2,0,0,TRR01280,M000100,1,0,TRRUST,34,Regulated by: STAT5A,,-3.2,17,6.7,30293,18,300,3,1,0.57,598|604|894,BCL2L1|BCL6|CCND2,-2.1,0
1,0,0,0,0,0,-3.1,0,0,0,0,0,TRR01060,M100000,1,0,TRRUST,34,Regulated by: PPARA,,-3.1,9.6,5.6,30293,42,300,4,1.3,0.66,3162|4792|6648|6776,HMOX1|NFKBIA|SOD2|STAT5A,-2.1,0
1,0,0,0,0,0,-3.1,0,0,0,0,0,TRR00412,M100000,1,0,TRRUST,34,Regulated by: GATA3,,-3.1,9.4,5.5,30293,43,300,4,1.3,0.66,2625|2919|4312|5970,GATA3|CXCL1|MMP1|RELA,-2,0
0,0,1,1,0,0,0,0,-3,-3,0,0,TRR00069,M001100,2,0,TRRUST,34,Regulated by: BCL6,,-3,15,6.3,30293,20,299,3,1,0.58,4790|6774|9734,NFKB1|STAT3|HDAC9,-2,0
0,0,1,0,0,0,0,0,-3,0,0,0,TRR00111,M001000,1,0,TRRUST,34,Regulated by: CEBPD,,-3,15,6.3,30293,20,299,3,1,0.58,718|5743|6364,C3|PTGS2|CCL20,-2,0
1,0,1,0,0,0,-3,0,-3,0,0,0,TRR01062,M101000,2,0,TRRUST,34,Regulated by: PPARG,,-3,6.5,4.9,30293,78,299,5,1.7,0.74,1435|5743|6646|7157|9308,CSF1|PTGS2|SOAT1|TP53|CD83,-2,0
1,1,1,0,0,0,-2.1,-2.1,-3,0,0,0,TRR01512,M111000,3,0,TRRUST,34,Regulated by: USF1,,-3,6.5,4.9,30293,78,299,5,1.7,0.74,567|2516|4790|5284|5743,B2M|NR5A1|NFKB1|PIGR|PTGS2,-2,0
0,0,0,1,0,0,0,0,0,-3,0,0,TRR00362,M000100,1,0,TRRUST,34,Regulated by: FOXM1,,-3,14,6.2,30293,21,300,3,1,0.57,348|3866|7832,APOE|KRT15|BTG2,-1.9,0
1,0,0,0,0,0,-3,0,0,0,0,0,TRR00869,M100000,1,0,TRRUST,34,Regulated by: NFE2L2,,-3,14,6.2,30293,21,300,3,1,0.57,3162|3576|6648,HMOX1|CXCL8|SOD2,-1.9,0
1,0,0,0,0,0,-3,0,0,0,0,0,TRR01538,M100000,1,0,TRRUST,34,Regulated by: XBP1,,-3,14,6.2,30293,21,300,3,1,0.57,3576|6648|22882,CXCL8|SOD2|ZHX2,-1.9,0
1,0,0,0,1,0,-2.1,0,0,0,-2.9,0,TRR01400,M100010,2,0,TRRUST,34,Regulated by: TFAP2A,,-2.9,6.3,4.8,30293,80,300,5,1.7,0.74,43|2113|4318|7077|51343,ACHE|ETS1|MMP9|TIMP2|FZR1,-1.9,0
1,0,1,1,1,1,-2.9,0,-2.9,-2,-2.9,-2,TRR00466,M101111,5,0,TRRUST,34,Regulated by: HDAC1,,-2.9,6.2,4.7,30293,82,299,5,1.7,0.74,3486|4790|5743|6774|7157,IGFBP3|NFKB1|PTGS2|STAT3|TP53,-1.9,0
0,0,0,1,0,0,0,0,0,-2.8,0,0,TRR00015,M000100,1,0,TRRUST,34,Regulated by: ARNT,,-2.8,13,5.8,30293,23,300,3,1,0.57,2353|2571|7076,FOS|GAD1|TIMP1,-1.9,0
1,0,0,0,1,1,-2.8,0,0,0,-2,-2,TRR00280,M100011,3,0,TRRUST,34,Regulated by: ETS1,,-2.8,6,4.6,30293,84,300,5,1.7,0.74,285|3162|4312|5328|8740,ANGPT2|HMOX1|MMP1|PLAU|TNFSF14,-1.8,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,TRR00341,M100000,1,0,TRRUST,34,Regulated by: FLI1,,-2.7,12,5.6,30293,25,300,3,1,0.57,3162|4312|8767,HMOX1|MMP1|RIPK2,-1.8,0
0,0,1,0,0,1,0,0,-2.7,0,0,-2.7,TRR00471,M001001,2,0,TRRUST,34,Regulated by: HDAC4,,-2.7,12,5.4,30293,26,299,3,1,0.58,5743|7412|9536,PTGS2|VCAM1|PTGES,-1.7,0
0,0,0,0,1,0,0,0,0,0,-2.7,0,TRR00769,M000010,1,0,TRRUST,34,Regulated by: MTA1,,-2.7,12,5.4,30293,26,300,3,1,0.57,4092|4318|51343,SMAD7|MMP9|FZR1,-1.7,0
0,0,1,0,0,0,0,0,-2.6,0,0,0,TRR01255,M001000,1,0,TRRUST,34,Regulated by: SOX9,,-2.6,11,5.3,30293,27,299,3,1,0.58,1302|2516|8190,COL11A2|NR5A1|MIA,-1.7,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,TRR01157,M100000,1,0,TRRUST,34,Regulated by: REL,,-2.6,11,5.3,30293,27,300,3,1,0.57,330|3383|6648,BIRC3|ICAM1|SOD2,-1.7,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,TRR00365,M100000,1,0,TRRUST,34,Regulated by: FOXO1,,-2.6,11,5.2,30293,28,300,3,1,0.57,285|374|51094,ANGPT2|AREG|ADIPOR1,-1.7,0
0,0,0,1,0,0,0,0,0,-2.5,0,0,TRR00075,M000100,1,0,TRRUST,34,Regulated by: BRCA1,,-2.5,6.7,4.4,30293,60,300,4,1.3,0.66,1643|1958|2353|3875,DDB2|EGR1|FOS|KRT18,-1.6,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,TRR00274,M100000,1,0,TRRUST,34,Regulated by: ERG,,-2.5,10,5,30293,30,300,3,1,0.57,3162|3383|3576,HMOX1|ICAM1|CXCL8,-1.6,0
0,0,1,0,0,0,0,0,-2.5,0,0,0,TRR00270,M001000,1,0,TRRUST,34,Regulated by: EP300,,-2.5,6.4,4.3,30293,63,299,4,1.3,0.66,3486|4790|5743|7412,IGFBP3|NFKB1|PTGS2|VCAM1,-1.6,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,TRR00901,M001000,1,0,TRRUST,34,Regulated by: NR1I2,,-2.4,9.2,4.7,30293,33,299,3,1,0.58,4790|5724|64127,NFKB1|PTAFR|NOD2,-1.5,0
0,0,1,0,0,0,0,0,-2.3,0,0,0,TRR01529,M001000,1,0,TRRUST,34,Regulated by: WT1,,-2.3,5.9,4,30293,69,299,4,1.3,0.66,2516|4856|4868|6376,NR5A1|CCN3|NPHS1|CX3CL1,-1.5,0
0,0,0,1,0,0,0,0,0,-2.3,0,0,TRR00025,M000100,1,0,TRRUST,34,Regulated by: ATF4,,-2.3,8.7,4.5,30293,35,300,3,1,0.57,348|6286|22933,APOE|S100P|SIRT2,-1.5,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,TRR01268,M100000,1,0,TRRUST,34,Regulated by: SREBF1,,-2.3,8.7,4.5,30293,35,300,3,1,0.57,355|374|3162,FAS|AREG|HMOX1,-1.5,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,TRR00117,M100000,1,0,TRRUST,34,Regulated by: CIITA,,-2.3,8.4,4.5,30293,36,300,3,1,0.57,3107|3659|3660,HLA-C|IRF1|IRF2,-1.5,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,TRR00108,M001000,1,0,TRRUST,34,Regulated by: CDX2,,-2.2,7.8,4.2,30293,39,299,3,1,0.58,1080|3486|5743,CFTR|IGFBP3|PTGS2,-1.4,0
1,0,0,0,0,0,-2.1,0,0,0,0,0,TRR01051,M100000,1,0,TRRUST,34,Regulated by: POU2F1,,-2.1,7.2,4,30293,42,300,3,1,0.57,374|5328|6385,AREG|PLAU|SDC4,-1.3,0
0,0,0,1,0,0,0,0,0,-2.1,0,0,TRR01160,M000100,1,0,TRRUST,34,Regulated by: REST,,-2.1,7.2,4,30293,42,300,3,1,0.57,3783|4745|8912,KCNN4|NELL1|CACNA1H,-1.3,0
0,0,1,0,0,0,0,0,-2.1,0,0,0,TRR01259,M001000,1,0,TRRUST,34,Regulated by: SP3,,-2.1,4,3.4,30293,127,299,5,1.7,0.74,1080|1302|3486|4790|9308,CFTR|COL11A2|IGFBP3|NFKB1|CD83,-1.3,0
0,0,1,0,0,0,0,0,-2.1,0,0,0,TRR01172,M001000,1,0,TRRUST,34,Regulated by: RUNX1,,-2.1,7.1,4,30293,43,299,3,1,0.58,1435|2811|4790,CSF1|GP1BA|NFKB1,-1.3,0
