_MEMBER_modules_epi_black_sorted_top300,_MEMBER_modules_epi_blue_sorted_top300,_MEMBER_modules_epi_pink_sorted_top300,_MEMBER_modules_epi_red_sorted_top300,_MEMBER_modules_epi_turquoise_sorted_top300,_MEMBER_modules_epi_yellow_sorted_top300,_LogP_modules_epi_black_sorted_top300,_LogP_modules_epi_blue_sorted_top300,_LogP_modules_epi_pink_sorted_top300,_LogP_modules_epi_red_sorted_top300,_LogP_modules_epi_turquoise_sorted_top300,_LogP_modules_epi_yellow_sorted_top300,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,1,1,0,1,1,-6.7,-2.2,-7.4,0,-10,-11,M41715,M111011,5,0,Cell Type Signatures,7,FAN OVARY CL13 MONOCYTE MACROPHAGE,,-11,5.5,9.7,30293,458,300,25,8.3,1.6,391|822|965|998|1026|4354|4814|6277|6282|7165|8407|8870|8878|9114|9516|10094|10109|10550|11214|23597|26286|54918|63940|79180|128866,RHOG|CAPG|CD58|CDC42|CDKN1A|MPP1|NINJ1|S100A6|S100A11|TPD52L2|TAGLN2|IER3|SQSTM1|ATP6V0D1|LITAF|ARPC3|ARPC2|ARL6IP5|AKAP13|ACOT9|ARFGAP3|CMTM6|GPSM3|EFHD2|CHMP4B,-8.6,0
1,0,0,1,1,1,-2.8,0,0,-7.2,-9.5,-11,M39264,M100111,4,0,Cell Type Signatures,7,HU FETAL RETINA FIBROBLAST,,-11,6,9.9,30293,385,300,23,7.7,1.5,389|1462|1948|2050|2317|2335|4627|5872|5937|6282|6284|7094|9540|9592|10627|10769|10916|11135|29950|51474|54741|54751|92689,RHOC|VCAN|EFNB2|EPHB4|FLNB|FN1|MYH9|RAB13|RBMS1|S100A11|S100A13|TLN1|TP53I3|IER2|MYL12A|PLK2|MAGED2|CDC42EP1|SERTAD1|LIMA1|LEPROT|FBLIM1|FAM114A1,-8.6,0
1,1,0,1,1,1,-3.9,-3.9,0,-11,-6.1,-11,M41691,M110111,5,0,Cell Type Signatures,7,TRAVAGLINI LUNG PLATELET MEGAKARYOCYTE CELL,,-11,4.7,9.1,30293,604,300,28,9.3,1.7,351|598|828|2039|2040|2057|3098|3241|3485|3856|3875|3880|5476|5627|6016|7040|7277|8714|8848|10103|23608|29956|30061|57121|80736|81628|201294|440335,APP|BCL2L1|CAPS|DMTN|STOM|EPOR|HK1|HPCAL1|IGFBP2|KRT8|KRT18|KRT19|CTSA|PROS1|RIT1|TGFB1|TUBA4A|ABCC3|TSC22D1|TSPAN1|MKRN1|CERS2|SLC40A1|LPAR5|SLC44A4|TSC22D4|UNC13D|SMIM22,-8.3,0
1,0,1,1,1,1,-11,0,-6.8,-2.4,-4.7,-7.5,M41711,M101111,5,0,Cell Type Signatures,7,FAN OVARY CL9 PUTATIVE APOPTOTIC ENDOTHELIAL CELL,,-11,6.1,9.8,30293,365,300,22,7.3,1.5,285|2280|3107|3162|3306|3383|3572|3659|4792|5879|6648|7035|7357|7763|8837|9124|9411|11067|23253|30844|84790|135112,ANGPT2|FKBP1A|HLA-C|HMOX1|HSPA2|ICAM1|IL6ST|IRF1|NFKBIA|RAC1|SOD2|TFPI|UGCG|ZFAND5|CFLAR|PDLIM1|ARHGAP29|DEPP1|ANKRD12|EHD4|TUBA1C|NCOA7,-8.2,0
1,1,0,1,0,0,-2.5,-11,0,-5.1,0,0,M40011,M110100,3,0,Cell Type Signatures,7,BUSSLINGER GASTRIC METALLOTHIONEIN CELLS,,-11,13,12,30293,100,299,13,4.3,1.2,216|1728|5874|6819|7103|10397|10551|11199|23474|25840|84418|114569|340547,ALDH1A1|NQO1|RAB27B|SULT1C2|TSPAN8|NDRG1|AGR2|ANXA10|ETHE1|TMT1A|CYSTM1|MAL2|VSIG1,-8.2,0
0,1,0,1,1,0,0,-4.7,0,-11,-5.3,0,M39056,M010110,3,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HRGL3,,-11,4.7,9.1,30293,574,300,27,9,1.7,334|1291|1396|1949|1958|2153|2353|3485|4035|5066|6744|7009|7018|7040|10577|22933|23043|23646|27122|27345|55788|56204|57326|57537|81628|144402|341019,APLP2|COL6A1|CRIP1|EFNB3|EGR1|F5|FOS|IGFBP2|LRP1|PAM|ITPRID2|TMBIM6|TF|TGFB1|NPC2|SIRT2|TNIK|PLD3|DKK3|KCNMB4|LMBRD1|ATOSA|PBXIP1|SORCS2|TSC22D4|CPNE8|DCDC1,-8.1,0
1,1,1,1,1,1,-2.3,-2.9,-2.3,-2.9,-10,-6.7,M39302,M111111,6,0,Cell Type Signatures,7,CUI DEVELOPING HEART C5 VALVAR CELL,,-10,8.3,10,30293,208,300,17,5.7,1.3,87|467|1809|3726|4053|4616|4739|5744|5998|6876|7280|7846|10085|10865|27295|29995|55740,ACTN1|ATF3|DPYSL3|JUNB|LTBP2|GADD45B|NEDD9|PTHLH|RGS3|TAGLN|TUBB2A|TUBA1A|EDIL3|ARID5A|PDLIM3|LMCD1|ENAH,-8,0
0,1,0,1,0,0,0,-10,0,-3.9,0,0,M39231,M010100,2,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C12 THICK ASCENDING LIMB,,-10,5.9,9.5,30293,381,299,22,7.4,1.5,216|292|476|847|1915|1938|3030|3249|6337|6342|6519|6819|7103|9071|10110|10144|10399|25840|51280|54504|79971|81618,ALDH1A1|SLC25A5|ATP1A1|CAT|EEF1A1|EEF2|HADHA|HPN|SCNN1A|SCP2|SLC3A1|SULT1C2|TSPAN8|CLDN10|SGK2|FAM13A|RACK1|TMT1A|GOLM1|CPVL|WLS|ITM2C,-7.9,0
0,1,0,1,0,1,0,-10,0,-5.5,0,-2.4,M40024,M010101,3,0,Cell Type Signatures,7,BUSSLINGER DUODENAL STEM CELLS,,-10,6.5,9.8,30293,311,299,20,6.7,1.4,678|1191|1915|1933|1937|1938|1975|2217|2650|3615|3646|4069|7103|10399|10551|51280|51386|51614|359948|401546,ZFP36L2|CLU|EEF1A1|EEF1B2|EEF1G|EEF2|EIF4B|FCGRT|GCNT1|IMPDH2|EIF3E|LYZ|TSPAN8|RACK1|AGR2|GOLM1|EIF3L|ERGIC3|IRF2BP2|C9orf152,-7.9,0
1,0,0,1,1,1,-2.9,0,0,-4.8,-10,-6.2,M39128,M100111,4,0,Cell Type Signatures,7,AIZARANI LIVER C29 MVECS 2,,-10,6.5,9.7,30293,313,300,20,6.7,1.4,87|1809|1906|2004|2771|3491|4739|5744|7077|7171|7798|7846|7980|8682|9590|56999|57493|57514|65009|84617,ACTN1|DPYSL3|EDN1|ELK3|GNAI2|CCN1|NEDD9|PTHLH|TIMP2|TPM4|LUZP1|TUBA1A|TFPI2|PEA15|AKAP12|ADAMTS9|HEG1|ARHGAP31|NDRG4|TUBB6,-7.8,0
1,1,1,1,1,1,-4.3,-5.1,-7.4,-5.1,-2.4,-10,M41709,M111111,6,0,Cell Type Signatures,7,FAN OVARY CL7 ANGEIOGENIC ENDOTHELIAL CELL,,-10,7.2,9.9,30293,251,300,18,6,1.4,389|754|858|966|977|1026|2335|5872|6277|6284|8407|9592|10550|10627|10769|51474|54741|140576,RHOC|PTTG1IP|CAV2|CD59|CD151|CDKN1A|FN1|RAB13|S100A6|S100A13|TAGLN2|IER2|ARL6IP5|MYL12A|PLK2|LIMA1|LEPROT|S100A16,-7.7,0
1,1,0,1,0,1,-4.6,-10,0,-7.2,0,-4.6,M39108,M110101,4,0,Cell Type Signatures,7,AIZARANI LIVER C4 EPCAM POS BILE DUCT CELLS 1,,-10,8.5,10,30293,191,299,16,5.4,1.3,476|1191|2065|2330|2752|3026|3698|4128|6649|7104|9071|10217|26751|51170|51280|359948,ATP1A1|CLU|ERBB3|FMO5|GLUL|HABP2|ITIH2|MAOA|SOD3|TM4SF4|CLDN10|CTDSPL|SH3YL1|HSD17B11|GOLM1|IRF2BP2,-7.6,0
0,1,0,1,1,0,0,-4.7,0,-10,-6.3,0,M40019,M010110,3,0,Cell Type Signatures,7,BUSSLINGER GASTRIC X CELLS,,-10,8.5,10,30293,191,300,16,5.3,1.3,1832|1958|2353|2878|5265|7448|7832|8938|10083|10232|23303|26010|28959|55365|57326|91947,DSP|EGR1|FOS|GPX3|SERPINA1|VTN|BTG2|BAIAP3|USH1C|MSLN|KIF13B|SPATS2L|TMEM176B|TMEM176A|PBXIP1|ARRDC4,-7.6,0
1,1,0,1,0,0,-3.1,-3.1,0,-9.9,0,0,M39303,M110100,3,0,Cell Type Signatures,7,CUI DEVELOPING HEART C6 EPICARDIAL CELL,,-9.9,8.3,10,30293,195,300,16,5.3,1.3,316|1396|3856|3875|3880|4485|5584|5627|7076|7348|7448|9022|10232|11145|28959|55365,AOX1|CRIP1|KRT8|KRT18|KRT19|MST1|PRKCI|PROS1|TIMP1|UPK1B|VTN|CLIC3|MSLN|PLAAT3|TMEM176B|TMEM176A,-7.5,0
0,0,0,0,1,0,0,0,0,0,-9.9,0,M39064,M000010,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HNBML1,,-9.9,6.2,9.4,30293,328,300,20,6.7,1.4,1687|1809|2774|3797|3831|4131|4133|4644|7476|7846|8851|8905|10085|10409|10962|57060|64780|65009|90874|91283,GSDME|DPYSL3|GNAL|KIF3C|KLC1|MAP1B|MAP2|MYO5A|WNT7A|TUBA1A|CDK5R1|AP1S2|EDIL3|BASP1|MLLT11|PCBP4|MICAL1|NDRG4|ZNF697|MSANTD3,-7.5,0
1,1,1,1,1,1,-4,-9.8,-8.2,-4.6,-3.4,-3.4,M39022,M111111,6,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BIG GROUPS MICROGLIA,,-9.8,5.7,9.2,30293,371,299,21,7,1.5,341|678|1075|2217|2548|2752|3073|3635|5176|5641|7048|7351|7494|8635|8763|8804|11309|25840|29952|51162|54504,APOC1|ZFP36L2|CTSC|FCGRT|GAA|GLUL|HEXA|INPP5D|SERPINF1|LGMN|TGFBR2|UCP2|XBP1|RNASET2|CD164|CREG1|SLCO2B1|TMT1A|DPP7|EGFL7|CPVL,-7.4,0
1,0,0,1,1,1,-2.5,0,0,-3.6,-9.6,-9.6,M39040,M100111,4,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BRAIN ENDOTHELIAL 2,,-9.6,6.3,9.3,30293,303,300,19,6.3,1.4,87|649|800|1004|1903|2316|3611|3688|5947|6876|7041|7171|7791|9260|9590|10979|64943|84557|122786,ACTN1|BMP1|CALD1|CDH6|S1PR3|FLNA|ILK|ITGB1|RBP1|TAGLN|TGFB1I1|TPM4|ZYX|PDLIM7|AKAP12|FERMT2|NT5DC2|MAP1LC3A|FRMD6,-7.3,0
0,1,0,0,0,0,0,-9.6,0,0,0,0,M40025,M010000,1,0,Cell Type Signatures,7,BUSSLINGER DUODENAL DIFFERENTIATING STEM CELLS,,-9.6,6.3,9.3,30293,305,299,19,6.4,1.4,216|292|1191|1891|1915|1933|1937|1938|1975|3615|3646|4128|7103|7184|10399|10551|51280|51386|401546,ALDH1A1|SLC25A5|CLU|ECH1|EEF1A1|EEF1B2|EEF1G|EEF2|EIF4B|IMPDH2|EIF3E|MAOA|TSPAN8|HSP90B1|RACK1|AGR2|GOLM1|EIF3L|C9orf152,-7.3,0
1,0,0,0,1,1,-4.9,0,0,0,-9.6,-3.6,M39113,M100011,3,0,Cell Type Signatures,7,AIZARANI LIVER C9 LSECS 1,,-9.6,6.3,9.3,30293,304,300,19,6.3,1.4,87|1906|2887|3680|4131|5155|6624|7077|7171|7798|7980|8609|8682|9578|9590|56892|56999|84617|152137,ACTN1|EDN1|GRB10|ITGA9|MAP1B|PDGFB|FSCN1|TIMP2|TPM4|LUZP1|TFPI2|KLF7|PEA15|CDC42BPB|AKAP12|TCIM|ADAMTS9|TUBB6|CCDC50,-7.3,0
1,0,0,0,0,0,-9.6,0,0,0,0,0,M39137,M100000,1,0,Cell Type Signatures,7,GAO ESOPHAGUS 25W C2 KRT6BPOS SECRETORY PROGENITOR CELLS,,-9.6,14,12,30293,77,300,11,3.7,1.1,1847|4938|11221|11254|23120|50506|54704|56938|114990|346389|405753,DUSP5|OAS1|DUSP10|SLC6A14|ATP10B|DUOX2|PDP1|BMAL2|VASN|MACC1|DUOXA2,-7.2,0
0,1,0,0,0,0,0,-9.5,0,0,0,0,M40028,M010000,1,0,Cell Type Signatures,7,BUSSLINGER DUODENAL LATE IMMATURE ENTEROCYTES,,-9.5,8.6,10,30293,177,299,15,5,1.3,216|292|476|3030|4128|7104|8694|51084|51170|81693|84418|92840|130589|134147|283375,ALDH1A1|SLC25A5|ATP1A1|HADHA|MAOA|TM4SF4|DGAT1|CRYL1|HSD17B11|AMN|CYSTM1|REEP6|GALM|CMBL|SLC39A5,-7.2,0
1,1,1,1,1,1,-5.8,-5.2,-8,-2.8,-9.5,-8,M39266,M111111,6,0,Cell Type Signatures,7,HU FETAL RETINA MICROGLIA,,-9.5,5.6,9,30293,382,300,21,7,1.5,241|388|467|1843|2771|3726|4478|4616|4650|6793|7791|8935|10096|10487|11010|11031|23313|51177|84002|91010|170954,ALOX5AP|RHOB|ATF3|DUSP1|GNAI2|JUNB|MSN|GADD45B|MYO9B|STK10|ZYX|SKAP2|ACTR3|CAP1|GLIPR1|RAB31|KIAA0930|PLEKHO1|B3GNT5|FMNL3|PPP1R18,-7.2,0
0,0,1,0,1,1,0,0,-2.2,0,-9.5,-4.7,M41669,M001011,3,0,Cell Type Signatures,7,TRAVAGLINI LUNG BRONCHIAL VESSEL 2 CELL,,-9.5,6.7,9.4,30293,272,300,18,6,1.4,390|467|3491|3726|4616|4739|5128|7171|7791|7980|8301|10865|25780|29995|56882|56999|64207|84002,RND3|ATF3|CCN1|JUNB|GADD45B|NEDD9|CDK17|TPM4|ZYX|TFPI2|PICALM|ARID5A|RASGRP3|LMCD1|CDC42SE1|ADAMTS9|IRF2BPL|B3GNT5,-7.2,0
1,0,1,0,0,0,-4.1,0,-9.4,0,0,0,M40016,M101000,2,0,Cell Type Signatures,7,BUSSLINGER GASTRIC REG3A POSITIVE CELLS,,-9.4,21,13,30293,44,299,9,3,0.99,567|972|3105|3627|3934|5284|5721|6373|10410,B2M|CD74|HLA-A|CXCL10|LCN2|PIGR|PSME2|CXCL11|IFITM3,-7.1,0
0,0,0,0,1,1,0,0,0,0,-9.1,-5,M41746,M000011,2,0,Cell Type Signatures,7,RUBENSTEIN SKELETAL MUSCLE SMOOTH MUSCLE CELLS,,-9.1,5,8.5,30293,445,300,22,7.3,1.5,87|467|800|1004|1264|2316|3611|3688|3726|4131|4616|6251|6876|7041|7791|9260|10231|10487|10540|10865|23022|27295,ACTN1|ATF3|CALD1|CDH6|CNN1|FLNA|ILK|ITGB1|JUNB|MAP1B|GADD45B|RSU1|TAGLN|TGFB1I1|ZYX|PDLIM7|RCAN2|CAP1|DCTN2|ARID5A|PALLD|PDLIM3,-6.8,0
1,0,0,1,1,1,-6.5,0,0,-2.5,-8.1,-8.9,M39121,M100111,4,0,Cell Type Signatures,7,AIZARANI LIVER C20 LSECS 3,,-8.9,6.2,8.9,30293,295,300,18,6,1.4,966|1026|1948|2317|3566|5817|5937|7414|8793|9334|23673|51429|51474|55092|80271|85461|131583|140576,CD59|CDKN1A|EFNB2|FLNB|IL4R|PVR|RBMS1|VCL|TNFRSF10D|B4GALT5|STX12|SNX9|LIMA1|TMEM51|ITPKC|TANC1|FAM43A|S100A16,-6.7,0
0,0,0,0,1,0,0,0,0,0,-8.9,0,M39068,M000010,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HDA1,,-8.9,4.3,8.1,30293,584,300,25,8.3,1.6,1687|1809|2774|3797|3831|4131|4133|6509|8851|8905|9846|10231|10409|10962|22885|22911|23413|23531|25822|65009|90874|127829|140685|201191|259217,GSDME|DPYSL3|GNAL|KIF3C|KLC1|MAP1B|MAP2|SLC1A4|CDK5R1|AP1S2|GAB2|RCAN2|BASP1|MLLT11|ABLIM3|WDR47|NCS1|MMD|DNAJB5|NDRG4|ZNF697|ARL8A|ZBTB46|SAMD14|HSPA12A,-6.7,0
1,1,1,1,0,1,-4,-7.1,-8.9,-2.7,0,-4,M39110,M111101,5,0,Cell Type Signatures,7,AIZARANI LIVER C6 KUPFFER CELLS 2,,-8.9,7.1,9.2,30293,228,299,16,5.4,1.3,1520|2533|2537|2907|3437|5724|7097|7127|7133|7412|7805|9308|23179|29108|58191|255488,CTSS|FYB1|IFI6|GRINA|IFIT3|PTAFR|TLR2|TNFAIP2|TNFRSF1B|VCAM1|LAPTM5|CD83|RGL1|PYCARD|CXCL16|RNF144B,-6.7,0
0,1,0,0,0,0,0,-8.9,0,0,0,0,M40027,M010000,1,0,Cell Type Signatures,7,BUSSLINGER DUODENAL EARLY IMMATURE ENTEROCYTES,,-8.9,11,10,30293,113,299,12,4,1.1,216|292|476|847|1937|3030|4128|7103|10397|51084|92840|134147,ALDH1A1|SLC25A5|ATP1A1|CAT|EEF1G|HADHA|MAOA|TSPAN8|NDRG1|CRYL1|REEP6|CMBL,-6.6,0
0,1,0,1,0,0,0,-3.1,0,-8.8,0,0,M40220,M010100,2,0,Cell Type Signatures,7,DESCARTES FETAL KIDNEY URETERIC BUD CELLS,,-8.8,6.1,8.8,30293,300,300,18,6,1.4,1308|3691|3856|3866|3875|3880|6286|6690|7348|10103|23584|54845|79589|84951|147798|401934|440335|100130933,COL17A1|ITGB4|KRT8|KRT15|KRT18|KRT19|S100P|SPINK1|UPK1B|TSPAN1|VSIG2|ESRP1|RNF128|TNS4|TMC4|RNF223|SMIM22|SMIM6,-6.6,0
0,0,0,1,1,1,0,0,0,-2.1,-8.8,-6.2,M41719,M000111,3,0,Cell Type Signatures,7,FAN OVARY CL17 PUTATIVE APOPTOTIC SMOOTH MUSCLE CELL,,-8.8,7,9.1,30293,231,300,16,5.3,1.3,87|467|960|1264|1407|4131|4478|4616|6876|8682|9590|10865|23710|26353|51177|84557,ACTN1|ATF3|CD44|CNN1|CRY1|MAP1B|MSN|GADD45B|TAGLN|PEA15|AKAP12|ARID5A|GABARAPL1|HSPB8|PLEKHO1|MAP1LC3A,-6.6,0
1,1,1,1,1,1,-8.7,-3.5,-6.6,-2,-2,-8,M41720,M111111,6,0,Cell Type Signatures,7,FAN OVARY CL18 B LYMPHOCYTE,,-8.7,5,8.3,30293,422,300,21,7,1.5,330|829|1327|1535|1738|2014|3107|5966|6747|7357|8837|10019|10318|23253|23466|29927|54436|55831|56829|121260|387882,BIRC3|CAPZA1|COX4I1|CYBA|DLD|EMP3|HLA-C|REL|SSR3|UGCG|CFLAR|SH2B3|TNIP1|ANKRD12|CBX6|SEC61A1|SH3TC1|EMC3|ZC3HAV1|SLC15A4|C12orf75,-6.5,0
0,0,0,0,1,1,0,0,0,0,-8.7,-2.3,M39114,M000011,2,0,Cell Type Signatures,7,AIZARANI LIVER C10 MVECS 1,,-8.7,6.4,8.9,30293,269,300,17,5.7,1.3,1809|1906|2004|2887|3726|4739|5155|7077|7171|7846|8609|8682|10763|56999|57493|57514|84617,DPYSL3|EDN1|ELK3|GRB10|JUNB|NEDD9|PDGFB|TIMP2|TPM4|TUBA1A|KLF7|PEA15|NES|ADAMTS9|HEG1|ARHGAP31|TUBB6,-6.5,0
0,0,1,0,0,0,0,0,-8.7,0,0,0,M40314,M001000,1,0,Cell Type Signatures,7,DESCARTES FETAL THYMUS ANTIGEN PRESENTING CELLS,,-8.7,8.2,9.5,30293,172,299,14,4.7,1.2,101|972|1520|3627|4794|5724|7097|8942|9308|10148|23308|57458|150372|259307,ADAM8|CD74|CTSS|CXCL10|NFKBIE|PTAFR|TLR2|KYNU|CD83|EBI3|ICOSLG|TMCC3|NFAM1|IL4I1,-6.5,0
0,0,0,0,1,0,0,0,0,0,-8.6,0,M39073,M000010,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HOMTN,,-8.6,5.2,8.3,30293,389,300,20,6.7,1.4,1809|2774|3831|4131|4133|4644|6509|7280|7846|10085|10409|10656|10962|26047|57060|60468|65059|81603|84557|259217,DPYSL3|GNAL|KLC1|MAP1B|MAP2|MYO5A|SLC1A4|TUBB2A|TUBA1A|EDIL3|BASP1|KHDRBS3|MLLT11|CNTNAP2|PCBP4|BACH2|RAPH1|TRIM8|MAP1LC3A|HSPA12A,-6.4,0
1,0,1,1,0,1,-8.4,0,-2.7,-3.3,0,-2,M39225,M101101,4,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C6 PROXIMAL TUBULE EPITHELIAL CELLS FIBRINOGEN POS S3,,-8.4,7.8,9.2,30293,181,300,14,4.7,1.2,3696|6648|6840|7035|7357|7763|8887|9926|26037|26137|51719|57674|81688|346389,ITGB8|SOD2|SVIL|TFPI|UGCG|ZFAND5|TAX1BP1|LPGAT1|SIPA1L1|ZBTB20|CAB39|RNF213|C6orf62|MACC1,-6.2,0
1,1,0,1,1,1,-3.3,-3.3,0,-2.8,-8.4,-5.6,M41713,M110111,5,0,Cell Type Signatures,7,FAN OVARY CL11 MURAL GRANULOSA CELL,,-8.4,4.8,8,30293,443,300,21,7,1.5,388|467|1000|1407|1809|3491|3688|5074|5366|5947|6624|7321|7846|9448|11031|11177|29940|55740|57142|84230|84557,RHOB|ATF3|CDH2|CRY1|DPYSL3|CCN1|ITGB1|PAWR|PMAIP1|RBP1|FSCN1|UBE2D1|TUBA1A|MAP4K4|RAB31|BAZ1A|DSE|ENAH|RTN4|LRRC8C|MAP1LC3A,-6.2,0
0,0,0,1,1,0,0,0,0,-3.6,-8.3,0,M39132,M000110,2,0,Cell Type Signatures,7,AIZARANI LIVER C33 STELLATE CELLS 2,,-8.3,9.6,9.7,30293,126,300,12,4,1.1,800|2316|3688|4131|7171|10231|23022|51655|55740|64943|80212|439921,CALD1|FLNA|ITGB1|MAP1B|TPM4|RCAN2|PALLD|RASD1|ENAH|NT5DC2|CCDC92|MXRA7,-6.1,0
1,0,1,1,1,1,-2.9,0,-2.4,-6.1,-8.3,-7.5,M39018,M101111,5,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BIG GROUPS BRAIN ENDOTHELIAL,,-8.3,5.3,8.2,30293,365,300,19,6.3,1.4,87|800|1004|1903|2113|2316|3611|3688|5155|5998|6251|7041|7171|10979|23129|25780|56937|57493|84617,ACTN1|CALD1|CDH6|S1PR3|ETS1|FLNA|ILK|ITGB1|PDGFB|RGS3|RSU1|TGFB1I1|TPM4|FERMT2|PLXND1|RASGRP3|PMEPA1|HEG1|TUBB6,-6.1,0
1,1,1,1,1,1,-2.7,-2.3,-4.9,-5.5,-8.3,-3.8,M39203,M111111,6,0,Cell Type Signatures,7,HAY BONE MARROW NEUTROPHIL,,-8.3,4.7,7.9,30293,449,300,21,7,1.5,388|960|1843|2316|2771|3084|4478|4688|7077|7321|7791|8609|8676|8905|8935|10409|11010|11031|23129|55454|127829,RHOB|CD44|DUSP1|FLNA|GNAI2|NRG1|MSN|NCF2|TIMP2|UBE2D1|ZYX|KLF7|STX11|AP1S2|SKAP2|BASP1|GLIPR1|RAB31|PLXND1|CSGALNACT2|ARL8A,-6.1,0
0,0,0,1,1,1,0,0,0,-2.8,-5.2,-8.3,M40158,M000111,3,0,Cell Type Signatures,7,DESCARTES FETAL CEREBELLUM VASCULAR ENDOTHELIAL CELLS,,-8.3,4,7.6,30293,632,300,25,8.3,1.6,389|858|1893|1969|2150|2335|5872|6237|6548|8407|10544|10627|11135|23780|29950|29984|30851|51285|55890|65018|81532|103910|131583|140576|259173,RHOC|CAV2|ECM1|EPHA2|F2RL1|FN1|RAB13|RRAS|SLC9A1|TAGLN2|PROCR|MYL12A|CDC42EP1|APOL2|SERTAD1|RHOD|TAX1BP3|RASL12|GPRC5C|PINK1|MOB2|MYL12B|FAM43A|S100A16|ALS2CL,-6.1,0
1,1,0,0,0,0,-5.4,-8.2,0,0,0,0,M41653,M110000,2,0,Cell Type Signatures,7,TRAVAGLINI LUNG DIFFERENTIATING BASAL CELL,,-8.2,8.4,9.3,30293,157,299,13,4.3,1.2,216|1075|1915|2752|5176|7103|9071|9368|10551|23474|50853|54097|56649,ALDH1A1|CTSC|EEF1A1|GLUL|SERPINF1|TSPAN8|CLDN10|NHERF1|AGR2|ETHE1|VILL|FAM3B|TMPRSS4,-6.1,0
1,1,0,1,1,1,-8,-2.5,0,-3.1,-5.4,-5.4,M39200,M110111,5,0,Cell Type Signatures,7,HAY BONE MARROW IMMATURE NEUTROPHIL,,-8,7.3,8.8,30293,194,300,14,4.7,1.2,2014|3162|3383|3460|4792|5879|6446|8462|8767|10019|57162|57698|114294|219333,EMP3|HMOX1|ICAM1|IFNGR2|NFKBIA|RAC1|SGK1|KLF11|RIPK2|SH2B3|PELI1|SHTN1|LACTB|USP12,-5.9,0
0,0,0,1,0,1,0,0,0,-8,0,-3.1,M40292,M000101,2,0,Cell Type Signatures,7,DESCARTES FETAL SPLEEN MESOTHELIAL CELLS,,-8,7.2,8.8,30293,195,300,14,4.7,1.2,316|652|827|1396|1949|1958|2353|3856|3875|3880|7076|9022|10232|79660,AOX1|BMP4|CAPN6|CRIP1|EFNB3|EGR1|FOS|KRT8|KRT18|KRT19|TIMP1|CLIC3|MSLN|PPP1R3B,-5.9,0
0,1,0,1,0,0,0,-7.8,0,-2.3,0,0,M40015,M010100,2,0,Cell Type Signatures,7,BUSSLINGER GASTRIC LYZ POSITIVE CELLS,,-7.8,10,9.5,30293,111,299,11,3.7,1.1,1191|1915|1933|1937|1938|2752|4069|10399|10551|51280|54097,CLU|EEF1A1|EEF1B2|EEF1G|EEF2|GLUL|LYZ|RACK1|AGR2|GOLM1|FAM3B,-5.8,0
1,1,1,1,1,0,-5.2,-7.8,-6.1,-6.9,-4.5,0,M41692,M111110,5,0,Cell Type Signatures,7,TRAVAGLINI LUNG MACROPHAGE CELL,,-7.8,7.1,8.6,30293,201,299,14,4.7,1.2,54|341|537|1075|1312|2217|2752|3074|4048|4069|5950|11309|23474|60370,ACP5|APOC1|ATP6AP1|CTSC|COMT|FCGRT|GLUL|HEXB|LTA4H|LYZ|RBP4|SLCO2B1|ETHE1|AVPI1,-5.8,0
1,1,1,0,1,1,-4,-6.1,-5.4,0,-7.7,-4.7,M39305,M111011,5,0,Cell Type Signatures,7,CUI DEVELOPING HEART C8 MACROPHAGE,,-7.7,5.9,8.1,30293,275,300,16,5.3,1.3,241|388|1843|2771|3726|4616|4688|5366|8935|10409|10487|11010|11031|11177|84002|170954,ALOX5AP|RHOB|DUSP1|GNAI2|JUNB|GADD45B|NCF2|PMAIP1|SKAP2|BASP1|CAP1|GLIPR1|RAB31|BAZ1A|B3GNT5|PPP1R18,-5.7,0
0,1,1,0,0,0,0,-7.7,-2.2,0,0,0,M40212,M011000,2,0,Cell Type Signatures,7,DESCARTES FETAL INTESTINE INTESTINAL EPITHELIAL CELLS,,-7.7,5.9,8.1,30293,276,299,16,5.4,1.3,174|335|336|2705|5950|6819|7103|8694|27134|54810|57715|81693|92840|123099|155465|388323,AFP|APOA1|APOA2|GJB1|RBP4|SULT1C2|TSPAN8|DGAT1|TJP3|GIPC2|SEMA4G|AMN|REEP6|DEGS2|AGR3|GLTPD2,-5.7,0
