GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
M10112,RNGTGGGC UNKNOWN,-2.617885399917811,0.0,-7.087848822428826,-3.160020092152998,0.0,-2.722898770029335,0.0,0.0
M4815,WTTGKCTG UNKNOWN,0.0,0.0,-3.4553459385593395,-7.18942614997742,0.0,-2.809776886767313,-2.612652265283154,0.0
M9645,GGGYGTGNY UNKNOWN,-2.134508107213932,0.0,-8.214345612224308,-3.205707981083741,-3.7488224403135364,-3.7879394409876714,-3.3488996345333586,0.0
M572,TGCCAAR NF1 Q6,0.0,0.0,-5.920936242518101,-6.4525396931772905,-2.2455388150868374,0.0,0.0,0.0
M7691,CATTGTYY SOX9 B1,0.0,0.0,-2.6424840343963965,-8.50160633583092,0.0,0.0,0.0,0.0
M17712,WGTTNNNNNAAA UNKNOWN,0.0,0.0,0.0,-7.530569203752586,-2.976406530959325,0.0,0.0,0.0
M16200,ISRE 01,0.0,0.0,-3.8972637739927567,0.0,-7.745018677169516,0.0,-3.3438611799947884,-3.334022020972174
M533,STTTCRNTTT IRF Q6,0.0,0.0,0.0,0.0,-5.096058302220958,0.0,-2.128065844517294,-7.861091002477433
M10143,CREL 01,0.0,0.0,0.0,0.0,-12.093313591735859,0.0,0.0,0.0
M11921,NFKB Q6,0.0,0.0,0.0,0.0,-11.123245238175976,0.0,0.0,0.0
M12240,NFKB C,0.0,0.0,0.0,-2.0656771078018137,-6.607635029398529,0.0,0.0,0.0
M14141,NRF2 Q4,0.0,0.0,0.0,0.0,-6.820447301628899,0.0,-2.6541867435456097,0.0
M6969,BACH1 01,-2.943630846574032,0.0,0.0,0.0,-6.712798379743175,0.0,0.0,0.0
M2549,NFKB Q6 01,0.0,0.0,0.0,0.0,-12.780050131375244,0.0,0.0,-2.1571256895514885
M9949,NFKAPPAB 01,0.0,0.0,0.0,0.0,-18.276913216377384,0.0,0.0,-2.0092988372401637
M2315,NFKAPPAB65 01,0.0,0.0,0.0,-2.2828747178085242,-13.630372754276202,0.0,0.0,-2.1230363838330293
M14593,HNF1 C,0.0,-10.844773602118087,0.0,0.0,0.0,0.0,0.0,0.0
M15429,HNF1 01,0.0,-11.867618876220785,0.0,0.0,0.0,0.0,0.0,0.0
M11442,HNF1 Q6,0.0,-8.050215838400494,0.0,0.0,0.0,0.0,0.0,0.0
M4764,TGTTTGY HNF3 Q6,-2.8464132676006635,-6.676591267994649,0.0,-2.4038325886479965,0.0,0.0,-2.9519093076449305,0.0
