_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,1,0,0,0,0,1,0,0,-40,0,0,0,0,-6.6,0,PGB:00001,M01000010,2,0,PaGenBase,36,Tissue-specific: liver,,-40,8.3,21,30286,691,349,66,19,2.1,13|183|259|283|335|336|338|341|350|433|729|1244|1468|2147|2168|2203|2330|2620|2705|2720|3026|3077|3158|3170|3249|3698|4547|4582|5345|5624|5625|5648|5950|5959|6035|6470|6519|6652|6819|7018|7032|7104|7274|8431|9032|9075|9104|10840|11001|11199|22977|23584|27284|29881|29974|51085|54346|63910|92292|127845|145226|164656|196410|257407|284111|388323,AADAC|AGT|AMBP|ANG|APOA1|APOA2|APOB|APOC1|APOH|ASGR2|C6|ABCC2|SLC25A10|F2|FABP1|FBP1|FMO5|GAS2|GJB1|GLB1|HABP2|HFE|HMGCS2|FOXA2|HPN|ITIH2|MTTP|MUC1|SERPINF2|PROC|PRODH|MASP1|RBP4|RDH5|RNASE1|SHMT1|SLC3A1|SORD|SULT1C2|TF|TFF2|TM4SF4|TTPA|NR0B2|TM4SF5|CLDN2|RGN|ALDH1L1|SLC27A2|ANXA10|AKR7A3|VSIG2|SULT1B1|NPC1L1|A1CF|MLXIPL|UNC93A|SLC17A9|GLYATL1|GOLT1A|RDH12|TMPRSS6|TMT1B|C2orf72|SLC13A5|GLTPD2,-36,0
0,1,0,0,0,0,0,0,0,-33,0,0,0,0,0,0,PGB:00058,M01000000,1,0,PaGenBase,36,Cell-specific: HEPG2,,-33,10,20,30286,425,349,49,14,1.9,174|183|259|283|335|338|341|350|364|433|1244|1800|1852|2147|2168|2330|2620|2705|2747|2813|2938|2939|3170|3249|3698|4072|4547|5174|5345|5624|5625|5833|5950|6286|6470|6817|6927|7018|7032|7276|8416|8431|9032|10205|10551|26762|27163|29974|257407,AFP|AGT|AMBP|ANG|APOA1|APOB|APOC1|APOH|AQP7|ASGR2|ABCC2|DPEP1|DUSP9|F2|FABP1|FMO5|GAS2|GJB1|GLUD2|GP2|GSTA1|GSTA2|FOXA2|HPN|ITIH2|EPCAM|MTTP|PDZK1|SERPINF2|PROC|PRODH|PCYT2|RBP4|S100P|SHMT1|SULT1A1|HNF1A|TF|TFF2|TTR|ANXA9|NR0B2|TM4SF5|MPZL2|AGR2|HAVCR1|NAAA|A1CF|C2orf72,-30,0
0,1,0,0,0,0,0,0,0,-15,0,0,0,0,0,0,PGB:00060,M01000000,1,0,PaGenBase,36,Cell-specific: liver cell,,-15,16,16,30286,91,349,17,4.9,1.2,174|183|259|335|336|338|350|2147|2168|2330|3698|4069|4547|5950|7018|7276|9032,AFP|AGT|AMBP|APOA1|APOA2|APOB|APOH|F2|FABP1|FMO5|ITIH2|LYZ|MTTP|RBP4|TF|TTR|TM4SF5,-12,0
0,1,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,PGB:00005,M01000000,1,0,PaGenBase,36,Tissue-specific: colon,,-12,6.2,10,30286,338,349,24,6.9,1.4,760|1365|3110|3549|4640|4923|7033|7103|10331|10551|23584|27134|51085|55808|56649|79170|81693|83998|91860|132014|140893|192134|222171|401546,CA2|CLDN3|MNX1|IHH|MYO1A|NTSR1|TFF3|TSPAN8|B3GNT3|AGR2|VSIG2|TJP3|MLXIPL|ST6GALNAC1|TMPRSS4|PRR15L|AMN|REG4|CALML4|IL17RE|RBBP8NL|B3GNT6|PRR15|C9orf152,-8.9,0
0,1,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,PGB:00139,M01000000,1,0,PaGenBase,36,Cell-specific: Renal Epithelial,,-11,20,14,30286,48,349,11,3.2,0.94,1365|4072|23242|26762|26996|27283|51473|54504|55195|254295|353189,CLDN3|EPCAM|COBL|HAVCR1|GPR160|TINAG|DCDC2|CPVL|CCDC198|PHYHD1|SLCO4C1,-8.4,0
0,1,0,0,0,0,0,0,0,-9.3,0,0,0,0,0,0,PGB:00002,M01000000,1,0,PaGenBase,36,Tissue-specific: kidney,,-9.3,4.5,8.4,30286,483,349,25,7.2,1.4,760|1644|1800|1852|2938|2939|3814|5174|5314|5625|6519|6819|8671|9075|11001|26762|27283|51473|54885|55195|80115|81693|113220|284422|353189,CA2|DDC|DPEP1|DUSP9|GSTA1|GSTA2|KISS1|PDZK1|PKHD1|PRODH|SLC3A1|SULT1C2|SLC4A4|CLDN2|SLC27A2|HAVCR1|TINAG|DCDC2|TBC1D8B|CCDC198|BAIAP2L2|AMN|KIF12|SMIM24|SLCO4C1,-6.7,0
1,1,1,0,0,0,0,0,-2.8,-2.8,-8,0,0,0,0,0,PGB:00080,M11100000,3,0,PaGenBase,36,Cell-specific: Adipocyte,,-8,9,9.3,30286,145,278,12,4.3,1.2,2052|2273|4239|5118|5654|5793|8839|9358|10457|11037|57124|126393,EPHX1|FHL1|MFAP4|PCOLCE|HTRA1|PTPRG|CCN5|ITGBL1|GPNMB|STON1|CD248|HSPB6,-5.6,0
0,0,0,0,1,0,1,0,0,0,0,0,-7.8,0,-5.4,0,PGB:00011,M00001010,2,0,PaGenBase,36,Tissue-specific: Smooth Muscle,,-7.8,10,9.5,30286,103,325,11,3.4,1,390|1000|2919|3576|5054|6372|9645|11010|25932|54431|81688,RND3|CDH2|CXCL1|CXCL8|SERPINE1|CXCL6|MICAL2|GLIPR1|CLIC4|DNAJC10|C6orf62,-5.5,0
0,1,0,0,0,0,0,0,0,-7.5,0,0,0,0,0,0,PGB:00006,M01000000,1,0,PaGenBase,36,Tissue-specific: small intestine,,-7.5,8.1,8.7,30286,128,349,12,3.4,0.98,13|3174|4547|4640|7433|8694|9032|10555|29881|54810|57016|83998,AADAC|HNF4G|MTTP|MYO1A|VIPR1|DGAT1|TM4SF5|AGPAT2|NPC1L1|GIPC2|AKR1B10|REG4,-5.2,0
0,0,0,0,1,0,0,0,0,0,0,0,-4.9,0,0,0,PGB:00026,M00001000,1,0,PaGenBase,36,Tissue-specific: Blood,,-4.9,4.7,5.9,30286,239,325,12,3.7,1,752|965|3660|5293|5698|7127|9473|11177|51099|51363|56882|80774,FMNL1|CD58|IRF2|PIK3CD|PSMB9|TNFAIP2|THEMIS2|BAZ1A|ABHD5|CHST15|CDC42SE1|LIMD2,-3.1,0
0,1,1,1,0,0,0,0,0,-4.6,-2,-3.1,0,0,0,0,PGB:00065,M01110000,3,0,PaGenBase,36,Cell-specific: DRG,,-4.6,3.2,5.2,30286,455,349,17,4.9,1.2,760|2065|2203|5624|5625|7033|7103|7134|7368|8537|8671|9514|9625|10062|23081|23173|57214,CA2|ERBB3|FBP1|PROC|PRODH|TFF3|TSPAN8|TNNC1|UGT8|BCAS1|SLC4A4|GAL3ST1|AATK|NR1H3|KDM4C|METAP1|CEMIP,-2.9,0
0,0,0,0,1,0,0,0,0,0,0,0,-4.5,0,0,0,PGB:00008,M00001000,1,0,PaGenBase,36,Tissue-specific: spleen,,-4.5,3.2,5.1,30286,499,325,17,5.2,1.2,1890|2919|3665|3669|4791|5293|5452|6372|6494|7185|7186|9473|10010|10333|10981|80774|146433,TYMP|CXCL1|IRF7|ISG20|NFKB2|PIK3CD|POU2F2|CXCL6|SIPA1|TRAF1|TRAF2|THEMIS2|TANK|TLR6|RAB32|LIMD2|IL34,-2.8,0
0,1,0,0,0,0,0,0,0,-4.4,0,0,0,0,0,0,PGB:00120,M01000000,1,0,PaGenBase,36,Cell-specific: IGROV1,,-4.4,20,8.6,30286,17,349,4,1.1,0.57,5625|6519|22837|64080,PRODH|SLC3A1|COBLL1|RBKS,-2.8,0
0,0,0,0,1,0,1,0,0,0,0,0,-4.3,0,-3.7,0,PGB:00133,M00001010,2,0,PaGenBase,36,Cell-specific: Cardiac Myocytes,,-4.3,9.3,6.7,30286,60,325,6,1.8,0.75,1000|2919|5054|6372|7168|7980,CDH2|CXCL1|SERPINE1|CXCL6|TPM1|TFPI2,-2.7,0
0,0,0,0,1,0,0,0,0,0,0,0,-4.1,0,0,0,PGB:00081,M00001000,1,0,PaGenBase,36,Cell-specific: Brain cell,,-4.1,8.3,6.3,30286,67,325,6,1.8,0.75,390|3371|5054|7980|11010|51330,RND3|TNC|SERPINE1|TFPI2|GLIPR1|TNFRSF12A,-2.5,0
0,0,1,0,0,0,0,0,0,0,-3.9,0,0,0,0,0,PGB:00098,M00100000,1,0,PaGenBase,36,Cell-specific: LN18,,-3.9,30,9.2,30286,11,278,3,1.1,0.62,4239|80310|81578,MFAP4|PDGFD|COL21A1,-2.4,0
0,0,0,0,1,1,0,0,0,0,0,0,-3.9,-2.5,0,0,PGB:00094,M00001100,2,0,PaGenBase,36,Cell-specific: Bronchial Epithelial Cells,,-3.9,5.4,5.4,30286,137,325,8,2.5,0.86,390|3855|3914|3918|7262|8323|8572|51330,RND3|KRT7|LAMB3|LAMC2|PHLDA2|FZD6|PDLIM4|TNFRSF12A,-2.4,0
0,1,0,0,0,0,0,0,0,-3.9,0,0,0,0,0,0,PGB:00105,M01000000,1,0,PaGenBase,36,Cell-specific: huh-7,,-3.9,15,7.3,30286,23,349,4,1.1,0.57,259|2168|4547|7276,AMBP|FABP1|MTTP|TTR,-2.4,0
0,0,0,0,1,0,1,0,0,0,0,0,-3.8,0,-2.1,0,PGB:00110,M00001010,2,0,PaGenBase,36,Cell-specific: Lymphoma burkitts Raji,,-3.8,5.3,5.3,30286,141,325,8,2.5,0.86,4791|5452|7185|7186|7187|10010|22904|83637,NFKB2|POU2F2|TRAF1|TRAF2|TRAF3|TANK|SBNO2|ZMIZ2,-2.4,0
