_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,0,0,1,0,0,0,0,0,0,0,-18,0,0,0,TRR00875,M00001000,1,0,TRRUST,34,Regulated by: NFKB1,,-18,8.2,14,30286,340,325,30,9.2,1.6,329|836|965|1435|1465|2919|2920|3371|3383|3576|3665|3726|4792|5054|5329|5452|5698|5734|6890|6892|7128|7185|7186|7980|8795|8870|9308|10010|10148|10488,BIRC2|CASP3|CD58|CSF1|CSRP1|CXCL1|CXCL2|TNC|ICAM1|CXCL8|IRF7|JUNB|NFKBIA|SERPINE1|PLAUR|POU2F2|PSMB9|PTGER4|TAP1|TAPBP|TNFAIP3|TRAF1|TRAF2|TFPI2|TNFRSF10B|IER3|CD83|TANK|EBI3|CREB3,-15,0
0,0,0,0,1,0,0,1,0,0,0,0,-17,0,0,-2,TRR01158,M00001001,2,0,TRRUST,34,Regulated by: RELA,,-17,8.1,14,30286,334,325,29,8.9,1.6,329|836|965|1435|1465|2919|2920|3371|3383|3576|3665|3726|4792|5054|5329|5452|5698|5734|6890|6892|7128|7185|7186|8795|8870|9308|10010|10148|10488,BIRC2|CASP3|CD58|CSF1|CSRP1|CXCL1|CXCL2|TNC|ICAM1|CXCL8|IRF7|JUNB|NFKBIA|SERPINE1|PLAUR|POU2F2|PSMB9|PTGER4|TAP1|TAPBP|TNFAIP3|TRAF1|TRAF2|TNFRSF10B|IER3|CD83|TANK|EBI3|CREB3,-14,0
0,1,0,0,1,0,1,0,0,-2.5,0,0,-7.1,0,-4.7,0,TRR01256,M01001010,3,0,TRRUST,34,Regulated by: SP1,,-7.1,3.9,7,30286,526,325,22,6.8,1.4,836|1000|1030|1593|1890|2919|3135|3371|3383|3669|3678|3685|4791|5054|5329|6868|7980|8795|9308|9373|9513|56034,CASP3|CDH2|CDKN2B|CYP27A1|TYMP|CXCL1|HLA-G|TNC|ICAM1|ISG20|ITGA5|ITGAV|NFKB2|SERPINE1|PLAUR|ADAM17|TFPI2|TNFRSF10B|CD83|PLAA|FXR2|PDGFC,-4.9,0
0,1,0,0,0,0,0,0,0,-6.8,0,0,0,0,0,0,TRR00500,M01000000,1,0,TRRUST,34,Regulated by: HNF4A,,-6.8,13,9.5,30286,53,349,8,2.3,0.8,174|335|336|338|2863|4547|6927|29881,AFP|APOA1|APOA2|APOB|GPR39|MTTP|HNF1A|NPC1L1,-4.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.4,0,TRR00027,M00000010,1,0,TRRUST,34,Regulated by: ATF6,,-6.4,31,12,30286,18,268,5,1.9,0.83,1650|3309|7494|8050|134429,DDOST|HSPA5|XBP1|PDHX|STARD4,-4.3,0
0,0,0,0,1,0,0,0,0,0,0,0,-5.6,0,0,0,TRR00877,M00001000,1,0,TRRUST,34,Regulated by: NFKBIA,,-5.6,22,10,30286,21,325,5,1.5,0.68,965|3383|3576|7185|10148,CD58|ICAM1|CXCL8|TRAF1|EBI3,-3.7,0
0,0,0,0,1,0,0,0,0,0,0,0,-4.6,0,0,0,TRR00602,M00001000,1,0,TRRUST,34,Regulated by: IRF1,,-4.6,10,7.1,30286,55,325,6,1.8,0.75,3135|3660|5698|6890|6892|23586,HLA-G|IRF2|PSMB9|TAP1|TAPBP|RIGI,-2.9,0
0,0,0,0,1,0,0,1,0,0,0,0,-4.5,0,0,-2.1,TRR00780,M00001001,2,0,TRRUST,34,Regulated by: MYC,,-4.5,6.7,6.2,30286,112,325,8,2.5,0.86,3106|3135|3726|4893|5366|6484|8795|8870,HLA-B|HLA-G|JUNB|NRAS|PMAIP1|ST3GAL4|TNFRSF10B|IER3,-2.8,0
0,1,0,0,0,0,1,0,0,-2.6,0,0,0,0,-4.3,0,TRR01269,M01000010,2,0,TRRUST,34,Regulated by: SREBF2,,-4.3,19,8.3,30286,24,268,4,1.5,0.74,2222|2224|3156|255738,FDFT1|FDPS|HMGCR|PCSK9,-2.6,0
0,0,0,0,1,0,0,0,0,0,0,0,-4.1,0,0,0,TRR01259,M00001000,1,0,TRRUST,34,Regulated by: SP3,,-4.1,5.9,5.7,30286,127,325,8,2.5,0.86,1000|1030|1593|1890|2107|3685|5329|9308,CDH2|CDKN2B|CYP27A1|TYMP|ETF1|ITGAV|PLAUR|CD83,-2.6,0
