GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
C0278996,Malignant Head and Neck Neoplasm,-4.377003903102586,0.0,0.0,0.0,-8.860925217458075,0.0,0.0,0.0
C0029925,Ovarian Carcinoma,-2.319108210091888,-2.7886600839899436,0.0,0.0,-8.934089015990558,0.0,0.0,0.0
C0030297,Pancreatic Neoplasm,0.0,-6.496448613491982,0.0,0.0,-8.900449353799164,0.0,0.0,0.0
C0004943,Behcet Syndrome,0.0,-3.093466275981448,0.0,0.0,-8.85562084900306,0.0,0.0,0.0
C0011615,"Dermatitis, Atopic",0.0,0.0,0.0,0.0,-10.372869675806703,0.0,0.0,-3.505136115490809
C0011603,Dermatitis,0.0,0.0,0.0,0.0,-10.416796577910292,0.0,0.0,-2.532161833132753
C0024143,Lupus Nephritis,0.0,0.0,0.0,0.0,-9.55164066043706,0.0,0.0,-2.4890910506278274
C0006413,Burkitt Lymphoma,0.0,0.0,0.0,0.0,-9.346753427533853,0.0,0.0,-3.1911766855289923
C0037274,Dermatologic disorders,0.0,0.0,0.0,0.0,-9.764321669524874,0.0,-2.897273011404424,-2.8172419865406
C0153690,Secondary malignant neoplasm of bone,0.0,-2.820193236671168,0.0,0.0,-9.267674034947103,0.0,0.0,-2.1805787410925968
C0151449,Primary Sjögren's syndrome,0.0,0.0,0.0,0.0,-10.48957128914263,0.0,0.0,0.0
C3714514,Infection,0.0,0.0,0.0,0.0,-10.513285062274743,0.0,0.0,0.0
C0011644,Scleroderma,0.0,0.0,0.0,0.0,-11.251662160241255,0.0,0.0,0.0
C0026896,Myasthenia Gravis,0.0,0.0,0.0,0.0,-9.892568876324251,0.0,0.0,0.0
C0018213,Graves Disease,0.0,0.0,0.0,0.0,-8.881113557303635,0.0,0.0,0.0
C3495559,Juvenile arthritis,0.0,0.0,0.0,0.0,-9.805976164036176,-2.22967766252066,-3.1333777539115526,0.0
C0038013,Ankylosing spondylitis,0.0,0.0,0.0,0.0,-10.309318148091311,-3.1275822753866276,-2.3354545320092814,0.0
C0004623,Bacterial Infections,0.0,-2.249994141189485,0.0,0.0,-9.74829759723668,0.0,-3.3647139018259944,-2.335496119935382
C2316810,Chronic kidney disease stage 5,0.0,-8.921960454658544,0.0,0.0,-3.453700001784208,0.0,-3.9844478709172195,-2.5336201666277303
C0042834,Vital capacity,0.0,0.0,-9.185070390281851,0.0,0.0,-2.355572794578716,0.0,0.0
