Cluster,Score,Type,Gene,Symbol,Network
3,1.625,Clustered,10449,ACAA2,down_epi_only_SUB1
3,1.625,Clustered,31,ACACA,down_epi_only_SUB1
5,1.25,Clustered,55967,NDUFA12,down_epi_only_SUB1
5,1.25,Clustered,23078,VWA8,down_epi_only_SUB1
5,1.25,Seed,22974,TPX2,down_epi_only_SUB1
5,1.25,Clustered,374291,NDUFS7,down_epi_only_SUB1
6,1.25,Seed,7884,SLBP,down_epi_only_SUB1
6,1.25,Clustered,29894,CPSF1,down_epi_only_SUB1
6,1.25,Clustered,129401,NUP35,down_epi_only_SUB1
6,1.25,Clustered,79023,NUP37,down_epi_only_SUB1
7,1.0,Clustered,4522,MTHFD1,down_epi_only_SUB1
7,1.0,Clustered,57696,DDX55,down_epi_only_SUB1
7,1.0,Clustered,54606,DDX56,down_epi_only_SUB1
2,1.5,Clustered,2043,EPHA4,down_mes_only_SUB1
2,1.5,Seed,1946,EFNA5,down_mes_only_SUB1
2,1.5,Clustered,2045,EPHA7,down_mes_only_SUB1
2,1.5,Clustered,1949,EFNB3,down_mes_only_SUB1
1,1.2857142857142858,Clustered,57664,PLEKHA4,down_mes_only_SUB1
1,1.2857142857142858,Clustered,9968,MED12,down_mes_only_SUB1
1,1.2857142857142858,Clustered,6601,SMARCC2,down_mes_only_SUB1
1,1.2857142857142858,Clustered,5595,MAPK3,down_mes_only_SUB1
1,1.2857142857142858,Clustered,23636,NUP62,down_mes_only_SUB1
1,1.2857142857142858,Clustered,9972,NUP153,down_mes_only_SUB1
1,1.2857142857142858,Clustered,10499,NCOA2,down_mes_only_SUB1
3,1.0,Clustered,4917,NTN3,down_mes_only_SUB1
3,1.0,Clustered,83451,ABHD11,down_mes_only_SUB1
3,1.0,Clustered,249,ALPL,down_mes_only_SUB1
3,1.0,Seed,100,ADA,down_mes_only_SUB1
4,1.0,Clustered,202052,DNAJC18,down_mes_only_SUB1
4,1.0,Seed,2794,GNL1,down_mes_only_SUB1
4,1.0,Clustered,3430,IFI35,down_mes_only_SUB1
4,1.0,Clustered,5920,PLAAT4,down_mes_only_SUB1
5,1.0,Clustered,1387,CREBBP,down_mes_only_SUB1
5,1.0,Clustered,5581,PRKCE,down_mes_only_SUB1
5,1.0,Clustered,10524,KAT5,down_mes_only_SUB1
1,2.6,Clustered,3572,IL6ST,down_mes_up_epi_SUB1
1,2.6,Clustered,2919,CXCL1,down_mes_up_epi_SUB1
1,2.6,Clustered,6778,STAT6,down_mes_up_epi_SUB1
1,2.6,Clustered,9021,SOCS3,down_mes_up_epi_SUB1
1,2.6,Clustered,9294,S1PR2,down_mes_up_epi_SUB1
1,2.6,Clustered,6372,CXCL6,down_mes_up_epi_SUB1
1,2.6,Clustered,9111,NMI,down_mes_up_epi_SUB1
1,2.6,Clustered,6774,STAT3,down_mes_up_epi_SUB1
1,2.6,Clustered,8878,SQSTM1,down_mes_up_epi_SUB1
1,2.6,Clustered,595,CCND1,down_mes_up_epi_SUB1
1,2.6,Seed,58191,CXCL16,down_mes_up_epi_SUB1
1,2.6,Clustered,960,CD44,down_mes_up_epi_SUB1
1,2.6,Clustered,6752,SSTR2,down_mes_up_epi_SUB1
1,2.6,Clustered,3725,JUN,down_mes_up_epi_SUB1
1,2.6,Clustered,6776,STAT5A,down_mes_up_epi_SUB1
2,1.25,Clustered,57722,IGDCC4,down_mes_up_epi_SUB1
2,1.25,Clustered,6091,ROBO1,down_mes_up_epi_SUB1
2,1.25,Seed,5058,PAK1,down_mes_up_epi_SUB1
2,1.25,Clustered,6092,ROBO2,down_mes_up_epi_SUB1
3,1.0,Seed,9246,UBE2L6,down_mes_up_epi_SUB1
3,1.0,Clustered,64135,IFIH1,down_mes_up_epi_SUB1
3,1.0,Clustered,23586,RIGI,down_mes_up_epi_SUB1
4,1.0,Clustered,9815,GIT2,down_mes_up_epi_SUB1
4,1.0,Clustered,5338,PLD2,down_mes_up_epi_SUB1
4,1.0,Clustered,5880,RAC2,down_mes_up_epi_SUB1
5,1.0,Clustered,79155,TNIP2,down_mes_up_epi_SUB1
5,1.0,Clustered,3551,IKBKB,down_mes_up_epi_SUB1
5,1.0,Clustered,1326,MAP3K8,down_mes_up_epi_SUB1
1,2.444444444444444,Clustered,800,CALD1,up_common_genes_SUB1
1,2.444444444444444,Clustered,87,ACTN1,up_common_genes_SUB1
1,2.444444444444444,Clustered,11346,SYNPO,up_common_genes_SUB1
1,2.444444444444444,Clustered,7171,TPM4,up_common_genes_SUB1
1,2.444444444444444,Clustered,4637,MYL6,up_common_genes_SUB1
1,2.444444444444444,Clustered,7168,TPM1,up_common_genes_SUB1
1,2.444444444444444,Seed,7094,TLN1,up_common_genes_SUB1
1,2.444444444444444,Clustered,10398,MYL9,up_common_genes_SUB1
1,2.444444444444444,Clustered,2316,FLNA,up_common_genes_SUB1
3,2.0,Clustered,1289,COL5A1,up_common_genes_SUB1
3,2.0,Clustered,1298,COL9A2,up_common_genes_SUB1
3,2.0,Clustered,1282,COL4A1,up_common_genes_SUB1
3,2.0,Clustered,2335,FN1,up_common_genes_SUB1
3,2.0,Clustered,1277,COL1A1,up_common_genes_SUB1
3,2.0,Seed,1303,COL12A1,up_common_genes_SUB1
2,1.75,Clustered,10096,ACTR3,up_common_genes_SUB1
2,1.75,Clustered,10121,ACTR1A,up_common_genes_SUB1
2,1.75,Clustered,7280,TUBB2A,up_common_genes_SUB1
2,1.75,Clustered,22919,MAPRE1,up_common_genes_SUB1
2,1.75,Seed,9097,USP14,up_common_genes_SUB1
2,1.75,Clustered,4627,MYH9,up_common_genes_SUB1
2,1.75,Clustered,388,RHOB,up_common_genes_SUB1
2,1.75,Clustered,4478,MSN,up_common_genes_SUB1
5,1.5,Clustered,8572,PDLIM4,up_common_genes_SUB1
5,1.5,Seed,27295,PDLIM3,up_common_genes_SUB1
5,1.5,Clustered,10611,PDLIM5,up_common_genes_SUB1
5,1.5,Clustered,11155,LDB3,up_common_genes_SUB1
4,1.2,Clustered,1959,EGR2,up_common_genes_SUB1
4,1.2,Clustered,3726,JUNB,up_common_genes_SUB1
4,1.2,Clustered,5534,PPP3R1,up_common_genes_SUB1
4,1.2,Clustered,83737,ITCH,up_common_genes_SUB1
4,1.2,Clustered,4773,NFATC2,up_common_genes_SUB1
6,1.0,Clustered,3987,LIMS1,up_common_genes_SUB1
6,1.0,Clustered,6251,RSU1,up_common_genes_SUB1
6,1.0,Seed,55679,LIMS2,up_common_genes_SUB1
7,1.0,Clustered,26286,ARFGAP3,up_common_genes_SUB1
7,1.0,Seed,55083,KIF26B,up_common_genes_SUB1
7,1.0,Clustered,64837,KLC2,up_common_genes_SUB1
2,2.0,Clustered,11127,KIF3A,up_epi_only_SUB1
2,2.0,Clustered,22920,KIFAP3,up_epi_only_SUB1
2,2.0,Seed,23095,KIF1B,up_epi_only_SUB1
2,2.0,Clustered,3796,KIF2A,up_epi_only_SUB1
2,2.0,Clustered,54820,NDE1,up_epi_only_SUB1
1,1.9411764705882353,Clustered,8915,BCL10,up_epi_only_SUB1
1,1.9411764705882353,Clustered,6993,DYNLT1,up_epi_only_SUB1
1,1.9411764705882353,Clustered,347733,TUBB2B,up_epi_only_SUB1
1,1.9411764705882353,Clustered,92610,TIFA,up_epi_only_SUB1
1,1.9411764705882353,Clustered,2887,GRB10,up_epi_only_SUB1
1,1.9411764705882353,Clustered,7189,TRAF6,up_epi_only_SUB1
1,1.9411764705882353,Clustered,51143,DYNC1LI1,up_epi_only_SUB1
1,1.9411764705882353,Clustered,7846,TUBA1A,up_epi_only_SUB1
1,1.9411764705882353,Clustered,11135,CDC42EP1,up_epi_only_SUB1
1,1.9411764705882353,Clustered,7529,YWHAB,up_epi_only_SUB1
1,1.9411764705882353,Clustered,1760,DMPK,up_epi_only_SUB1
1,1.9411764705882353,Clustered,7185,TRAF1,up_epi_only_SUB1
1,1.9411764705882353,Clustered,26030,PLEKHG3,up_epi_only_SUB1
1,1.9411764705882353,Clustered,9641,IKBKE,up_epi_only_SUB1
1,1.9411764705882353,Clustered,329,BIRC2,up_epi_only_SUB1
1,1.9411764705882353,Clustered,5879,RAC1,up_epi_only_SUB1
1,1.9411764705882353,Seed,10006,ABI1,up_epi_only_SUB1
3,1.0,Seed,8650,NUMB,up_epi_only_SUB1
3,1.0,Clustered,22848,AAK1,up_epi_only_SUB1
3,1.0,Clustered,1212,CLTB,up_epi_only_SUB1
1,4.1,Clustered,7866,IFRD2,up_mes_down_epi_SUB1
1,4.1,Clustered,51069,MRPL2,up_mes_down_epi_SUB1
1,4.1,Clustered,1984,EIF5A,up_mes_down_epi_SUB1
1,4.1,Seed,10767,HBS1L,up_mes_down_epi_SUB1
1,4.1,Clustered,51081,MRPS7,up_mes_down_epi_SUB1
1,4.1,Clustered,124454,EARS2,up_mes_down_epi_SUB1
1,4.1,Clustered,64374,SIL1,up_mes_down_epi_SUB1
1,4.1,Clustered,2058,EPRS1,up_mes_down_epi_SUB1
1,4.1,Clustered,9652,SKIC3,up_mes_down_epi_SUB1
1,4.1,Clustered,11222,MRPL3,up_mes_down_epi_SUB1
2,2.333333333333333,Clustered,26354,GNL3,up_mes_down_epi_SUB1
2,2.333333333333333,Clustered,1736,DKC1,up_mes_down_epi_SUB1
2,2.333333333333333,Seed,10199,MPHOSPH10,up_mes_down_epi_SUB1
2,2.333333333333333,Clustered,3313,HSPA9,up_mes_down_epi_SUB1
2,2.333333333333333,Clustered,9277,WDR46,up_mes_down_epi_SUB1
2,2.333333333333333,Clustered,27292,DIMT1,up_mes_down_epi_SUB1
2,2.333333333333333,Clustered,64216,TFB2M,up_mes_down_epi_SUB1
2,2.333333333333333,Clustered,65083,NOL6,up_mes_down_epi_SUB1
2,2.333333333333333,Clustered,9933,PUM3,up_mes_down_epi_SUB1
3,2.0,Clustered,4942,OAT,up_mes_down_epi_SUB1
3,2.0,Clustered,7386,UQCRFS1,up_mes_down_epi_SUB1
3,2.0,Clustered,219,ALDH1B1,up_mes_down_epi_SUB1
3,2.0,Seed,4731,NDUFV3,up_mes_down_epi_SUB1
3,2.0,Clustered,23203,PMPCA,up_mes_down_epi_SUB1
3,2.0,Clustered,2193,FARSA,up_mes_down_epi_SUB1
3,2.0,Clustered,7384,UQCRC1,up_mes_down_epi_SUB1
3,2.0,Clustered,2805,GOT1,up_mes_down_epi_SUB1
3,2.0,Clustered,3376,IARS1,up_mes_down_epi_SUB1
4,1.2,Clustered,23423,TMED3,up_mes_down_epi_SUB1
4,1.2,Clustered,63875,MRPL17,up_mes_down_epi_SUB1
4,1.2,Clustered,23193,GANAB,up_mes_down_epi_SUB1
4,1.2,Clustered,29074,MRPL18,up_mes_down_epi_SUB1
4,1.2,Seed,55210,ATAD3A,up_mes_down_epi_SUB1
5,1.0,Clustered,7336,UBE2V2,up_mes_down_epi_SUB1
5,1.0,Clustered,10471,PFDN6,up_mes_down_epi_SUB1
5,1.0,Clustered,7841,MOGS,up_mes_down_epi_SUB1
5,1.0,Clustered,79876,UBA5,up_mes_down_epi_SUB1
6,1.0,Clustered,81542,TMX1,up_mes_down_epi_SUB1
6,1.0,Clustered,11231,SEC63,up_mes_down_epi_SUB1
6,1.0,Seed,1650,DDOST,up_mes_down_epi_SUB1
1,3.307692307692308,Clustered,1315,COPB1,up_mes_only_SUB1
1,3.307692307692308,Clustered,11316,COPE,up_mes_only_SUB1
1,3.307692307692308,Seed,56681,SAR1A,up_mes_only_SUB1
1,3.307692307692308,Clustered,10484,SEC23A,up_mes_only_SUB1
1,3.307692307692308,Clustered,10282,BET1,up_mes_only_SUB1
1,3.307692307692308,Clustered,10802,SEC24A,up_mes_only_SUB1
1,3.307692307692308,Clustered,9527,GOSR1,up_mes_only_SUB1
1,3.307692307692308,Clustered,6712,SPTBN2,up_mes_only_SUB1
1,3.307692307692308,Clustered,57511,COG6,up_mes_only_SUB1
1,3.307692307692308,Clustered,9276,COPB2,up_mes_only_SUB1
1,3.307692307692308,Clustered,51128,SAR1B,up_mes_only_SUB1
1,3.307692307692308,Clustered,64689,GORASP1,up_mes_only_SUB1
1,3.307692307692308,Clustered,10483,SEC23B,up_mes_only_SUB1
2,1.5833333333333335,Clustered,84061,MAGT1,up_mes_only_SUB1
2,1.5833333333333335,Clustered,1503,CTPS1,up_mes_only_SUB1
2,1.5833333333333335,Clustered,79647,AKIRIN1,up_mes_only_SUB1
2,1.5833333333333335,Clustered,8218,CLTCL1,up_mes_only_SUB1
2,1.5833333333333335,Clustered,201595,STT3B,up_mes_only_SUB1
2,1.5833333333333335,Clustered,58505,OSTC,up_mes_only_SUB1
2,1.5833333333333335,Clustered,1301,COL11A1,up_mes_only_SUB1
2,1.5833333333333335,Clustered,1290,COL5A2,up_mes_only_SUB1
2,1.5833333333333335,Clustered,1278,COL1A2,up_mes_only_SUB1
2,1.5833333333333335,Clustered,29927,SEC61A1,up_mes_only_SUB1
2,1.5833333333333335,Seed,5714,PSMD8,up_mes_only_SUB1
2,1.5833333333333335,Clustered,871,SERPINH1,up_mes_only_SUB1
3,1.5,Clustered,29925,GMPPB,up_mes_only_SUB1
3,1.5,Clustered,5702,PSMC3,up_mes_only_SUB1
3,1.5,Clustered,2673,GFPT1,up_mes_only_SUB1
3,1.5,Seed,5689,PSMB1,up_mes_only_SUB1
4,1.0,Seed,8729,GBF1,up_mes_only_SUB1
4,1.0,Clustered,51014,TMED7,up_mes_only_SUB1
4,1.0,Clustered,9554,SEC22B,up_mes_only_SUB1
5,1.0,Seed,11285,B4GALT7,up_mes_only_SUB1
5,1.0,Clustered,126792,B3GALT6,up_mes_only_SUB1
5,1.0,Clustered,10675,CSPG5,up_mes_only_SUB1
