Network,Annotation
MyList,R-HSA-1474244|Extracellular matrix organization|-26.8;R-HSA-191273|Cholesterol biosynthesis|-15.6;R-HSA-381426|Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)|-13.6
