_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,1,0,0,0,0,1,0,0,-45,0,0,0,0,-5.5,0,PGB:00001,M01000010,2,0,PaGenBase,36,Tissue-specific: liver,,-45,8.6,22,30286,691,374,73,20,2,13|183|259|283|335|336|338|341|350|433|729|1244|1369|1468|1557|2155|2161|2168|2203|2244|2705|2720|2731|3026|3158|3170|3249|3698|3953|3960|4547|4582|5005|5053|5345|5624|5625|5950|5959|6035|6519|6690|7018|7032|7104|7274|8431|9032|9075|9104|9942|10247|10840|10998|11001|11199|22977|23464|27284|29881|29974|51085|51156|54346|63910|92292|127845|145226|196410|256394|257407|284111|388323,AADAC|AGT|AMBP|ANG|APOA1|APOA2|APOB|APOC1|APOH|ASGR2|C6|ABCC2|CPN1|SLC25A10|CYP2C19|F7|F12|FABP1|FBP1|FGB|GJB1|GLB1|GLDC|HABP2|HMGCS2|FOXA2|HPN|ITIH2|LEPR|LGALS4|MTTP|MUC1|ORM2|PAH|SERPINF2|PROC|PRODH|RBP4|RDH5|RNASE1|SLC3A1|SPINK1|TF|TFF2|TM4SF4|TTPA|NR0B2|TM4SF5|CLDN2|RGN|XYLB|RIDA|ALDH1L1|SLC27A5|SLC27A2|ANXA10|AKR7A3|GCAT|SULT1B1|NPC1L1|A1CF|MLXIPL|SERPINA10|UNC93A|SLC17A9|GLYATL1|GOLT1A|RDH12|TMT1B|SERPINA11|C2orf72|SLC13A5|GLTPD2,-41,0
0,1,0,0,0,0,0,0,0,-34,0,0,0,0,0,0,PGB:00058,M01000000,1,0,PaGenBase,36,Cell-specific: HEPG2,,-34,9.7,20,30286,425,374,51,14,1.8,174|183|259|283|335|338|341|350|364|433|1244|1543|1733|1800|1852|2168|2244|2705|2731|2747|2813|2938|2939|3170|3249|3698|4072|4547|5053|5174|5320|5345|5624|5625|5833|5950|6690|6927|7018|7032|7276|8416|8431|9032|9942|10205|10551|26762|29974|80704|257407,AFP|AGT|AMBP|ANG|APOA1|APOB|APOC1|APOH|AQP7|ASGR2|ABCC2|CYP1A1|DIO1|DPEP1|DUSP9|FABP1|FGB|GJB1|GLDC|GLUD2|GP2|GSTA1|GSTA2|FOXA2|HPN|ITIH2|EPCAM|MTTP|PAH|PDZK1|PLA2G2A|SERPINF2|PROC|PRODH|PCYT2|RBP4|SPINK1|HNF1A|TF|TFF2|TTR|ANXA9|NR0B2|TM4SF5|XYLB|MPZL2|AGR2|HAVCR1|A1CF|SLC19A3|C2orf72,-30,0
0,1,0,0,0,0,0,0,0,-15,0,0,0,0,0,0,PGB:00060,M01000000,1,0,PaGenBase,36,Cell-specific: liver cell,,-15,15,15,30286,91,374,17,4.5,1.1,174|183|259|335|336|338|350|2168|2244|3698|4069|4547|5005|5950|7018|7276|9032,AFP|AGT|AMBP|APOA1|APOA2|APOB|APOH|FABP1|FGB|ITIH2|LYZ|MTTP|ORM2|RBP4|TF|TTR|TM4SF5,-12,0
0,1,0,0,0,0,0,0,0,-14,0,0,0,0,0,0,PGB:00005,M01000000,1,0,PaGenBase,36,Tissue-specific: colon,,-14,6.5,11,30286,338,374,27,7.2,1.3,430|760|1045|3110|3960|4224|4640|4923|7033|7103|10331|10551|23491|25803|27134|51085|55808|56649|79170|81693|83998|91860|132014|140893|192134|222171|401546,ASCL2|CA2|CDX2|MNX1|LGALS4|MEP1A|MYO1A|NTSR1|TFF3|TSPAN8|B3GNT3|AGR2|CES3|SPDEF|TJP3|MLXIPL|ST6GALNAC1|TMPRSS4|PRR15L|AMN|REG4|CALML4|IL17RE|RBBP8NL|B3GNT6|PRR15|C9orf152,-11,0
0,1,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,PGB:00002,M01000000,1,0,PaGenBase,36,Tissue-specific: kidney,,-12,5,10,30286,483,374,30,8,1.4,760|1644|1733|1800|1852|2244|2731|2938|2939|3814|5174|5314|5625|6519|9071|9075|9942|11001|26762|27283|28970|51473|54885|55195|79849|80115|81693|284422|353189|377841,CA2|DDC|DIO1|DPEP1|DUSP9|FGB|GLDC|GSTA1|GSTA2|KISS1|PDZK1|PKHD1|PRODH|SLC3A1|CLDN10|CLDN2|XYLB|SLC27A2|HAVCR1|TINAG|C11orf54|DCDC2|TBC1D8B|CCDC198|NHERF4|BAIAP2L2|AMN|SMIM24|SLCO4C1|ENTPD8,-9.4,0
0,1,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,PGB:00139,M01000000,1,0,PaGenBase,36,Cell-specific: Renal Epithelial,,-11,19,14,30286,48,374,11,2.9,0.87,4072|9071|23242|26762|26996|27283|51473|54504|55195|254295|353189,EPCAM|CLDN10|COBL|HAVCR1|GPR160|TINAG|DCDC2|CPVL|CCDC198|PHYHD1|SLCO4C1,-8.2,0
0,0,0,0,1,0,1,0,0,0,0,0,-11,0,-2.4,0,PGB:00011,M00001010,2,0,PaGenBase,36,Tissue-specific: Smooth Muscle,,-11,15,13,30286,103,236,12,5.1,1.4,390|1000|2247|2919|3576|5054|5743|6372|9945|11010|54431|81688,RND3|CDH2|FGF2|CXCL1|CXCL8|SERPINE1|PTGS2|CXCL6|GFPT2|GLIPR1|DNAJC10|C6orf62,-7.9,0
0,1,0,0,0,0,0,0,0,-8.1,0,0,0,0,0,0,PGB:00006,M01000000,1,0,PaGenBase,36,Tissue-specific: small intestine,,-8.1,8.2,9.2,30286,128,374,13,3.5,0.95,13|3174|4224|4547|4640|7433|8694|9032|29881|54810|57016|79154|83998,AADAC|HNF4G|MEP1A|MTTP|MYO1A|VIPR1|DGAT1|TM4SF5|NPC1L1|GIPC2|AKR1B10|DHRS11|REG4,-5.8,0
0,1,0,0,0,0,0,0,0,-8.1,0,0,0,0,0,0,PGB:00105,M01000000,1,0,PaGenBase,36,Cell-specific: huh-7,,-8.1,25,13,30286,23,374,7,1.9,0.7,259|2168|4224|4547|6690|7276|80704,AMBP|FABP1|MEP1A|MTTP|SPINK1|TTR|SLC19A3,-5.8,0
0,0,0,0,1,1,0,0,0,0,0,0,-3.1,-5.2,0,0,PGB:00094,M00001100,2,0,PaGenBase,36,Cell-specific: Bronchial Epithelial Cells,,-5.2,7,6.9,30286,137,284,9,3.2,1,182|220|3934|4070|6273|9638|81706|84002|85377,JAG1|ALDH1A3|LCN2|TACSTD2|S100A2|FEZ1|PPP1R14C|B3GNT5|MICALL1,-3.4,0
