GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
M41700,TRAVAGLINI LUNG OLR1 CLASSICAL MONOCYTE CELL,0.0,0.0,0.0,0.0,-41.90291489085424,-10.167093744779077,-5.73804836282793,-9.09470826716936
M41697,TRAVAGLINI LUNG EREG DENDRITIC CELL,0.0,0.0,0.0,0.0,-14.648857937219455,-5.554455898706315,-3.9817249540995987,-7.528239827104253
M39175,MURARO PANCREAS MESENCHYMAL STROMAL CELL,0.0,0.0,-3.578760747656211,-7.083115077772108,-17.13079886584121,-7.463408513411539,-2.752672858300839,-3.1138987404583034
M39135,AIZARANI LIVER C39 EPCAM POS BILE DUCT CELLS 4,0.0,0.0,0.0,0.0,-21.709455001833526,-2.097041389229916,0.0,0.0
M39269,HU FETAL RETINA RGC,0.0,0.0,0.0,-11.234746278541488,0.0,-15.531925447481443,-4.83983061154315,0.0
M41652,TRAVAGLINI LUNG PROXIMAL BASAL CELL,-16.505780476404954,-4.36290579479727,0.0,0.0,0.0,0.0,-5.63726584646016,0.0
M41698,TRAVAGLINI LUNG TREM2 DENDRITIC CELL,-4.138821380935405,-2.267979432306674,0.0,0.0,-2.7223755843581157,0.0,-14.964440798243205,-3.9025630860722913
M40010,BUSSLINGER GASTRIC ISTHMUS CELLS,0.0,-9.83227248773378,0.0,0.0,-3.557974709232319,0.0,-18.746784659999996,0.0
M40276,DESCARTES FETAL PLACENTA AFP ALB POSITIVE CELLS,-2.1002797623796288,-30.2790163215442,0.0,0.0,0.0,0.0,-2.719800845469579,0.0
M40287,DESCARTES FETAL SPLEEN AFP ALB POSITIVE CELLS,-2.6150854245824444,-36.849189486230934,0.0,0.0,0.0,0.0,-5.404210809996627,0.0
M39118,AIZARANI LIVER C14 HEPATOCYTES 2,-3.62088021827014,-26.031871986411108,0.0,0.0,0.0,0.0,0.0,0.0
M40028,BUSSLINGER DUODENAL LATE IMMATURE ENTEROCYTES,-3.5209899279948464,-22.118959877395984,0.0,0.0,0.0,0.0,0.0,0.0
M40220,DESCARTES FETAL KIDNEY URETERIC BUD CELLS,0.0,-14.938385962001252,0.0,0.0,0.0,0.0,0.0,0.0
M40012,BUSSLINGER GASTRIC IMMATURE PIT CELLS,0.0,-18.14540688106761,0.0,0.0,0.0,0.0,0.0,0.0
M40013,BUSSLINGER GASTRIC MATURE PIT CELLS,0.0,-18.180826470058733,0.0,0.0,0.0,0.0,0.0,0.0
M39119,AIZARANI LIVER C17 HEPATOCYTES 3,0.0,-15.281529453975454,0.0,0.0,0.0,0.0,0.0,0.0
M39148,GAO SMALL INTESTINE 24W C4 ENTEROCYTE PROGENITOR SUBTYPE 2,0.0,-19.691472099383017,0.0,0.0,0.0,0.0,0.0,0.0
M40212,DESCARTES FETAL INTESTINE INTESTINAL EPITHELIAL CELLS,0.0,-37.2784504574385,0.0,0.0,0.0,0.0,0.0,0.0
M40234,DESCARTES FETAL LIVER HEPATOBLASTS,0.0,-57.88384659984361,0.0,0.0,0.0,0.0,0.0,0.0
M39115,AIZARANI LIVER C11 HEPATOCYTES 1,0.0,-33.29601848418704,0.0,0.0,0.0,0.0,-2.989376645494753,0.0
