_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,0,0,1,0,0,1,0,0,0,0,-14,0,0,-4.1,C3714514,M00001001,2,0,DisGeNET,35,Infection,,-14,6.8,11,30286,491,236,26,11,2,1540|1616|3105|3106|3107|3135|3383|3455|3460|3576|3600|3659|3665|4277|4478|4792|4836|5366|5743|6890|7412|8772|8795|8870|9308|23586,CYLD|DAXX|HLA-A|HLA-B|HLA-C|HLA-G|ICAM1|IFNAR2|IFNGR2|CXCL8|IL15|IRF1|IRF7|MICB|MSN|NFKBIA|NMT1|PMAIP1|PTGS2|TAP1|VCAM1|FADD|TNFRSF10B|IER3|CD83|RIGI,-11,0
0,0,0,0,1,0,1,1,0,0,0,0,-14,0,-2.6,-2.8,C3495559,M00001011,3,0,DisGeNET,35,Juvenile arthritis,,-14,7.1,12,30286,450,236,25,11,2,1839|2120|2919|3105|3106|3107|3135|3383|3576|3659|4478|4792|5687|5698|6372|6890|7128|7185|7412|9235|9308|10019|10950|81565|283635,HBEGF|ETV6|CXCL1|HLA-A|HLA-B|HLA-C|HLA-G|ICAM1|CXCL8|IRF1|MSN|NFKBIA|PSMA6|PSMB9|CXCL6|TAP1|TNFAIP3|TRAF1|VCAM1|IL32|CD83|SH2B3|BTG3|NDEL1|FAM177A1,-11,0
0,0,0,0,1,0,0,1,0,0,0,0,-13,0,0,-2.8,C0151449,M00001001,2,0,DisGeNET,35,Primary Sjögren's syndrome,,-13,8.6,12,30286,312,236,21,8.9,1.9,2919|3105|3106|3107|3383|3576|3589|3600|4792|5045|5293|5698|5743|6776|6868|7128|10148|10318|10950|23586|146433,CXCL1|HLA-A|HLA-B|HLA-C|ICAM1|CXCL8|IL11|IL15|NFKBIA|FURIN|PIK3CD|PSMB9|PTGS2|STAT5A|ADAM17|TNFAIP3|EBI3|TNIP1|BTG3|RIGI|IL34,-10,0
0,0,0,0,1,1,1,1,0,0,0,0,-13,-2.2,-4.2,-4.6,C0004623,M00001111,4,0,DisGeNET,35,Bacterial Infections,,-13,5.8,11,30286,616,236,28,12,2.1,650|1282|1465|1540|2247|2919|2920|3106|3383|3576|3656|3665|3918|4478|4792|5054|5293|5743|7187|7980|8772|9235|9636|10019|10148|11332|51571|80149,BMP2|COL4A1|CSRP1|CYLD|FGF2|CXCL1|CXCL2|HLA-B|ICAM1|CXCL8|IRAK2|IRF7|LAMC2|MSN|NFKBIA|SERPINE1|PIK3CD|PTGS2|TRAF3|TFPI2|FADD|IL32|ISG15|SH2B3|EBI3|ACOT7|CYRIB|ZC3H12A,-10,0
0,1,0,0,1,0,0,1,0,-3.2,0,0,-13,0,0,-2.9,C0004943,M01001001,3,0,DisGeNET,35,Behcet Syndrome,,-13,6.4,11,30286,502,236,25,11,2,1435|2919|3105|3106|3107|3135|3383|3576|3589|3600|3659|3918|4277|4792|5054|5713|6372|6890|7128|7412|9235|9308|10318|24145|81565,CSF1|CXCL1|HLA-A|HLA-B|HLA-C|HLA-G|ICAM1|CXCL8|IL11|IL15|IRF1|LAMC2|MICB|NFKBIA|SERPINE1|PSMD7|CXCL6|TAP1|TNFAIP3|VCAM1|IL32|CD83|TNIP1|PANX1|NDEL1,-9.7,0
0,0,0,0,1,0,0,0,0,0,0,0,-13,0,0,0,C0026896,M00001000,1,0,DisGeNET,35,Myasthenia Gravis,,-13,8,11,30286,336,236,21,8.9,1.9,23|43|1435|1890|2919|3105|3106|3107|3135|3600|3726|3976|4277|5971|6890|7128|9308|9423|10148|10318|23586,ABCF1|ACHE|CSF1|TYMP|CXCL1|HLA-A|HLA-B|HLA-C|HLA-G|IL15|JUNB|LIF|MICB|RELB|TAP1|TNFAIP3|CD83|NTN1|EBI3|TNIP1|RIGI,-9.6,0
0,0,0,0,1,0,0,1,0,0,0,0,-12,0,0,-3,C2062441,M00001001,2,0,DisGeNET,35,Influenza A,,-12,5.9,10,30286,562,236,26,11,2,2247|2633|2919|2920|3105|3106|3107|3383|3455|3576|3600|3659|3665|3726|5054|5293|5708|5743|7415|8772|9235|9636|10148|23586|80149|115908,FGF2|GBP1|CXCL1|CXCL2|HLA-A|HLA-B|HLA-C|ICAM1|IFNAR2|CXCL8|IL15|IRF1|IRF7|JUNB|SERPINE1|PIK3CD|PSMD2|PTGS2|VCP|FADD|IL32|ISG15|EBI3|RIGI|ZC3H12A|CTHRC1,-9.5,0
0,1,0,0,1,1,1,0,0,-12,0,0,-3.6,-3.2,-2.8,0,C2316810,M01001110,4,0,DisGeNET,35,Chronic kidney disease stage 5,,-12,4.3,9.5,30286,666,374,35,9.4,1.5,54|174|183|259|335|338|664|729|1244|1351|1543|1557|1644|2244|2591|2740|2938|3065|4072|4582|5320|5950|6519|7163|7276|8796|9771|10855|23731|26762|27283|51473|54885|80704|83715,ACP5|AFP|AGT|AMBP|APOA1|APOB|BNIP3|C6|ABCC2|COX8A|CYP1A1|CYP2C19|DDC|FGB|GALNT3|GLP1R|GSTA1|HDAC1|EPCAM|MUC1|PLA2G2A|RBP4|SLC3A1|TPD52|TTR|SCEL|RAPGEF5|HPSE|TMEM245|HAVCR1|TINAG|DCDC2|TBC1D8B|SLC19A3|ESPN,-9.3,0
0,0,0,0,1,0,0,0,0,0,0,0,-12,0,0,0,C1333064,M00001000,1,0,DisGeNET,35,Classical Hodgkin's Lymphoma,,-12,8.6,11,30286,285,236,19,8.1,1.8,1540|3105|3107|3135|3600|3726|4277|4792|5293|5452|5698|5743|5971|6776|7128|7187|8073|9308|23586,CYLD|HLA-A|HLA-C|HLA-G|IL15|JUNB|MICB|NFKBIA|PIK3CD|POU2F2|PSMB9|PTGS2|RELB|STAT5A|TNFAIP3|TRAF3|PTP4A2|CD83|RIGI,-9.1,0
0,0,0,0,1,0,0,0,0,0,0,0,-11,0,0,0,C2347747,M00001000,1,0,DisGeNET,35,Adult Classical Hodgkin Lymphoma,,-11,9.4,11,30286,233,236,17,7.2,1.7,1540|3105|3107|3135|3600|3726|4277|4792|5293|5452|5698|5971|6776|7128|7187|8073|23586,CYLD|HLA-A|HLA-C|HLA-G|IL15|JUNB|MICB|NFKBIA|PIK3CD|POU2F2|PSMB9|RELB|STAT5A|TNFAIP3|TRAF3|PTP4A2|RIGI,-8.5,0
