_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,1,0,0,0,0,0,0,0,-58,0,0,0,0,0,0,M40234,M01000000,1,0,Cell Type Signatures,7,DESCARTES FETAL LIVER HEPATOBLASTS,,-58,12,28,30286,500,374,75,20,2.1,13|174|183|216|259|283|335|336|338|341|350|433|729|1244|1369|1644|1733|1852|2065|2155|2161|2168|2203|2244|2705|2731|2939|3026|3158|3170|3174|3249|3698|4224|4547|5053|5174|5314|5345|5624|5950|6927|7018|7104|7108|7274|7276|8431|9104|10247|10840|27134|29881|29974|51085|51156|51473|55195|80704|81693|92292|134548|149466|151258|197257|256394|257407|257629|283375|284111|319089|388323|388595|389434|100996492,AADAC|AFP|AGT|ALDH1A1|AMBP|ANG|APOA1|APOA2|APOB|APOC1|APOH|ASGR2|C6|ABCC2|CPN1|DDC|DIO1|DUSP9|ERBB3|F7|F12|FABP1|FBP1|FGB|GJB1|GLDC|GSTA2|HABP2|HMGCS2|FOXA2|HNF4G|HPN|ITIH2|MEP1A|MTTP|PAH|PDZK1|PKHD1|SERPINF2|PROC|RBP4|HNF1A|TF|TM4SF4|TM7SF2|TTPA|TTR|NR0B2|RGN|RIDA|ALDH1L1|TJP3|NPC1L1|A1CF|MLXIPL|SERPINA10|DCDC2|CCDC198|SLC19A3|AMN|GLYATL1|SOWAHA|C1orf210|SLC38A11|LDHD|SERPINA11|C2orf72|ANKS4B|SLC39A5|SLC13A5|TTC6|GLTPD2|TMEM82|IYD|CTXND1,-53,0
0,0,0,0,1,1,1,1,0,0,0,0,-42,-10,-5.7,-9.1,M41700,M00001111,4,0,Cell Type Signatures,7,TRAVAGLINI LUNG OLR1 CLASSICAL MONOCYTE CELL,,-42,10,23,30286,726,236,59,25,2.8,101|329|1263|1326|1839|1890|2120|2633|2768|2919|2920|3383|3460|3576|3656|3665|3685|4478|4792|4794|5045|5216|5271|5306|5687|5743|5971|6868|7127|7128|7185|7262|7323|7532|8460|8870|9050|9308|9589|9636|10019|10096|10318|11177|11182|22904|23258|29015|51088|51371|51582|57655|59269|59274|64778|80149|83937|91351|94240,ADAM8|BIRC2|PLK3|MAP3K8|HBEGF|TYMP|ETV6|GBP1|GNA12|CXCL1|CXCL2|ICAM1|IFNGR2|CXCL8|IRAK2|IRF7|ITGAV|MSN|NFKBIA|NFKBIE|FURIN|PFN1|SERPINB8|PITPNA|PSMA6|PTGS2|RELB|ADAM17|TNFAIP2|TNFAIP3|TRAF1|PHLDA2|UBE2D3|YWHAG|TPST1|IER3|PSTPIP2|CD83|WTAP|ISG15|SH2B3|ACTR3|TNIP1|BAZ1A|SLC2A6|SBNO2|DENND5A|SLC43A3|KLHL5|POMP|AZIN1|GRAMD1A|HIVEP3|TLNRD1|FNDC3B|ZC3H12A|RASSF4|DDX60L|EPSTI1,-38,0
0,1,0,0,0,0,0,0,0,-37,0,0,0,0,0,0,M40212,M01000000,1,0,Cell Type Signatures,7,DESCARTES FETAL INTESTINE INTESTINAL EPITHELIAL CELLS,,-37,13,23,30286,276,374,46,12,1.7,13|174|183|335|336|338|729|1244|1557|2168|2644|2705|2938|2939|4224|4547|5625|5950|7103|7433|8694|9075|10840|27134|27283|27284|54810|54905|55195|55808|64080|79774|80004|80704|81693|117247|123099|140893|155465|196410|222171|257407|284422|339456|388323|389434,AADAC|AFP|AGT|APOA1|APOA2|APOB|C6|ABCC2|CYP2C19|FABP1|GCHFR|GJB1|GSTA1|GSTA2|MEP1A|MTTP|PRODH|RBP4|TSPAN8|VIPR1|DGAT1|CLDN2|ALDH1L1|TJP3|TINAG|SULT1B1|GIPC2|CYP2W1|CCDC198|ST6GALNAC1|RBKS|GRTP1|ESRP2|SLC19A3|AMN|SLC16A10|DEGS2|RBBP8NL|AGR3|TMT1B|PRR15|C2orf72|SMIM24|TMEM52|GLTPD2|IYD,-33,0
1,1,0,0,0,0,1,0,-2.6,-37,0,0,0,0,-5.4,0,M40287,M11000010,3,0,Cell Type Signatures,7,DESCARTES FETAL SPLEEN AFP ALB POSITIVE CELLS,,-37,17,25,30286,188,374,40,11,1.6,174|183|259|335|336|338|341|350|433|1468|1852|2155|2161|2168|2244|2628|2705|2731|2938|3026|3158|3249|3698|4547|5053|5314|5345|5618|5833|5950|7018|7104|7108|7276|11001|29974|64080|81693|283375|284111,AFP|AGT|AMBP|APOA1|APOA2|APOB|APOC1|APOH|ASGR2|SLC25A10|DUSP9|F7|F12|FABP1|FGB|GATM|GJB1|GLDC|GSTA1|HABP2|HMGCS2|HPN|ITIH2|MTTP|PAH|PKHD1|SERPINF2|PRLR|PCYT2|RBP4|TF|TM4SF4|TM7SF2|TTR|SLC27A2|A1CF|RBKS|AMN|SLC39A5|SLC13A5,-33,0
0,1,0,0,0,0,1,0,0,-33,0,0,0,0,-3,0,M39115,M01000010,2,0,Cell Type Signatures,7,AIZARANI LIVER C11 HEPATOCYTES 1,,-33,12,21,30286,298,374,44,12,1.7,13|183|216|259|283|335|336|338|341|350|433|664|729|1557|2161|2168|2203|2244|2628|2938|2939|3158|3249|3698|4547|5005|5053|5345|5624|5950|7018|7276|9104|10247|10840|10998|11001|28970|29974|51085|55268|92292|256394|284111,AADAC|AGT|ALDH1A1|AMBP|ANG|APOA1|APOA2|APOB|APOC1|APOH|ASGR2|BNIP3|C6|CYP2C19|F12|FABP1|FBP1|FGB|GATM|GSTA1|GSTA2|HMGCS2|HPN|ITIH2|MTTP|ORM2|PAH|SERPINF2|PROC|RBP4|TF|TTR|RGN|RIDA|ALDH1L1|SLC27A5|SLC27A2|C11orf54|A1CF|MLXIPL|ECHDC2|GLYATL1|SERPINA11|SLC13A5,-30,0
1,1,0,0,0,0,1,0,-2.1,-30,0,0,0,0,-2.7,0,M40276,M11000010,3,0,Cell Type Signatures,7,DESCARTES FETAL PLACENTA AFP ALB POSITIVE CELLS,,-30,16,22,30286,171,374,34,9.1,1.5,174|183|259|335|336|338|350|433|1244|1644|1733|2161|2168|2244|2938|3158|3698|4224|5053|5345|5950|7018|7104|7108|7276|10247|29974|51085|51156|81693|83715|127845|283375|284111,AFP|AGT|AMBP|APOA1|APOA2|APOB|APOH|ASGR2|ABCC2|DDC|DIO1|F12|FABP1|FGB|GSTA1|HMGCS2|ITIH2|MEP1A|PAH|SERPINF2|RBP4|TF|TM4SF4|TM7SF2|TTR|RIDA|A1CF|MLXIPL|SERPINA10|AMN|ESPN|GOLT1A|SLC39A5|SLC13A5,-27,0
1,1,0,0,0,0,0,0,-3.6,-26,0,0,0,0,0,0,M39118,M11000000,2,0,Cell Type Signatures,7,AIZARANI LIVER C14 HEPATOCYTES 2,,-26,12,19,30286,226,374,34,9.1,1.5,216|259|283|335|336|338|341|350|433|664|2161|2168|2203|2244|2628|2705|2938|2939|3158|3249|5005|5320|5345|5950|7018|7276|9104|10247|10840|10998|29974|51085|92292|256394,ALDH1A1|AMBP|ANG|APOA1|APOA2|APOB|APOC1|APOH|ASGR2|BNIP3|F12|FABP1|FBP1|FGB|GATM|GJB1|GSTA1|GSTA2|HMGCS2|HPN|ORM2|PLA2G2A|SERPINF2|RBP4|TF|TTR|RGN|RIDA|ALDH1L1|SLC27A5|A1CF|MLXIPL|GLYATL1|SERPINA11,-22,0
1,1,0,0,0,0,0,0,-3.5,-22,0,0,0,0,0,0,M40028,M11000000,2,0,Cell Type Signatures,7,BUSSLINGER DUODENAL LATE IMMATURE ENTEROCYTES,,-22,13,18,30286,177,374,28,7.5,1.4,13|216|338|760|1543|2168|2203|2628|3158|3174|3960|4224|4547|4640|5357|7104|8694|8972|9032|22977|57016|64284|79154|79849|81693|84418|283375|284422,AADAC|ALDH1A1|APOB|CA2|CYP1A1|FABP1|FBP1|GATM|HMGCS2|HNF4G|LGALS4|MEP1A|MTTP|MYO1A|PLS1|TM4SF4|DGAT1|MGAM|TM4SF5|AKR7A3|AKR1B10|RAB17|DHRS11|NHERF4|AMN|CYSTM1|SLC39A5|SMIM24,-19,0
0,0,0,0,1,1,0,0,0,0,0,0,-22,-2.1,0,0,M39135,M00001100,2,0,Cell Type Signatures,7,AIZARANI LIVER C39 EPCAM POS BILE DUCT CELLS 4,,-22,17,19,30286,184,236,24,10,2,650|1435|1839|2919|3460|3576|3624|3914|3918|3976|4739|4791|4792|6372|7127|7168|7262|8795|9235|11177|27063|81788|85456|91107,BMP2|CSF1|HBEGF|CXCL1|IFNGR2|CXCL8|INHBA|LAMB3|LAMC2|LIF|NEDD9|NFKB2|NFKBIA|CXCL6|TNFAIP2|TPM1|PHLDA2|TNFRSF10B|IL32|BAZ1A|ANKRD1|NUAK2|TNKS1BP1|TRIM47,-18,0
0,1,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,M39148,M01000000,1,0,Cell Type Signatures,7,GAO SMALL INTESTINE 24W C4 ENTEROCYTE PROGENITOR SUBTYPE 2,,-20,18,18,30286,97,374,21,5.6,1.2,54|174|183|335|338|1244|1644|1800|2203|2644|2705|4224|4640|5950|8431|9104|27284|127845|196410|255043|284422,ACP5|AFP|AGT|APOA1|APOB|ABCC2|DDC|DPEP1|FBP1|GCHFR|GJB1|MEP1A|MYO1A|RBP4|NR0B2|RGN|SULT1B1|GOLT1A|TMT1B|TMEM86B|SMIM24,-16,0
