GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
M12240,NFKB C,0.0,0.0,0.0,-3.605012805103856,-8.443358318172471,-5.010697986266696,0.0,0.0
M2146,STAT1 03,0.0,0.0,0.0,0.0,-6.93811626721203,-2.541424888214746,-2.3299614878325716,0.0
M2549,NFKB Q6 01,0.0,0.0,0.0,-2.6024865726167894,-13.31376534158621,0.0,0.0,0.0
M2315,NFKAPPAB65 01,0.0,0.0,0.0,-3.229630668706509,-12.1131159712284,0.0,0.0,0.0
M9949,NFKAPPAB 01,0.0,0.0,0.0,-2.4272668060285483,-17.158744694467142,0.0,0.0,-2.198575042785787
M6969,BACH1 01,0.0,0.0,0.0,0.0,-7.642513951836259,0.0,0.0,0.0
M10143,CREL 01,0.0,0.0,0.0,0.0,-9.644964327983445,0.0,0.0,0.0
M533,STTTCRNTTT IRF Q6,0.0,0.0,0.0,0.0,-5.533571527543084,0.0,0.0,-8.919697962171947
M11921,NFKB Q6,0.0,0.0,0.0,0.0,-10.601877515286642,0.0,0.0,-2.171785744133163
M16200,ISRE 01,0.0,0.0,-3.8218748808796335,0.0,-6.957958387368082,0.0,-2.3401181073235273,-4.923596237344699
M9769,CTGCAGY UNKNOWN,0.0,0.0,-6.383582973136241,-7.3586658348130065,0.0,-3.7994466066122916,0.0,0.0
M7691,CATTGTYY SOX9 B1,0.0,0.0,-2.08026233068761,-9.173230830739614,0.0,-3.1121767019472,0.0,0.0
M17712,WGTTNNNNNAAA UNKNOWN,0.0,-2.0188224340022933,-2.622448085738489,-9.376853125991671,-2.8377982230329692,-2.1901382237379146,0.0,0.0
M9645,GGGYGTGNY UNKNOWN,0.0,0.0,-7.392059251621667,-4.036946108020445,-2.975552936812084,-5.053942911827273,-2.3200452475529585,0.0
M4815,WTTGKCTG UNKNOWN,0.0,0.0,-2.870082281737208,-8.34590694550909,0.0,0.0,-2.5618862818161707,0.0
M14782,VDR Q3,-3.5442534279164977,0.0,-7.318979556647235,-2.654222462206137,0.0,0.0,0.0,0.0
M11442,HNF1 Q6,0.0,-8.410451079527087,0.0,0.0,0.0,0.0,0.0,0.0
M15429,HNF1 01,0.0,-9.53032563278783,-2.053484101596553,0.0,0.0,0.0,0.0,0.0
M14593,HNF1 C,-2.0290437653324296,-11.195536404203752,0.0,0.0,0.0,0.0,0.0,0.0
M4764,TGTTTGY HNF3 Q6,-2.515835485244982,-7.6988421534010385,-2.3013001595600047,0.0,0.0,0.0,-2.732857430664516,0.0
