_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,0,0,1,1,0,0,0,0,0,0,-4.9,-3.1,0,0,0,WP3646,Hepatitis C and hepatocellular carcinoma,M00011000,2,0
0,0,0,1,0,1,0,0,0,0,0,-5.7,0,-3.9,0,0,GO:0046649,lymphocyte activation,M00010100,2,0
0,0,1,1,0,0,0,0,0,0,-2.4,-11,0,0,0,0,M5911,HALLMARK INTERFERON ALPHA RESPONSE,M00110000,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-3.4,-3.3,GO:0018279,protein N-linked glycosylation via asparagine,M00000011,2,0
0,0,0,1,0,1,0,0,0,0,0,-17,0,-9.7,0,0,R-HSA-1280215,Cytokine Signaling in Immune system,M00010100,2,0
1,0,1,0,0,0,0,0,-2.9,0,-2.4,0,0,0,0,0,GO:0016310,phosphorylation,M10100000,2,0
0,0,0,1,1,0,0,0,0,0,0,-6.2,-5.1,0,0,0,hsa04380,Osteoclast differentiation,M00011000,2,0
0,1,0,0,0,0,1,0,0,-2.5,0,0,0,0,-2.5,0,GO:1990542,mitochondrial transmembrane transport,M01000010,2,0
0,0,0,1,1,0,0,0,0,0,0,-2.6,-4.3,0,0,0,WP4172,PI3K Akt signaling pathway,M00011000,2,0
0,0,0,1,0,1,0,0,0,0,0,-2,0,-2.9,0,0,GO:0002573,myeloid leukocyte differentiation,M00010100,2,0
1,0,0,0,0,0,1,0,-3.4,0,0,0,0,0,-2.3,0,GO:1901617,organic hydroxy compound biosynthetic process,M10000010,2,0
0,0,0,1,0,1,0,0,0,0,0,-3.5,0,-3.2,0,0,GO:0032944,regulation of mononuclear cell proliferation,M00010100,2,0
1,0,0,0,0,0,0,1,-2.1,0,0,0,0,0,0,-3.2,hsa04974,Protein digestion and absorption,M10000001,2,0
1,0,1,0,0,0,0,0,-3.6,0,-2.4,0,0,0,0,0,GO:0032868,response to insulin,M10100000,2,0
1,0,0,0,1,0,0,0,-2,0,0,0,-2.1,0,0,0,GO:0046513,ceramide biosynthetic process,M10001000,2,0
0,0,0,1,1,0,0,0,0,0,0,-2.7,-2.2,0,0,0,WP4540,Hippo signaling regulation pathways,M00011000,2,0
0,0,0,1,1,0,0,0,0,0,0,-2.1,-5,0,0,0,GO:0010594,regulation of endothelial cell migration,M00011000,2,0
0,0,0,1,1,0,0,0,0,0,0,-2.1,-3.6,0,0,0,WP2118,Arrhythmogenic right ventricular cardiomyopathy,M00011000,2,0
1,0,0,0,0,0,1,0,-4.9,0,0,0,0,0,-2.1,0,hsa00010,Glycolysis / Gluconeogenesis,M10000010,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-5.7,-9,R-HSA-381119,Unfolded Protein Response (UPR),M00000011,2,0
0,0,1,1,0,0,0,0,0,0,-2.5,-2.8,0,0,0,0,WP364,IL6 signaling pathway,M00110000,2,0
0,1,0,0,0,0,1,0,0,-4.6,0,0,0,0,-2.2,0,GO:0006869,lipid transport,M01000010,2,0
1,1,0,0,0,0,0,0,-2.2,-2.7,0,0,0,0,0,0,hsa04979,Cholesterol metabolism,M11000000,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.5,0,-2.7,0,0,GO:0046718,symbiont entry into host cell,M00010100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-2.2,-3,0,0,GO:0043086,negative regulation of catalytic activity,M00001100,2,0
1,0,0,0,1,0,0,0,-2.1,0,0,0,-2.2,0,0,0,GO:0060840,artery development,M10001000,2,0
0,0,0,1,0,1,0,0,0,0,0,-4.7,0,-4.3,0,0,GO:0051249,regulation of lymphocyte activation,M00010100,2,0
0,0,0,0,1,0,1,0,0,0,0,0,-4.6,0,-2.5,0,GO:0070527,platelet aggregation,M00001010,2,0
0,0,0,1,0,0,1,0,0,0,0,-5,0,0,-8.1,0,GO:0072657,protein localization to membrane,M00010010,2,0
0,0,0,1,0,1,0,0,0,0,0,-3.5,0,-4.3,0,0,R-HSA-418594,G alpha (i) signalling events,M00010100,2,0
0,0,0,1,0,1,0,0,0,0,0,-4.9,0,-7.5,0,0,GO:0050678,regulation of epithelial cell proliferation,M00010100,2,0
0,0,1,1,0,0,0,0,0,0,-2.6,-2.9,0,0,0,0,GO:0032373,positive regulation of sterol transport,M00110000,2,0
0,0,0,0,0,1,0,1,0,0,0,0,0,-2.2,0,-2.4,M68,PID RHOA REG PATHWAY,M00000101,2,0
1,1,0,0,0,0,0,0,-2.4,-2.2,0,0,0,0,0,0,GO:0097305,response to alcohol,M11000000,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.2,0,-4.9,0,0,GO:0071219,cellular response to molecule of bacterial origin,M00010100,2,0
1,0,0,0,1,0,0,0,-2.6,0,0,0,-2.1,0,0,0,GO:0006936,muscle contraction,M10001000,2,0
0,0,1,0,1,0,0,0,0,0,-4.7,0,-6.1,0,0,0,GO:0010810,regulation of cell-substrate adhesion,M00101000,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.4,0,-6.3,0,0,WP2431,Spinal cord injury,M00010100,2,0
1,1,0,0,0,0,0,0,-2.9,-2.4,0,0,0,0,0,0,R-HSA-390918,Peroxisomal lipid metabolism,M11000000,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.1,0,-5.5,0,0,R-HSA-388396,GPCR downstream signalling,M00010100,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.3,0,-4.5,0,0,R-HSA-375276,Peptide ligand-binding receptors,M00010100,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.8,0,-3,0,0,GO:0002757,immune response-activating signaling pathway,M00010100,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.3,0,-2.4,0,0,GO:0034341,response to type II interferon,M00010100,2,0
0,0,1,0,1,0,0,0,0,0,-4.6,0,-2.6,0,0,0,GO:0007610,behavior,M00101000,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-5.2,-2.6,hsa00513,Various types of N-glycan biosynthesis,M00000011,2,0
0,0,0,1,1,0,0,0,0,0,0,-2.6,-4.4,0,0,0,hsa04530,Tight junction,M00011000,2,0
0,0,1,0,0,0,0,1,0,0,-2.1,0,0,0,0,-3.1,GO:0030282,bone mineralization,M00100001,2,0
1,1,0,0,0,0,0,0,-2.8,-2.9,0,0,0,0,0,0,M5948,HALLMARK BILE ACID METABOLISM,M11000000,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-3.6,-10,R-HSA-381038,XBP1(S) activates chaperone genes,M00000011,2,0
0,0,0,1,1,0,0,0,0,0,0,-2.6,-2.9,0,0,0,hsa04350,TGF-beta signaling pathway,M00011000,2,0
1,1,0,0,0,0,0,0,-5.1,-5.6,0,0,0,0,0,0,GO:0006066,alcohol metabolic process,M11000000,2,0
0,0,0,1,0,1,0,0,0,0,0,-4.9,0,-6.5,0,0,hsa05134,Legionellosis,M00010100,2,0
1,0,1,0,0,0,0,0,-2.8,0,-2.7,0,0,0,0,0,GO:0006468,protein phosphorylation,M10100000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-2.5,-2.4,0,0,GO:0002088,lens development in camera-type eye,M00001100,2,0
0,0,0,1,0,1,0,0,0,0,0,-3.1,0,-2.3,0,0,hsa05130,Pathogenic Escherichia coli infection,M00010100,2,0
0,0,0,1,0,1,0,0,0,0,0,-3,0,-2.5,0,0,WP4331,Neovascularization processes,M00010100,2,0
0,0,1,0,1,0,0,0,0,0,-2.4,0,-3.9,0,0,0,GO:0050768,negative regulation of neurogenesis,M00101000,2,0
0,1,0,0,0,0,1,0,0,-3.5,0,0,0,0,-2.3,0,GO:0170040,proteinogenic amino acid catabolic process,M01000010,2,0
0,1,0,0,1,0,0,0,0,-6.6,0,0,-2.1,0,0,0,GO:0046942,carboxylic acid transport,M01001000,2,0
0,1,0,0,1,0,0,0,0,-2.6,0,0,-2.9,0,0,0,GO:0060249,anatomical structure homeostasis,M01001000,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.2,0,-2.1,0,0,GO:0070374,positive regulation of ERK1 and ERK2 cascade,M00010100,2,0
1,1,0,0,0,0,0,0,-2.1,-2.1,0,0,0,0,0,0,GO:0044270,cellular nitrogen compound catabolic process,M11000000,2,0
1,0,0,0,0,1,0,0,-6.7,0,0,0,0,-2.4,0,0,GO:0006631,fatty acid metabolic process,M10000100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-2.9,-4.1,0,0,M169,PID INTEGRIN2 PATHWAY,M00001100,2,0
0,0,0,1,1,0,0,0,0,0,0,-3.6,-2.6,0,0,0,GO:0045859,regulation of protein kinase activity,M00011000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-2.5,-3.1,0,0,M145,PID P53 DOWNSTREAM PATHWAY,M00001100,2,0
0,0,1,0,0,0,1,0,0,0,-2.2,0,0,0,-2.3,0,GO:0001755,neural crest cell migration,M00100010,2,0
0,0,0,1,0,1,0,0,0,0,0,-4.7,0,-5.4,0,0,GO:0045087,innate immune response,M00010100,2,0
0,0,0,1,1,0,0,0,0,0,0,-3.5,-2.1,0,0,0,hsa04620,Toll-like receptor signaling pathway,M00011000,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-2.7,-2.6,GO:0032024,positive regulation of insulin secretion,M00000011,2,0
0,0,1,0,1,0,0,0,0,0,-4.6,0,-3.5,0,0,0,GO:0010811,positive regulation of cell-substrate adhesion,M00101000,2,0
1,1,0,0,0,0,0,0,-3.4,-2.5,0,0,0,0,0,0,R-HSA-8978868,Fatty acid metabolism,M11000000,2,0
1,0,0,0,0,1,0,0,-2.5,0,0,0,0,-2.9,0,0,GO:0048880,sensory system development,M10000100,2,0
0,0,0,1,1,0,0,0,0,0,0,-4.2,-3.3,0,0,0,hsa04144,Endocytosis,M00011000,2,0
0,0,0,1,0,1,0,0,0,0,0,-3.4,0,-5.7,0,0,GO:0022409,positive regulation of cell-cell adhesion,M00010100,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.7,0,-2.9,0,0,R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,M00010100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-4.3,-2.3,0,0,R-HSA-421270,Cell-cell junction organization,M00001100,2,0
0,0,1,0,1,0,0,0,0,0,-3,0,-2,0,0,0,GO:0120034,positive regulation of plasma membrane bounded cell projection assembly,M00101000,2,0
0,0,0,1,1,0,0,0,0,0,0,-3.8,-2.2,0,0,0,M50,PID PTP1B PATHWAY,M00011000,2,0
0,1,0,0,1,0,0,0,0,-3.5,0,0,-2.4,0,0,0,GO:0001892,embryonic placenta development,M01001000,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-2.4,-2.3,GO:0050796,regulation of insulin secretion,M00000011,2,0
0,0,0,1,1,0,0,0,0,0,0,-3.5,-3.8,0,0,0,WP710,DNA damage response only ATM dependent,M00011000,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.9,0,-2.7,0,0,GO:0050679,positive regulation of epithelial cell proliferation,M00010100,2,0
1,0,0,0,0,0,0,1,-2.6,0,0,0,0,0,0,-2,GO:0010035,response to inorganic substance,M10000001,2,0
0,0,0,1,0,1,0,0,0,0,0,-3.9,0,-2.2,0,0,R-HSA-5357905,Regulation of TNFR1 signaling,M00010100,2,0
0,0,1,0,0,0,0,1,0,0,-2.4,0,0,0,0,-2.4,GO:0006892,post-Golgi vesicle-mediated transport,M00100001,2,0
0,0,0,1,0,0,0,1,0,0,0,-3,0,0,0,-2.7,M5944,HALLMARK ANGIOGENESIS,M00010001,2,0
0,0,1,0,1,0,0,0,0,0,-2.8,0,-4,0,0,0,GO:0022604,regulation of cell morphogenesis,M00101000,2,0
0,0,1,1,0,0,0,0,0,0,-4.1,-2.3,0,0,0,0,GO:0032271,regulation of protein polymerization,M00110000,2,0
0,1,0,1,0,0,0,0,0,-2.7,0,-2.7,0,0,0,0,GO:0034284,response to monosaccharide,M01010000,2,0
0,1,0,0,1,0,0,0,0,-2.3,0,0,-3.1,0,0,0,GO:0001890,placenta development,M01001000,2,0
0,0,0,1,0,1,0,0,0,0,0,-4.7,0,-5.8,0,0,GO:0050727,regulation of inflammatory response,M00010100,2,0
0,0,0,1,0,1,0,0,0,0,0,-3.5,0,-2.7,0,0,GO:1905954,positive regulation of lipid localization,M00010100,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.8,0,-2.2,0,0,GO:0048525,negative regulation of viral process,M00010100,2,0
1,1,0,0,0,0,0,0,-9.6,-7.8,0,0,0,0,0,0,M5935,HALLMARK FATTY ACID METABOLISM,M11000000,2,0
0,0,0,1,1,0,0,0,0,0,0,-2.6,-2.1,0,0,0,WP75,Toll like receptor signaling pathway,M00011000,2,0
0,0,0,1,1,0,0,0,0,0,0,-3,-2.6,0,0,0,M65,PID FRA PATHWAY,M00011000,2,0
0,1,1,0,0,0,0,0,0,-2.1,-2.6,0,0,0,0,0,GO:0048511,rhythmic process,M01100000,2,0
0,0,0,1,1,0,0,0,0,0,0,-4.9,-2.1,0,0,0,WP4754,IL 18 signaling pathway,M00011000,2,0
0,0,0,1,0,1,0,0,0,0,0,-3,0,-4.3,0,0,GO:1903530,regulation of secretion by cell,M00010100,2,0
0,0,1,0,0,0,0,1,0,0,-2,0,0,0,0,-4.1,GO:0006903,vesicle targeting,M00100001,2,0
0,0,1,0,1,0,0,0,0,0,-2.5,0,-2.4,0,0,0,GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,M00101000,2,0
0,1,1,0,0,0,0,0,0,-4.7,-2.9,0,0,0,0,0,WP2875,Constitutive androstane receptor pathway,M01100000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-3.1,-2.1,0,0,hsa05410,Hypertrophic cardiomyopathy,M00001100,2,0
1,0,0,1,0,0,0,0,-2.2,0,0,-2.2,0,0,0,0,GO:0033500,carbohydrate homeostasis,M10010000,2,0
0,1,1,0,0,0,0,0,0,-2.3,-2,0,0,0,0,0,GO:0018108,peptidyl-tyrosine phosphorylation,M01100000,2,0
1,1,0,0,0,0,0,0,-4.7,-2.9,0,0,0,0,0,0,GO:0009063,amino acid catabolic process,M11000000,2,0
0,0,0,1,1,0,0,0,0,0,0,-3.1,-9.4,0,0,0,hsa04510,Focal adhesion,M00011000,2,0
1,1,0,0,0,0,0,0,-2.9,-2.8,0,0,0,0,0,0,GO:0007584,response to nutrient,M11000000,2,0
1,0,0,0,1,0,0,0,-2.1,0,0,0,-3.5,0,0,0,GO:0045930,negative regulation of mitotic cell cycle,M10001000,2,0
0,0,0,1,0,1,0,0,0,0,0,-4,0,-2.9,0,0,GO:0070663,regulation of leukocyte proliferation,M00010100,2,0
0,0,0,1,0,0,1,0,0,0,0,-2.3,0,0,-2.8,0,GO:0001889,liver development,M00010010,2,0
0,0,1,0,0,1,0,0,0,0,-2.2,0,0,-2.1,0,0,M113,PID NFAT 3PATHWAY,M00100100,2,0
0,0,0,1,1,0,0,0,0,0,0,-2.5,-3.2,0,0,0,R-HSA-8848021,Signaling by PTK6,M00011000,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-7.2,-3.2,WP5153,N glycan biosynthesis,M00000011,2,0
1,1,0,0,0,0,0,0,-6.6,-5.1,0,0,0,0,0,0,GO:0016054,organic acid catabolic process,M11000000,2,0
0,0,0,1,0,1,0,0,0,0,0,-5.9,0,-3,0,0,GO:0042110,T cell activation,M00010100,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-4.1,0,0,-4.2,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,M00001001,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.3,0,-4.2,0,0,GO:0002697,regulation of immune effector process,M00010100,2,0
0,1,0,0,0,1,0,0,0,-3.8,0,0,0,-2.2,0,0,GO:0055123,digestive system development,M01000100,2,0
1,0,0,1,0,0,0,0,-2.1,0,0,-4.6,0,0,0,0,WP481,Insulin signaling,M10010000,2,0
0,0,1,1,0,0,0,0,0,0,-2.6,-2.2,0,0,0,0,GO:0030833,regulation of actin filament polymerization,M00110000,2,0
0,0,0,1,0,1,0,0,0,0,0,-4.7,0,-4.8,0,0,GO:0045089,positive regulation of innate immune response,M00010100,2,0
0,0,0,1,1,0,0,0,0,0,0,-2.5,-4.1,0,0,0,hsa04151,PI3K-Akt signaling pathway,M00011000,2,0
1,0,0,0,0,0,1,0,-3,0,0,0,0,0,-3.4,0,R-HSA-9837999,Mitochondrial protein degradation,M10000010,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-7,0,0,-3,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,M00001001,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.7,0,-3.2,0,0,GO:0050670,regulation of lymphocyte proliferation,M00010100,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-3,0,0,-6.1,GO:0032527,protein exit from endoplasmic reticulum,M00001001,2,0
1,0,1,0,0,0,0,0,-2.2,0,-2.4,0,0,0,0,0,GO:0032869,cellular response to insulin stimulus,M10100000,2,0
0,0,0,1,0,1,0,0,0,0,0,-3.4,0,-3.2,0,0,GO:0042129,regulation of T cell proliferation,M00010100,2,0
0,1,0,0,0,0,1,0,0,-3.8,0,0,0,0,-3,0,GO:0015850,organic hydroxy compound transport,M01000010,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-3.6,-2.6,0,0,GO:0010717,regulation of epithelial to mesenchymal transition,M00001100,2,0
0,0,1,0,1,0,0,0,0,0,-2.2,0,-2.1,0,0,0,hsa04022,cGMP-PKG signaling pathway,M00101000,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.3,0,-4.1,0,0,WP5095,Overview of proinflammatory and profibrotic mediators,M00010100,2,0
1,0,0,0,1,0,0,0,-2.6,0,0,0,-3.3,0,0,0,GO:0010563,negative regulation of phosphorus metabolic process,M10001000,2,0
1,0,0,0,0,1,0,0,-2.4,0,0,0,0,-2.3,0,0,GO:0071248,cellular response to metal ion,M10000100,2,0
1,1,0,0,0,0,0,0,-2.2,-3.2,0,0,0,0,0,0,GO:0006638,neutral lipid metabolic process,M11000000,2,0
0,0,0,1,0,1,0,0,0,0,0,-3.7,0,-5.9,0,0,GO:0050778,positive regulation of immune response,M00010100,2,0
1,1,0,0,0,0,0,0,-2.2,-2.9,0,0,0,0,0,0,R-HSA-71387,Metabolism of carbohydrates,M11000000,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-4.5,0,0,-3.2,WP3668,Hypothesized pathways in pathogenesis of cardiovascular disease,M00001001,2,0
1,0,0,0,0,0,1,0,-2.4,0,0,0,0,0,-2.1,0,GO:0046474,glycerophospholipid biosynthetic process,M10000010,2,0
0,0,1,0,0,0,1,0,0,0,-3.4,0,0,0,-2.6,0,GO:0014033,neural crest cell differentiation,M00100010,2,0
0,1,0,1,0,0,0,0,0,-2.2,0,-2,0,0,0,0,GO:0009746,response to hexose,M01010000,2,0
0,0,0,1,1,0,0,0,0,0,0,-5.9,-2.2,0,0,0,hsa05142,Chagas disease,M00011000,2,0
0,0,0,1,1,0,0,0,0,0,0,-2.7,-3,0,0,0,WP185,Integrin mediated cell adhesion,M00011000,2,0
1,0,0,0,1,0,0,0,-2.6,0,0,0,-3.3,0,0,0,GO:0045936,negative regulation of phosphate metabolic process,M10001000,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.7,0,-5.5,0,0,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),M00010100,2,0
1,1,0,0,0,0,0,0,-2.5,-3.8,0,0,0,0,0,0,GO:0006575,cellular modified amino acid metabolic process,M11000000,2,0
1,0,0,0,1,0,0,0,-2.1,0,0,0,-2.2,0,0,0,GO:0007179,transforming growth factor beta receptor signaling pathway,M10001000,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.5,0,-3,0,0,M13968,BIOCARTA HIVNEF PATHWAY,M00010100,2,0
0,0,0,1,1,0,0,0,0,0,0,-7.5,-2.1,0,0,0,hsa05164,Influenza A,M00011000,2,0
1,0,0,0,1,0,0,0,-2.1,0,0,0,-6.8,0,0,0,hsa04810,Regulation of actin cytoskeleton,M10001000,2,0
0,0,1,0,1,0,0,0,0,0,-2,0,-6.8,0,0,0,GO:0008361,regulation of cell size,M00101000,2,0
0,0,0,1,0,1,0,0,0,0,0,-3.2,0,-2,0,0,GO:0002683,negative regulation of immune system process,M00010100,2,0
0,1,0,1,0,0,0,0,0,-7,0,-2.1,0,0,0,0,GO:0010817,regulation of hormone levels,M01010000,2,0
0,0,1,0,1,0,0,0,0,0,-2.2,0,-2.1,0,0,0,GO:0061387,regulation of extent of cell growth,M00101000,2,0
0,0,1,0,1,0,0,0,0,0,-2.4,0,-3.2,0,0,0,GO:0007229,integrin-mediated signaling pathway,M00101000,2,0
0,0,0,1,0,1,0,0,0,0,0,-3.6,0,-3,0,0,GO:0002886,regulation of myeloid leukocyte mediated immunity,M00010100,2,0
0,0,0,0,1,0,1,0,0,0,0,0,-4,0,-2.5,0,GO:0030168,platelet activation,M00001010,2,0
0,1,0,0,0,1,0,0,0,-2.9,0,0,0,-3.5,0,0,GO:0061045,negative regulation of wound healing,M01000100,2,0
0,1,1,0,0,0,0,0,0,-2.8,-2.1,0,0,0,0,0,R-HSA-1989781,PPARA activates gene expression,M01100000,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.1,0,-2.4,0,0,GO:0045685,regulation of glial cell differentiation,M00010100,2,0
0,0,1,0,1,0,0,0,0,0,-2.7,0,-2.6,0,0,0,hsa05216,Thyroid cancer,M00101000,2,0
0,0,0,1,1,0,0,0,0,0,0,-2.2,-2.5,0,0,0,hsa04210,Apoptosis,M00011000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-3.4,-2.3,0,0,GO:0009953,dorsal/ventral pattern formation,M00001100,2,0
0,0,0,0,1,0,1,0,0,0,0,0,-3.5,0,-2,0,GO:0030100,regulation of endocytosis,M00001010,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.9,0,-2.3,0,0,WP15,Selenium micronutrient network,M00010100,2,0
0,1,0,0,1,0,0,0,0,-6.6,0,0,-2.1,0,0,0,GO:0015849,organic acid transport,M01001000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-2.1,-2,0,0,hsa05414,Dilated cardiomyopathy,M00001100,2,0
0,1,0,1,0,0,0,0,0,-2.3,0,-2.3,0,0,0,0,GO:0071384,cellular response to corticosteroid stimulus,M01010000,2,0
0,1,0,1,0,0,0,0,0,-2.2,0,-2,0,0,0,0,GO:0031960,response to corticosteroid,M01010000,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.3,0,-5.2,0,0,GO:0071222,cellular response to lipopolysaccharide,M00010100,2,0
0,0,0,1,0,0,1,0,0,0,0,-2.2,0,0,-2.8,0,GO:0061008,hepaticobiliary system development,M00010010,2,0
0,0,0,1,0,1,0,0,0,0,0,-3.8,0,-4.9,0,0,GO:0050865,regulation of cell activation,M00010100,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-2.5,0,0,-2.6,R-HSA-8875878,MET promotes cell motility,M00001001,2,0
0,1,1,0,0,0,0,0,0,-2.7,-2,0,0,0,0,0,R-HSA-400206,Regulation of lipid metabolism by PPARalpha,M01100000,2,0
0,0,0,1,0,0,1,0,0,0,0,-2.3,0,0,-2,0,GO:0007498,mesoderm development,M00010010,2,0
1,0,0,0,0,0,0,1,-3.1,0,0,0,0,0,0,-2,GO:0009117,nucleotide metabolic process,M10000001,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-3,0,0,-3.2,R-HSA-3000171,Non-integrin membrane-ECM interactions,M00001001,2,0
0,0,0,1,0,1,0,0,0,0,0,-9.6,0,-2.9,0,0,R-HSA-913531,Interferon Signaling,M00010100,2,0
0,0,1,0,1,0,0,0,0,0,-2.4,0,-3.8,0,0,0,GO:0051961,negative regulation of nervous system development,M00101000,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.6,0,-2.1,0,0,WP1533,Vitamin B12 metabolism,M00010100,2,0
0,1,0,0,0,1,0,0,0,-3.5,0,0,0,-2.5,0,0,GO:0009636,response to toxic substance,M01000100,2,0
0,0,0,1,0,1,0,0,0,0,0,-4,0,-3.2,0,0,WP4298,Acute viral myocarditis,M00010100,2,0
1,0,0,1,0,0,0,0,-3,0,0,-3.6,0,0,0,0,GO:1901652,response to peptide,M10010000,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.8,0,-6.9,0,0,GO:0001819,positive regulation of cytokine production,M00010100,2,0
0,0,1,0,1,0,0,0,0,0,-4.5,0,-4.3,0,0,0,WP236,Adipogenesis,M00101000,2,0
0,0,0,0,0,1,1,0,0,0,0,0,0,-3.3,-2.8,0,GO:0035967,cellular response to topologically incorrect protein,M00000110,2,0
0,0,0,1,1,0,0,0,0,0,0,-3.6,-2.1,0,0,0,R-HSA-1236975,Antigen processing-Cross presentation,M00011000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-2.1,-2.6,0,0,GO:0050673,epithelial cell proliferation,M00001100,2,0
1,0,0,0,0,0,1,0,-3.4,0,0,0,0,0,-2.7,0,hsa04146,Peroxisome,M10000010,2,0
1,0,0,0,0,0,1,0,-3.1,0,0,0,0,0,-2.7,0,GO:0009855,determination of bilateral symmetry,M10000010,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-2.5,-3.1,0,0,GO:0044703,multi-organism reproductive process,M00001100,2,0
1,0,0,0,0,1,0,0,-2.4,0,0,0,0,-3.8,0,0,GO:0034762,regulation of transmembrane transport,M10000100,2,0
0,0,1,0,1,0,0,0,0,0,-2.1,0,-6.6,0,0,0,GO:0010638,positive regulation of organelle organization,M00101000,2,0
0,1,0,1,0,0,0,0,0,-2.3,0,-2.7,0,0,0,0,GO:0097530,granulocyte migration,M01010000,2,0
0,0,0,1,1,0,0,0,0,0,0,-3.6,-2.1,0,0,0,GO:0051090,regulation of DNA-binding transcription factor activity,M00011000,2,0
0,0,0,1,0,0,1,0,0,0,0,-2.1,0,0,-9.6,0,GO:0090150,establishment of protein localization to membrane,M00010010,2,0
1,1,0,0,0,0,0,0,-7.7,-3.3,0,0,0,0,0,0,GO:0032787,monocarboxylic acid metabolic process,M11000000,2,0
0,0,0,1,0,1,0,0,0,0,0,-2.4,0,-2.2,0,0,GO:0052548,regulation of endopeptidase activity,M00010100,2,0
0,1,0,0,1,0,0,0,0,-2.6,0,0,-2.9,0,0,0,GO:0001894,tissue homeostasis,M01001000,2,0
0,0,0,0,0,1,0,1,0,0,0,0,0,-2.5,0,-2.8,GO:0043244,regulation of protein-containing complex disassembly,M00000101,2,0
0,0,1,0,1,0,0,0,0,0,-2.1,0,-2.3,0,0,0,GO:0080135,regulation of cellular response to stress,M00101000,2,0
0,1,0,1,0,0,0,0,0,-2.2,0,-4.8,0,0,0,0,GO:0072659,protein localization to plasma membrane,M01010000,2,0
1,0,0,0,0,1,0,0,-3.2,0,0,0,0,-2.2,0,0,GO:0060021,roof of mouth development,M10000100,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-2.1,0,0,-2.3,GO:0010498,proteasomal protein catabolic process,M00001001,2,0
0,0,1,0,1,0,0,0,0,0,-3.2,0,-5.9,0,0,0,R-HSA-9675108,Nervous system development,M00101000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-3,-2.9,0,0,GO:2000177,regulation of neural precursor cell proliferation,M00001100,2,0
