_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-2.4,R-HSA-8964043,Plasma lipoprotein clearance,M1,1,0
1,-5.3,R-HSA-3781865,Diseases of glycosylation,M1,1,0
1,-2.8,R-HSA-380108,Chemokine receptors bind chemokines,M1,1,0
1,-2.6,R-HSA-428542,Regulation of commissural axon pathfinding by SLIT and ROBO,M1,1,0
1,-7,R-HSA-2214320,Anchoring fibril formation,M1,1,0
1,-2.9,R-HSA-8875878,MET promotes cell motility,M1,1,0
1,-2.5,R-HSA-1433617,Regulation of signaling by NODAL,M1,1,0
1,-3,R-HSA-2187338,Visual phototransduction,M1,1,0
1,-4.2,R-HSA-372790,Signaling by GPCR,M1,1,0
1,-2.3,R-HSA-69052,Switching of origins to a post-replicative state,M1,1,0
1,-6.9,R-HSA-1500931,Cell-Cell communication,M1,1,0
1,-2.5,R-HSA-5686938,Regulation of TLR by endogenous ligand,M1,1,0
1,-2.2,R-HSA-75205,Dissolution of Fibrin Clot,M1,1,0
1,-3.6,R-HSA-186797,Signaling by PDGF,M1,1,0
1,-4.3,R-HSA-5668914,Diseases of metabolism,M1,1,0
1,-5.3,R-HSA-3906995,Diseases associated with O-glycosylation of proteins,M1,1,0
1,-2.8,R-HSA-196854,Metabolism of vitamins and cofactors,M1,1,0
1,-4.7,R-HSA-170834,Signaling by TGF-beta Receptor Complex,M1,1,0
1,-2.3,R-HSA-629594,Highly calcium permeable postsynaptic nicotinic acetylcholine receptors,M1,1,0
1,-4,R-HSA-201556,Signaling by ALK,M1,1,0
1,-3.8,R-HSA-8963889,Assembly of active LPL and LIPC lipase complexes,M1,1,0
1,-7.2,R-HSA-112316,Neuronal System,M1,1,0
1,-3.1,R-HSA-629587,Highly sodium permeable postsynaptic acetylcholine nicotinic receptors,M1,1,0
1,-2.1,R-HSA-983189,Kinesins,M1,1,0
1,-3,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),M1,1,0
1,-3.6,R-HSA-9764260,Regulation of Expression and Function of Type II Classical Cadherins,M1,1,0
1,-5,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,M1,1,0
1,-2.7,R-HSA-9762293,Regulation of CDH11 gene transcription,M1,1,0
1,-3.1,R-HSA-373760,L1CAM interactions,M1,1,0
1,-3.5,R-HSA-68962,Activation of the pre-replicative complex,M1,1,0
1,-8.9,R-HSA-3000171,Non-integrin membrane-ECM interactions,M1,1,0
1,-5.5,R-HSA-9006936,Signaling by TGFB family members,M1,1,0
1,-3.7,R-HSA-8874081,MET activates PTK2 signaling,M1,1,0
1,-2.9,R-HSA-5621480,Dectin-2 family,M1,1,0
1,-3.3,R-HSA-452723,Transcriptional regulation of pluripotent stem cells,M1,1,0
1,-2.5,R-HSA-210745,Regulation of gene expression in beta cells,M1,1,0
1,-7.5,R-HSA-8963899,Plasma lipoprotein remodeling,M1,1,0
1,-4.2,R-HSA-2173789,TGF-beta receptor signaling activates SMADs,M1,1,0
1,-2.2,R-HSA-8853659,RET signaling,M1,1,0
1,-3.1,R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,M1,1,0
1,-2.1,R-HSA-622327,Postsynaptic nicotinic acetylcholine receptors,M1,1,0
1,-3.2,R-HSA-5083635,Defective B3GALTL causes PpS,M1,1,0
1,-2.9,R-HSA-1630316,Glycosaminoglycan metabolism,M1,1,0
1,-2.5,R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,M1,1,0
1,-4,R-HSA-375276,Peptide ligand-binding receptors,M1,1,0
1,-6.8,R-HSA-422475,Axon guidance,M1,1,0
1,-5.1,R-HSA-6783783,Interleukin-10 signaling,M1,1,0
1,-6.5,R-HSA-3000178,ECM proteoglycans,M1,1,0
1,-2.9,R-HSA-186712,Regulation of beta-cell development,M1,1,0
1,-2.8,R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,M1,1,0
1,-2.4,R-HSA-112310,Neurotransmitter release cycle,M1,1,0
1,-5.8,R-HSA-421270,Cell-cell junction organization,M1,1,0
1,-2.2,R-HSA-373080,Class B/2 (Secretin family receptors),M1,1,0
1,-10,R-HSA-109582,Hemostasis,M1,1,0
1,-3.1,R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),M1,1,0
1,-6.4,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,M1,1,0
1,-3.9,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,M1,1,0
1,-2.7,R-HSA-9754706,Atorvastatin ADME,M1,1,0
1,-2.5,R-HSA-1181150,Signaling by NODAL,M1,1,0
1,-2.1,R-HSA-354194,GRB2:SOS provides linkage to MAPK signaling for Integrins,M1,1,0
1,-2.6,R-HSA-418594,G alpha (i) signalling events,M1,1,0
1,-10,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),M1,1,0
1,-2.1,R-HSA-189483,Heme degradation,M1,1,0
1,-5.3,R-HSA-112315,Transmission across Chemical Synapses,M1,1,0
1,-5.7,R-HSA-913709,O-linked glycosylation of mucins,M1,1,0
1,-5.2,R-HSA-114608,Platelet degranulation,M1,1,0
1,-26,R-HSA-1474244,Extracellular matrix organization,M1,1,0
1,-3.9,R-HSA-5576891,Cardiac conduction,M1,1,0
1,-3.6,R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion,M1,1,0
1,-6.1,R-HSA-210746,Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells,M1,1,0
1,-9.8,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,M1,1,0
1,-3.1,R-HSA-383280,Nuclear Receptor transcription pathway,M1,1,0
1,-5.8,R-HSA-3000157,Laminin interactions,M1,1,0
1,-2.1,R-HSA-1538133,G0 and Early G1,M1,1,0
1,-2.4,R-HSA-2129379,Molecules associated with elastic fibres,M1,1,0
1,-3.6,R-HSA-1566948,Elastic fibre formation,M1,1,0
1,-2.4,R-HSA-176187,Activation of ATR in response to replication stress,M1,1,0
1,-2.1,R-HSA-211976,Endogenous sterols,M1,1,0
1,-2.1,R-HSA-6806834,Signaling by MET,M1,1,0
1,-2.5,R-HSA-446107,Type I hemidesmosome assembly,M1,1,0
1,-2.3,R-HSA-400685,Sema4D in semaphorin signaling,M1,1,0
1,-6.9,R-HSA-8963901,Chylomicron remodeling,M1,1,0
1,-12,R-HSA-216083,Integrin cell surface interactions,M1,1,0
1,-4.4,R-HSA-397014,Muscle contraction,M1,1,0
