_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-2.6,R-HSA-2022870,Chondroitin sulfate biosynthesis,M1,1,0
1,-6.9,R-HSA-8963888,Chylomicron assembly,M1,1,0
1,-2.9,R-HSA-69205,G1/S-Specific Transcription,M1,1,0
1,-7.6,R-HSA-5173105,O-linked glycosylation,M1,1,0
1,-3,R-HSA-68949,Orc1 removal from chromatin,M1,1,0
1,-4.6,R-HSA-500792,GPCR ligand binding,M1,1,0
1,-8.6,R-HSA-8957275,Post-translational protein phosphorylation,M1,1,0
1,-2.3,R-HSA-176974,Unwinding of DNA,M1,1,0
1,-3.9,R-HSA-5083625,Defective GALNT3 causes HFTC,M1,1,0
1,-3.5,R-HSA-1592389,Activation of Matrix Metalloproteinases,M1,1,0
1,-2.2,R-HSA-9758941,Gastrulation,M1,1,0
1,-2.7,R-HSA-629597,Highly calcium permeable nicotinic acetylcholine receptors,M1,1,0
1,-2.2,R-HSA-9006931,Signaling by Nuclear Receptors,M1,1,0
1,-6.4,R-HSA-382551,Transport of small molecules,M1,1,0
1,-4.5,R-HSA-453279,Mitotic G1 phase and G1/S transition,M1,1,0
1,-6.2,R-HSA-418990,Adherens junctions interactions,M1,1,0
1,-2.1,R-HSA-400206,Regulation of lipid metabolism by PPARalpha,M1,1,0
1,-2.1,R-HSA-5576893,Phase 2 - plateau phase,M1,1,0
1,-3.1,R-HSA-76009,Platelet Aggregation (Plug Formation),M1,1,0
1,-2.6,R-HSA-375165,NCAM signaling for neurite out-growth,M1,1,0
1,-3.4,R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",M1,1,0
1,-3.8,R-HSA-5083632,Defective C1GALT1C1 causes TNPS,M1,1,0
1,-2.5,R-HSA-5576892,Phase 0 - rapid depolarisation,M1,1,0
1,-2.2,R-HSA-166520,Signaling by NTRKs,M1,1,0
1,-2.2,R-HSA-3560782,Diseases associated with glycosaminoglycan metabolism,M1,1,0
1,-3.4,R-HSA-140875,Common Pathway of Fibrin Clot Formation,M1,1,0
1,-2.3,R-HSA-622323,Presynaptic nicotinic acetylcholine receptors,M1,1,0
1,-2.1,R-HSA-372708,p130Cas linkage to MAPK signaling for integrins,M1,1,0
1,-4.7,R-HSA-373755,Semaphorin interactions,M1,1,0
1,-3.9,R-HSA-69206,G1/S Transition,M1,1,0
1,-2.2,R-HSA-9733458,Induction of Cell-Cell Fusion,M1,1,0
1,-2.1,R-HSA-354192,Integrin signaling,M1,1,0
1,-2.1,R-HSA-71387,Metabolism of carbohydrates,M1,1,0
1,-5.8,R-HSA-1280215,Cytokine Signaling in Immune system,M1,1,0
1,-7.5,R-HSA-8963898,Plasma lipoprotein assembly,M1,1,0
1,-8.2,R-HSA-1650814,Collagen biosynthesis and modifying enzymes,M1,1,0
1,-12,R-HSA-1474290,Collagen formation,M1,1,0
1,-5.4,R-HSA-8948216,Collagen chain trimerization,M1,1,0
1,-8.2,R-HSA-446728,Cell junction organization,M1,1,0
1,-5.4,R-HSA-975634,Retinoid metabolism and transport,M1,1,0
1,-5,R-HSA-76002,"Platelet activation, signaling and aggregation",M1,1,0
1,-3.8,R-HSA-3000480,Scavenging by Class A Receptors,M1,1,0
1,-8.4,R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",M1,1,0
1,-3.3,R-HSA-449836,Other interleukin signaling,M1,1,0
1,-2.2,R-HSA-3238698,WNT ligand biogenesis and trafficking,M1,1,0
1,-3.7,R-HSA-419037,NCAM1 interactions,M1,1,0
1,-3,R-HSA-388396,GPCR downstream signalling,M1,1,0
1,-3.9,R-HSA-5083636,Defective GALNT12 causes CRCS1,M1,1,0
1,-5.1,R-HSA-6806667,Metabolism of fat-soluble vitamins,M1,1,0
1,-2.1,R-HSA-1989781,PPARA activates gene expression,M1,1,0
1,-3.7,R-HSA-9823739,Formation of the anterior neural plate,M1,1,0
1,-6.3,R-HSA-202733,Cell surface interactions at the vascular wall,M1,1,0
1,-3.3,R-HSA-3000471,Scavenging by Class B Receptors,M1,1,0
1,-4,R-HSA-3000170,Syndecan interactions,M1,1,0
1,-3.4,R-HSA-425407,SLC-mediated transmembrane transport,M1,1,0
1,-2.1,R-HSA-181431,Acetylcholine binding and downstream events,M1,1,0
1,-3,R-HSA-399956,CRMPs in Sema3A signaling,M1,1,0
1,-11,R-HSA-1474228,Degradation of the extracellular matrix,M1,1,0
1,-6.2,R-HSA-449147,Signaling by Interleukins,M1,1,0
1,-2.9,R-HSA-9759475,Regulation of CDH11 Expression and Function,M1,1,0
1,-2.4,R-HSA-6794362,Protein-protein interactions at synapses,M1,1,0
1,-8.4,R-HSA-1442490,Collagen degradation,M1,1,0
1,-9.5,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,M1,1,0
1,-4.6,R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,M1,1,0
1,-7.1,R-HSA-9675108,Nervous system development,M1,1,0
1,-3.5,R-HSA-977443,GABA receptor activation,M1,1,0
1,-3.9,R-HSA-2243919,Crosslinking of collagen fibrils,M1,1,0
1,-3.2,R-HSA-977068,Termination of O-glycan biosynthesis,M1,1,0
1,-2.9,R-HSA-3595172,Defective CHST3 causes SEDCJD,M1,1,0
