Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-1474244,Extracellular matrix organization,,-26,6.2,16,30293,300,884,54,6.1,0.81,2|649|726|960|1277|1281|1282|1285|1293|1294|1295|1301|1634|2243|2244|2266|2331|3371|3383|3673|3676|3685|3694|3696|3914|3918|4017|4053|4312|4313|4316|4318|4319|4680|4684|5033|5045|5155|5339|5352|6385|7042|7276|8038|8728|9378|9509|10491|11096|22795|56999|58494|83700|169044,A2M|BMP1|CAPN5|CD44|COL1A1|COL3A1|COL4A1|COL4A3|COL6A3|COL7A1|COL8A1|COL11A1|DCN|FGA|FGB|FGG|FMOD|TNC|ICAM1|ITGA2|ITGA4|ITGAV|ITGB6|ITGB8|LAMB3|LAMC2|LOXL2|LTBP2|MMP1|MMP2|MMP7|MMP9|MMP10|CEACAM6|NCAM1|P4HA1|FURIN|PDGFB|PLEC|PLOD2|SDC4|TGFB2|TTR|ADAM12|ADAM19|NRXN1|ADAMTS2|CRTAP|ADAMTS5|NID2|ADAMTS9|JAM2|JAM3|COL22A1,-23,MyList
Reactome Gene Sets,6,R-HSA-216083,Integrin cell surface interactions,,-12,8.1,11,30293,85,884,20,2.3,0.5,960|1277|1281|1282|1285|1293|1294|1295|2243|2244|2266|3371|3383|3673|3676|3685|3694|3696|58494|83700,CD44|COL1A1|COL3A1|COL4A1|COL4A3|COL6A3|COL7A1|COL8A1|FGA|FGB|FGG|TNC|ICAM1|ITGA2|ITGA4|ITGAV|ITGB6|ITGB8|JAM2|JAM3,-9.3,MyList
Reactome Gene Sets,6,R-HSA-1474290,Collagen formation,,-12,7.6,11,30293,90,884,20,2.3,0.5,649|1277|1281|1282|1285|1293|1294|1295|1301|3914|3918|4017|4316|4318|5033|5339|5352|9509|10491|169044,BMP1|COL1A1|COL3A1|COL4A1|COL4A3|COL6A3|COL7A1|COL8A1|COL11A1|LAMB3|LAMC2|LOXL2|MMP7|MMP9|P4HA1|PLEC|PLOD2|ADAMTS2|CRTAP|COL22A1,-9,MyList
Reactome Gene Sets,6,R-HSA-1474228,Degradation of the extracellular matrix,,-11,5.6,9.5,30293,140,884,23,2.6,0.54,2|649|726|960|1277|1281|1282|1285|1293|1294|1295|1301|1634|3914|3918|4312|4313|4316|4318|4319|5045|11096|56999,A2M|BMP1|CAPN5|CD44|COL1A1|COL3A1|COL4A1|COL4A3|COL6A3|COL7A1|COL8A1|COL11A1|DCN|LAMB3|LAMC2|MMP1|MMP2|MMP7|MMP9|MMP10|FURIN|ADAMTS5|ADAMTS9,-7.9,MyList
Reactome Gene Sets,6,R-HSA-109582,Hemostasis,,-10,2.8,7.9,30293,621,884,51,5.8,0.78,2|12|338|388|547|960|1277|1607|1893|2147|2243|2244|2266|2624|2791|2977|3673|3676|3685|3797|3833|4312|4680|4973|5155|5196|5327|5328|5335|5345|6385|6401|6546|6547|6566|7018|7042|7044|7424|7846|10112|10125|10630|22915|23468|23657|29106|58494|64780|81027|83700,A2M|SERPINA3|APOB|RHOB|KIF1A|CD44|COL1A1|DGKB|ECM1|F2|FGA|FGB|FGG|GATA2|GNG11|GUCY1A2|ITGA2|ITGA4|ITGAV|KIF3C|KIFC1|MMP1|CEACAM6|OLR1|PDGFB|PF4|PLAT|PLAU|PLCG1|SERPINF2|SDC4|SELE|SLC8A1|SLC8A3|SLC16A1|TF|TGFB2|LEFTY2|VEGFC|TUBA1A|KIF20A|RASGRP1|PDPN|MMRN1|CBX5|SLC7A11|SCG3|JAM2|MICAL1|TUBB1|JAM3,-7.7,MyList
Reactome Gene Sets,6,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),,-10,5.8,9.2,30293,125,884,21,2.4,0.51,336|338|348|1000|1356|1435|2147|2243|2266|3270|3371|3488|3698|4312|4313|7018|8404|10272|29106|147111|255738,APOA2|APOB|APOE|CDH2|CP|CSF1|F2|FGA|FGG|HRC|TNC|IGFBP5|ITIH2|MMP1|MMP2|TF|SPARCL1|FSTL3|SCG3|NOTUM|PCSK9,-7.4,MyList
Reactome Gene Sets,6,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,,-9.8,8.4,10,30293,61,884,15,1.7,0.43,649|1277|1281|1282|1285|1293|1294|1295|1301|3914|3918|4017|4316|4318|5339,BMP1|COL1A1|COL3A1|COL4A1|COL4A3|COL6A3|COL7A1|COL8A1|COL11A1|LAMB3|LAMC2|LOXL2|MMP7|MMP9|PLEC,-7.2,MyList
Reactome Gene Sets,6,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,,-9.5,6,9.1,30293,108,884,19,2.1,0.49,332|2353|3383|3552|3561|3576|3726|3934|4312|4313|4318|4582|4609|5451|6288|6935|7291|7431|51561,BIRC5|FOS|ICAM1|IL1A|IL2RG|CXCL8|JUNB|LCN2|MMP1|MMP2|MMP9|MUC1|MYC|POU2F1|SAA1|ZEB1|TWIST1|VIM|IL23A,-7,MyList
Reactome Gene Sets,6,R-HSA-3000171,Non-integrin membrane-ECM interactions,,-8.9,8.1,9.5,30293,59,884,14,1.6,0.42,1277|1281|1282|1285|1301|3371|3673|3685|3914|3918|5155|6385|7276|9378,COL1A1|COL3A1|COL4A1|COL4A3|COL11A1|TNC|ITGA2|ITGAV|LAMB3|LAMC2|PDGFB|SDC4|TTR|NRXN1,-6.5,MyList
Reactome Gene Sets,6,R-HSA-8957275,Post-translational protein phosphorylation,,-8.6,5.7,8.5,30293,108,884,18,2,0.48,336|338|348|1000|1356|1435|2243|2266|3270|3371|3488|3698|7018|8404|10272|29106|147111|255738,APOA2|APOB|APOE|CDH2|CP|CSF1|FGA|FGG|HRC|TNC|IGFBP5|ITIH2|TF|SPARCL1|FSTL3|SCG3|NOTUM|PCSK9,-6.2,MyList
