Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
down_common_genes,Hallmark Gene Sets,23,M5935,HALLMARK FATTY ACID METABOLISM,,-11,18,14,30286,158,129,12,9.3,2.6,30|210|223|224|2752|2820|4128|8801|10961|84263|84532|728294,ACAA1|ALAD|ALDH9A1|ALDH3A2|GLUL|GPD2|MAOA|SUCLG2|ERP29|HSDL2|ACSS1|D2HGDH,-9
down_common_genes,GO Biological Processes,19,GO:0019752,carboxylic acid metabolic process,19_GO:0008152 metabolic process,-9.8,6,9.2,30286,789,129,20,16,3.2,30|36|38|224|427|2752|3988|5095|5213|6470|7915|8309|8801|8824|10491|51084|64087|84532|153364|728294,ACAA1|ACADSB|ACAT1|ALDH3A2|ASAH1|GLUL|LIPA|PCCA|PFKM|SHMT1|ALDH5A1|ACOX2|SUCLG2|CES2|CRTAP|CRYL1|MCCC2|ACSS1|MBLAC2|D2HGDH,-7.6
down_common_genes,KEGG Pathway,24,hsa00280,"Valine, leucine and isoleucine degradation",,-8.9,34,15,30286,48,129,7,5.4,2,30|36|38|223|224|5095|64087,ACAA1|ACADSB|ACAT1|ALDH9A1|ALDH3A2|PCCA|MCCC2,-6.9
down_common_genes,KEGG Pathway,24,hsa00630,Glyoxylate and dicarboxylate metabolism,,-8.5,47,16,30286,30,129,6,4.7,1.9,38|847|2752|5095|6470|84532,ACAT1|CAT|GLUL|PCCA|SHMT1|ACSS1,-6.6
down_common_genes,GO Biological Processes,19,GO:0044282,small molecule catabolic process,19_GO:0008152 metabolic process,-8.4,8.7,9.5,30286,352,129,13,10,2.7,30|36|38|221|2752|2820|5095|5213|6470|7915|8309|51084|64087,ACAA1|ACADSB|ACAT1|ALDH3B1|GLUL|GPD2|PCCA|PFKM|SHMT1|ALDH5A1|ACOX2|CRYL1|MCCC2,-6.5
down_common_genes,GO Biological Processes,19,GO:0007167,enzyme-linked receptor protein signaling pathway,19_GO:0050896 response to stimulus,-8.1,6.1,8.4,30286,614,129,16,12,2.9,1287|1288|2264|2888|4920|5164|5295|5296|7048|7049|8829|9372|10220|23767|26058|51196,COL4A5|COL4A6|FGFR4|GRB14|ROR2|PDK2|PIK3R1|PIK3R2|TGFBR2|TGFBR3|NRP1|ZFYVE9|GDF11|FLRT3|GIGYF2|PLCE1,-6.2
down_common_genes,GO Biological Processes,19,GO:0006631,fatty acid metabolic process,19_GO:0008152 metabolic process,-7.8,8.7,9.1,30286,324,129,12,9.3,2.6,30|36|38|224|427|3988|5095|8309|8824|51084|84532|153364,ACAA1|ACADSB|ACAT1|ALDH3A2|ASAH1|LIPA|PCCA|ACOX2|CES2|CRYL1|ACSS1|MBLAC2,-6
down_common_genes,GO Biological Processes,19,GO:0032787,monocarboxylic acid metabolic process,19_GO:0008152 metabolic process,-7.3,6.3,8,30286,520,129,14,11,2.7,30|36|38|224|427|3988|5095|5213|7915|8309|8824|51084|84532|153364,ACAA1|ACADSB|ACAT1|ALDH3A2|ASAH1|LIPA|PCCA|PFKM|ALDH5A1|ACOX2|CES2|CRYL1|ACSS1|MBLAC2,-5.6
down_common_genes,GO Biological Processes,19,GO:0046395,carboxylic acid catabolic process,19_GO:0008152 metabolic process,-7.2,10,9.1,30286,232,129,10,7.8,2.4,30|36|38|2752|5095|6470|7915|8309|51084|64087,ACAA1|ACADSB|ACAT1|GLUL|PCCA|SHMT1|ALDH5A1|ACOX2|CRYL1|MCCC2,-5.5
down_common_genes,GO Biological Processes,19,GO:0016054,organic acid catabolic process,19_GO:0008152 metabolic process,-7.2,10,9.1,30286,232,129,10,7.8,2.4,30|36|38|2752|5095|6470|7915|8309|51084|64087,ACAA1|ACADSB|ACAT1|GLUL|PCCA|SHMT1|ALDH5A1|ACOX2|CRYL1|MCCC2,-5.5
down_common_genes,GO Biological Processes,19,GO:1901615,organic hydroxy compound metabolic process,19_GO:0008152 metabolic process,-6.8,6.3,7.7,30286,482,129,13,10,2.7,30|221|224|427|847|2820|3613|3988|4128|5360|8309|55304|84532,ACAA1|ALDH3B1|ALDH3A2|ASAH1|CAT|GPD2|IMPA2|LIPA|MAOA|PLTP|ACOX2|SPTLC3|ACSS1,-5.2
down_common_genes,KEGG Pathway,24,hsa04933,AGE-RAGE signaling pathway in diabetic complications,,-6.6,16,10,30286,100,129,7,5.4,2,1287|1288|5295|5296|7048|51196|113026,COL4A5|COL4A6|PIK3R1|PIK3R2|TGFBR2|PLCE1|PLCD3,-5.1
down_common_genes,GO Biological Processes,19,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,19_GO:0050896 response to stimulus,-6.6,6.7,7.7,30286,419,129,12,9.3,2.6,1287|1288|2264|2888|4920|5164|5295|5296|8829|23767|26058|51196,COL4A5|COL4A6|FGFR4|GRB14|ROR2|PDK2|PIK3R1|PIK3R2|NRP1|FLRT3|GIGYF2|PLCE1,-5
down_common_genes,KEGG Pathway,24,hsa01200,Carbon metabolism,,-6.2,14,9.3,30286,115,129,7,5.4,2,38|847|5095|5213|6470|8801|84532,ACAT1|CAT|PCCA|PFKM|SHMT1|SUCLG2|ACSS1,-4.8
down_common_genes,KEGG Pathway,24,hsa04919,Thyroid hormone signaling pathway,,-6,14,9.1,30286,121,129,7,5.4,2,476|5213|5295|5296|7067|51196|113026,ATP1A1|PFKM|PIK3R1|PIK3R2|THRA|PLCE1|PLCD3,-4.6
down_common_genes,KEGG Pathway,24,hsa00380,Tryptophan metabolism,,-6,28,11,30286,42,129,5,3.9,1.7,38|223|224|847|4128,ACAT1|ALDH9A1|ALDH3A2|CAT|MAOA,-4.6
down_common_genes,GO Biological Processes,19,GO:0019439,aromatic compound catabolic process,19_GO:0008152 metabolic process,-6,6.6,7.3,30286,394,129,11,8.5,2.5,30|38|678|2053|3988|4128|5213|8635|8801|10128|115752,ACAA1|ACAT1|ZFP36L2|EPHX2|LIPA|MAOA|PFKM|RNASET2|SUCLG2|LRPPRC|DIS3L,-4.6
down_common_genes,KEGG Pathway,24,hsa00071,Fatty acid degradation,,-6,27,11,30286,43,129,5,3.9,1.7,30|36|38|223|224,ACAA1|ACADSB|ACAT1|ALDH9A1|ALDH3A2,-4.6
down_common_genes,GO Biological Processes,19,GO:1901361,organic cyclic compound catabolic process,19_GO:0008152 metabolic process,-5.7,6.1,6.9,30286,422,129,11,8.5,2.5,30|38|678|2053|3988|4128|5213|8635|8801|10128|115752,ACAA1|ACAT1|ZFP36L2|EPHX2|LIPA|MAOA|PFKM|RNASET2|SUCLG2|LRPPRC|DIS3L,-4.4
down_common_genes,KEGG Pathway,24,hsa00340,Histidine metabolism,,-5.7,43,13,30286,22,129,4,3.1,1.5,221|223|224|4128,ALDH3B1|ALDH9A1|ALDH3A2|MAOA,-4.3
down_common_genes,GO Biological Processes,19,GO:0009410,response to xenobiotic stimulus,19_GO:0050896 response to stimulus,-5.6,6,6.9,30286,428,129,11,8.5,2.5,30|120|210|368|476|847|3988|5139|7048|8824|134147,ACAA1|ADD3|ALAD|ABCC6|ATP1A1|CAT|LIPA|PDE3A|TGFBR2|CES2|CMBL,-4.3
down_common_genes,WikiPathways,27,WP4686,Leucine isoleucine and valine metabolism,,-5.5,39,12,30286,24,129,4,3.1,1.5,36|38|5095|64087,ACADSB|ACAT1|PCCA|MCCC2,-4.2
down_common_genes,GO Biological Processes,19,GO:0010038,response to metal ion,19_GO:0050896 response to stimulus,-5.5,6.5,6.9,30286,360,129,10,7.8,2.4,210|288|368|817|847|3613|6649|10058|23621|728294,ALAD|ANK3|ABCC6|CAMK2D|CAT|IMPA2|SOD3|ABCB6|BACE1|D2HGDH,-4.2
down_common_genes,KEGG Pathway,24,hsa04070,Phosphatidylinositol signaling system,,-5.4,15,8.7,30286,97,129,6,4.7,1.9,3613|3628|5295|5296|51196|113026,IMPA2|INPP1|PIK3R1|PIK3R2|PLCE1|PLCD3,-4.1
down_common_genes,GO Biological Processes,19,GO:0044283,small molecule biosynthetic process,19_GO:0008152 metabolic process,-5.3,5.6,6.5,30286,464,129,11,8.5,2.5,427|2752|3613|3988|5360|6470|8309|55304|56952|79934|84532,ASAH1|GLUL|IMPA2|LIPA|PLTP|SHMT1|ACOX2|SPTLC3|PRTFDC1|COQ8B|ACSS1,-4
down_common_genes,GO Biological Processes,19,GO:0009081,branched-chain amino acid metabolic process,19_GO:0008152 metabolic process,-5.2,34,11,30286,28,129,4,3.1,1.5,36|38|5095|64087,ACADSB|ACAT1|PCCA|MCCC2,-4
down_common_genes,GO Biological Processes,19,GO:0009725,response to hormone,19_GO:0050896 response to stimulus,-5.2,4.2,5.9,30286,785,129,14,11,2.7,38|210|476|678|847|2888|5139|5164|5295|5296|7049|7067|79039|143686,ACAT1|ALAD|ATP1A1|ZFP36L2|CAT|GRB14|PDE3A|PDK2|PIK3R1|PIK3R2|TGFBR3|THRA|DDX54|SESN3,-3.9
down_common_genes,GO Biological Processes,19,GO:0009063,amino acid catabolic process,19_GO:0008152 metabolic process,-5.1,13,8.2,30286,109,129,6,4.7,1.9,36|38|2752|6470|7915|64087,ACADSB|ACAT1|GLUL|SHMT1|ALDH5A1|MCCC2,-3.9
down_common_genes,GO Biological Processes,19,GO:0072521,purine-containing compound metabolic process,19_GO:0008152 metabolic process,-5.1,5.2,6.2,30286,492,129,11,8.5,2.5,38|368|2820|2977|3988|5213|6470|8801|56952|64087|84532,ACAT1|ABCC6|GPD2|GUCY1A2|LIPA|PFKM|SHMT1|SUCLG2|PRTFDC1|MCCC2|ACSS1,-3.9
down_common_genes,GO Biological Processes,19,GO:0008610,lipid biosynthetic process,19_GO:0008152 metabolic process,-5,4.8,6,30286,593,129,12,9.3,2.6,38|427|3613|3628|3988|5295|5296|8309|51196|55304|55326|84532,ACAT1|ASAH1|IMPA2|INPP1|LIPA|PIK3R1|PIK3R2|ACOX2|PLCE1|SPTLC3|AGPAT5|ACSS1,-3.8
down_common_genes,KEGG Pathway,24,hsa00010,Glycolysis / Gluconeogenesis,,-5,18,8.9,30286,67,129,5,3.9,1.7,221|223|224|5213|84532,ALDH3B1|ALDH9A1|ALDH3A2|PFKM|ACSS1,-3.8
down_common_genes,GO Biological Processes,19,GO:0006066,alcohol metabolic process,19_GO:0008152 metabolic process,-4.9,6.5,6.5,30286,326,129,9,7,2.2,221|224|427|847|2820|3613|3988|55304|84532,ALDH3B1|ALDH3A2|ASAH1|CAT|GPD2|IMPA2|LIPA|SPTLC3|ACSS1,-3.8
down_common_genes,Reactome Gene Sets,6,R-HSA-556833,Metabolism of lipids,,-4.7,4,5.5,30286,757,129,13,10,2.7,30|38|221|224|427|2053|2820|5095|5295|5296|8309|55304|55326,ACAA1|ACAT1|ALDH3B1|ALDH3A2|ASAH1|EPHX2|GPD2|PCCA|PIK3R1|PIK3R2|ACOX2|SPTLC3|AGPAT5,-3.6
down_common_genes,GO Biological Processes,19,GO:0090407,organophosphate biosynthetic process,19_GO:0008152 metabolic process,-4.6,4.7,5.8,30286,544,129,11,8.5,2.5,38|2977|3613|3628|3988|5295|5296|6470|51084|55326|84532,ACAT1|GUCY1A2|IMPA2|INPP1|LIPA|PIK3R1|PIK3R2|SHMT1|CRYL1|AGPAT5|ACSS1,-3.5
down_common_genes,GO Biological Processes,19,GO:0002028,regulation of sodium ion transport,19_GO:0051179 localization,-4.5,14,7.8,30286,84,129,5,3.9,1.7,288|476|817|7402|154043,ANK3|ATP1A1|CAMK2D|UTRN|CNKSR3,-3.4
down_common_genes,GO Biological Processes,19,GO:1901605,alpha-amino acid metabolic process,19_GO:0008152 metabolic process,-4.5,7.9,6.5,30286,208,129,7,5.4,2,36|38|2752|6470|7915|10491|64087,ACADSB|ACAT1|GLUL|SHMT1|ALDH5A1|CRTAP|MCCC2,-3.4
down_common_genes,GO Biological Processes,19,GO:0006520,amino acid metabolic process,19_GO:0008152 metabolic process,-4.5,6.6,6.2,30286,286,129,8,6.2,2.1,36|38|2752|5095|6470|7915|10491|64087,ACADSB|ACAT1|GLUL|PCCA|SHMT1|ALDH5A1|CRTAP|MCCC2,-3.4
down_common_genes,BioCarta Gene Sets,15,M13158,BIOCARTA LONGEVITY PATHWAY,,-4.5,47,12,30286,15,129,3,2.3,1.3,847|5295|6649,CAT|PIK3R1|SOD3,-3.4
down_common_genes,GO Biological Processes,19,GO:0016042,lipid catabolic process,19_GO:0008152 metabolic process,-4.4,6.5,6.1,30286,291,129,8,6.2,2.1,30|38|427|3988|5095|8309|51196|113026,ACAA1|ACAT1|ASAH1|LIPA|PCCA|ACOX2|PLCE1|PLCD3,-3.4
down_common_genes,GO Biological Processes,19,GO:1901606,alpha-amino acid catabolic process,19_GO:0008152 metabolic process,-4.4,13,7.6,30286,88,129,5,3.9,1.7,36|38|2752|6470|64087,ACADSB|ACAT1|GLUL|SHMT1|MCCC2,-3.4
down_common_genes,Reactome Gene Sets,6,R-HSA-6798695,Neutrophil degranulation,,-4.4,4.9,5.6,30286,480,129,10,7.8,2.4,30|210|221|327|427|847|1938|2548|2990|8635,ACAA1|ALAD|ALDH3B1|APEH|ASAH1|CAT|EEF2|GAA|GUSB|RNASET2,-3.3
down_common_genes,GO Biological Processes,19,GO:0043648,dicarboxylic acid metabolic process,19_GO:0008152 metabolic process,-4.4,13,7.5,30286,90,129,5,3.9,1.7,2752|6470|7915|8801|728294,GLUL|SHMT1|ALDH5A1|SUCLG2|D2HGDH,-3.3
down_common_genes,KEGG Pathway,24,hsa00620,Pyruvate metabolism,,-4.3,20,8.5,30286,47,129,4,3.1,1.5,38|223|224|84532,ACAT1|ALDH9A1|ALDH3A2|ACSS1,-3.3
down_common_genes,GO Biological Processes,19,GO:1990403,embryonic brain development,19_GO:0032502 developmental process,-4.3,41,11,30286,17,129,3,2.3,1.3,9742|23552|57545,IFT140|CDK20|CC2D2A,-3.3
down_common_genes,GO Biological Processes,19,GO:0055086,nucleobase-containing small molecule metabolic process,19_GO:0008152 metabolic process,-4.3,4.3,5.4,30286,599,129,11,8.5,2.5,38|368|2820|2977|3988|5213|6470|8801|56952|64087|84532,ACAT1|ABCC6|GPD2|GUCY1A2|LIPA|PFKM|SHMT1|SUCLG2|PRTFDC1|MCCC2|ACSS1,-3.2
down_common_genes,Reactome Gene Sets,6,R-HSA-9006925,Intracellular signaling by second messengers,,-4.2,6.1,5.9,30286,310,129,8,6.2,2.1,817|1107|2122|2264|5295|5296|5525|5575,CAMK2D|CHD3|MECOM|FGFR4|PIK3R1|PIK3R2|PPP2R5A|PRKAR1B,-3.2
down_common_genes,Reactome Gene Sets,6,R-HSA-210993,Tie2 Signaling,,-4.2,39,11,30286,18,129,3,2.3,1.3,2888|5295|5296,GRB14|PIK3R1|PIK3R2,-3.2
down_common_genes,GO Biological Processes,19,GO:0046488,phosphatidylinositol metabolic process,19_GO:0008152 metabolic process,-4.2,8.9,6.5,30286,158,129,6,4.7,1.9,3613|3628|5295|5296|51196|55326,IMPA2|INPP1|PIK3R1|PIK3R2|PLCE1|AGPAT5,-3.2
down_common_genes,Reactome Gene Sets,6,R-HSA-1483249,Inositol phosphate metabolism,,-4.2,19,8.2,30286,50,129,4,3.1,1.5,3613|3628|51196|113026,IMPA2|INPP1|PLCE1|PLCD3,-3.2
down_common_genes,WikiPathways,27,WP5434,Pathways in cancer,,-4.2,4.6,5.4,30286,509,129,10,7.8,2.4,817|1287|1288|1612|2122|2264|4436|5295|5296|7048,CAMK2D|COL4A5|COL4A6|DAPK1|MECOM|FGFR4|MSH2|PIK3R1|PIK3R2|TGFBR2,-3.2
down_common_genes,GO Biological Processes,19,GO:0006091,generation of precursor metabolites and energy,19_GO:0008152 metabolic process,-4.2,5.2,5.5,30286,410,129,9,7,2.2,38|847|2548|2820|3988|4436|5213|8801|84532,ACAT1|CAT|GAA|GPD2|LIPA|MSH2|PFKM|SUCLG2|ACSS1,-3.2
down_common_genes,WikiPathways,27,WP4536,Genes related to primary cilium development based on CRISPR,,-4.1,11,6.9,30286,103,129,5,3.9,1.7,9742|23552|57545|79600|80173,IFT140|CDK20|CC2D2A|TCTN1|IFT74,-3.1
down_common_genes,GO Biological Processes,19,GO:0019216,regulation of lipid metabolic process,19_GO:0008152 metabolic process,-4.1,5.8,5.7,30286,326,129,8,6.2,2.1,427|476|2053|2264|5164|5525|7067|51280,ASAH1|ATP1A1|EPHX2|FGFR4|PDK2|PPP2R5A|THRA|GOLM1,-3.1
down_common_genes,Hallmark Gene Sets,23,M5949,HALLMARK PEROXISOME,,-4.1,11,6.9,30286,104,129,5,3.9,1.7,30|223|847|2053|4436,ACAA1|ALDH9A1|CAT|EPHX2|MSH2,-3.1
