Cluster,Score,Type,Gene,Symbol,Network
1,2.75,Clustered,223,ALDH9A1,down_common_genes_SUB1
1,2.75,Clustered,224,ALDH3A2,down_common_genes_SUB1
1,2.75,Clustered,8801,SUCLG2,down_common_genes_SUB1
1,2.75,Clustered,38,ACAT1,down_common_genes_SUB1
1,2.75,Clustered,30,ACAA1,down_common_genes_SUB1
1,2.75,Seed,7915,ALDH5A1,down_common_genes_SUB1
1,2.75,Clustered,84532,ACSS1,down_common_genes_SUB1
1,2.75,Clustered,221,ALDH3B1,down_common_genes_SUB1
2,1.8333333333333335,Clustered,5296,PIK3R2,down_common_genes_SUB1
2,1.8333333333333335,Clustered,3613,IMPA2,down_common_genes_SUB1
2,1.8333333333333335,Clustered,113026,PLCD3,down_common_genes_SUB1
2,1.8333333333333335,Seed,3628,INPP1,down_common_genes_SUB1
2,1.8333333333333335,Clustered,51196,PLCE1,down_common_genes_SUB1
2,1.8333333333333335,Clustered,5295,PIK3R1,down_common_genes_SUB1
3,1.5,Seed,26156,RSL1D1,down_common_genes_SUB1
3,1.5,Clustered,11103,KRR1,down_common_genes_SUB1
3,1.5,Clustered,1107,CHD3,down_common_genes_SUB1
3,1.5,Clustered,79039,DDX54,down_common_genes_SUB1
4,1.25,Seed,36,ACADSB,down_common_genes_SUB1
4,1.25,Clustered,84263,HSDL2,down_common_genes_SUB1
4,1.25,Clustered,8309,ACOX2,down_common_genes_SUB1
4,1.25,Clustered,51084,CRYL1,down_common_genes_SUB1
1,1.5882352941176472,Clustered,5465,PPARA,down_epi_only_SUB1
1,1.5882352941176472,Clustered,8602,NOP14,down_epi_only_SUB1
1,1.5882352941176472,Seed,4522,MTHFD1,down_epi_only_SUB1
1,1.5882352941176472,Clustered,10551,AGR2,down_epi_only_SUB1
1,1.5882352941176472,Clustered,10885,WDR3,down_epi_only_SUB1
1,1.5882352941176472,Clustered,23517,MTREX,down_epi_only_SUB1
1,1.5882352941176472,Clustered,350,APOH,down_epi_only_SUB1
1,1.5882352941176472,Clustered,2168,FABP1,down_epi_only_SUB1
1,1.5882352941176472,Clustered,4481,MSR1,down_epi_only_SUB1
1,1.5882352941176472,Clustered,336,APOA2,down_epi_only_SUB1
1,1.5882352941176472,Clustered,338,APOB,down_epi_only_SUB1
1,1.5882352941176472,Clustered,10200,MPHOSPH6,down_epi_only_SUB1
1,1.5882352941176472,Clustered,3329,HSPD1,down_epi_only_SUB1
1,1.5882352941176472,Clustered,2939,GSTA2,down_epi_only_SUB1
1,1.5882352941176472,Clustered,126,ADH1C,down_epi_only_SUB1
1,1.5882352941176472,Clustered,3156,HMGCR,down_epi_only_SUB1
1,1.5882352941176472,Clustered,2938,GSTA1,down_epi_only_SUB1
2,1.0,Seed,1050,CEBPA,down_epi_only_SUB1
2,1.0,Clustered,4069,LYZ,down_epi_only_SUB1
2,1.0,Clustered,7276,TTR,down_epi_only_SUB1
1,2.090909090909091,Clustered,5468,PPARG,down_mes_only_SUB1
1,2.090909090909091,Seed,1879,EBF1,down_mes_only_SUB1
1,2.090909090909091,Clustered,376497,SLC27A1,down_mes_only_SUB1
1,2.090909090909091,Clustered,57664,PLEKHA4,down_mes_only_SUB1
1,2.090909090909091,Clustered,10949,HNRNPA0,down_mes_only_SUB1
1,2.090909090909091,Clustered,5094,PCBP2,down_mes_only_SUB1
1,2.090909090909091,Clustered,10399,RACK1,down_mes_only_SUB1
1,2.090909090909091,Clustered,5595,MAPK3,down_mes_only_SUB1
1,2.090909090909091,Clustered,6256,RXRA,down_mes_only_SUB1
1,2.090909090909091,Clustered,23363,OBSL1,down_mes_only_SUB1
1,2.090909090909091,Clustered,8648,NCOA1,down_mes_only_SUB1
1,2.0,Seed,2919,CXCL1,down_mes_up_epi_SUB1
1,2.0,Clustered,6752,SSTR2,down_mes_up_epi_SUB1
1,2.0,Clustered,3576,CXCL8,down_mes_up_epi_SUB1
1,2.0,Clustered,9294,S1PR2,down_mes_up_epi_SUB1
1,2.0,Clustered,6372,CXCL6,down_mes_up_epi_SUB1
2,1.5,Clustered,3304,HSPA1B,down_mes_up_epi_SUB1
2,1.5,Clustered,3337,DNAJB1,down_mes_up_epi_SUB1
2,1.5,Clustered,10294,DNAJA2,down_mes_up_epi_SUB1
2,1.5,Clustered,6648,SOD2,down_mes_up_epi_SUB1
3,1.25,Clustered,4791,NFKB2,down_mes_up_epi_SUB1
3,1.25,Clustered,7321,UBE2D1,down_mes_up_epi_SUB1
3,1.25,Seed,23586,RIGI,down_mes_up_epi_SUB1
3,1.25,Clustered,4792,NFKBIA,down_mes_up_epi_SUB1
4,1.0,Clustered,54509,RHOF,down_mes_up_epi_SUB1
4,1.0,Clustered,5880,RAC2,down_mes_up_epi_SUB1
4,1.0,Clustered,390,RND3,down_mes_up_epi_SUB1
4,1.0,Clustered,3996,LLGL1,down_mes_up_epi_SUB1
5,1.0,Clustered,3716,JAK1,down_mes_up_epi_SUB1
5,1.0,Seed,6776,STAT5A,down_mes_up_epi_SUB1
5,1.0,Clustered,9021,SOCS3,down_mes_up_epi_SUB1
1,3.333333333333333,Clustered,60,ACTB,up_common_genes_SUB1
1,3.333333333333333,Clustered,1809,DPYSL3,up_common_genes_SUB1
1,3.333333333333333,Clustered,27295,PDLIM3,up_common_genes_SUB1
1,3.333333333333333,Clustered,1072,CFL1,up_common_genes_SUB1
1,3.333333333333333,Clustered,387,RHOA,up_common_genes_SUB1
1,3.333333333333333,Clustered,57591,MRTFA,up_common_genes_SUB1
1,3.333333333333333,Clustered,5216,PFN1,up_common_genes_SUB1
1,3.333333333333333,Clustered,8572,PDLIM4,up_common_genes_SUB1
1,3.333333333333333,Clustered,9260,PDLIM7,up_common_genes_SUB1
1,3.333333333333333,Seed,91010,FMNL3,up_common_genes_SUB1
1,3.333333333333333,Clustered,4162,MCAM,up_common_genes_SUB1
1,3.333333333333333,Clustered,389,RHOC,up_common_genes_SUB1
1,3.333333333333333,Clustered,6525,SMTN,up_common_genes_SUB1
1,3.333333333333333,Clustered,71,ACTG1,up_common_genes_SUB1
1,3.333333333333333,Clustered,5879,RAC1,up_common_genes_SUB1
2,1.0,Seed,26286,ARFGAP3,up_common_genes_SUB1
2,1.0,Clustered,832,CAPZB,up_common_genes_SUB1
2,1.0,Clustered,378,ARF4,up_common_genes_SUB1
3,1.0,Clustered,3726,JUNB,up_common_genes_SUB1
3,1.0,Seed,10221,TRIB1,up_common_genes_SUB1
3,1.0,Clustered,2354,FOSB,up_common_genes_SUB1
4,1.0,Seed,633,BGN,up_common_genes_SUB1
4,1.0,Clustered,1277,COL1A1,up_common_genes_SUB1
4,1.0,Clustered,1298,COL9A2,up_common_genes_SUB1
1,3.0,Seed,2921,CXCL3,up_epi_only_SUB1
1,3.0,Clustered,7852,CXCR4,up_epi_only_SUB1
1,3.0,Clustered,57007,ACKR3,up_epi_only_SUB1
1,3.0,Clustered,51083,GAL,up_epi_only_SUB1
1,3.0,Clustered,718,C3,up_epi_only_SUB1
1,3.0,Clustered,2920,CXCL2,up_epi_only_SUB1
1,3.0,Clustered,4985,OPRD1,up_epi_only_SUB1
2,1.0,Seed,85462,FHDC1,up_epi_only_SUB1
2,1.0,Clustered,398,ARHGDIG,up_epi_only_SUB1
2,1.0,Clustered,391,RHOG,up_epi_only_SUB1
2,1.0,Clustered,171177,RHOV,up_epi_only_SUB1
3,1.0,Clustered,5692,PSMB4,up_epi_only_SUB1
3,1.0,Clustered,330,BIRC3,up_epi_only_SUB1
3,1.0,Seed,4050,LTB,up_epi_only_SUB1
2,2.0,Clustered,10424,PGRMC2,up_mes_down_epi_SUB1
2,2.0,Clustered,11231,SEC63,up_mes_down_epi_SUB1
2,2.0,Clustered,58477,SRPRB,up_mes_down_epi_SUB1
2,2.0,Clustered,57003,CCDC47,up_mes_down_epi_SUB1
2,2.0,Seed,56926,NCLN,up_mes_down_epi_SUB1
2,2.0,Clustered,6185,RPN2,up_mes_down_epi_SUB1
1,1.7999999999999998,Clustered,55720,TSR1,up_mes_down_epi_SUB1
1,1.7999999999999998,Clustered,4942,OAT,up_mes_down_epi_SUB1
1,1.7999999999999998,Clustered,219,ALDH1B1,up_mes_down_epi_SUB1
1,1.7999999999999998,Clustered,6731,SRP72,up_mes_down_epi_SUB1
1,1.7999999999999998,Clustered,9652,SKIC3,up_mes_down_epi_SUB1
1,1.7999999999999998,Clustered,124454,EARS2,up_mes_down_epi_SUB1
1,1.7999999999999998,Seed,23173,METAP1,up_mes_down_epi_SUB1
