GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
M40276,DESCARTES FETAL PLACENTA AFP ALB POSITIVE CELLS,-5.161902876771532,-19.21947365801628,0.0,0.0,0.0,0.0,0.0,0.0
M40287,DESCARTES FETAL SPLEEN AFP ALB POSITIVE CELLS,-3.2131858936448743,-17.072902353829235,0.0,0.0,0.0,0.0,0.0,0.0
M39115,AIZARANI LIVER C11 HEPATOCYTES 1,-4.711965639845274,-22.929617861462408,0.0,0.0,0.0,0.0,0.0,0.0
M40028,BUSSLINGER DUODENAL LATE IMMATURE ENTEROCYTES,-7.907658744103542,-18.858852534847312,0.0,0.0,0.0,0.0,0.0,0.0
M39118,AIZARANI LIVER C14 HEPATOCYTES 2,-2.7500218852763343,-15.286395068952492,0.0,0.0,0.0,0.0,0.0,0.0
M40234,DESCARTES FETAL LIVER HEPATOBLASTS,-2.784164232513047,-41.640565618442544,0.0,0.0,0.0,0.0,0.0,0.0
M40027,BUSSLINGER DUODENAL EARLY IMMATURE ENTEROCYTES,-5.597438646044302,-13.053433964564151,-2.9689555808007078,0.0,0.0,0.0,0.0,0.0
M40212,DESCARTES FETAL INTESTINE INTESTINAL EPITHELIAL CELLS,0.0,-28.723381985215216,0.0,0.0,0.0,0.0,0.0,0.0
M40011,BUSSLINGER GASTRIC METALLOTHIONEIN CELLS,0.0,-12.652988312166372,0.0,0.0,0.0,0.0,0.0,0.0
M40010,BUSSLINGER GASTRIC ISTHMUS CELLS,-4.910155642234221,-9.678299098326,0.0,0.0,-5.062182597433036,0.0,-12.842676230955199,-4.834461681097607
M41697,TRAVAGLINI LUNG EREG DENDRITIC CELL,0.0,0.0,0.0,-10.333086693058833,-18.124513159091823,-4.777853156646646,0.0,0.0
M41715,FAN OVARY CL13 MONOCYTE MACROPHAGE,0.0,0.0,0.0,-14.201496951798097,-11.332293719649803,-4.723392501124141,0.0,0.0
M41700,TRAVAGLINI LUNG OLR1 CLASSICAL MONOCYTE CELL,0.0,0.0,0.0,-22.706999586341546,-23.638249234157154,-10.512723772635642,0.0,0.0
M41716,FAN OVARY CL14 MATURE SMOOTH MUSCLE CELL,0.0,0.0,-2.2891235340617127,-8.906073675884867,-15.956319110124557,-4.453547377469575,0.0,0.0
M39160,GAO LARGE INTESTINE 24W C11 PANETH LIKE CELL,0.0,0.0,0.0,-3.4184407137480872,0.0,-13.705321079448138,0.0,0.0
M39264,HU FETAL RETINA FIBROBLAST,-4.367440339601252,0.0,-8.83925265666987,-5.913770984325269,-18.985346624320822,0.0,0.0,-6.420131925220274
M41708,FAN OVARY CL6 PUTATIVE EARLY ATRETIC FOLLICLE THECAL CELL 2,-3.289781007474455,0.0,-5.133333473555376,-4.435970888655121,-12.943257346751714,0.0,0.0,0.0
M41659,TRAVAGLINI LUNG ALVEOLAR EPITHELIAL TYPE 1 CELL,0.0,0.0,-6.262711085553431,-4.283287078202716,-14.650605604287422,-6.2247643376209885,0.0,-5.570612432196624
M39175,MURARO PANCREAS MESENCHYMAL STROMAL CELL,0.0,0.0,-2.595748847952795,-3.502937873742245,-46.33398591591167,-2.0877821198060413,0.0,-14.601073866357607
M39050,MANNO MIDBRAIN NEUROTYPES HPERIC,-2.9237873365548626,0.0,-6.230018705281613,-8.718582206203129,-13.391470390452097,-3.6717153842890067,0.0,-2.9966865371937255
