GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
M12047,SRF 01,0.0,0.0,0.0,0.0,-7.027408905645479,0.0,0.0,0.0
M13493,E4F1 Q6,0.0,0.0,0.0,0.0,-7.383718314191121,0.0,0.0,0.0
M12443,SRF C,0.0,0.0,0.0,-2.213456011918798,-10.110154166690739,0.0,0.0,0.0
M9364,SRF Q6,0.0,0.0,-2.7928860086962652,0.0,-8.278114245326298,0.0,0.0,0.0
M5479,SRF Q4,0.0,0.0,-3.7224928635702303,0.0,-7.732439950353098,0.0,0.0,0.0
M11934,SRF Q5 01,0.0,0.0,-5.44532140213762,-2.1321866653433696,-9.832217785391943,-2.666935132576741,0.0,0.0
M10143,CREL 01,0.0,0.0,0.0,-7.803288048742535,-2.5131864456023023,-4.385239222334091,0.0,0.0
M2315,NFKAPPAB65 01,0.0,0.0,0.0,-9.171046651811395,-2.668399521054537,-4.622046085289051,0.0,0.0
M2549,NFKB Q6 01,0.0,0.0,0.0,-8.19539381768383,-2.07346416860981,-8.14502444819791,0.0,0.0
M12240,NFKB C,0.0,0.0,0.0,-9.655539535175913,-3.7464394346671313,-6.606656495699865,0.0,0.0
M9949,NFKAPPAB 01,0.0,0.0,0.0,-6.848525290138343,-3.9082067856510383,-7.742089851533715,0.0,0.0
M13967,ATF3 Q6,0.0,0.0,0.0,-3.3526087655905057,-2.5508029551823515,-6.894375404111157,0.0,0.0
M9431,AP1 Q6,0.0,0.0,0.0,0.0,-4.612204943961524,-7.657056440604049,0.0,0.0
M13237,BACH2 01,0.0,0.0,0.0,0.0,-6.8612862502488365,-4.1658772783624585,0.0,0.0
M3403,GTGACGY E4F1 Q6,-3.1757600247873055,0.0,0.0,0.0,-6.833687613408816,-3.501818356127725,-2.482093691382723,-2.695650526431155
M12258,IRF7 01,0.0,0.0,-3.387495827628276,-6.797494259811152,0.0,0.0,0.0,0.0
M2146,STAT1 03,0.0,0.0,0.0,-6.865687739733845,0.0,0.0,0.0,0.0
M14066,IRF Q6,0.0,0.0,-4.317889352023098,-8.054051101163072,0.0,0.0,-3.0626438469823385,0.0
M4764,TGTTTGY HNF3 Q6,-2.7309056196802297,-7.331996783917115,0.0,0.0,-3.328064313163006,-3.984321121441701,-2.5860982944738233,0.0
M15429,HNF1 01,-3.2081372187852826,-8.79331377342507,0.0,0.0,0.0,0.0,0.0,0.0
