Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,Reactome Gene Sets,6,R-HSA-1474244,Extracellular matrix organization,,-53,10,26,30293,300,725,75,10,1.1,633|649|655|780|960|1281|1290|1291|1292|1293|1294|1295|1298|1301|1302|1303|1305|1306|1307|1404|1462|2006|2192|2199|2202|2244|3371|3690|3691|3908|3910|3911|3913|4015|4038|4052|4053|4060|4239|4322|4323|4325|5351|5654|6383|6385|7042|7057|7412|8038|8076|8515|8754|9510|9644|10319|10516|10893|11095|11096|22801|50509|54829|59277|80274|80781|81578|84171|84570|85301|169044|170690|170692|222663|283208,BGN|BMP1|BMP7|DDR1|CD44|COL3A1|COL5A2|COL6A1|COL6A2|COL6A3|COL7A1|COL8A1|COL9A2|COL11A1|COL11A2|COL12A1|COL13A1|COL15A1|COL16A1|HAPLN1|VCAN|ELN|FBLN1|FBLN2|EFEMP1|FGB|TNC|ITGB3|ITGB4|LAMA2|LAMA4|LAMA5|LAMB2|LOX|LRP4|LTBP1|LTBP2|LUM|MFAP4|MMP13|MMP14|MMP16|PLOD1|HTRA1|SDC2|SDC4|TGFB2|THBS1|VCAM1|ADAM12|MFAP5|ITGA10|ADAM9|ADAMTS1|SH3PXD2A|LAMC3|FBLN5|MMP24|ADAMTS8|ADAMTS5|ITGA11|COL5A3|ASPN|NTN4|SCUBE1|COL18A1|COL21A1|LOXL4|COL25A1|COL27A1|COL22A1|ADAMTS16|ADAMTS18|SCUBE3|P4HA3,-50
MyList,Reactome Gene Sets,6,R-HSA-1474228,Degradation of the extracellular matrix,,-24,10,17,30293,140,725,34,4.7,0.79,649|960|1281|1290|1291|1292|1293|1294|1295|1298|1301|1302|1303|1305|1306|1307|2006|3911|4322|4323|4325|5654|8754|9510|10893|11095|11096|50509|80274|80781|84570|170690|170692|222663,BMP1|CD44|COL3A1|COL5A2|COL6A1|COL6A2|COL6A3|COL7A1|COL8A1|COL9A2|COL11A1|COL11A2|COL12A1|COL13A1|COL15A1|COL16A1|ELN|LAMA5|MMP13|MMP14|MMP16|HTRA1|ADAM9|ADAMTS1|MMP24|ADAMTS8|ADAMTS5|COL5A3|SCUBE1|COL18A1|COL25A1|ADAMTS16|ADAMTS18|SCUBE3,-21
MyList,Reactome Gene Sets,6,R-HSA-397014,Muscle contraction,,-22,7.7,15,30293,205,725,38,5.2,0.83,58|59|70|72|88|89|477|805|1674|2258|2982|2983|3751|3759|4626|4632|6324|6546|7134|7135|7138|7168|7169|7171|7273|8291|8654|8912|8913|9424|10398|10699|25802|27092|30820|59283|59284|60598,ACTA1|ACTA2|ACTC1|ACTG2|ACTN2|ACTN3|ATP1A2|CALM2|DES|FGF13|GUCY1A1|GUCY1B1|KCND2|KCNJ2|MYH8|MYL1|SCN1B|SLC8A1|TNNC1|TNNI1|TNNT1|TPM1|TPM2|TPM4|TTN|DYSF|PDE5A|CACNA1H|CACNA1G|KCNK6|MYL9|CORIN|LMOD1|CACNG4|KCNIP1|CACNG8|CACNG7|KCNK15,-19
MyList,Reactome Gene Sets,6,R-HSA-1474290,Collagen formation,,-22,13,17,30293,90,725,27,3.7,0.7,649|1281|1290|1291|1292|1293|1294|1295|1298|1301|1302|1303|1305|1306|1307|3691|4015|4322|5351|50509|80781|81578|84171|84570|85301|169044|283208,BMP1|COL3A1|COL5A2|COL6A1|COL6A2|COL6A3|COL7A1|COL8A1|COL9A2|COL11A1|COL11A2|COL12A1|COL13A1|COL15A1|COL16A1|ITGB4|LOX|MMP13|PLOD1|COL5A3|COL18A1|COL21A1|LOXL4|COL25A1|COL27A1|COL22A1|P4HA3,-19
MyList,Reactome Gene Sets,6,R-HSA-8948216,Collagen chain trimerization,,-21,19,19,30293,44,725,20,2.8,0.61,1281|1290|1291|1292|1293|1294|1295|1298|1301|1302|1303|1305|1306|1307|50509|80781|81578|84570|85301|169044,COL3A1|COL5A2|COL6A1|COL6A2|COL6A3|COL7A1|COL8A1|COL9A2|COL11A1|COL11A2|COL12A1|COL13A1|COL15A1|COL16A1|COL5A3|COL18A1|COL21A1|COL25A1|COL27A1|COL22A1,-18
MyList,Reactome Gene Sets,6,R-HSA-1650814,Collagen biosynthesis and modifying enzymes,,-20,14,17,30293,67,725,23,3.2,0.65,649|1281|1290|1291|1292|1293|1294|1295|1298|1301|1302|1303|1305|1306|1307|5351|50509|80781|81578|84570|85301|169044|283208,BMP1|COL3A1|COL5A2|COL6A1|COL6A2|COL6A3|COL7A1|COL8A1|COL9A2|COL11A1|COL11A2|COL12A1|COL13A1|COL15A1|COL16A1|PLOD1|COL5A3|COL18A1|COL21A1|COL25A1|COL27A1|COL22A1|P4HA3,-18
MyList,Reactome Gene Sets,6,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,,-17,14,16,30293,61,725,20,2.8,0.61,649|1281|1290|1291|1292|1293|1294|1295|1298|1301|1302|1303|1306|3691|4015|4322|50509|80781|84171|85301,BMP1|COL3A1|COL5A2|COL6A1|COL6A2|COL6A3|COL7A1|COL8A1|COL9A2|COL11A1|COL11A2|COL12A1|COL15A1|ITGB4|LOX|MMP13|COL5A3|COL18A1|LOXL4|COL27A1,-15
MyList,Reactome Gene Sets,6,R-HSA-1442490,Collagen degradation,,-17,13,15,30293,64,725,20,2.8,0.61,1281|1290|1291|1292|1293|1294|1295|1298|1301|1302|1303|1305|1306|1307|4322|4323|8754|50509|80781|84570,COL3A1|COL5A2|COL6A1|COL6A2|COL6A3|COL7A1|COL8A1|COL9A2|COL11A1|COL11A2|COL12A1|COL13A1|COL15A1|COL16A1|MMP13|MMP14|ADAM9|COL5A3|COL18A1|COL25A1,-14
MyList,Reactome Gene Sets,6,R-HSA-1630316,Glycosaminoglycan metabolism,,-17,8.6,13,30293,126,725,26,3.6,0.69,633|960|1462|2239|2262|2683|2719|3038|4060|4958|4969|5549|6383|6385|6482|9953|9955|10082|10894|22856|27087|51363|57214|64579|83539|90161,BGN|CD44|VCAN|GPC4|GPC5|B4GALT1|GPC3|HAS3|LUM|OMD|OGN|PRELP|SDC2|SDC4|ST3GAL1|HS3ST3B1|HS3ST3A1|GPC6|LYVE1|CHSY1|B3GAT1|CHST15|CEMIP|NDST4|CHST9|HS6ST2,-14
MyList,Reactome Gene Sets,6,R-HSA-216083,Integrin cell surface interactions,,-15,10,13,30293,85,725,21,2.9,0.62,960|1281|1290|1291|1292|1293|1294|1295|1298|1305|1307|2244|3371|3690|4060|7057|7412|8515|22801|50509|80781,CD44|COL3A1|COL5A2|COL6A1|COL6A2|COL6A3|COL7A1|COL8A1|COL9A2|COL13A1|COL16A1|FGB|TNC|ITGB3|LUM|THBS1|VCAM1|ITGA10|ITGA11|COL5A3|COL18A1,-13
