_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,0,0,1,0,0,0,0,0,0,0,-14,0,0,0,C0011644,M00001000,1,0,DisGeNET,35,Scleroderma,,-14,8.3,12,30286,316,266,23,8.6,1.7,857|1435|1959|2113|3106|3135|3371|3383|3678|3685|3855|4017|5054|5293|5329|7128|8743|8795|9373|10148|10318|10950|57154,CAV1|CSF1|EGR2|ETS1|HLA-B|HLA-G|TNC|ICAM1|ITGA5|ITGAV|KRT7|LOXL2|SERPINE1|PIK3CD|PLAUR|TNFAIP3|TNFSF10|TNFRSF10B|PLAA|EBI3|TNIP1|BTG3|SMURF1,-11,0
0,0,1,0,1,0,0,1,0,0,-2.1,0,-13,0,0,-3.8,C0153690,M00101001,3,0,DisGeNET,35,Secondary malignant neoplasm of bone,,-13,5.3,10,30286,647,266,30,11,1.9,329|1435|1809|2113|3315|3371|3383|3551|3589|3665|3678|3685|3732|4893|5054|5293|5698|6364|6372|6868|7128|7187|7474|8743|9536|10318|25800|29919|51009|57154,BIRC2|CSF1|DPYSL3|ETS1|HSPB1|TNC|ICAM1|IKBKB|IL11|IRF7|ITGA5|ITGAV|CD82|NRAS|SERPINE1|PIK3CD|PSMB9|CCL20|CXCL6|ADAM17|TNFAIP3|TRAF3|WNT5A|TNFSF10|PTGES|TNIP1|SLC39A6|RMC1|DERL2|SMURF1,-9.9,0
0,0,0,0,1,0,0,1,0,0,0,0,-12,0,0,-5.9,C3714514,M00001001,2,0,DisGeNET,35,Infection,,-12,5.8,10,30286,491,266,25,9.4,1.8,330|857|1540|3106|3135|3315|3383|3600|3665|3678|4478|4792|4836|5329|5366|5932|6364|8743|8772|8795|8870|9308|10333|23586|51009,BIRC3|CAV1|CYLD|HLA-B|HLA-G|HSPB1|ICAM1|IL15|IRF7|ITGA5|MSN|NFKBIA|NMT1|PLAUR|PMAIP1|RBBP8|CCL20|TNFSF10|FADD|TNFRSF10B|IER3|CD83|TLR6|RIGI|DERL2,-8.8,0
0,0,0,0,1,0,1,1,0,0,0,0,-12,0,-3,-2.5,C0011603,M00001011,3,0,DisGeNET,35,Dermatitis,,-12,5.7,10,30286,496,266,25,9.4,1.8,43|329|330|2113|2919|3106|3383|3551|3600|3726|5293|5329|5713|6364|6776|6868|7128|7186|8743|9235|9294|10318|23586|51312|80149,ACHE|BIRC2|BIRC3|ETS1|CXCL1|HLA-B|ICAM1|IKBKB|IL15|JUNB|PIK3CD|PLAUR|PSMD7|CCL20|STAT5A|ADAM17|TNFAIP3|TRAF2|TNFSF10|IL32|S1PR2|TNIP1|RIGI|SLC25A37|ZC3H12A,-8.7,0
0,0,0,0,1,0,0,0,0,0,0,0,-11,0,0,0,C0278488,M00001000,1,0,DisGeNET,35,Carcinoma breast stage IV,,-11,5.2,9.5,30286,573,266,26,9.8,1.8,857|1302|1890|2113|2919|3315|3371|3383|3551|3589|3726|3732|4017|4488|4893|5216|5293|6364|6494|6868|7323|8743|10213|11047|24145|25800,CAV1|COL11A2|TYMP|ETS1|CXCL1|HSPB1|TNC|ICAM1|IKBKB|IL11|JUNB|CD82|LOXL2|MSX2|NRAS|PFN1|PIK3CD|CCL20|SIPA1|ADAM17|UBE2D3|TNFSF10|PSMD14|ADRM1|PANX1|SLC39A6,-8.2,0
1,1,0,0,1,0,0,0,-2.4,-2.4,0,0,-11,0,0,0,C0029925,M11001000,3,0,DisGeNET,35,Ovarian Carcinoma,,-11,5.3,9.4,30286,539,266,25,9.4,1.8,330|857|965|1030|1302|1318|1435|1540|1890|2113|3135|3315|3490|3600|3678|3685|4893|5054|5293|6597|6776|10950|51363|56648|57154,BIRC3|CAV1|CD58|CDKN2B|COL11A2|SLC31A2|CSF1|CYLD|TYMP|ETS1|HLA-G|HSPB1|IGFBP7|IL15|ITGA5|ITGAV|NRAS|SERPINE1|PIK3CD|SMARCA4|STAT5A|BTG3|CHST15|EIF5A2|SMURF1,-8,0
1,0,0,0,1,1,1,0,-2.3,0,0,0,-11,-2.4,-2.6,0,C3887461,M10001110,4,0,DisGeNET,35,Head and Neck Carcinoma,,-11,4.3,8.9,30286,786,266,30,11,1.9,43|329|330|1263|1302|1540|1889|1890|2919|3315|3371|3490|3551|3726|3732|3918|5054|5293|5329|5597|5734|6091|6776|6868|7127|8743|8772|8795|9261|9536,ACHE|BIRC2|BIRC3|PLK3|COL11A2|CYLD|ECE1|TYMP|CXCL1|HSPB1|TNC|IGFBP7|IKBKB|JUNB|CD82|LAMC2|SERPINE1|PIK3CD|PLAUR|MAPK6|PTGER4|ROBO1|STAT5A|ADAM17|TNFAIP2|TNFSF10|FADD|TNFRSF10B|MAPKAPK2|PTGES,-8,0
1,0,0,0,1,0,1,1,-4.9,0,0,0,-10,0,-2.3,-4.4,C0153381,M10001011,4,0,DisGeNET,35,Malignant neoplasm of mouth,,-10,4.4,8.8,30286,756,266,29,11,1.9,857|1302|2113|2768|2919|3315|3371|3383|3551|3726|3732|3981|4017|4478|4792|5054|5293|5329|6597|6776|6868|8743|8795|9308|9636|10950|55601|57154|115908,CAV1|COL11A2|ETS1|GNA12|CXCL1|HSPB1|TNC|ICAM1|IKBKB|JUNB|CD82|LIG4|LOXL2|MSN|NFKBIA|SERPINE1|PIK3CD|PLAUR|SMARCA4|STAT5A|ADAM17|TNFSF10|TNFRSF10B|CD83|ISG15|BTG3|DDX60|SMURF1|CTHRC1,-7.7,0
0,1,0,0,1,0,1,1,0,-6.6,0,0,-10,0,-2.3,-2.9,C0030297,M01001011,4,0,DisGeNET,35,Pancreatic Neoplasm,,-10,4.3,8.8,30286,764,266,29,11,1.9,857|1030|1302|1435|1890|2113|3383|3976|4478|4488|4792|4893|5054|5293|5329|5366|5932|6364|7186|7474|7980|8743|8795|8828|8870|9636|51363|57154|79650,CAV1|CDKN2B|COL11A2|CSF1|TYMP|ETS1|ICAM1|LIF|MSN|MSX2|NFKBIA|NRAS|SERPINE1|PIK3CD|PLAUR|PMAIP1|RBBP8|CCL20|TRAF2|WNT5A|TFPI2|TNFSF10|TNFRSF10B|NRP2|IER3|ISG15|CHST15|SMURF1|USB1,-7.7,0
1,0,0,0,1,1,0,0,-2,0,0,0,-10,-2.4,0,0,C0278996,M10001100,3,0,DisGeNET,35,Malignant Head and Neck Neoplasm,,-10,4.3,8.7,30286,767,266,29,11,1.9,43|329|330|1263|1302|1540|1889|1890|2919|3315|3371|3490|3551|3726|3732|3918|5054|5293|5329|5597|5734|6091|6776|6868|7127|8743|8772|8795|9261,ACHE|BIRC2|BIRC3|PLK3|COL11A2|CYLD|ECE1|TYMP|CXCL1|HSPB1|TNC|IGFBP7|IKBKB|JUNB|CD82|LAMC2|SERPINE1|PIK3CD|PLAUR|MAPK6|PTGER4|ROBO1|STAT5A|ADAM17|TNFAIP2|TNFSF10|FADD|TNFRSF10B|MAPKAPK2,-7.6,0
