_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,0,0,1,1,0,1,0,0,0,0,-16,-2.2,0,-3.3,TRR00875,M00001101,3,0,TRRUST,34,Regulated by: NFKB1,,-16,8.7,13,30286,340,266,26,9.8,1.8,329|330|965|1435|2919|3371|3383|3665|3726|4792|5054|5329|5452|5698|5734|6364|7128|7185|7186|7980|8743|8795|8870|9308|9536|10148,BIRC2|BIRC3|CD58|CSF1|CXCL1|TNC|ICAM1|IRF7|JUNB|NFKBIA|SERPINE1|PLAUR|POU2F2|PSMB9|PTGER4|CCL20|TNFAIP3|TRAF1|TRAF2|TFPI2|TNFSF10|TNFRSF10B|IER3|CD83|PTGES|EBI3,-13,0
0,0,0,0,1,1,0,1,0,0,0,0,-15,-2.8,0,-2.3,TRR01158,M00001101,3,0,TRRUST,34,Regulated by: RELA,,-15,8.5,13,30286,334,266,25,9.4,1.8,329|330|965|1435|2919|3371|3383|3665|3726|4792|5054|5329|5452|5698|5734|6364|7128|7185|7186|8743|8795|8870|9308|9536|10148,BIRC2|BIRC3|CD58|CSF1|CXCL1|TNC|ICAM1|IRF7|JUNB|NFKBIA|SERPINE1|PLAUR|POU2F2|PSMB9|PTGER4|CCL20|TNFAIP3|TRAF1|TRAF2|TNFSF10|TNFRSF10B|IER3|CD83|PTGES|EBI3,-12,0
1,1,0,0,1,0,1,0,-2.9,-2.5,0,0,-9.5,0,-4.4,0,TRR01256,M11001010,4,0,TRRUST,34,Regulated by: SP1,,-9.5,5,8.7,30286,526,266,23,8.6,1.7,857|1000|1030|1302|1593|1890|2919|3135|3371|3383|3678|3685|4017|5054|5329|6868|7980|8743|8795|9308|9373|9536|56034,CAV1|CDH2|CDKN2B|COL11A2|CYP27A1|TYMP|CXCL1|HLA-G|TNC|ICAM1|ITGA5|ITGAV|LOXL2|SERPINE1|PLAUR|ADAM17|TFPI2|TNFSF10|TNFRSF10B|CD83|PLAA|PTGES|PDGFC,-6.9,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.5,TRR01275,M00000001,1,0,TRRUST,34,Regulated by: STAT1,,-6.5,9.9,8.5,30286,96,288,9,3.1,1,355|3133|3437|3717|4322|5359|6773|7098|10673,FAS|HLA-E|IFIT3|JAK2|MMP13|PLSCR1|STAT2|TLR3|TNFSF13B,-4.3,0
0,0,0,0,1,0,0,0,0,0,0,0,-6,0,0,0,TRR00877,M00001000,1,0,TRRUST,34,Regulated by: NFKBIA,,-6,27,11,30286,21,266,5,1.9,0.83,965|3383|7185|8743|10148,CD58|ICAM1|TRAF1|TNFSF10|EBI3,-4,0
0,0,0,0,1,0,0,0,0,0,0,0,-5.7,0,0,0,TRR01259,M00001000,1,0,TRRUST,34,Regulated by: SP3,,-5.7,8.1,7.5,30286,127,266,9,3.4,1.1,1000|1030|1302|1593|1890|3685|4017|5329|9308,CDH2|CDKN2B|COL11A2|CYP27A1|TYMP|ITGAV|LOXL2|PLAUR|CD83,-3.7,0
1,0,0,0,0,0,0,0,-5.3,0,0,0,0,0,0,0,TRR00255,M10000000,1,0,TRRUST,34,Regulated by: EGR3,,-5.3,75,15,30286,5,242,3,1.2,0.71,847|1384|10252,CAT|CRAT|SPRY1,-3.4,0
0,1,0,0,0,0,0,0,0,-5.3,0,0,0,0,0,0,TRR00500,M01000000,1,0,TRRUST,34,Regulated by: HNF4A,,-5.3,10,7.7,30286,53,388,7,1.8,0.68,174|335|336|338|2863|4547|29881,AFP|APOA1|APOA2|APOB|GPR39|MTTP|NPC1L1,-3.4,0
1,0,0,0,0,0,0,0,-5.2,0,0,0,0,0,0,0,TRR01061,M10000000,1,0,TRRUST,34,Regulated by: PPARD,,-5.2,31,11,30286,16,242,4,1.7,0.82,847|1384|5166|25828,CAT|CRAT|PDK4|TXN2,-3.3,0
0,0,0,0,1,0,0,1,0,0,0,0,-5.2,0,0,-3.1,TRR00780,M00001001,2,0,TRRUST,34,Regulated by: MYC,,-5.2,8.1,7.1,30286,112,266,8,3,1,3106|3135|3726|4893|5366|6484|8795|8870,HLA-B|HLA-G|JUNB|NRAS|PMAIP1|ST3GAL4|TNFRSF10B|IER3,-3.3,0
