GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
M10112,RNGTGGGC UNKNOWN,0.0,0.0,-10.417379604096416,-3.0998816615882907,0.0,0.0,0.0,0.0
M18765,MZF1 01,0.0,0.0,-5.11120643343837,-8.435546989904434,0.0,0.0,0.0,-2.077605364224365
M8062,CDX2 Q5,0.0,0.0,-2.7816981717898166,-7.026195304570767,0.0,-2.2756698562581326,0.0,0.0
M7691,CATTGTYY SOX9 B1,0.0,0.0,-2.308422978137845,-9.450228470258555,0.0,-3.1037323638656567,0.0,0.0
M4815,WTTGKCTG UNKNOWN,0.0,0.0,-3.98904004953253,-7.134552361496097,0.0,-4.694680421752156,0.0,0.0
M9769,CTGCAGY UNKNOWN,0.0,0.0,-8.568588814088063,-9.749855317491523,0.0,-3.7319128660779617,0.0,0.0
M9645,GGGYGTGNY UNKNOWN,0.0,0.0,-9.16652530927232,-4.803021933372995,-2.9254603231275786,-3.363422403064286,-3.180206878328466,0.0
M12520,SOX9 B1,0.0,0.0,0.0,-7.5337265768300705,0.0,0.0,0.0,0.0
M5866,HNF4 01 B,0.0,-2.7239231560127015,0.0,-8.056080683274903,0.0,0.0,-2.234960384042784,0.0
M14593,HNF1 C,0.0,-9.17464594712853,0.0,0.0,0.0,0.0,0.0,0.0
M15429,HNF1 01,0.0,-9.26332527630662,-2.982039347436634,0.0,0.0,0.0,0.0,0.0
M2549,NFKB Q6 01,0.0,0.0,0.0,-2.6983197459278756,-10.36416968948702,0.0,0.0,-5.49194515948303
M10143,CREL 01,0.0,0.0,0.0,-2.502475205056821,-12.760599784372136,0.0,0.0,-4.4055648228178805
M2315,NFKAPPAB65 01,0.0,0.0,0.0,-3.3422199199559395,-12.248678552831514,0.0,0.0,-6.210578204184547
M12240,NFKB C,0.0,0.0,0.0,-3.0415331815878806,-6.895054854328098,0.0,0.0,-2.364546760777819
M9949,NFKAPPAB 01,0.0,0.0,0.0,0.0,-16.00402161870222,0.0,0.0,-3.096490182760211
M11921,NFKB Q6,0.0,0.0,0.0,0.0,-7.098384413643825,0.0,0.0,-5.878416306000896
M533,STTTCRNTTT IRF Q6,0.0,0.0,0.0,0.0,-3.503346422290845,0.0,-2.938319971402876,-14.525909138068732
M12258,IRF7 01,0.0,0.0,0.0,0.0,-4.705791596158888,-2.320341195150519,-2.8317176768507584,-7.505147755574761
M14066,IRF Q6,0.0,0.0,-5.038777897977814,0.0,0.0,0.0,-2.355752152050242,-9.629186340613138
