_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,1,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,M40234,M01000000,1,0,Cell Type Signatures,7,DESCARTES FETAL LIVER HEPATOBLASTS,,-55,12,27,30286,500,388,74,19,2,13|173|174|216|259|283|335|336|338|341|350|433|622|1244|1644|1852|2065|2147|2168|2203|2330|2620|2705|3026|3158|3170|3174|3249|3698|4547|5174|5265|5314|5345|5624|5950|6819|7018|7104|7274|7276|7366|7429|8431|9104|10110|10840|27134|27165|29881|29974|51085|51473|55195|79589|79814|92292|113220|134548|149466|151258|163183|164656|197257|256394|256764|257407|283375|284111|319089|388323|388595|389434|100996492,AADAC|AFM|AFP|ALDH1A1|AMBP|ANG|APOA1|APOA2|APOB|APOC1|APOH|ASGR2|BDH1|ABCC2|DDC|DUSP9|ERBB3|F2|FABP1|FBP1|FMO5|GAS2|GJB1|HABP2|HMGCS2|FOXA2|HNF4G|HPN|ITIH2|MTTP|PDZK1|SERPINA1|PKHD1|SERPINF2|PROC|RBP4|SULT1C2|TF|TM4SF4|TTPA|TTR|UGT2B15|VIL1|NR0B2|RGN|SGK2|ALDH1L1|TJP3|GLS2|NPC1L1|A1CF|MLXIPL|DCDC2|CCDC198|RNF128|AGMAT|GLYATL1|KIF12|SOWAHA|C1orf210|SLC38A11|SYNE4|TMPRSS6|LDHD|SERPINA11|WDR72|C2orf72|SLC39A5|SLC13A5|TTC6|GLTPD2|TMEM82|IYD|CTXND1,-51,0
0,0,0,0,1,1,1,1,0,0,0,0,-41,-3.6,-6.1,-11,M41700,M00001111,4,0,Cell Type Signatures,7,TRAVAGLINI LUNG OLR1 CLASSICAL MONOCYTE CELL,,-41,9.6,22,30286,726,266,61,23,2.6,87|272|329|526|965|1263|1326|1889|1890|2633|2710|2768|2782|2907|2919|3383|3656|3665|3678|3685|4478|4792|5045|5216|5329|5687|6364|6868|7127|7128|7185|7323|7532|8460|8870|9261|9308|9636|10049|10318|10409|11177|11182|23258|25816|25932|29015|29940|51088|51312|51363|51582|56675|57655|59274|60559|64778|80149|83937|127544|170954,ACTN1|AMPD3|BIRC2|ATP6V1B2|CD58|PLK3|MAP3K8|ECE1|TYMP|GBP1|GK|GNA12|GNB1|GRINA|CXCL1|ICAM1|IRAK2|IRF7|ITGA5|ITGAV|MSN|NFKBIA|FURIN|PFN1|PLAUR|PSMA6|CCL20|ADAM17|TNFAIP2|TNFAIP3|TRAF1|UBE2D3|YWHAG|TPST1|IER3|MAPKAPK2|CD83|ISG15|DNAJB6|TNIP1|BASP1|BAZ1A|SLC2A6|DENND5A|TNFAIP8|CLIC4|SLC43A3|DSE|KLHL5|SLC25A37|CHST15|AZIN1|NRIP3|GRAMD1A|TLNRD1|SPCS3|FNDC3B|ZC3H12A|RASSF4|RNF19B|PPP1R18,-37,0
0,1,0,0,0,0,1,0,0,-30,0,0,0,0,-3.7,0,M40287,M01000010,2,0,Cell Type Signatures,7,DESCARTES FETAL SPLEEN AFP ALB POSITIVE CELLS,,-30,15,21,30286,188,388,35,9,1.5,174|259|335|336|338|341|350|433|1468|1852|2147|2153|2168|2330|2628|2705|2938|3026|3158|3249|3698|4547|5265|5314|5345|5950|6819|7018|7104|7276|10555|11001|29974|283375|284111,AFP|AMBP|APOA1|APOA2|APOB|APOC1|APOH|ASGR2|SLC25A10|DUSP9|F2|F5|FABP1|FMO5|GATM|GJB1|GSTA1|HABP2|HMGCS2|HPN|ITIH2|MTTP|SERPINA1|PKHD1|SERPINF2|RBP4|SULT1C2|TF|TM4SF4|TTR|AGPAT2|SLC27A2|A1CF|SLC39A5|SLC13A5,-26,0
0,1,0,0,0,0,0,0,0,-28,0,0,0,0,0,0,M40212,M01000000,1,0,Cell Type Signatures,7,DESCARTES FETAL INTESTINE INTESTINAL EPITHELIAL CELLS,,-28,11,19,30286,276,388,39,10,1.5,13|173|174|335|336|338|1244|2168|2705|2938|4547|5625|5648|5950|6819|7103|9075|10840|27134|27283|54810|55195|55808|79774|79814|79838|80004|80117|81932|123099|140893|155465|196410|222171|222643|257407|284422|388323|389434,AADAC|AFM|AFP|APOA1|APOA2|APOB|ABCC2|FABP1|GJB1|GSTA1|MTTP|PRODH|MASP1|RBP4|SULT1C2|TSPAN8|CLDN2|ALDH1L1|TJP3|TINAG|GIPC2|CCDC198|ST6GALNAC1|GRTP1|AGMAT|TMC5|ESRP2|ARL14|HDHD3|DEGS2|RBBP8NL|AGR3|TMT1B|PRR15|UNC5CL|C2orf72|SMIM24|GLTPD2|IYD,-24,0
1,1,0,0,0,0,1,0,-3.2,-28,0,0,0,0,-2.4,0,M39115,M11000010,3,0,Cell Type Signatures,7,AIZARANI LIVER C11 HEPATOCYTES 1,,-28,10,19,30286,298,388,40,10,1.5,13|173|216|259|283|335|336|338|341|350|433|1892|2147|2153|2168|2203|2330|2628|2938|3158|3248|3249|3698|4547|5265|5345|5624|5950|7018|7276|7366|9104|10840|11001|22837|29974|51085|92292|256394|284111,AADAC|AFM|ALDH1A1|AMBP|ANG|APOA1|APOA2|APOB|APOC1|APOH|ASGR2|ECHS1|F2|F5|FABP1|FBP1|FMO5|GATM|GSTA1|HMGCS2|HPGD|HPN|ITIH2|MTTP|SERPINA1|SERPINF2|PROC|RBP4|TF|TTR|UGT2B15|RGN|ALDH1L1|SLC27A2|COBLL1|A1CF|MLXIPL|GLYATL1|SERPINA11|SLC13A5,-24,0
0,0,1,1,1,1,1,1,0,0,-6.2,-6.1,-26,-6.8,-2.8,-6.1,M39175,M00111111,6,0,Cell Type Signatures,7,MURARO PANCREAS MESENCHYMAL STROMAL CELL,,-26,7.7,17,30286,680,266,46,17,2.3,87|390|649|857|1282|1284|1292|2113|3371|3490|3589|3624|3678|3685|3732|3976|4017|4478|5054|5216|5329|5688|5791|7474|7980|8460|8828|8870|9261|9536|10409|10981|11177|25932|29940|51026|51363|54838|60312|64778|80176|84627|91010|91283|115908|170954,ACTN1|RND3|BMP1|CAV1|COL4A1|COL4A2|COL6A2|ETS1|TNC|IGFBP7|IL11|INHBA|ITGA5|ITGAV|CD82|LIF|LOXL2|MSN|SERPINE1|PFN1|PLAUR|PSMA7|PTPRE|WNT5A|TFPI2|TPST1|NRP2|IER3|MAPKAPK2|PTGES|BASP1|RAB32|BAZ1A|CLIC4|DSE|GOLT1B|CHST15|WBP1L|AFAP1|FNDC3B|SPSB1|ZNF469|FMNL3|MSANTD3|CTHRC1|PPP1R18,-23,0
0,1,0,0,0,0,0,0,0,-26,0,0,0,0,0,0,M40220,M01000000,1,0,Cell Type Signatures,7,DESCARTES FETAL KIDNEY URETERIC BUD CELLS,,-26,9.9,18,30286,300,388,38,9.8,1.5,216|2125|2203|3158|3248|6286|7348|8537|10331|22837|23584|23624|54097|54845|54894|55040|64284|79589|79983|80004|80117|83851|85477|114569|123099|127845|128218|138065|140893|147798|151258|161291|197257|222171|319089|440335|642574|100996492,ALDH1A1|EVPL|FBP1|HMGCS2|HPGD|S100P|UPK1B|BCAS1|B3GNT3|COBLL1|VSIG2|CBLC|FAM3B|ESRP1|RNF43|EPN3|RAB17|RNF128|POF1B|ESRP2|ARL14|SYT16|SCIN|MAL2|DEGS2|GOLT1A|TMEM125|RNF183|RBBP8NL|TMC4|SLC38A11|TMEM30B|LDHD|PRR15|TTC6|SMIM22|IQANK1|CTXND1,-22,0
0,1,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,M40276,M01000000,1,0,Cell Type Signatures,7,DESCARTES FETAL PLACENTA AFP ALB POSITIVE CELLS,,-25,14,19,30286,171,388,30,7.7,1.4,174|259|335|336|338|350|433|622|1244|1644|2147|2168|2330|2938|3158|3698|5265|5345|5950|7018|7104|7276|27165|29974|51085|83715|127845|164656|283375|284111,AFP|AMBP|APOA1|APOA2|APOB|APOH|ASGR2|BDH1|ABCC2|DDC|F2|FABP1|FMO5|GSTA1|HMGCS2|ITIH2|SERPINA1|SERPINF2|RBP4|TF|TM4SF4|TTR|GLS2|A1CF|MLXIPL|ESPN|GOLT1A|TMPRSS6|SLC39A5|SLC13A5,-21,0
0,1,0,0,0,0,0,0,0,-24,0,0,0,0,0,0,M40013,M01000000,1,0,Cell Type Signatures,7,BUSSLINGER GASTRIC MATURE PIT CELLS,,-24,11,18,30286,224,388,33,8.5,1.4,218|283|760|3170|3171|3248|3280|6035|6286|6337|6819|7032|7103|7850|8537|10099|10424|11199|23584|25928|51316|54845|79589|80117|84418|114569|165679|201501|222171|340547|388743|440335|768239,ALDH3A1|ANG|CA2|FOXA2|FOXA3|HPGD|HES1|RNASE1|S100P|SCNN1A|SULT1C2|TFF2|TSPAN8|IL1R2|BCAS1|TSPAN3|PGRMC2|ANXA10|VSIG2|SOSTDC1|PLAC8|ESRP1|RNF128|ARL14|CYSTM1|MAL2|SPTSSB|ZBTB7C|PRR15|VSIG1|CAPN8|SMIM22|PSAPL1,-21,0
1,1,0,0,0,0,0,0,-3.3,-21,0,0,0,0,0,0,M39118,M11000000,2,0,Cell Type Signatures,7,AIZARANI LIVER C14 HEPATOCYTES 2,,-21,10,16,30286,226,388,30,7.7,1.4,173|216|259|283|335|336|338|341|350|433|1892|2147|2168|2203|2628|2705|2938|3158|3249|5265|5345|5950|7018|7276|9104|10840|29974|51085|92292|256394,AFM|ALDH1A1|AMBP|ANG|APOA1|APOA2|APOB|APOC1|APOH|ASGR2|ECHS1|F2|FABP1|FBP1|GATM|GJB1|GSTA1|HMGCS2|HPN|SERPINA1|SERPINF2|RBP4|TF|TTR|RGN|ALDH1L1|A1CF|MLXIPL|GLYATL1|SERPINA11,-17,0
