Cluster,Score,Type,Gene,Symbol,Network
1,8.578947368421053,Clustered,5687,PSMA6,modules_mes_black_sorted_top300_SUB1
1,8.578947368421053,Clustered,11047,ADRM1,modules_mes_black_sorted_top300_SUB1
1,8.578947368421053,Clustered,330,BIRC3,modules_mes_black_sorted_top300_SUB1
1,8.578947368421053,Clustered,5684,PSMA3,modules_mes_black_sorted_top300_SUB1
1,8.578947368421053,Clustered,5717,PSMD11,modules_mes_black_sorted_top300_SUB1
1,8.578947368421053,Clustered,5709,PSMD3,modules_mes_black_sorted_top300_SUB1
1,8.578947368421053,Clustered,5704,PSMC4,modules_mes_black_sorted_top300_SUB1
1,8.578947368421053,Clustered,5682,PSMA1,modules_mes_black_sorted_top300_SUB1
1,8.578947368421053,Clustered,5694,PSMB6,modules_mes_black_sorted_top300_SUB1
1,8.578947368421053,Clustered,5970,RELA,modules_mes_black_sorted_top300_SUB1
1,8.578947368421053,Clustered,5686,PSMA5,modules_mes_black_sorted_top300_SUB1
1,8.578947368421053,Clustered,5685,PSMA4,modules_mes_black_sorted_top300_SUB1
1,8.578947368421053,Clustered,4790,NFKB1,modules_mes_black_sorted_top300_SUB1
1,8.578947368421053,Seed,5690,PSMB2,modules_mes_black_sorted_top300_SUB1
1,8.578947368421053,Clustered,5705,PSMC5,modules_mes_black_sorted_top300_SUB1
1,8.578947368421053,Clustered,5691,PSMB3,modules_mes_black_sorted_top300_SUB1
1,8.578947368421053,Clustered,4792,NFKBIA,modules_mes_black_sorted_top300_SUB1
1,8.578947368421053,Clustered,5707,PSMD1,modules_mes_black_sorted_top300_SUB1
1,8.578947368421053,Clustered,5721,PSME2,modules_mes_black_sorted_top300_SUB1
2,3.833333333333333,Clustered,7128,TNFAIP3,modules_mes_black_sorted_top300_SUB1
2,3.833333333333333,Clustered,355,FAS,modules_mes_black_sorted_top300_SUB1
2,3.833333333333333,Clustered,148022,TICAM1,modules_mes_black_sorted_top300_SUB1
2,3.833333333333333,Clustered,8767,RIPK2,modules_mes_black_sorted_top300_SUB1
2,3.833333333333333,Clustered,10010,TANK,modules_mes_black_sorted_top300_SUB1
2,3.833333333333333,Seed,7186,TRAF2,modules_mes_black_sorted_top300_SUB1
2,3.833333333333333,Clustered,7185,TRAF1,modules_mes_black_sorted_top300_SUB1
2,3.833333333333333,Clustered,8837,CFLAR,modules_mes_black_sorted_top300_SUB1
2,3.833333333333333,Clustered,7187,TRAF3,modules_mes_black_sorted_top300_SUB1
2,3.833333333333333,Clustered,8878,SQSTM1,modules_mes_black_sorted_top300_SUB1
2,3.833333333333333,Clustered,3276,PRMT1,modules_mes_black_sorted_top300_SUB1
2,3.833333333333333,Clustered,329,BIRC2,modules_mes_black_sorted_top300_SUB1
3,1.75,Clustered,10133,OPTN,modules_mes_black_sorted_top300_SUB1
3,1.75,Clustered,9641,IKBKE,modules_mes_black_sorted_top300_SUB1
3,1.75,Clustered,3459,IFNGR1,modules_mes_black_sorted_top300_SUB1
3,1.75,Clustered,3718,JAK3,modules_mes_black_sorted_top300_SUB1
3,1.75,Clustered,10318,TNIP1,modules_mes_black_sorted_top300_SUB1
3,1.75,Clustered,6772,STAT1,modules_mes_black_sorted_top300_SUB1
3,1.75,Clustered,3460,IFNGR2,modules_mes_black_sorted_top300_SUB1
3,1.75,Seed,3455,IFNAR2,modules_mes_black_sorted_top300_SUB1
4,1.0,Clustered,4780,NFE2L2,modules_mes_black_sorted_top300_SUB1
4,1.0,Seed,23764,MAFF,modules_mes_black_sorted_top300_SUB1
4,1.0,Clustered,9603,NFE2L3,modules_mes_black_sorted_top300_SUB1
1,13.0,Clustered,54739,XAF1,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,3665,IRF7,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,10379,IRF9,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,3105,HLA-A,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,3429,IFI27,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,4600,MX2,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,4599,MX1,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,4939,OAS2,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,4938,OAS1,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,4940,OAS3,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,24138,IFIT5,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,684,BST2,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,3134,HLA-F,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,25939,SAMHD1,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,3437,IFIT3,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,3669,ISG20,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,3107,HLA-C,modules_mes_blue_sorted_top300_SUB1
1,13.0,Seed,2537,IFI6,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,3430,IFI35,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,3433,IFIT2,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,5696,PSMB8,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,3660,IRF2,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,3659,IRF1,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,3106,HLA-B,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,103,ADAR,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,2634,GBP2,modules_mes_blue_sorted_top300_SUB1
1,13.0,Clustered,3133,HLA-E,modules_mes_blue_sorted_top300_SUB1
3,5.769230769230769,Clustered,718,C3,modules_mes_blue_sorted_top300_SUB1
3,5.769230769230769,Clustered,2919,CXCL1,modules_mes_blue_sorted_top300_SUB1
3,5.769230769230769,Clustered,2921,CXCL3,modules_mes_blue_sorted_top300_SUB1
3,5.769230769230769,Clustered,623,BDKRB1,modules_mes_blue_sorted_top300_SUB1
3,5.769230769230769,Clustered,2826,CCR10,modules_mes_blue_sorted_top300_SUB1
3,5.769230769230769,Clustered,58191,CXCL16,modules_mes_blue_sorted_top300_SUB1
3,5.769230769230769,Clustered,624,BDKRB2,modules_mes_blue_sorted_top300_SUB1
3,5.769230769230769,Clustered,2920,CXCL2,modules_mes_blue_sorted_top300_SUB1
3,5.769230769230769,Clustered,3627,CXCL10,modules_mes_blue_sorted_top300_SUB1
3,5.769230769230769,Clustered,6373,CXCL11,modules_mes_blue_sorted_top300_SUB1
3,5.769230769230769,Clustered,6364,CCL20,modules_mes_blue_sorted_top300_SUB1
3,5.769230769230769,Clustered,6374,CXCL5,modules_mes_blue_sorted_top300_SUB1
3,5.769230769230769,Clustered,6372,CXCL6,modules_mes_blue_sorted_top300_SUB1
5,1.5,Clustered,51762,RAB8B,modules_mes_blue_sorted_top300_SUB1
5,1.5,Seed,91828,EXOC3L4,modules_mes_blue_sorted_top300_SUB1
5,1.5,Clustered,7127,TNFAIP2,modules_mes_blue_sorted_top300_SUB1
5,1.5,Clustered,5872,RAB13,modules_mes_blue_sorted_top300_SUB1
4,1.4285714285714286,Clustered,9636,ISG15,modules_mes_blue_sorted_top300_SUB1
4,1.4285714285714286,Clustered,567,B2M,modules_mes_blue_sorted_top300_SUB1
4,1.4285714285714286,Seed,3135,HLA-G,modules_mes_blue_sorted_top300_SUB1
4,1.4285714285714286,Clustered,6891,TAP2,modules_mes_blue_sorted_top300_SUB1
4,1.4285714285714286,Clustered,51191,HERC5,modules_mes_blue_sorted_top300_SUB1
4,1.4285714285714286,Clustered,7706,TRIM25,modules_mes_blue_sorted_top300_SUB1
4,1.4285714285714286,Clustered,9246,UBE2L6,modules_mes_blue_sorted_top300_SUB1
2,1.3529411764705883,Clustered,3965,LGALS9,modules_mes_blue_sorted_top300_SUB1
2,1.3529411764705883,Seed,79792,GSDMD,modules_mes_blue_sorted_top300_SUB1
2,1.3529411764705883,Clustered,54919,DNAAF5,modules_mes_blue_sorted_top300_SUB1
2,1.3529411764705883,Clustered,9367,RAB9A,modules_mes_blue_sorted_top300_SUB1
2,1.3529411764705883,Clustered,5698,PSMB9,modules_mes_blue_sorted_top300_SUB1
2,1.3529411764705883,Clustered,5720,PSME1,modules_mes_blue_sorted_top300_SUB1
2,1.3529411764705883,Clustered,5699,PSMB10,modules_mes_blue_sorted_top300_SUB1
2,1.3529411764705883,Clustered,125111,GJD3,modules_mes_blue_sorted_top300_SUB1
2,1.3529411764705883,Clustered,1435,CSF1,modules_mes_blue_sorted_top300_SUB1
2,1.3529411764705883,Clustered,23214,XPO6,modules_mes_blue_sorted_top300_SUB1
2,1.3529411764705883,Clustered,3068,HDGF,modules_mes_blue_sorted_top300_SUB1
2,1.3529411764705883,Clustered,5771,PTPN2,modules_mes_blue_sorted_top300_SUB1
2,1.3529411764705883,Clustered,834,CASP1,modules_mes_blue_sorted_top300_SUB1
2,1.3529411764705883,Clustered,837,CASP4,modules_mes_blue_sorted_top300_SUB1
2,1.3529411764705883,Clustered,3301,DNAJA1,modules_mes_blue_sorted_top300_SUB1
2,1.3529411764705883,Clustered,1947,EFNB1,modules_mes_blue_sorted_top300_SUB1
2,1.3529411764705883,Clustered,5321,PLA2G4A,modules_mes_blue_sorted_top300_SUB1
6,1.0,Clustered,51056,LAP3,modules_mes_blue_sorted_top300_SUB1
6,1.0,Clustered,23549,DNPEP,modules_mes_blue_sorted_top300_SUB1
6,1.0,Clustered,231,AKR1B1,modules_mes_blue_sorted_top300_SUB1
1,6.866666666666667,Clustered,375,ARF1,modules_mes_green_sorted_top300_SUB1
1,6.866666666666667,Clustered,10652,YKT6,modules_mes_green_sorted_top300_SUB1
1,6.866666666666667,Clustered,378,ARF4,modules_mes_green_sorted_top300_SUB1
1,6.866666666666667,Clustered,372,ARCN1,modules_mes_green_sorted_top300_SUB1
1,6.866666666666667,Clustered,26286,ARFGAP3,modules_mes_green_sorted_top300_SUB1
1,6.866666666666667,Clustered,1315,COPB1,modules_mes_green_sorted_top300_SUB1
1,6.866666666666667,Clustered,22820,COPG1,modules_mes_green_sorted_top300_SUB1
1,6.866666666666667,Clustered,9276,COPB2,modules_mes_green_sorted_top300_SUB1
1,6.866666666666667,Clustered,6836,SURF4,modules_mes_green_sorted_top300_SUB1
1,6.866666666666667,Seed,11014,KDELR2,modules_mes_green_sorted_top300_SUB1
1,6.866666666666667,Clustered,8729,GBF1,modules_mes_green_sorted_top300_SUB1
1,6.866666666666667,Clustered,11316,COPE,modules_mes_green_sorted_top300_SUB1
1,6.866666666666667,Clustered,10959,TMED2,modules_mes_green_sorted_top300_SUB1
1,6.866666666666667,Clustered,1314,COPA,modules_mes_green_sorted_top300_SUB1
1,6.866666666666667,Clustered,5861,RAB1A,modules_mes_green_sorted_top300_SUB1
5,2.5,Clustered,10802,SEC24A,modules_mes_green_sorted_top300_SUB1
5,2.5,Clustered,9570,GOSR2,modules_mes_green_sorted_top300_SUB1
5,2.5,Seed,1522,CTSZ,modules_mes_green_sorted_top300_SUB1
5,2.5,Clustered,10484,SEC23A,modules_mes_green_sorted_top300_SUB1
5,2.5,Clustered,6396,SEC13,modules_mes_green_sorted_top300_SUB1
5,2.5,Clustered,9871,SEC24D,modules_mes_green_sorted_top300_SUB1
6,2.0,Seed,6747,SSR3,modules_mes_green_sorted_top300_SUB1
6,2.0,Clustered,29927,SEC61A1,modules_mes_green_sorted_top300_SUB1
6,2.0,Clustered,23480,SEC61G,modules_mes_green_sorted_top300_SUB1
6,2.0,Clustered,6734,SRPRA,modules_mes_green_sorted_top300_SUB1
6,2.0,Clustered,6728,SRP19,modules_mes_green_sorted_top300_SUB1
4,1.5714285714285714,Clustered,92521,SPECC1,modules_mes_green_sorted_top300_SUB1
4,1.5714285714285714,Clustered,10487,CAP1,modules_mes_green_sorted_top300_SUB1
