GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
GO:0040007,growth,0.0,0.0,-3.716218567429558,-3.2934246244475167,-4.9220110745486405,-2.501526248229039,0.0,0.0
GO:0040011,locomotion,0.0,0.0,-2.92819840963212,-7.941330367744252,-10.06256424144764,-3.7099075343664465,0.0,0.0
GO:0044419,biological process involved in interspecies interaction between organisms,0.0,0.0,-2.1291495474876987,-10.364102311702268,-2.272535364789345,-5.0662414475903494,0.0,0.0
GO:0016032,viral process,0.0,0.0,-2.5933115176853683,-7.152254829624077,0.0,-2.0467717415895303,0.0,0.0
GO:0042592,homeostatic process,0.0,-2.069751257511859,-3.860466756380942,-5.23195223060458,-3.3405922343714494,-3.0308478344634993,-3.879293276441582,0.0
GO:0065007,biological regulation,-5.795097526460575,0.0,-3.3152478682055224,-3.638895020553682,-5.6240519053834355,-4.854875403301897,0.0,-2.477762632665586
GO:0022414,reproductive process,-3.0584419243439753,0.0,0.0,-2.0741855361521964,-3.738816207597633,-2.547676323823663,0.0,0.0
GO:0098754,detoxification,-2.477519390398545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GO:0048511,rhythmic process,0.0,0.0,-2.1449612979279498,0.0,0.0,0.0,0.0,0.0
GO:0032501,multicellular organismal process,0.0,-3.009902355052405,-3.0850961159780175,-8.909965654944807,-8.39305731722122,-6.715641038411258,-2.7837427382928173,-4.588327144216704
GO:0002376,immune system process,0.0,-2.773351281218367,-2.183593773916323,-7.992621968458714,-5.174528420553202,-6.73614964819622,0.0,-2.004561636281052
GO:0048518,positive regulation of biological process,-2.759392464318091,-4.424754201815477,-3.7291624890793034,-9.988001854904374,-6.957285301410092,-8.31927065055785,-2.1152340421112985,-2.4313643038570216
GO:0050789,regulation of biological process,-3.076833721262762,-2.195223142586148,-3.6530796789823645,-5.424226116526944,-7.433735987310224,-7.670435162676426,-2.4314985553892043,-2.442119898548188
GO:0048519,negative regulation of biological process,-4.085894840620753,-4.453064279595466,-3.596877064674692,-6.763645831071508,-4.543661727275051,-4.264611230214535,-2.3145601949621732,-3.639239310113989
GO:0032502,developmental process,-5.393638462381776,-2.058449876859865,-5.400127744983047,-8.19031462323395,-18.502431072168232,-8.358332839624277,-2.842332869825716,-6.696599069665733
GO:0050896,response to stimulus,-3.882197348812356,-2.7468779422600176,-7.398265213507675,-7.753686417471089,-8.916159840960844,-8.266169277117577,-4.153480471248532,-6.961246554166363
GO:0009987,cellular process,-4.980941726987849,-22.24234159062509,-3.6372424450013203,-8.168839309646483,-22.68545331427946,-5.284322452917056,-10.175044374510124,-10.105762405845594
GO:0008152,metabolic process,-13.418027082746018,-21.629311583033466,-3.045844837468903,-4.553635717560756,-5.023819725091728,-4.149088654898046,-11.919665504320918,-10.902874780357147
GO:0051179,localization,-2.881017911675246,-12.532416453564542,-4.226684385972157,-5.406738590650264,-5.910053146457891,-5.6902341394889655,-4.772298107993341,-25.09215266496945
