GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
hsa04141,Protein processing in endoplasmic reticulum,0.0,0.0,0.0,0.0,0.0,0.0,-8.183995965551814,-15.587445562180235
GO:0006886,intracellular protein transport,-2.7319125427049675,0.0,0.0,0.0,-3.6466116809307603,0.0,-3.833386216002652,-14.409875729498495
GO:0048193,Golgi vesicle transport,-2.399107935987054,0.0,0.0,0.0,0.0,0.0,0.0,-25.09215266496945
GO:0140053,mitochondrial gene expression,-2.72078382562474,-16.690401175412873,0.0,0.0,0.0,0.0,-4.607556189497285,0.0
GO:0042254,ribosome biogenesis,-3.8887238435207165,-22.24234159062509,0.0,0.0,0.0,0.0,-10.175044374510124,0.0
GO:0019752,carboxylic acid metabolic process,-12.592195478733585,-12.056284540328823,0.0,0.0,0.0,0.0,-6.559164306782354,0.0
GO:1901137,carbohydrate derivative biosynthetic process,-4.467495115042872,-8.68964931379927,0.0,0.0,0.0,0.0,-5.482802857027833,-9.706164134991328
M5890,HALLMARK TNFA SIGNALING VIA NFKB,0.0,0.0,0.0,-23.20361279973014,-16.68850923515014,-8.538843456107765,0.0,0.0
R-HSA-1280215,Cytokine Signaling in Immune system,0.0,0.0,0.0,-17.36554929918861,-4.580981962287241,-3.2295530721809667,0.0,0.0
GO:0030029,actin filament-based process,0.0,0.0,0.0,-5.9613397630732265,-22.68545331427946,-2.5139751594174298,0.0,0.0
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",0.0,0.0,0.0,-3.8945489779023412,-14.128610824223072,-6.955267088049288,-2.387191009436069,0.0
GO:0007167,enzyme-linked receptor protein signaling pathway,0.0,0.0,-3.1221190178276803,-4.832813412231232,-7.424046934317703,-5.650770635574078,0.0,0.0
M5902,HALLMARK APOPTOSIS,0.0,0.0,-2.1654666546355053,-10.06276018486093,-8.044825610935256,-2.5279804601528655,0.0,0.0
GO:0035239,tube morphogenesis,-2.431021193126874,0.0,-3.5103522012245674,-5.801608424811042,-17.401184691567114,-4.458056318938366,0.0,0.0
GO:0007507,heart development,-2.678568825724092,0.0,-3.4690719512539125,-4.1855930323926875,-8.702034640466497,-2.340654377562362,0.0,-3.5486502357320338
M5930,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,0.0,0.0,0.0,-3.724305346527715,-32.66602443072029,-2.7120658903189043,0.0,-6.0528236870775025
hsa04820,Cytoskeleton in muscle cells,0.0,0.0,0.0,-3.2930303701196504,-18.99643200057871,0.0,0.0,-4.674563611742637
hsa04510,Focal adhesion,0.0,0.0,0.0,-3.6920838205516624,-16.59911647687832,0.0,0.0,0.0
M5913,HALLMARK INTERFERON GAMMA RESPONSE,0.0,0.0,0.0,-24.469792206846986,0.0,0.0,0.0,0.0
R-HSA-5653656,Vesicle-mediated transport,0.0,0.0,-3.133635118060268,0.0,-6.757949295511887,-4.532968517829473,0.0,-15.724653115242546
