Gene,TotalEvidenceCounts,EvidenceHit:modules_epi_black_sorted_top300,EvidenceHit:modules_epi_blue_sorted_top300,EvidenceHit:modules_epi_pink_sorted_top300,EvidenceHit:modules_epi_red_sorted_top300,EvidenceHit:modules_epi_turquoise_sorted_top300,EvidenceHit:modules_epi_yellow_sorted_top300,EvidenceGO:modules_epi_black_sorted_top300,EvidenceGO:modules_epi_blue_sorted_top300,EvidenceGO:modules_epi_pink_sorted_top300,EvidenceGO:modules_epi_red_sorted_top300,EvidenceGO:modules_epi_turquoise_sorted_top300,EvidenceGO:modules_epi_yellow_sorted_top300,EvidencePPI:modules_epi_black_sorted_top300,EvidencePPI:modules_epi_blue_sorted_top300,EvidencePPI:modules_epi_pink_sorted_top300,EvidencePPI:modules_epi_red_sorted_top300,EvidencePPI:modules_epi_turquoise_sorted_top300,EvidencePPI:modules_epi_yellow_sorted_top300
1435,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10085,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3909,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
51474,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
56950,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3491,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5950,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8301,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6016,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7476,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
81631,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2316,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1906,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1937,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
84079,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6337,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10331,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7798,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
652,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9747,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
25803,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
391,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5792,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
538,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5966,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9846,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23474,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1029,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
9641,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
54681,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
48,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9289,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
9578,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
55008,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10256,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
128866,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
65059,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23208,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
10966,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6364,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26230,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
10062,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4893,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5692,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8837,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8809,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3660,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7494,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
357,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
23141,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
800,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4017,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
481,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6932,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
55647,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
51177,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
64175,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
71,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6519,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
79180,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6296,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
158747,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9538,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
547,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5021,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6810,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5071,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
27122,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6778,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
127262,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
364,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
829,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
85415,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2650,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
350,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
716,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3976,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
160418,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3611,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3576,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3300,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3911,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2039,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
440026,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2923,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6891,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
84790,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
341,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6385,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1000,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
89848,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
23673,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
79660,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3084,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2131,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
64764,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9693,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
10043,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5698,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1318,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
998,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
377841,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
26133,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5922,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
11199,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3783,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1408,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2050,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
10094,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
122786,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1540,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3454,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5155,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
57591,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
9466,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6890,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5297,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9451,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2034,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
81706,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
55937,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
682,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
57504,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9180,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10555,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
56940,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
84818,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7045,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4814,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
80169,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
843,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7042,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8408,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5947,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
81618,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3105,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
334,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4240,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4794,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2752,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10163,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2625,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
80270,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9111,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27242,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
84280,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
65009,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23186,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
148022,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6236,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
146206,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8399,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22853,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22931,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5899,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
25875,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2571,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5051,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
148867,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7100,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5366,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
51390,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25759,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1809,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
8412,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5880,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7251,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2705,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
221035,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6558,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
29984,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
638,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7050,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3606,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
4680,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
51719,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4134,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
57142,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3030,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
284114,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5154,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7320,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
649,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
51430,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
58508,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
89953,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
389,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
9590,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
306,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7098,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2314,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1191,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1072,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4303,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1396,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4294,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7444,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6567,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10397,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4067,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4053,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
84557,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
160,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2919,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7301,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6793,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
51386,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6648,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
150290,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1917,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1845,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9114,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
80326,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5912,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3694,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23191,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
57175,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1958,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
84102,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5332,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3638,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8323,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3866,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4627,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
868,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7477,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5721,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
87,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
53905,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6774,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10970,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6251,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23761,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3171,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22933,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
51339,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
230,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10678,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50506,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3732,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22885,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2040,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4982,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5213,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7057,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1915,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3856,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11031,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
10318,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
162,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5644,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
85461,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
388591,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1312,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2036,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
50484,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
54764,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4688,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22911,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4643,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2720,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
80271,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2120,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10681,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
27233,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3383,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1832,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1893,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
4790,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
957,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1903,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3656,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
330,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2634,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6737,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
9948,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
114990,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1837,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2051,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
10410,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
972,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26281,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
60412,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
56999,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4485,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8835,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5738,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
10109,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50808,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5174,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4050,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8870,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
4641,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3306,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
355,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8771,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1847,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23043,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6721,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10133,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
53916,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2664,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4791,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
137075,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7185,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
55601,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8797,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5862,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7077,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
55568,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7351,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6286,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1182,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22849,3.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6722,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
