Gene,TotalEvidenceCounts,EvidenceHit:MyList,EvidenceGO:MyList,EvidencePPI:MyList
6997,3.0,1,1,1
1294,3.0,1,1,1
1277,3.0,1,1,1
7025,3.0,1,1,1
91584,3.0,1,1,1
3772,3.0,1,1,1
5045,3.0,1,1,1
238,3.0,1,1,1
1301,3.0,1,1,1
9839,3.0,1,1,1
1285,3.0,1,1,1
56999,3.0,1,1,1
7122,3.0,1,1,1
11096,3.0,1,1,1
7068,3.0,1,1,1
2232,3.0,1,1,1
3797,3.0,1,1,1
1010,3.0,1,1,1
7484,3.0,1,1,1
81620,3.0,1,1,1
55211,3.0,1,1,1
1000,3.0,1,1,1
11227,3.0,1,1,1
79784,3.0,1,1,1
5352,3.0,1,1,1
8728,3.0,1,1,1
890,3.0,1,1,1
1809,3.0,1,1,1
1137,3.0,1,1,1
8224,3.0,1,1,1
59284,3.0,1,1,1
6374,3.0,1,1,1
50614,3.0,1,1,1
7476,3.0,1,1,1
4582,3.0,1,1,1
1281,3.0,1,1,1
1295,3.0,1,1,1
10125,3.0,1,1,1
4318,3.0,1,1,1
2,3.0,1,1,1
4583,3.0,1,1,1
5446,3.0,1,1,1
3673,3.0,1,1,1
83700,3.0,1,1,1
27329,3.0,1,1,1
140453,3.0,1,1,1
27289,3.0,1,1,1
2558,3.0,1,1,1
4017,3.0,1,1,1
50863,3.0,1,1,1
1004,3.0,1,1,1
10112,3.0,1,1,1
23129,3.0,1,1,1
1136,3.0,1,1,1
1087,3.0,1,1,1
5947,3.0,1,1,1
8482,3.0,1,1,1
1143,3.0,1,1,1
57101,3.0,1,1,1
2675,3.0,1,1,1
7042,3.0,1,1,1
10008,3.0,1,1,1
6572,3.0,1,1,1
54437,3.0,1,1,1
7083,3.0,1,1,1
9353,3.0,1,1,1
338,3.0,1,1,1
2258,3.0,1,1,1
5196,3.0,1,1,1
6364,3.0,1,1,1
4313,3.0,1,1,1
1440,3.0,1,1,1
9378,3.0,1,1,1
114,3.0,1,1,1
7846,3.0,1,1,1
4312,3.0,1,1,1
2791,3.0,1,1,1
5764,3.0,1,1,1
5033,3.0,1,1,1
4609,3.0,1,1,1
6616,3.0,1,1,1
3561,3.0,1,1,1
1634,3.0,1,1,1
4684,3.0,1,1,1
6352,3.0,1,1,1
5339,3.0,1,1,1
1293,3.0,1,1,1
55816,3.0,1,1,1
81027,3.0,1,1,1
4760,3.0,1,1,1
1437,3.0,1,1,1
388,3.0,1,1,1
1030,3.0,1,1,1
80149,3.0,1,1,1
4023,3.0,1,1,1
11211,3.0,1,1,1
2649,3.0,1,1,1
56667,3.0,1,1,1
960,3.0,1,1,1
3249,3.0,1,1,1
10398,3.0,1,1,1
5080,3.0,1,1,1
169044,3.0,1,1,1
10331,3.0,1,1,1
336,3.0,1,1,1
7276,3.0,1,1,1
22795,3.0,1,1,1
26050,3.0,1,1,1
4838,3.0,1,1,1
3918,3.0,1,1,1
2556,3.0,1,1,1
4586,3.0,1,1,1
3696,3.0,1,1,1
348,3.0,1,1,1
4053,3.0,1,1,1
2168,3.0,1,1,1
79727,3.0,1,1,1
5155,3.0,1,1,1
4176,3.0,1,1,1
22829,3.0,1,1,1
80326,3.0,1,1,1
3371,3.0,1,1,1
27092,3.0,1,1,1
3833,3.0,1,1,1
10418,3.0,1,1,1
8434,3.0,1,1,1
192134,3.0,1,1,1
50674,3.0,1,1,1
4547,3.0,1,1,1
6241,3.0,1,1,1
7044,3.0,1,1,1
5803,3.0,1,1,1
9469,3.0,1,1,1
3642,3.0,1,1,1
3676,3.0,1,1,1
6372,3.0,1,1,1
50944,3.0,1,1,1
5293,3.0,1,1,1
2567,3.0,1,1,1
2147,3.0,1,1,1
6385,3.0,1,1,1
255738,3.0,1,1,1
8431,3.0,1,1,1
6502,3.0,1,1,1
4175,3.0,1,1,1
2266,3.0,1,1,1
949,3.0,1,1,1
4173,3.0,1,1,1
3914,3.0,1,1,1
133,3.0,1,1,1
345,3.0,1,1,1
117,3.0,1,1,1
337,3.0,1,1,1
4998,3.0,1,1,1
51129,3.0,1,1,1
5335,3.0,1,1,1
6900,3.0,1,1,1
3726,3.0,1,1,1
3576,3.0,1,1,1
9509,3.0,1,1,1
2256,3.0,1,1,1
2919,3.0,1,1,1
7546,3.0,1,1,1
64409,3.0,1,1,1
9332,3.0,1,1,1
5327,3.0,1,1,1
9423,3.0,1,1,1
4916,3.0,1,1,1
547,3.0,1,1,1
2650,3.0,1,1,1
10570,3.0,1,1,1
116372,3.0,1,1,1
9075,3.0,1,1,1
4821,3.0,1,1,1
6258,3.0,1,1,1
6288,3.0,1,1,1
6328,3.0,1,1,1
1545,3.0,1,1,1
9971,3.0,1,1,1
7547,3.0,1,1,1
1244,3.0,1,1,1
5345,3.0,1,1,1
4753,3.0,1,1,1
1282,3.0,1,1,1
51299,3.0,1,1,1
3383,3.0,1,1,1
9260,3.0,1,1,1
8435,3.0,1,1,1
6507,3.0,1,1,1
4316,3.0,1,1,1
58494,3.0,1,1,1
1012,3.0,1,1,1
55790,3.0,1,1,1
5328,3.0,1,1,1
10491,3.0,1,1,1
2890,3.0,1,1,1
27319,3.0,1,1,1
2562,3.0,1,1,1
2331,3.0,1,1,1
3552,3.0,1,1,1
3685,3.0,1,1,1
56896,3.0,1,1,1
7477,3.0,1,1,1
990,3.0,1,1,1
649,3.0,1,1,1
2244,3.0,1,1,1
4062,3.0,1,1,1
196,3.0,1,1,1
7048,3.0,1,1,1
10675,3.0,1,1,1
2243,3.0,1,1,1
3694,3.0,1,1,1
22871,3.0,1,1,1
4319,3.0,1,1,1
56937,3.0,1,1,1
7070,3.0,1,1,1
3768,3.0,1,1,1
9719,3.0,1,1,1
1435,3.0,1,1,1
56978,3.0,1,1,1
7153,3.0,1,1,1
6498,3.0,1,1,1
2307,2.0,1,0,1
56884,2.0,1,0,1
51514,2.0,1,0,1
8404,2.0,1,0,1
283985,2.0,1,0,1
3067,2.0,1,0,1
460,2.0,1,0,1
30813,2.0,1,0,1
2139,2.0,1,0,1
56033,2.0,1,0,1
140612,2.0,1,0,1
58524,2.0,1,0,1
91464,2.0,1,0,1
1356,2.0,1,0,1
4330,2.0,1,0,1
10194,2.0,1,0,1
140597,2.0,1,0,1
8671,2.0,1,0,1
4542,2.0,1,0,1
167227,2.0,1,0,1
1992,2.0,1,0,1
10272,2.0,1,0,1
114569,2.0,1,0,1
83660,2.0,1,0,1
7424,2.0,1,0,1
654254,2.0,1,0,1
54478,2.0,1,0,1
147111,2.0,1,0,1
147841,2.0,1,0,1
7018,2.0,1,0,1
2593,2.0,1,0,1
55966,2.0,1,0,1
4050,2.0,1,0,1
1995,2.0,1,0,1
27164,2.0,1,0,1
7020,2.0,1,0,1
729993,2.0,1,0,1
6935,2.0,1,0,1
7368,2.0,1,0,1
6886,2.0,1,0,1
7185,2.0,1,0,1
57118,2.0,1,0,1
9745,2.0,1,0,1
4825,2.0,1,1,0
6890,2.0,1,0,1
23194,2.0,1,0,1
10586,2.0,1,0,1
89872,2.0,1,0,1
3156,2.0,1,0,1
93517,2.0,1,0,1
57482,2.0,1,0,1
54682,2.0,1,0,1
2353,2.0,1,0,1
4131,2.0,1,0,1
3854,2.0,1,0,1
9201,2.0,1,0,1
79645,2.0,1,0,1
9211,2.0,1,0,1
57514,2.0,1,0,1
1373,2.0,1,0,1
169026,2.0,1,0,1
3741,2.0,1,0,1
