Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-1474244,Extracellular matrix organization,,-20,5.5,13,30293,300,851,46,5.4,0.78,2|633|634|650|655|823|961|1277|1281|1288|1293|1294|1295|1299|1301|1311|1462|1463|1634|2243|2266|2335|3339|3383|3676|3691|3694|3914|3918|4319|4684|5045|5155|5339|5644|5645|6385|7448|8728|8974|9378|11096|50848|59277|84171|169044,A2M|BGN|CEACAM1|BMP2|BMP7|CAPN1|CD47|COL1A1|COL3A1|COL4A6|COL6A3|COL7A1|COL8A1|COL9A3|COL11A1|COMP|VCAN|NCAN|DCN|FGA|FGG|FN1|HSPG2|ICAM1|ITGA4|ITGB4|ITGB6|LAMB3|LAMC2|MMP10|NCAM1|FURIN|PDGFB|PLEC|PRSS1|PRSS2|SDC4|VTN|ADAM19|P4HA2|NRXN1|ADAMTS5|F11R|NTN4|LOXL4|COL22A1,-17,MyList
Reactome Gene Sets,6,R-HSA-216083,Integrin cell surface interactions,,-11,7.5,10,30293,85,851,18,2.1,0.49,961|1277|1281|1288|1293|1294|1295|1299|1311|2243|2266|2335|3339|3383|3676|3694|7448|50848,CD47|COL1A1|COL3A1|COL4A6|COL6A3|COL7A1|COL8A1|COL9A3|COMP|FGA|FGG|FN1|HSPG2|ICAM1|ITGA4|ITGB6|VTN|F11R,-7.6,MyList
Reactome Gene Sets,6,R-HSA-3000171,Non-integrin membrane-ECM interactions,,-9.2,8.4,9.7,30293,59,851,14,1.6,0.44,1277|1281|1288|1301|2335|3339|3691|3914|3918|5155|6385|7448|9378|59277,COL1A1|COL3A1|COL4A6|COL11A1|FN1|HSPG2|ITGB4|LAMB3|LAMC2|PDGFB|SDC4|VTN|NRXN1|NTN4,-6.2,MyList
Reactome Gene Sets,6,R-HSA-112316,Neuronal System,,-8.7,3.1,7.4,30293,410,851,36,4.2,0.69,107|108|111|114|1136|1137|1143|2555|2556|2558|2785|2791|2899|3741|3746|3768|3772|3776|3780|3785|4916|6506|6511|6572|6616|7277|9378|26050|27133|50944|59283|60482|84631|94030|114798|140679,ADCY1|ADCY2|ADCY5|ADCY8|CHRNA3|CHRNA4|CHRNB4|GABRA2|GABRA3|GABRA5|GNG3|GNG11|GRIK3|KCNA5|KCNC1|KCNJ12|KCNJ15|KCNK2|KCNN1|KCNQ2|NTRK3|SLC1A2|SLC1A6|SLC18A3|SNAP25|TUBA4A|NRXN1|SLITRK5|KCNH5|SHANK1|CACNG8|SLC5A7|SLITRK2|LRRC4B|SLITRK1|SLC32A1,-5.9,MyList
Reactome Gene Sets,6,R-HSA-1474228,Degradation of the extracellular matrix,,-8.6,5.1,8.2,30293,140,851,20,2.4,0.52,2|823|1277|1281|1288|1293|1294|1295|1299|1301|1634|2335|3339|3914|3918|4319|5045|5644|5645|11096,A2M|CAPN1|COL1A1|COL3A1|COL4A6|COL6A3|COL7A1|COL8A1|COL9A3|COL11A1|DCN|FN1|HSPG2|LAMB3|LAMC2|MMP10|FURIN|PRSS1|PRSS2|ADAMTS5,-5.9,MyList
Reactome Gene Sets,6,R-HSA-3000178,ECM proteoglycans,,-8.6,7,8.9,30293,76,851,15,1.8,0.45,633|1277|1281|1288|1293|1299|1311|1462|1463|1634|2335|3339|3694|4684|7448,BGN|COL1A1|COL3A1|COL4A6|COL6A3|COL9A3|COMP|VCAN|NCAN|DCN|FN1|HSPG2|ITGB6|NCAM1|VTN,-5.9,MyList
Reactome Gene Sets,6,R-HSA-446728,Cell junction organization,,-8.4,5.6,8.4,30293,115,851,18,2.1,0.49,1009|1010|1012|1015|3691|3852|3914|3918|5339|7122|8728|27319|50848|51129|51208|54549|84612|92359,CDH11|CDH12|CDH13|CDH17|ITGB4|KRT5|LAMB3|LAMC2|PLEC|CLDN5|ADAM19|BHLHE22|F11R|ANGPTL4|CLDN18|SDK2|PARD6B|CRB3,-5.9,MyList
Reactome Gene Sets,6,R-HSA-109582,Hemostasis,,-8,2.6,6.8,30293,621,851,45,5.3,0.77,2|285|634|928|961|972|1277|1607|1893|2243|2266|2335|2624|2785|2791|2886|3481|3676|4973|5024|5099|5155|5196|5327|5880|6281|6385|6546|6547|6850|7044|7056|7277|7424|9056|9123|10630|11343|22915|23657|29106|30846|50848|54210|57126,A2M|ANGPT2|CEACAM1|CD9|CD47|CD74|COL1A1|DGKB|ECM1|FGA|FGG|FN1|GATA2|GNG3|GNG11|GRB7|IGF2|ITGA4|OLR1|P2RX3|PCDH7|PDGFB|PF4|PLAT|RAC2|S100A10|SDC4|SLC8A1|SLC8A3|SYK|LEFTY2|THBD|TUBA4A|VEGFC|SLC7A7|SLC16A3|PDPN|MGLL|MMRN1|SLC7A11|SCG3|EHD2|F11R|TREM1|CD177,-5.5,MyList
Reactome Gene Sets,6,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,,-7.9,7.6,8.8,30293,61,851,13,1.5,0.42,1277|1281|1288|1293|1294|1295|1299|1301|3691|3914|3918|5339|84171,COL1A1|COL3A1|COL4A6|COL6A3|COL7A1|COL8A1|COL9A3|COL11A1|ITGB4|LAMB3|LAMC2|PLEC|LOXL4,-5.5,MyList
Reactome Gene Sets,6,R-HSA-1500931,Cell-Cell communication,,-7.9,4.7,7.7,30293,153,851,20,2.4,0.52,961|1009|1010|1012|1015|3691|3852|3914|3918|5339|7122|8728|10326|27319|50848|51129|51208|54549|84612|92359,CD47|CDH11|CDH12|CDH13|CDH17|ITGB4|KRT5|LAMB3|LAMC2|PLEC|CLDN5|ADAM19|SIRPB1|BHLHE22|F11R|ANGPTL4|CLDN18|SDK2|PARD6B|CRB3,-5.5,MyList
