_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,1,0,1,1,1,1,0,-2,-6,0,-2.4,-3.4,-5.3,-4.9,0,GO:0009611,response to wounding,M11011110,6,0
1,0,1,1,1,1,1,0,-2.8,0,-2.3,-3.3,-6.7,-3,-5.8,0,GO:0035239,tube morphogenesis,M10111110,6,0
0,0,1,1,1,1,1,1,0,0,-2.1,-2.8,-3.4,-2.9,-2.2,-2.3,GO:0001666,response to hypoxia,M00111111,6,0
1,1,1,1,1,1,0,0,-3.1,-3,-5.3,-3.6,-2.4,-4,0,0,GO:0071417,cellular response to organonitrogen compound,M11111100,6,0
1,0,1,0,1,1,1,1,-2.6,0,-2.2,0,-2.8,-3.3,-2.6,-2.4,R-HSA-194315,Signaling by Rho GTPases,M10101111,6,0
1,1,1,1,1,1,0,0,-2.6,-2.9,-5.1,-4.7,-3.8,-4.4,0,0,GO:1901699,cellular response to nitrogen compound,M11111100,6,0
1,1,0,1,1,1,1,0,-3.4,-4.8,0,-2.3,-3.1,-4.3,-2.5,0,GO:0006897,endocytosis,M11011110,6,0
1,0,1,0,1,1,1,1,-2.5,0,-2.1,0,-2.7,-3.2,-2.5,-2.7,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",M10101111,6,0
0,0,1,1,1,1,1,1,0,0,-2,-2.6,-3.3,-2.8,-2,-2.6,GO:0036293,response to decreased oxygen levels,M00111111,6,0
1,1,0,1,1,1,1,0,-3.1,-6.1,0,-2.2,-2.4,-4.8,-3.5,0,GO:0098657,import into cell,M11011110,6,0
1,0,1,0,0,1,1,1,-3.4,0,-3.5,0,0,-3.8,-3.5,-2.5,R-HSA-9012999,RHO GTPase cycle,M10100111,5,0
0,0,0,1,1,1,1,1,0,0,0,-2.1,-2.4,-2.4,-6.3,-6.4,R-HSA-199991,Membrane Trafficking,M00011111,5,0
0,0,0,1,1,1,1,1,0,0,0,-2.4,-3,-2.5,-2.3,-4,GO:0070482,response to oxygen levels,M00011111,5,0
0,1,0,1,1,1,1,0,0,-2.8,0,-2.5,-4.1,-2,-2.8,0,GO:0032940,secretion by cell,M01011110,5,0
1,0,0,1,1,0,1,1,-3,0,0,-2.3,-5.8,0,-5.5,-2.1,GO:0048514,blood vessel morphogenesis,M10011011,5,0
1,1,1,0,0,1,1,0,-4.5,-3.9,-2.9,0,0,-7,-3,0,GO:0009725,response to hormone,M11100110,5,0
0,0,0,1,1,1,1,1,0,0,0,-2.4,-2.2,-2.6,-6.5,-5.9,R-HSA-5653656,Vesicle-mediated transport,M00011111,5,0
1,0,0,1,1,1,1,0,-2.3,0,0,-2,-2.2,-4.2,-2.1,0,GO:0071375,cellular response to peptide hormone stimulus,M10011110,5,0
0,1,0,1,1,1,1,0,0,-2.2,0,-2.4,-2.1,-5.8,-2.6,0,M5906,HALLMARK ESTROGEN RESPONSE EARLY,M01011110,5,0
1,1,0,1,1,0,1,0,-2.5,-10,0,-2.5,-5,0,-3.3,0,R-HSA-382551,Transport of small molecules,M11011010,5,0
1,1,0,1,1,1,0,0,-5.7,-2.3,0,-2.1,-4.7,-6.8,0,0,GO:1901652,response to peptide,M11011100,5,0
1,1,0,1,1,0,1,0,-2,-2.9,0,-2,-2.2,0,-3.2,0,GO:0051336,regulation of hydrolase activity,M11011010,5,0
1,1,0,0,1,1,1,0,-6.9,-4.2,0,0,-9.4,-4.1,-4.3,0,R-HSA-6798695,Neutrophil degranulation,M11001110,5,0
1,1,0,1,1,1,0,0,-4.7,-2.6,0,-2.1,-2.2,-6.6,0,0,GO:0043434,response to peptide hormone,M11011100,5,0
0,1,0,1,1,1,1,0,0,-4.4,0,-2,-2.7,-2.7,-5,0,GO:0042060,wound healing,M01011110,5,0
1,1,1,0,1,1,0,0,-2.1,-2.1,-3,0,-3.8,-2.1,0,0,GO:0048511,rhythmic process,M11101100,5,0
1,0,0,0,1,1,1,1,-2.8,0,0,0,-2.1,-2.6,-3.3,-3.1,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,M10001111,5,0
0,1,0,1,1,1,1,0,0,-5.3,0,-2.2,-4.1,-2.2,-2.9,0,GO:0046903,secretion,M01011110,5,0
1,0,1,1,1,1,0,0,-2.9,0,-2,-2.1,-3.3,-4.7,0,0,GO:1901653,cellular response to peptide,M10111100,5,0
1,1,1,0,1,0,0,0,-3.9,-2.8,-2.4,0,-3.6,0,0,0,GO:0010035,response to inorganic substance,M11101000,4,0
0,0,1,0,1,1,1,0,0,0,-2.7,0,-5,-3,-2.7,0,GO:0043065,positive regulation of apoptotic process,M00101110,4,0
0,1,0,1,0,0,1,1,0,-4,0,-2.8,0,0,-8.7,-2.7,GO:1901137,carbohydrate derivative biosynthetic process,M01010011,4,0
1,0,1,1,0,1,0,0,-2,0,-3,-2.4,0,-3.3,0,0,GO:0032870,cellular response to hormone stimulus,M10110100,4,0
1,0,1,1,0,1,0,0,-3.4,0,-2.8,-3.4,0,-2.3,0,0,GO:0120035,regulation of plasma membrane bounded cell projection organization,M10110100,4,0
1,0,1,1,0,1,0,0,-3.3,0,-3.2,-3.8,0,-2.6,0,0,GO:0031344,regulation of cell projection organization,M10110100,4,0
1,0,1,1,0,1,0,0,-2.5,0,-2.1,-2.4,0,-2.8,0,0,GO:0044089,positive regulation of cellular component biogenesis,M10110100,4,0
0,0,0,1,1,0,1,1,0,0,0,-4.4,-2.2,0,-6.2,-9.1,GO:0033365,protein localization to organelle,M00011011,4,0
1,1,0,0,0,1,0,1,-2.7,-2.7,0,0,0,-2.6,0,-2.1,GO:0060541,respiratory system development,M11000101,4,0
0,0,0,1,1,1,0,1,0,0,0,-2.7,-38,-17,0,-4.8,R-HSA-1280215,Cytokine Signaling in Immune system,M00011101,4,0
1,0,1,0,1,1,0,0,-2.9,0,-3,0,-17,-2.8,0,0,WP5434,Pathways in cancer,M10101100,4,0
1,0,1,1,0,1,0,0,-2.8,0,-6.5,-2.8,0,-4.1,0,0,GO:0032989,cellular anatomical entity morphogenesis,M10110100,4,0
0,0,1,0,1,1,0,1,0,0,-3.4,0,-3.2,-3.8,0,-2.4,GO:0008283,cell population proliferation,M00101101,4,0
1,0,0,1,0,1,1,0,-3.4,0,0,-5.8,0,-2.4,-2.1,0,GO:0016310,phosphorylation,M10010110,4,0
0,1,1,0,1,1,0,0,0,-2.4,-5.7,0,-2.1,-3.1,0,0,GO:0071407,cellular response to organic cyclic compound,M01101100,4,0
1,0,0,1,1,1,0,0,-7.3,0,0,-3.2,-3.4,-4,0,0,GO:0007167,enzyme-linked receptor protein signaling pathway,M10011100,4,0
0,1,0,0,1,0,1,1,0,-2.2,0,0,-2.1,0,-28,-3.5,M5924,HALLMARK MTORC1 SIGNALING,M01001011,4,0
1,1,1,1,0,0,0,0,-2.5,-2.8,-2.9,-3.4,0,0,0,0,GO:0007423,sensory organ development,M11110000,4,0
1,1,0,0,0,1,1,0,-3.1,-17,0,0,0,-2.5,-11,0,GO:1901615,organic hydroxy compound metabolic process,M11000110,4,0
1,0,0,0,1,1,0,1,-3.3,0,0,0,-2.6,-2.2,0,-2.3,GO:0043549,regulation of kinase activity,M10001101,4,0
1,1,0,1,0,0,1,0,-4.5,-3,0,-2.1,0,0,-2.5,0,R-HSA-428157,Sphingolipid metabolism,M11010010,4,0
1,1,0,0,0,0,1,1,-2.2,-4.1,0,0,0,0,-11,-2.2,GO:0090407,organophosphate biosynthetic process,M11000011,4,0
1,0,1,0,1,1,0,0,-2.5,0,-4.3,0,-2.8,-4,0,0,GO:0048589,developmental growth,M10101100,4,0
0,0,0,1,1,1,0,1,0,0,0,-2.2,-2.9,-2.1,0,-2.9,GO:0016567,protein ubiquitination,M00011101,4,0
1,0,0,0,1,1,1,0,-3.7,0,0,0,-2.4,-2,-3.8,0,GO:1903829,positive regulation of protein localization,M10001110,4,0
1,0,1,1,0,1,0,0,-2.8,0,-3.4,-3.2,0,-2.2,0,0,GO:0010975,regulation of neuron projection development,M10110100,4,0
1,1,0,0,0,1,1,0,-3.6,-3.5,0,0,0,-5,-2.6,0,M5907,HALLMARK ESTROGEN RESPONSE LATE,M11000110,4,0
1,1,0,1,0,0,1,0,-3.7,-6.7,0,-6.7,0,0,-17,0,R-HSA-556833,Metabolism of lipids,M11010010,4,0
1,0,0,1,1,0,1,0,-2.8,0,0,-2.3,-5.9,0,-5.6,0,GO:0001568,blood vessel development,M10011010,4,0
1,0,0,0,1,1,1,0,-3.5,0,0,0,-3.2,-2.3,-2.1,0,GO:0010638,positive regulation of organelle organization,M10001110,4,0
0,1,1,0,0,1,1,0,0,-2,-2.9,0,0,-5.3,-3,0,GO:0045229,external encapsulating structure organization,M01100110,4,0
1,0,0,0,1,0,1,1,-3,0,0,0,-9,0,-2.2,-6.6,GO:0030163,protein catabolic process,M10001011,4,0
1,0,1,0,1,1,0,0,-2.3,0,-3.6,0,-2.5,-2.5,0,0,GO:0040008,regulation of growth,M10101100,4,0
0,0,0,1,1,1,0,1,0,0,0,-2.1,-26,-8.9,0,-2.3,R-HSA-449147,Signaling by Interleukins,M00011101,4,0
1,0,0,1,1,1,0,0,-2.4,0,0,-2.8,-4.2,-4.3,0,0,GO:0070848,response to growth factor,M10011100,4,0
0,0,0,0,1,1,1,1,0,0,0,0,-13,-2.7,-4,-2.8,M5930,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,M00001111,4,0
1,0,1,0,1,1,0,0,-2.8,0,-2.8,0,-16,-3.1,0,0,hsa05200,Pathways in cancer,M10101100,4,0
1,1,0,0,0,0,1,1,-2.8,-5,0,0,0,0,-8.2,-2.2,M5905,HALLMARK ADIPOGENESIS,M11000011,4,0
0,1,1,0,0,1,1,0,0,-2,-2.9,0,0,-5.3,-3,0,GO:0030198,extracellular matrix organization,M01100110,4,0
0,0,1,0,1,1,1,0,0,0,-2.5,0,-4.8,-2.8,-2.6,0,GO:0043068,positive regulation of programmed cell death,M00101110,4,0
1,0,0,1,1,0,1,0,-2.7,0,0,-2.5,-7.2,0,-2.9,0,GO:0001525,angiogenesis,M10011010,4,0
1,1,0,0,0,1,1,0,-4.2,-4.2,0,0,0,-4,-2.2,0,GO:0048732,gland development,M11000110,4,0
1,0,0,1,1,1,0,0,-2.6,0,0,-3,-4.5,-4.6,0,0,GO:0071363,cellular response to growth factor stimulus,M10011100,4,0
1,0,1,1,0,1,0,0,-2.5,0,-3.7,-2.5,0,-3.2,0,0,GO:0051129,negative regulation of cellular component organization,M10110100,4,0
1,0,0,1,1,0,1,0,-2.7,0,0,-2.1,-6.3,0,-5.4,0,GO:0001944,vasculature development,M10011010,4,0
0,1,0,1,1,0,1,0,0,-4.2,0,-2.1,-3.5,0,-2.3,0,GO:0140352,export from cell,M01011010,4,0
0,1,0,0,0,1,1,1,0,-3,0,0,0,-2.9,-3.4,-3,GO:0016485,protein processing,M01000111,4,0
1,1,0,0,0,0,1,1,-5,-17,0,0,0,0,-13,-2.3,GO:0019752,carboxylic acid metabolic process,M11000011,4,0
0,1,1,0,0,1,1,0,0,-2,-2.9,0,0,-5.3,-3,0,GO:0043062,extracellular structure organization,M01100110,4,0
1,0,1,0,1,1,0,0,-2.5,0,-4.3,0,-2.8,-4,0,0,GO:0040007,growth,M10101100,4,0
1,0,0,1,1,1,0,0,-2.6,0,0,-2.3,-4.6,-2.1,0,0,GO:0031329,regulation of cellular catabolic process,M10011100,4,0
0,1,0,0,1,1,1,0,0,-2.3,0,0,-2.3,-4.2,-2.2,0,R-HSA-1474244,Extracellular matrix organization,M01001110,4,0
1,0,0,0,1,1,1,0,-4.9,0,0,0,-3.4,-3.4,-2.6,0,GO:0006979,response to oxidative stress,M10001110,4,0
1,0,0,0,1,1,0,0,-3.2,0,0,0,-11,-3.7,0,0,R-HSA-5684996,MAPK1/MAPK3 signaling,M10001100,3,0
1,0,1,0,0,1,0,0,-2.7,0,-5.3,0,0,-2.9,0,0,GO:0060322,head development,M10100100,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.7,-3.6,-2.3,0,0,GO:0006887,exocytosis,M00011100,3,0
1,0,1,0,0,0,0,1,-3.3,0,-3.6,0,0,0,0,-2.5,GO:1902115,regulation of organelle assembly,M10100001,3,0
0,1,0,0,1,1,0,0,0,-3.2,0,0,-7.1,-2.5,0,0,WP5115,Network map of SARS CoV 2 signaling pathway,M01001100,3,0
1,0,1,0,1,0,0,0,-4,0,-2.9,0,-2.4,0,0,0,GO:0034599,cellular response to oxidative stress,M10101000,3,0
1,1,0,0,0,0,1,0,-2.5,-2.7,0,0,0,0,-4.8,0,GO:0097237,cellular response to toxic substance,M11000010,3,0
1,0,1,0,1,0,0,0,-2.4,0,-3.4,0,-2.2,0,0,0,GO:0007346,regulation of mitotic cell cycle,M10101000,3,0
1,1,0,0,0,0,1,0,-6.6,-3.9,0,0,0,0,-3.6,0,R-HSA-8978868,Fatty acid metabolism,M11000010,3,0
1,0,1,0,1,0,0,0,-3.3,0,-2.9,0,-3.1,0,0,0,GO:0062197,cellular response to chemical stress,M10101000,3,0
0,0,1,0,1,1,0,0,0,0,-2.4,0,-4.2,-2.6,0,0,WP710,DNA damage response only ATM dependent,M00101100,3,0
0,1,0,0,1,1,0,0,0,-2.3,0,0,-2.1,-4.3,0,0,hsa04814,Motor proteins,M01001100,3,0
1,0,1,0,0,1,0,0,-2.2,0,-2.1,0,0,-2.2,0,0,GO:0046849,bone remodeling,M10100100,3,0
0,0,1,0,1,0,1,0,0,0,-2,0,-2.2,0,-2.1,0,GO:0080135,regulation of cellular response to stress,M00101010,3,0
0,1,0,0,1,0,1,0,0,-4.8,0,0,-2.5,0,-6.9,0,GO:0019725,cellular homeostasis,M01001010,3,0
1,1,0,0,0,0,1,0,-4.7,-7,0,0,0,0,-5,0,GO:0006631,fatty acid metabolic process,M11000010,3,0
0,0,1,0,1,1,0,0,0,0,-2.6,0,-2.7,-2.8,0,0,WP4816,TGF beta receptor signaling in skeletal dysplasias,M00101100,3,0
1,0,0,0,0,0,1,1,-2.7,0,0,0,0,0,-4.3,-9.6,GO:0043604,amide biosynthetic process,M10000011,3,0
0,0,0,0,1,0,1,1,0,0,0,0,-3,0,-5,-2.5,GO:0034976,response to endoplasmic reticulum stress,M00001011,3,0
0,1,0,0,1,0,1,0,0,-2.2,0,0,-2.1,0,-2.6,0,M5891,HALLMARK HYPOXIA,M01001010,3,0
1,1,0,0,0,0,1,0,-7.3,-11,0,0,0,0,-3.9,0,GO:0044282,small molecule catabolic process,M11000010,3,0
0,0,0,0,1,1,1,0,0,0,0,0,-7.8,-2.7,-2,0,GO:1902532,negative regulation of intracellular signal transduction,M00001110,3,0
0,1,0,0,1,0,1,0,0,-5.9,0,0,-3.2,0,-5.1,0,GO:0055082,intracellular chemical homeostasis,M01001010,3,0
1,0,0,1,1,0,0,0,-2.3,0,0,-2.6,-2.8,0,0,0,GO:1904018,positive regulation of vasculature development,M10011000,3,0
0,0,0,1,0,1,0,1,0,0,0,-2.5,0,-2.2,0,-2.3,GO:0030705,cytoskeleton-dependent intracellular transport,M00010101,3,0
0,1,1,1,0,0,0,0,0,-3.2,-2.9,-2,0,0,0,0,GO:0030178,negative regulation of Wnt signaling pathway,M01110000,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-2.5,-2.6,0,-2.3,GO:0045859,regulation of protein kinase activity,M00001101,3,0
1,0,1,1,0,0,0,0,-2.6,0,-3,-2.1,0,0,0,0,hsa05225,Hepatocellular carcinoma,M10110000,3,0
1,0,0,0,0,1,1,0,-3.9,0,0,0,0,-2.3,-2.2,0,GO:1905475,regulation of protein localization to membrane,M10000110,3,0
0,1,0,0,1,0,1,0,0,-3.4,0,0,-2.7,0,-3,0,GO:0050801,monoatomic ion homeostasis,M01001010,3,0
1,1,0,0,0,0,1,0,-3.1,-6.2,0,0,0,0,-6,0,GO:0005996,monosaccharide metabolic process,M11000010,3,0
0,0,0,0,1,1,1,0,0,0,0,0,-11,-3.6,-2.3,0,hsa05022,Pathways of neurodegeneration - multiple diseases,M00001110,3,0
0,1,0,0,0,1,1,0,0,-12,0,0,0,-2.6,-2.3,0,GO:0010817,regulation of hormone levels,M01000110,3,0
0,1,0,0,1,1,0,0,0,-3.7,0,0,-2.4,-2,0,0,GO:0031667,response to nutrient levels,M01001100,3,0
0,0,1,0,1,0,0,1,0,0,-2.4,0,-2.5,0,0,-4.2,GO:0071453,cellular response to oxygen levels,M00101001,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-2.1,-4.1,0,-2.2,GO:0051640,organelle localization,M00001101,3,0
1,0,0,0,1,1,0,0,-7,0,0,0,-2.4,-4.1,0,0,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,M10001100,3,0
0,1,1,1,0,0,0,0,0,-2.8,-2.3,-3.6,0,0,0,0,R-HSA-1989781,PPARA activates gene expression,M01110000,3,0
0,1,0,1,0,0,1,0,0,-3.6,0,-3.9,0,0,-17,0,GO:0008610,lipid biosynthetic process,M01010010,3,0
0,1,0,0,1,1,0,0,0,-2.4,0,0,-2.9,-2.2,0,0,GO:0008217,regulation of blood pressure,M01001100,3,0
1,0,1,0,0,1,0,0,-3.2,0,-2.2,0,0,-3.7,0,0,GO:0050920,regulation of chemotaxis,M10100100,3,0
1,1,0,0,0,0,1,0,-3.1,-2.5,0,0,0,0,-2.8,0,hsa04142,Lysosome,M11000010,3,0
1,0,0,1,0,1,0,0,-3.1,0,0,-3,0,-2.9,0,0,GO:0006468,protein phosphorylation,M10010100,3,0
1,0,0,0,1,0,0,1,-2.4,0,0,0,-9.1,0,0,-5.6,GO:0051603,proteolysis involved in protein catabolic process,M10001001,3,0
1,0,0,0,1,1,0,0,-2.8,0,0,0,-11,-3.3,0,0,R-HSA-5683057,MAPK family signaling cascades,M10001100,3,0
1,0,0,0,1,1,0,0,-2.2,0,0,0,-2.1,-2.1,0,0,GO:0045687,positive regulation of glial cell differentiation,M10001100,3,0
0,0,1,1,0,1,0,0,0,0,-2.3,-2.9,0,-5.4,0,0,GO:0010810,regulation of cell-substrate adhesion,M00110100,3,0
1,0,0,1,1,0,0,0,-2.6,0,0,-3.5,-3.5,0,0,0,GO:0045765,regulation of angiogenesis,M10011000,3,0
1,1,0,0,0,0,1,0,-2.8,-6.1,0,0,0,0,-17,0,GO:0044283,small molecule biosynthetic process,M11000010,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-3.1,-2.1,0,-2.8,R-HSA-9020591,Interleukin-12 signaling,M00001101,3,0
0,1,0,0,1,0,1,0,0,-3.5,0,0,-2.8,0,-3.1,0,GO:0055080,monoatomic cation homeostasis,M01001010,3,0
0,0,1,1,0,0,0,1,0,0,-2.5,-2.6,0,0,0,-2.6,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,M00110001,3,0
0,1,0,0,0,0,1,1,0,-2.8,0,0,0,0,-12,-2.2,M5936,HALLMARK OXIDATIVE PHOSPHORYLATION,M01000011,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.2,-4.1,-2.8,0,0,GO:0008285,negative regulation of cell population proliferation,M00011100,3,0
0,1,0,0,0,1,1,0,0,-6.7,0,0,0,-2.7,-3,0,GO:0010876,lipid localization,M01000110,3,0
1,1,0,0,0,0,1,0,-3.6,-3.9,0,0,0,0,-3.4,0,M5949,HALLMARK PEROXISOME,M11000010,3,0
0,0,1,1,0,1,0,0,0,0,-2.3,-4.9,0,-7.2,0,0,GO:0098609,cell-cell adhesion,M00110100,3,0
1,1,0,0,0,0,1,0,-3.1,-4,0,0,0,0,-2.8,0,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,M11000010,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.4,-3,-8.4,0,0,M5897,HALLMARK IL6 JAK STAT3 SIGNALING,M00011100,3,0
0,1,0,0,0,1,1,0,0,-2.2,0,0,0,-4.7,-3.8,0,GO:0051047,positive regulation of secretion,M01000110,3,0
0,1,0,1,0,0,1,0,0,-2.6,0,-2.9,0,0,-2.4,0,GO:0006486,protein glycosylation,M01010010,3,0
1,0,0,0,1,0,0,1,-2.1,0,0,0,-10,0,0,-3.5,GO:0019941,modification-dependent protein catabolic process,M10001001,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-36,-5.8,0,-2.8,M5890,HALLMARK TNFA SIGNALING VIA NFKB,M00001101,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.5,-2.2,-5,0,0,GO:0045069,regulation of viral genome replication,M00011100,3,0
0,1,0,1,0,0,1,0,0,-2.4,0,-2.8,0,0,-2.2,0,GO:0070085,glycosylation,M01010010,3,0
0,0,0,1,0,1,0,1,0,0,0,-2.1,0,-2.5,0,-2.1,GO:0010970,transport along microtubule,M00010101,3,0
1,1,0,0,0,0,1,0,-6.1,-9.4,0,0,0,0,-4.2,0,GO:0005975,carbohydrate metabolic process,M11000010,3,0
0,1,0,0,0,1,1,0,0,-2.6,0,0,0,-2.1,-2.9,0,GO:0046889,positive regulation of lipid biosynthetic process,M01000110,3,0
0,1,0,1,0,1,0,0,0,-2.9,0,-2.1,0,-2.6,0,0,R-HSA-425393,Transport of inorganic cations/anions and amino acids/oligopeptides,M01010100,3,0
0,0,1,1,0,0,0,1,0,0,-3.1,-2.2,0,0,0,-4.9,GO:0090287,regulation of cellular response to growth factor stimulus,M00110001,3,0
0,1,0,0,1,1,0,0,0,-3.7,0,0,-5.1,-6.8,0,0,GO:0007015,actin filament organization,M01001100,3,0
1,0,0,0,1,1,0,0,-2,0,0,0,-6.6,-4.9,0,0,GO:0030335,positive regulation of cell migration,M10001100,3,0
0,1,0,1,0,0,1,0,0,-2.6,0,-2.9,0,0,-2.4,0,GO:0043413,macromolecule glycosylation,M01010010,3,0
0,0,1,1,0,1,0,0,0,0,-6.8,-2,0,-5.3,0,0,GO:0048812,neuron projection morphogenesis,M00110100,3,0
1,1,0,0,0,0,1,0,-2.1,-2.1,0,0,0,0,-5.8,0,GO:0050708,regulation of protein secretion,M11000010,3,0
0,1,1,0,0,1,0,0,0,-2.1,-2.7,0,0,-6.7,0,0,M5885,NABA MATRISOME ASSOCIATED,M01100100,3,0
0,1,1,1,0,0,0,0,0,-3.8,-2.4,-2.4,0,0,0,0,GO:0060828,regulation of canonical Wnt signaling pathway,M01110000,3,0
0,0,1,0,1,0,0,1,0,0,-2.4,0,-13,0,0,-3.3,R-HSA-9711123,Cellular response to chemical stress,M00101001,3,0
1,0,1,0,0,1,0,0,-3.2,0,-5,0,0,-2.5,0,0,GO:0097485,neuron projection guidance,M10100100,3,0
1,1,0,0,0,0,1,0,-2.8,-10,0,0,0,0,-13,0,GO:0006066,alcohol metabolic process,M11000010,3,0
1,1,0,0,0,0,1,0,-4.3,-2.2,0,0,0,0,-3.3,0,GO:0051056,regulation of small GTPase mediated signal transduction,M11000010,3,0
0,1,0,0,0,0,1,1,0,-2.9,0,0,0,0,-9.7,-2.4,GO:0009259,ribonucleotide metabolic process,M01000011,3,0
0,1,1,0,0,0,1,0,0,-2.8,-3.9,0,0,0,-2.7,0,GO:0001822,kidney development,M01100010,3,0
1,0,1,0,1,0,0,0,-2.5,0,-3,0,-2.4,0,0,0,hsa04919,Thyroid hormone signaling pathway,M10101000,3,0
0,1,0,0,1,0,1,0,0,-3.6,0,0,-2.8,0,-3.7,0,GO:0006873,intracellular monoatomic ion homeostasis,M01001010,3,0
1,0,1,0,0,1,0,0,-2.4,0,-5.7,0,0,-4.1,0,0,GO:0007409,axonogenesis,M10100100,3,0
1,1,0,1,0,0,0,0,-2.8,-2.2,0,-3.8,0,0,0,0,GO:0006643,membrane lipid metabolic process,M11010000,3,0
1,0,1,0,0,1,0,0,-2.4,0,-2.2,0,0,-3.9,0,0,GO:0007613,memory,M10100100,3,0
1,1,0,0,1,0,0,0,-2,-5.4,0,0,-2.8,0,0,0,GO:0009410,response to xenobiotic stimulus,M11001000,3,0
0,0,0,0,1,1,1,0,0,0,0,0,-4.4,-2.5,-2.4,0,hsa04920,Adipocytokine signaling pathway,M00001110,3,0
1,0,0,0,1,1,0,0,-3.2,0,0,0,-10,-3.1,0,0,R-HSA-5673001,RAF/MAP kinase cascade,M10001100,3,0
0,1,0,0,0,1,1,0,0,-6.5,0,0,0,-2.3,-4.8,0,GO:0009636,response to toxic substance,M01000110,3,0
1,1,0,0,0,0,1,0,-2.2,-4.5,0,0,0,0,-3.7,0,R-HSA-76002,"Platelet activation, signaling and aggregation",M11000010,3,0
0,0,1,1,0,0,1,0,0,0,-4.7,-2.9,0,0,-2.6,0,GO:0001501,skeletal system development,M00110010,3,0
0,1,1,0,0,0,1,0,0,-3.2,-3.7,0,0,0,-2.6,0,GO:0072001,renal system development,M01100010,3,0
1,0,0,0,1,1,0,0,-2.8,0,0,0,-5.6,-5.2,0,0,GO:0043408,regulation of MAPK cascade,M10001100,3,0
0,0,1,1,0,1,0,0,0,0,-4.6,-2.6,0,-2.2,0,0,GO:0060485,mesenchyme development,M00110100,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.1,-14,-7.5,0,0,GO:0071345,cellular response to cytokine stimulus,M00011100,3,0
0,0,0,1,0,0,1,1,0,0,0,-3,0,0,-2.2,-6.1,GO:0051668,localization within membrane,M00010011,3,0
0,1,0,0,1,1,0,0,0,-2.6,0,0,-3,-4.8,0,0,GO:0046683,response to organophosphorus,M01001100,3,0
1,0,0,0,1,1,0,0,-2.8,0,0,0,-3.1,-3.2,0,0,GO:0032102,negative regulation of response to external stimulus,M10001100,3,0
1,0,0,0,1,1,0,0,-2.3,0,0,0,-3.7,-5,0,0,GO:0010720,positive regulation of cell development,M10001100,3,0
0,0,0,0,1,1,0,1,0,0,0,0,-3.8,-2.1,0,-2.4,GO:0032446,protein modification by small protein conjugation,M00001101,3,0
0,0,1,1,0,0,1,0,0,0,-2.1,-2.5,0,0,-2.8,0,WP3915,Angiopoietin like protein 8 regulatory pathway,M00110010,3,0
0,1,0,0,0,0,1,1,0,-4.2,0,0,0,0,-4.1,-3.5,GO:0006520,amino acid metabolic process,M01000011,3,0
0,1,0,0,0,1,1,0,0,-4.8,0,0,0,-2.8,-5.4,0,R-HSA-425407,SLC-mediated transmembrane transport,M01000110,3,0
0,0,0,1,1,1,0,0,0,0,0,-2.7,-8.9,-12,0,0,GO:0009615,response to virus,M00011100,3,0
1,0,0,0,1,0,0,1,-2,0,0,0,-9.9,0,0,-3.4,GO:0043632,modification-dependent macromolecule catabolic process,M10001001,3,0
0,1,0,1,0,0,0,1,0,-2.8,0,-2.2,0,0,0,-2.7,GO:0009266,response to temperature stimulus,M01010001,3,0
0,0,0,1,0,0,1,1,0,0,0,-3.7,0,0,-2.8,-4.2,GO:0072657,protein localization to membrane,M00010011,3,0
1,0,0,1,0,1,0,0,-2.3,0,0,-3.8,0,-2.1,0,0,GO:1902903,regulation of supramolecular fiber organization,M10010100,3,0
0,0,1,0,1,0,1,0,0,0,-3.9,0,-3.1,0,-2,0,GO:0061061,muscle structure development,M00101010,3,0
1,0,0,0,0,1,0,1,-2.4,0,0,0,0,-2.3,0,-2,GO:0030279,negative regulation of ossification,M10000101,3,0
0,0,0,1,1,0,1,0,0,0,0,-2,-2.5,0,-2.4,0,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,M00011010,3,0
