Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0044282,small molecule catabolic process,19_GO:0008152 metabolic process,-7.3,5.5,7.8,30286,352,250,16,6.4,1.5,30|221|1384|2746|2752|3030|4041|8309|10994|23475|51084|51390|55556|80724|130589|414328,ACAA1|ALDH3B1|CRAT|GLUD1|GLUL|HADHA|LRP5|ACOX2|ILVBL|QPRT|CRYL1|AIG1|ENOSF1|ACAD10|GALM|IDNK,-5.7,down_common_genes
GO Biological Processes,19,GO:0007167,enzyme-linked receptor protein signaling pathway,19_GO:0050896 response to stimulus,-7.3,4.1,7.2,30286,614,250,21,8.4,1.8,2051|2064|2185|2261|2549|3481|3488|3667|4035|4054|5156|5164|7048|7301|8829|9702|10628|23236|23770|26058|26060,EPHB6|ERBB2|PTK2B|FGFR3|GAB1|IGF2|IGFBP5|IRS1|LRP1|LTBP3|PDGFRA|PDK2|TGFBR2|TYRO3|NRP1|CEP57|TXNIP|PLCB1|FKBP8|GIGYF2|APPL1,-5.6,down_common_genes
GO Biological Processes,19,GO:0046395,carboxylic acid catabolic process,19_GO:0008152 metabolic process,-7.1,6.8,8.1,30286,232,250,13,5.2,1.4,30|1384|2746|2752|3030|8309|10994|23475|51084|51390|55556|80724|414328,ACAA1|CRAT|GLUD1|GLUL|HADHA|ACOX2|ILVBL|QPRT|CRYL1|AIG1|ENOSF1|ACAD10|IDNK,-5.5,down_common_genes
GO Biological Processes,19,GO:0016054,organic acid catabolic process,19_GO:0008152 metabolic process,-7.1,6.8,8.1,30286,232,250,13,5.2,1.4,30|1384|2746|2752|3030|8309|10994|23475|51084|51390|55556|80724|414328,ACAA1|CRAT|GLUD1|GLUL|HADHA|ACOX2|ILVBL|QPRT|CRYL1|AIG1|ENOSF1|ACAD10|IDNK,-5.5,down_common_genes
GO Biological Processes,19,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,19_GO:0050896 response to stimulus,-7,4.9,7.4,30286,419,250,17,6.8,1.6,2051|2064|2185|2261|2549|3481|3488|3667|5156|5164|7301|8829|9702|10628|23236|26058|26060,EPHB6|ERBB2|PTK2B|FGFR3|GAB1|IGF2|IGFBP5|IRS1|PDGFRA|PDK2|TYRO3|NRP1|CEP57|TXNIP|PLCB1|GIGYF2|APPL1,-5.4,down_common_genes
Reactome Gene Sets,6,R-HSA-6798695,Neutrophil degranulation,,-6.9,4.5,7.1,30286,480,250,18,7.2,1.6,30|221|290|847|1075|1938|2040|2517|2519|2548|2990|3615|4048|5660|8635|9342|25840|93100,ACAA1|ALDH3B1|ANPEP|CAT|CTSC|EEF2|STOM|FUCA1|FUCA2|GAA|GUSB|IMPDH2|LTA4H|PSAP|RNASET2|SNAP29|TMT1A|NAPRT,-5.3,down_common_genes
Reactome Gene Sets,6,R-HSA-8978868,Fatty acid metabolism,,-6.6,7.6,8,30286,176,250,11,4.4,1.3,30|32|224|1384|2053|3030|4048|8309|79777|80221|80724,ACAA1|ACACB|ALDH3A2|CRAT|EPHX2|HADHA|LTA4H|ACOX2|ACBD4|ACSF2|ACAD10,-5,down_common_genes
GO Biological Processes,19,GO:0072329,monocarboxylic acid catabolic process,19_GO:0008152 metabolic process,-6.3,9.5,8.3,30286,115,250,9,3.6,1.2,30|1384|3030|8309|10994|51084|51390|80724|414328,ACAA1|CRAT|HADHA|ACOX2|ILVBL|CRYL1|AIG1|ACAD10|IDNK,-4.7,down_common_genes
GO Biological Processes,19,GO:0005975,carbohydrate metabolic process,19_GO:0008152 metabolic process,-6.1,4.5,6.6,30286,435,250,16,6.4,1.5,2517|2519|2548|2990|3481|4041|5164|5256|8574|10559|30815|54414|55556|64847|130589|414328,FUCA1|FUCA2|GAA|GUSB|IGF2|LRP5|PDK2|PHKA2|AKR7A2|SLC35A1|ST6GALNAC6|SIAE|ENOSF1|SPATA20|GALM|IDNK,-4.6,down_common_genes
GO Biological Processes,19,GO:1901652,response to peptide,19_GO:0050896 response to stimulus,-5.7,4.1,6.2,30286,469,250,16,6.4,1.5,847|2549|2770|3030|3481|3488|3667|4035|4041|4048|5164|5176|23236|23621|26060|55625,CAT|GAB1|GNAI1|HADHA|IGF2|IGFBP5|IRS1|LRP1|LRP5|LTA4H|PDK2|SERPINF1|PLCB1|BACE1|APPL1|ZDHHC7,-4.2,down_common_genes
