_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,1,0,0,0,1,1,0,-4.6,-35,0,0,0,-2.4,-2.1,0,PGB:00001,M11000110,4,0,PaGenBase,36,Tissue-specific: liver,,-35,8.8,20,30286,691,275,55,20,2.4,13|173|335|336|338|350|433|622|949|2147|2153|2330|2705|3026|3053|3158|3171|3248|3249|3698|5005|5265|5345|5624|5950|5959|6519|6819|7018|7032|7366|8431|9032|9075|9104|10840|10841|11001|11199|11309|23584|27141|27284|29974|51085|53841|64856|79962|92840|145226|164656|256394|257407|284111|388323,AADAC|AFM|APOA1|APOA2|APOB|APOH|ASGR2|BDH1|SCARB1|F2|F5|FMO5|GJB1|HABP2|SERPIND1|HMGCS2|FOXA3|HPGD|HPN|ITIH2|ORM2|SERPINA1|SERPINF2|PROC|RBP4|RDH5|SLC3A1|SULT1C2|TF|TFF2|UGT2B15|NR0B2|TM4SF5|CLDN2|RGN|ALDH1L1|FTCD|SLC27A2|ANXA10|SLCO2B1|VSIG2|CIDEB|SULT1B1|A1CF|MLXIPL|CDHR5|VWA1|DNAJC22|REEP6|RDH12|TMPRSS6|SERPINA11|C2orf72|SLC13A5|GLTPD2,-30,0
1,1,0,0,0,0,0,1,-2.4,-25,0,0,0,0,0,-2,PGB:00058,M11000001,3,0,PaGenBase,36,Cell-specific: HEPG2,,-25,9.6,17,30286,425,275,37,13,2.1,174|335|338|350|364|433|444|1800|2147|2153|2330|2705|2813|2938|3053|3172|3249|3698|4072|5174|5265|5345|5624|5950|6286|7018|7032|7276|7364|7429|7706|8416|8431|9032|10551|29974|257407,AFP|APOA1|APOB|APOH|AQP7|ASGR2|ASPH|DPEP1|F2|F5|FMO5|GJB1|GP2|GSTA1|SERPIND1|HNF4A|HPN|ITIH2|EPCAM|PDZK1|SERPINA1|SERPINF2|PROC|RBP4|S100P|TF|TFF2|TTR|UGT2B7|VIL1|TRIM25|ANXA9|NR0B2|TM4SF5|AGR2|A1CF|C2orf72,-21,0
0,1,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,PGB:00060,M01000000,1,0,PaGenBase,36,Cell-specific: liver cell,,-20,23,20,30286,91,275,19,6.9,1.5,174|335|336|338|350|2147|2153|2330|3053|3698|4069|5005|5265|5950|7018|7276|7364|9032|54502,AFP|APOA1|APOA2|APOB|APOH|F2|F5|FMO5|SERPIND1|ITIH2|LYZ|ORM2|SERPINA1|RBP4|TF|TTR|UGT2B7|TM4SF5|RBM47,-17,0
0,1,0,0,0,0,0,0,0,-15,0,0,0,0,0,0,PGB:00005,M01000000,1,0,PaGenBase,36,Tissue-specific: colon,,-15,8.1,13,30286,338,275,25,9.1,1.7,430|760|1015|1308|3110|4585|4640|4923|7033|7103|7429|10331|10551|23584|25803|27134|51085|54854|56649|79170|83998|132014|140893|192134|401546,ASCL2|CA2|CDH17|COL17A1|MNX1|MUC4|MYO1A|NTSR1|TFF3|TSPAN8|VIL1|B3GNT3|AGR2|VSIG2|SPDEF|TJP3|MLXIPL|FAM83E|TMPRSS4|PRR15L|REG4|IL17RE|RBBP8NL|B3GNT6|C9orf152,-12,0
0,1,0,0,0,1,0,0,0,-9.9,0,0,0,-3.6,0,0,PGB:00002,M01000100,2,0,PaGenBase,36,Tissue-specific: kidney,,-9.9,5.2,9,30286,483,275,23,8.4,1.7,604|760|1015|1644|1800|2001|2938|3814|5174|6519|6819|7364|9075|10451|10841|11001|51473|55195|113220|168002|256764|284422|353189,BCL6|CA2|CDH17|DDC|DPEP1|ELF5|GSTA1|KISS1|PDZK1|SLC3A1|SULT1C2|UGT2B7|CLDN2|VAV3|FTCD|SLC27A2|DCDC2|CCDC198|KIF12|DACT2|WDR72|SMIM24|SLCO4C1,-7.4,0
0,1,0,0,0,0,0,0,0,-9.7,0,0,0,0,0,0,PGB:00006,M01000000,1,0,PaGenBase,36,Tissue-specific: small intestine,,-9.7,11,11,30286,128,275,13,4.7,1.3,13|1040|4640|4922|7429|7433|9032|26027|53841|54810|57016|79908|83998,AADAC|CDS1|MYO1A|NTS|VIL1|VIPR1|TM4SF5|ACOT11|CDHR5|GIPC2|AKR1B10|BTNL8|REG4,-7.3,0
0,1,0,0,0,1,0,0,0,-9.3,0,0,0,-5.3,0,0,PGB:00139,M01000100,2,0,PaGenBase,36,Cell-specific: Renal Epithelial,,-9.3,21,13,30286,48,275,9,3.3,1.1,4072|5265|23242|26996|51473|54504|55195|85477|353189,EPCAM|SERPINA1|COBL|GPR160|DCDC2|CPVL|CCDC198|SCIN|SLCO4C1,-6.9,0
0,0,0,0,1,0,0,1,0,0,0,0,-8.9,0,0,-4.2,PGB:00011,M00001001,2,0,PaGenBase,36,Tissue-specific: Smooth Muscle,,-8.9,15,12,30286,103,195,10,5.1,1.6,2919|2921|3576|5743|6372|6374|7058|9019|10970|81688,CXCL1|CXCL3|CXCL8|PTGS2|CXCL6|CXCL5|THBS2|MPZL1|CKAP4|C6orf62,-6.5,0
0,0,0,0,1,1,0,0,0,0,0,0,-6.8,-4.2,0,0,PGB:00008,M00001100,2,0,PaGenBase,36,Tissue-specific: spleen,,-6.8,5,7.2,30286,499,195,16,8.2,2,1890|2919|3604|4791|4794|5371|5452|6372|6374|7097|7186|10981|64386|80774|146206|146433,TYMP|CXCL1|TNFRSF9|NFKB2|NFKBIE|PML|POU2F2|CXCL6|CXCL5|TLR2|TRAF2|RAB32|MMP25|LIMD2|CARMIL2|IL34,-4.7,0
1,0,1,0,0,0,1,0,-4.8,0,-6.7,0,0,0,-2.3,0,PGB:00080,M10100010,3,0,PaGenBase,36,Cell-specific: Adipocyte,,-6.7,6.2,7.6,30286,145,438,13,3,0.81,133|1634|2273|4239|4311|4811|5118|5396|10457|11328|54510|57124|79987,ADM|DCN|FHL1|MFAP4|MME|NID1|PCOLCE|PRRX1|GPNMB|FKBP9|PCDH18|CD248|SVEP1,-4.7,0
0,1,0,0,0,0,0,0,0,-5.3,0,0,0,0,0,0,PGB:00093,M01000000,1,0,PaGenBase,36,Cell-specific: Vaginal Epithelial,,-5.3,20,9.5,30286,28,275,5,1.8,0.81,4680|6286|6947|10551|26085,CEACAM6|S100P|TCN1|AGR2|KLK13,-3.6,0
