GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
TRR00255,Regulated by: EGR3,-5.005857337191134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRR00027,Regulated by: ATF6,0.0,0.0,0.0,0.0,0.0,0.0,-5.003195255930348,0.0
TRR00108,Regulated by: CDX2,0.0,-4.574824491081446,0.0,0.0,0.0,0.0,0.0,0.0
TRR00500,Regulated by: HNF4A,0.0,-5.069702416098961,0.0,0.0,0.0,-2.5616016859203006,0.0,0.0
TRR01275,Regulated by: STAT1,0.0,0.0,0.0,0.0,-6.679895284949731,-2.7772398848174977,0.0,0.0
TRR00602,Regulated by: IRF1,0.0,0.0,0.0,0.0,-10.109063867216145,-2.5157405172703293,0.0,0.0
TRR00253,Regulated by: EGR1,0.0,0.0,0.0,0.0,-4.322564733877854,-3.724357799198517,0.0,0.0
TRR00111,Regulated by: CEBPD,0.0,0.0,0.0,0.0,-3.5584922414929867,-3.819350424149592,0.0,0.0
TRR00875,Regulated by: NFKB1,0.0,0.0,0.0,0.0,-18.514047307321032,-7.479704181511235,0.0,0.0
TRR01158,Regulated by: RELA,0.0,0.0,0.0,0.0,-19.870346720896393,-7.570345841910889,0.0,0.0
TRR00645,Regulated by: JUN,0.0,-2.301957183867977,0.0,0.0,-4.776178079234222,-3.513942288693952,0.0,0.0
TRR01047,Regulated by: PML,0.0,0.0,0.0,0.0,-4.8726705408004225,0.0,0.0,0.0
TRR00117,Regulated by: CIITA,0.0,0.0,0.0,0.0,-4.078133493726507,0.0,0.0,0.0
TRR00780,Regulated by: MYC,0.0,0.0,0.0,0.0,-4.04773161696999,0.0,0.0,0.0
TRR00489,Regulated by: HIVEP2,0.0,0.0,0.0,0.0,-5.285467442337298,0.0,0.0,0.0
TRR00877,Regulated by: NFKBIA,0.0,0.0,0.0,0.0,-5.038415377417886,0.0,0.0,0.0
TRR00466,Regulated by: HDAC1,0.0,0.0,0.0,0.0,-4.8129710280928535,0.0,0.0,0.0
TRR01276,Regulated by: STAT2,0.0,0.0,0.0,0.0,-4.256475035587265,0.0,0.0,0.0
TRR01062,Regulated by: PPARG,-2.100463183694394,0.0,0.0,0.0,-4.938298955689476,0.0,0.0,0.0
TRR01256,Regulated by: SP1,-4.563381175654178,-3.976217181308389,0.0,0.0,-4.395038722749635,-3.950343429701233,-6.04770277523965,0.0
