GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
M39135,AIZARANI LIVER C39 EPCAM POS BILE DUCT CELLS 4,0.0,0.0,0.0,0.0,-16.89290587571529,0.0,0.0,-2.6454379292214507
M39160,GAO LARGE INTESTINE 24W C11 PANETH LIKE CELL,0.0,0.0,0.0,0.0,-15.566563288279003,-7.709875011756093,0.0,0.0
M41700,TRAVAGLINI LUNG OLR1 CLASSICAL MONOCYTE CELL,0.0,0.0,0.0,0.0,-24.96296990686913,-3.8964856931621625,-7.188305619798719,-6.058989092541804
M41715,FAN OVARY CL13 MONOCYTE MACROPHAGE,0.0,0.0,0.0,0.0,-19.66189545299047,-3.1318134805141575,-3.574787406067322,-3.2119071099170124
M39051,MANNO MIDBRAIN NEUROTYPES HMGL,-14.203652839127553,0.0,0.0,-2.5188541303610363,-17.939345765127577,-3.0053500182953297,-2.2436184267026427,-2.7644950007625004
M39175,MURARO PANCREAS MESENCHYMAL STROMAL CELL,0.0,0.0,-3.3689796371387213,-4.687218464508963,-5.656046023142536,0.0,-2.5703188853889545,-21.730951749796695
M41708,FAN OVARY CL6 PUTATIVE EARLY ATRETIC FOLLICLE THECAL CELL 2,-16.17580129425879,0.0,-7.718276758087582,-6.439012083485321,-3.115217951383362,0.0,-2.0333413047377737,0.0
M40013,BUSSLINGER GASTRIC MATURE PIT CELLS,-5.50351568365431,-21.669183547944186,0.0,0.0,0.0,0.0,-4.163031136979359,0.0
M40287,DESCARTES FETAL SPLEEN AFP ALB POSITIVE CELLS,-3.8940627315140737,-25.06369182740049,0.0,0.0,0.0,0.0,-2.4446511201494796,0.0
M40012,BUSSLINGER GASTRIC IMMATURE PIT CELLS,-6.011835970330708,-17.43916656913644,0.0,0.0,-2.3571271145700217,0.0,-3.496774494144518,0.0
M39115,AIZARANI LIVER C11 HEPATOCYTES 1,-5.649425766694175,-28.87723644098322,0.0,0.0,0.0,0.0,0.0,0.0
M40234,DESCARTES FETAL LIVER HEPATOBLASTS,-4.276902933893195,-49.727061629401106,0.0,0.0,0.0,0.0,0.0,0.0
M39118,AIZARANI LIVER C14 HEPATOCYTES 2,-4.702702871617253,-21.565331716591444,0.0,0.0,0.0,0.0,0.0,0.0
M40276,DESCARTES FETAL PLACENTA AFP ALB POSITIVE CELLS,-3.453946261546401,-23.534127236836245,0.0,0.0,0.0,0.0,0.0,0.0
M39119,AIZARANI LIVER C17 HEPATOCYTES 3,-3.2328546477994142,-17.637629275433106,0.0,0.0,0.0,0.0,0.0,0.0
M40028,BUSSLINGER DUODENAL LATE IMMATURE ENTEROCYTES,-9.42055261403624,-18.021094199318764,0.0,0.0,0.0,0.0,0.0,0.0
M40175,DESCARTES FETAL EYE CORNEAL AND CONJUNCTIVAL EPITHELIAL CELLS,0.0,-21.91632577759578,0.0,0.0,0.0,-5.225807564885633,0.0,0.0
M40212,DESCARTES FETAL INTESTINE INTESTINAL EPITHELIAL CELLS,0.0,-20.39482391813729,0.0,0.0,0.0,-3.1772082770384924,0.0,0.0
M40220,DESCARTES FETAL KIDNEY URETERIC BUD CELLS,0.0,-20.52292982348266,0.0,0.0,0.0,0.0,0.0,0.0
M40010,BUSSLINGER GASTRIC ISTHMUS CELLS,-6.624212310167452,-15.525961689024106,0.0,0.0,-3.085527611667059,0.0,-10.879326126959533,-2.251055246154038
