Cluster,Score,Type,Gene,Symbol,Network
1,2.090909090909091,Clustered,1937,EEF1G,down_common_genes_SUB1
1,2.090909090909091,Seed,3613,IMPA2,down_common_genes_SUB1
1,2.090909090909091,Clustered,113026,PLCD3,down_common_genes_SUB1
1,2.090909090909091,Clustered,2064,ERBB2,down_common_genes_SUB1
1,2.090909090909091,Clustered,3667,IRS1,down_common_genes_SUB1
1,2.090909090909091,Clustered,23236,PLCB1,down_common_genes_SUB1
1,2.090909090909091,Clustered,5156,PDGFRA,down_common_genes_SUB1
1,2.090909090909091,Clustered,2261,FGFR3,down_common_genes_SUB1
1,2.090909090909091,Clustered,3481,IGF2,down_common_genes_SUB1
1,2.090909090909091,Clustered,5578,PRKCA,down_common_genes_SUB1
1,2.090909090909091,Clustered,5333,PLCD1,down_common_genes_SUB1
2,1.5,Clustered,147015,DHRS13,down_common_genes_SUB1
2,1.5,Clustered,30,ACAA1,down_common_genes_SUB1
2,1.5,Seed,3030,HADHA,down_common_genes_SUB1
2,1.5,Clustered,51084,CRYL1,down_common_genes_SUB1
3,1.0,Clustered,5071,PRKN,down_common_genes_SUB1
3,1.0,Clustered,8100,IFT88,down_common_genes_SUB1
3,1.0,Clustered,1938,EEF2,down_common_genes_SUB1
4,1.0,Seed,93100,NAPRT,down_common_genes_SUB1
4,1.0,Clustered,23475,QPRT,down_common_genes_SUB1
4,1.0,Clustered,83594,NUDT12,down_common_genes_SUB1
5,1.0,Clustered,4926,NUMA1,down_common_genes_SUB1
5,1.0,Seed,51386,EIF3L,down_common_genes_SUB1
5,1.0,Clustered,3646,EIF3E,down_common_genes_SUB1
1,2.0,Clustered,3814,KISS1,down_epi_only_SUB1
1,2.0,Clustered,2776,GNAQ,down_epi_only_SUB1
1,2.0,Clustered,183,AGT,down_epi_only_SUB1
1,2.0,Clustered,2147,F2,down_epi_only_SUB1
1,2.0,Seed,8997,KALRN,down_epi_only_SUB1
2,1.6,Clustered,5091,PC,down_epi_only_SUB1
2,1.6,Clustered,2821,GPI,down_epi_only_SUB1
2,1.6,Clustered,79154,DHRS11,down_epi_only_SUB1
2,1.6,Seed,5372,PMM1,down_epi_only_SUB1
2,1.6,Clustered,11200,CHEK2,down_epi_only_SUB1
3,1.5,Clustered,192134,B3GNT6,down_epi_only_SUB1
3,1.5,Seed,11227,GALNT5,down_epi_only_SUB1
3,1.5,Clustered,2650,GCNT1,down_epi_only_SUB1
3,1.5,Clustered,4586,MUC5AC,down_epi_only_SUB1
4,1.25,Clustered,57016,AKR1B10,down_epi_only_SUB1
4,1.25,Clustered,5836,PYGL,down_epi_only_SUB1
4,1.25,Clustered,10551,AGR2,down_epi_only_SUB1
4,1.25,Seed,1645,AKR1C1,down_epi_only_SUB1
5,1.0,Clustered,2244,FGB,down_epi_only_SUB1
5,1.0,Clustered,5624,PROC,down_epi_only_SUB1
5,1.0,Seed,3053,SERPIND1,down_epi_only_SUB1
6,1.0,Clustered,2939,GSTA2,down_epi_only_SUB1
6,1.0,Seed,1557,CYP2C19,down_epi_only_SUB1
6,1.0,Clustered,2938,GSTA1,down_epi_only_SUB1
7,1.0,Clustered,538,ATP7A,down_epi_only_SUB1
7,1.0,Clustered,489,ATP2A3,down_epi_only_SUB1
7,1.0,Clustered,540,ATP7B,down_epi_only_SUB1
8,1.0,Clustered,6819,SULT1C2,down_epi_only_SUB2
8,1.0,Clustered,9514,GAL3ST1,down_epi_only_SUB2
8,1.0,Seed,27284,SULT1B1,down_epi_only_SUB2
1,1.5714285714285714,Clustered,2648,KAT2A,down_mes_only_SUB1
1,1.5714285714285714,Clustered,23054,NCOA6,down_mes_only_SUB1
1,1.5714285714285714,Clustered,3725,JUN,down_mes_only_SUB1
1,1.5714285714285714,Clustered,5087,PBX1,down_mes_only_SUB1
1,1.5714285714285714,Clustered,10498,CARM1,down_mes_only_SUB1
1,1.5714285714285714,Clustered,6256,RXRA,down_mes_only_SUB1
1,1.5714285714285714,Seed,10025,MED16,down_mes_only_SUB1
2,1.0,Clustered,23284,ADGRL3,down_mes_only_SUB1
2,1.0,Seed,26050,SLITRK5,down_mes_only_SUB1
2,1.0,Clustered,57463,AMIGO1,down_mes_only_SUB1
2,1.0,Clustered,23266,ADGRL2,down_mes_only_SUB1
3,1.0,Clustered,1822,ATN1,down_mes_only_SUB1
3,1.0,Clustered,9757,KMT2B,down_mes_only_SUB1
3,1.0,Seed,284058,KANSL1,down_mes_only_SUB1
4,1.0,Seed,84939,PWWP3A,down_mes_only_SUB1
4,1.0,Clustered,2050,EPHB4,down_mes_only_SUB1
4,1.0,Clustered,2044,EPHA5,down_mes_only_SUB1
1,1.1666666666666667,Clustered,5912,RAP2B,down_mes_up_epi_SUB1
1,1.1666666666666667,Clustered,4088,SMAD3,down_mes_up_epi_SUB1
1,1.1666666666666667,Clustered,3303,HSPA1A,down_mes_up_epi_SUB1
1,1.1666666666666667,Clustered,9020,MAP3K14,down_mes_up_epi_SUB1
1,1.1666666666666667,Seed,28996,HIPK2,down_mes_up_epi_SUB1
1,1.1666666666666667,Clustered,85358,SHANK3,down_mes_up_epi_SUB1
2,1.0,Clustered,90293,KLHL13,down_mes_up_epi_SUB2
2,1.0,Seed,23053,ZSWIM8,down_mes_up_epi_SUB2
2,1.0,Clustered,64410,KLHL25,down_mes_up_epi_SUB2
1,10.708333333333334,Seed,4794,NFKBIE,up_common_genes_SUB1
1,10.708333333333334,Clustered,5971,RELB,up_common_genes_SUB1
1,10.708333333333334,Clustered,4792,NFKBIA,up_common_genes_SUB1
1,10.708333333333334,Clustered,5685,PSMA4,up_common_genes_SUB1
1,10.708333333333334,Clustered,5721,PSME2,up_common_genes_SUB1
1,10.708333333333334,Clustered,5687,PSMA6,up_common_genes_SUB1
1,10.708333333333334,Clustered,5717,PSMD11,up_common_genes_SUB1
1,10.708333333333334,Clustered,5701,PSMC2,up_common_genes_SUB1
1,10.708333333333334,Clustered,5720,PSME1,up_common_genes_SUB1
1,10.708333333333334,Clustered,5692,PSMB4,up_common_genes_SUB1
1,10.708333333333334,Clustered,5709,PSMD3,up_common_genes_SUB1
1,10.708333333333334,Clustered,5690,PSMB2,up_common_genes_SUB1
1,10.708333333333334,Clustered,4791,NFKB2,up_common_genes_SUB1
1,10.708333333333334,Clustered,10213,PSMD14,up_common_genes_SUB1
1,10.708333333333334,Clustered,7186,TRAF2,up_common_genes_SUB1
1,10.708333333333334,Clustered,5707,PSMD1,up_common_genes_SUB1
1,10.708333333333334,Clustered,5704,PSMC4,up_common_genes_SUB1
