Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,Reactome Gene Sets,6,R-HSA-1474244,Extracellular matrix organization,,-28,7.2,17,30293,300,729,52,7.1,0.95,2|649|960|1277|1281|1282|1285|1293|1294|1295|1301|1634|2243|2244|2266|2331|3371|3383|3673|3676|3685|3694|3696|3914|3918|4017|4053|4312|4313|4316|4318|4319|4684|5033|5045|5155|5339|5352|6385|7042|7276|8038|8728|9378|9509|10491|11096|22795|56999|58494|83700|169044,A2M|BMP1|CD44|COL1A1|COL3A1|COL4A1|COL4A3|COL6A3|COL7A1|COL8A1|COL11A1|DCN|FGA|FGB|FGG|FMOD|TNC|ICAM1|ITGA2|ITGA4|ITGAV|ITGB6|ITGB8|LAMB3|LAMC2|LOXL2|LTBP2|MMP1|MMP2|MMP7|MMP9|MMP10|NCAM1|P4HA1|FURIN|PDGFB|PLEC|PLOD2|SDC4|TGFB2|TTR|ADAM12|ADAM19|NRXN1|ADAMTS2|CRTAP|ADAMTS5|NID2|ADAMTS9|JAM2|JAM3|COL22A1,-25
MyList,Reactome Gene Sets,6,R-HSA-216083,Integrin cell surface interactions,,-14,9.8,13,30293,85,729,20,2.7,0.6,960|1277|1281|1282|1285|1293|1294|1295|2243|2244|2266|3371|3383|3673|3676|3685|3694|3696|58494|83700,CD44|COL1A1|COL3A1|COL4A1|COL4A3|COL6A3|COL7A1|COL8A1|FGA|FGB|FGG|TNC|ICAM1|ITGA2|ITGA4|ITGAV|ITGB6|ITGB8|JAM2|JAM3,-11
MyList,Reactome Gene Sets,6,R-HSA-1474290,Collagen formation,,-13,9.2,12,30293,90,729,20,2.7,0.6,649|1277|1281|1282|1285|1293|1294|1295|1301|3914|3918|4017|4316|4318|5033|5339|5352|9509|10491|169044,BMP1|COL1A1|COL3A1|COL4A1|COL4A3|COL6A3|COL7A1|COL8A1|COL11A1|LAMB3|LAMC2|LOXL2|MMP7|MMP9|P4HA1|PLEC|PLOD2|ADAMTS2|CRTAP|COL22A1,-11
MyList,Reactome Gene Sets,6,R-HSA-109582,Hemostasis,,-12,3.2,8.7,30293,621,729,48,6.6,0.92,2|12|338|388|547|960|1277|1607|1893|2147|2243|2244|2266|2624|2791|3673|3676|3685|3797|3833|4312|4973|5155|5196|5327|5328|5335|5345|6385|6401|6546|6547|6566|7018|7042|7044|7424|7846|10112|10125|22915|23468|23657|29106|58494|64780|81027|83700,A2M|SERPINA3|APOB|RHOB|KIF1A|CD44|COL1A1|DGKB|ECM1|F2|FGA|FGB|FGG|GATA2|GNG11|ITGA2|ITGA4|ITGAV|KIF3C|KIFC1|MMP1|OLR1|PDGFB|PF4|PLAT|PLAU|PLCG1|SERPINF2|SDC4|SELE|SLC8A1|SLC8A3|SLC16A1|TF|TGFB2|LEFTY2|VEGFC|TUBA1A|KIF20A|RASGRP1|MMRN1|CBX5|SLC7A11|SCG3|JAM2|MICAL1|TUBB1|JAM3,-9
MyList,Reactome Gene Sets,6,R-HSA-1474228,Degradation of the extracellular matrix,,-11,6.5,10,30293,140,729,22,3,0.63,2|649|960|1277|1281|1282|1285|1293|1294|1295|1301|1634|3914|3918|4312|4313|4316|4318|4319|5045|11096|56999,A2M|BMP1|CD44|COL1A1|COL3A1|COL4A1|COL4A3|COL6A3|COL7A1|COL8A1|COL11A1|DCN|LAMB3|LAMC2|MMP1|MMP2|MMP7|MMP9|MMP10|FURIN|ADAMTS5|ADAMTS9,-8.8
MyList,Reactome Gene Sets,6,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,,-11,10,11,30293,61,729,15,2.1,0.53,649|1277|1281|1282|1285|1293|1294|1295|1301|3914|3918|4017|4316|4318|5339,BMP1|COL1A1|COL3A1|COL4A1|COL4A3|COL6A3|COL7A1|COL8A1|COL11A1|LAMB3|LAMC2|LOXL2|MMP7|MMP9|PLEC,-8.3
MyList,Reactome Gene Sets,6,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,,-11,7.3,10,30293,108,729,19,2.6,0.59,332|2353|3383|3552|3561|3576|3726|3934|4312|4313|4318|4582|4609|5451|6288|6935|7291|7431|51561,BIRC5|FOS|ICAM1|IL1A|IL2RG|CXCL8|JUNB|LCN2|MMP1|MMP2|MMP9|MUC1|MYC|POU2F1|SAA1|ZEB1|TWIST1|VIM|IL23A,-8.3
MyList,Reactome Gene Sets,6,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),,-11,6.6,9.9,30293,125,729,20,2.7,0.6,336|338|348|1000|1356|1435|2147|2243|2266|3371|3488|3698|4312|4313|7018|8404|10272|29106|147111|255738,APOA2|APOB|APOE|CDH2|CP|CSF1|F2|FGA|FGG|TNC|IGFBP5|ITIH2|MMP1|MMP2|TF|SPARCL1|FSTL3|SCG3|NOTUM|PCSK9,-8.1
MyList,Reactome Gene Sets,6,R-HSA-3000171,Non-integrin membrane-ECM interactions,,-10,9.9,11,30293,59,729,14,1.9,0.51,1277|1281|1282|1285|1301|3371|3673|3685|3914|3918|5155|6385|7276|9378,COL1A1|COL3A1|COL4A1|COL4A3|COL11A1|TNC|ITGA2|ITGAV|LAMB3|LAMC2|PDGFB|SDC4|TTR|NRXN1,-7.6
MyList,Reactome Gene Sets,6,R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",,-9.6,8.3,10,30293,75,729,15,2.1,0.53,2|336|337|338|345|348|649|949|4023|4547|5045|8435|27329|51129|255738,A2M|APOA2|APOA4|APOB|APOC3|APOE|BMP1|SCARB1|LPL|MTTP|FURIN|SOAT2|ANGPTL3|ANGPTL4|PCSK9,-7.2
MyList,Reactome Gene Sets,6,R-HSA-9675108,Nervous system development,,-9.5,3,7.7,30293,578,729,42,5.8,0.86,388|1212|1281|1282|1285|1293|1641|1809|2042|2596|2675|3156|3673|3685|4313|4318|4478|4684|4753|5293|5335|6328|6900|7846|8022|8482|9260|9353|9423|10398|10570|10752|22885|23129|27289|55816|56896|57211|57522|79784|81027|91584,RHOB|CLTB|COL3A1|COL4A1|COL4A3|COL6A3|DCX|DPYSL3|EPHA3|GAP43|GFRA2|HMGCR|ITGA2|ITGAV|MMP2|MMP9|MSN|NCAM1|NELL2|PIK3CD|PLCG1|SCN3A|CNTN2|TUBA1A|LHX3|SEMA7A|PDLIM7|SLIT2|NTN1|MYL9|DPYSL4|CHL1|ABLIM3|PLXND1|RND1|DOK5|DPYSL5|ADGRG6|SRGAP1|MYH14|TUBB1|PLXNA4,-7.2
