GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
C1333064,Classical Hodgkin's Lymphoma,0.0,0.0,-2.2608088876247856,0.0,-13.915867855143436,0.0,0.0,0.0
C2347747,Adult Classical Hodgkin Lymphoma,0.0,0.0,0.0,0.0,-11.48255763825026,0.0,0.0,0.0
C0036220,Kaposi Sarcoma,0.0,0.0,-2.1939538629552273,0.0,-12.555805942066975,-2.930733846043452,0.0,-2.6017104835444336
C0011615,"Dermatitis, Atopic",0.0,-3.7359384261892528,0.0,0.0,-13.481172585658774,-7.367646555264875,0.0,0.0
C0376618,Endotoxemia,0.0,-2.384907172203055,0.0,0.0,-3.0411213551412137,-11.101513742386086,0.0,0.0
C0024143,Lupus Nephritis,-2.026575875249183,-2.083325449483274,0.0,0.0,-12.255430971842877,-6.343762267697813,0.0,0.0
C0004943,Behcet Syndrome,0.0,-3.4398310957832288,0.0,0.0,-13.122112890885186,-4.459102201788194,0.0,-2.079726665312398
C0003872,"Arthritis, Psoriatic",0.0,-2.0244694885138563,0.0,0.0,-12.49027253569817,-5.663581389877811,0.0,-2.445406514091125
C0011603,Dermatitis,0.0,0.0,0.0,0.0,-15.006367582378255,-7.12223522719576,0.0,0.0
C3714514,Infection,0.0,0.0,0.0,0.0,-14.227662659709782,-6.495935276434983,0.0,0.0
C3495559,Juvenile arthritis,0.0,0.0,0.0,0.0,-11.631269167336445,-7.788158186690217,0.0,0.0
C3875321,Inflammatory dermatosis,0.0,0.0,0.0,0.0,-13.158963856848997,-6.59736732972928,0.0,0.0
C0151449,Primary Sjögren's syndrome,0.0,0.0,0.0,0.0,-15.1069048119688,-6.984386249740553,0.0,0.0
C0375023,Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site,0.0,0.0,0.0,0.0,-12.133951378607671,-5.458015792191796,0.0,0.0
C0004623,Bacterial Infections,0.0,0.0,0.0,0.0,-15.072800049570576,-11.240170550550458,0.0,0.0
C0038013,Ankylosing spondylitis,0.0,0.0,0.0,0.0,-12.590525631067178,-11.298405671236504,0.0,0.0
C0149678,Epstein-Barr Virus Infections,0.0,0.0,0.0,0.0,-13.109567821711968,-2.1940379418632143,0.0,0.0
C0220644,Childhood Hodgkin Lymphoma,0.0,0.0,0.0,0.0,-13.663207764374999,-2.0904091124353594,0.0,0.0
C0220597,Adult Hodgkin Lymphoma,0.0,0.0,0.0,0.0,-13.663207764374999,-2.0904091124353594,0.0,0.0
C0030246,Pustulosis of Palms and Soles,0.0,0.0,0.0,0.0,-11.652642522547973,-3.3430879344448483,0.0,0.0
