_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,0,0,1,1,0,0,0,0,0,0,-19,-8.2,0,0,TRR01158,M00001100,2,0,TRRUST,34,Regulated by: RELA,,-19,9.5,15,30286,334,266,28,11,1.9,329|1465|1906|2335|2919|2950|3105|3383|3576|4790|4792|5329|5452|5743|6648|6890|6892|7128|7157|7185|7186|8767|8795|8837|9308|10010|10148|51752,BIRC2|CSRP1|EDN1|FN1|CXCL1|GSTP1|HLA-A|ICAM1|CXCL8|NFKB1|NFKBIA|PLAUR|POU2F2|PTGS2|SOD2|TAP1|TAPBP|TNFAIP3|TP53|TRAF1|TRAF2|RIPK2|TNFRSF10B|CFLAR|CD83|TANK|EBI3|ERAP1,-15,0
0,0,0,0,1,1,0,0,0,0,0,0,-18,-8.1,0,0,TRR00875,M00001100,2,0,TRRUST,34,Regulated by: NFKB1,,-18,9.4,15,30286,340,266,28,11,1.9,329|1465|1906|2335|2919|2950|3383|3576|4790|4792|5329|5452|5743|6648|6890|6892|7128|7157|7185|7186|7980|8767|8795|8837|9308|10010|10148|51752,BIRC2|CSRP1|EDN1|FN1|CXCL1|GSTP1|ICAM1|CXCL8|NFKB1|NFKBIA|PLAUR|POU2F2|PTGS2|SOD2|TAP1|TAPBP|TNFAIP3|TP53|TRAF1|TRAF2|TFPI2|RIPK2|TNFRSF10B|CFLAR|CD83|TANK|EBI3|ERAP1,-15,0
0,0,0,0,1,0,0,0,0,0,0,0,-9.4,0,0,0,TRR00645,M00001000,1,0,TRRUST,34,Regulated by: JUN,,-9.4,9.3,10,30286,172,266,14,5.3,1.4,1906|2113|2950|3576|3732|4017|4791|5329|5743|5971|6648|7157|8767|64386,EDN1|ETS1|GSTP1|CXCL8|CD82|LOXL2|NFKB2|PLAUR|PTGS2|RELB|SOD2|TP53|RIPK2|MMP25,-6.9,0
0,0,0,0,1,0,0,0,0,0,0,0,-7.7,0,0,0,TRR00877,M00001000,1,0,TRRUST,34,Regulated by: NFKBIA,,-7.7,33,14,30286,21,266,6,2.3,0.91,3383|3576|4790|5970|7185|10148,ICAM1|CXCL8|NFKB1|RELA|TRAF1|EBI3,-5.5,0
1,1,0,0,1,1,1,0,-2.3,-3.2,0,0,-7.3,-2.2,-2.4,0,TRR01256,M11001110,5,0,TRRUST,34,Regulated by: SP1,,-7.3,4.3,7.3,30286,526,266,20,7.5,1.6,1030|1890|2919|2950|3135|3383|3459|3685|4017|4790|4791|5329|5743|5970|6648|7980|8767|8795|9308|148022,CDKN2B|TYMP|CXCL1|GSTP1|HLA-G|ICAM1|IFNGR1|ITGAV|LOXL2|NFKB1|NFKB2|PLAUR|PTGS2|RELA|SOD2|TFPI2|RIPK2|TNFRSF10B|CD83|TICAM1,-5.2,0
0,0,0,0,1,0,0,0,0,0,0,0,-7.1,0,0,0,TRR00489,M00001000,1,0,TRRUST,34,Regulated by: HIVEP2,,-7.1,76,17,30286,6,266,4,1.5,0.75,3105|3106|3107|3135,HLA-A|HLA-B|HLA-C|HLA-G,-5,0
0,0,0,0,1,0,0,0,0,0,0,0,-7,0,0,0,TRR00342,M00001000,1,0,TRRUST,34,Regulated by: FOS,,-7,14,10,30286,64,266,8,3,1,1465|2950|3576|4790|5329|5743|7157|8767,CSRP1|GSTP1|CXCL8|NFKB1|PLAUR|PTGS2|TP53|RIPK2,-5,0
0,0,0,0,1,0,0,0,0,0,0,0,-6.4,0,0,0,TRR00474,M00001000,1,0,TRRUST,34,Regulated by: HDAC9,,-6.4,32,12,30286,18,266,5,1.9,0.83,4790|5970|7157|8795|8837,NFKB1|RELA|TP53|TNFRSF10B|CFLAR,-4.5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6.3,0,TRR00027,M00000010,1,0,TRRUST,34,Regulated by: ATF6,,-6.3,30,12,30286,18,279,5,1.8,0.79,1650|3309|7494|8050|134429,DDOST|HSPA5|XBP1|PDHX|STARD4,-4.4,0
0,0,0,0,1,0,0,1,0,0,0,0,-6.2,0,0,-2.1,TRR00780,M00001001,2,0,TRRUST,34,Regulated by: MYC,,-6.2,9.1,8.1,30286,112,266,9,3.4,1.1,3105|3106|3107|3135|4893|6484|7157|8795|8837,HLA-A|HLA-B|HLA-C|HLA-G|NRAS|ST3GAL4|TP53|TNFRSF10B|CFLAR,-4.3,0
0,0,0,0,1,0,0,0,0,0,0,0,-5.7,0,0,0,TRR01277,M00001000,1,0,TRRUST,34,Regulated by: STAT3,,-5.7,7,7.2,30286,162,266,10,3.8,1.2,1465|2120|3383|3576|5743|7157|7297|8795|8837|9641,CSRP1|ETV6|ICAM1|CXCL8|PTGS2|TP53|TYK2|TNFRSF10B|CFLAR|IKBKE,-4,0
1,0,0,0,1,1,0,0,-2.8,0,0,0,-5.5,-3.6,0,0,TRR00253,M10001100,3,0,TRRUST,34,Regulated by: EGR1,,-5.5,9.1,7.6,30286,100,266,8,3,1,43|2335|3576|4790|5329|5743|7157|7980,ACHE|FN1|CXCL8|NFKB1|PLAUR|PTGS2|TP53|TFPI2,-3.8,0
