_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,1,0,0,0,0,1,0,-2.5,-49,0,0,0,0,-2.2,0,M40234,M11000010,3,0,Cell Type Signatures,7,DESCARTES FETAL LIVER HEPATOBLASTS,,-49,12,26,30286,500,323,64,20,2.2,13|173|174|183|197|213|216|335|350|622|729|1644|2065|2147|2155|2244|2705|2731|2939|3053|3158|3170|3249|4224|4329|5053|5174|5345|5624|5950|6819|7018|7104|7108|7276|7429|8431|9104|10247|10840|10991|28999|29974|51085|51156|51473|57462|64093|79589|81693|92840|113220|134548|149466|164656|197257|257407|257629|283375|284111|388323|388595|389434|100996492,AADAC|AFM|AFP|AGT|AHSG|ALB|ALDH1A1|APOA1|APOH|BDH1|C6|DDC|ERBB3|F2|F7|FGB|GJB1|GLDC|GSTA2|SERPIND1|HMGCS2|FOXA2|HPN|MEP1A|ALDH6A1|PAH|PDZK1|SERPINF2|PROC|RBP4|SULT1C2|TF|TM4SF4|TM7SF2|TTR|VIL1|NR0B2|RGN|RIDA|ALDH1L1|SLC38A3|KLF15|A1CF|MLXIPL|SERPINA10|DCDC2|MYORG|SMOC1|RNF128|AMN|REEP6|KIF12|SOWAHA|C1orf210|TMPRSS6|LDHD|C2orf72|ANKS4B|SLC39A5|SLC13A5|GLTPD2|TMEM82|IYD|CTXND1,-44,0
0,0,0,1,1,1,1,1,0,0,0,-2.1,-42,-8.3,-4.8,-4.9,M41700,M00011111,5,0,Cell Type Signatures,7,TRAVAGLINI LUNG OLR1 CLASSICAL MONOCYTE CELL,,-42,9.7,22,30286,726,266,62,23,2.6,329|637|1890|1982|2004|2120|2643|2907|2919|3383|3460|3576|3656|3685|4327|4627|4683|4790|4792|4794|4814|5216|5271|5329|5687|5743|5879|5971|6648|7127|7128|7185|8676|8767|8837|9050|9261|9308|10019|10092|10308|10318|10970|11177|11182|22809|22904|22919|25797|25932|30844|51088|51100|51582|59274|64778|80149|83937|84888|114294|170954|285381,BIRC2|BID|TYMP|EIF4G2|ELK3|ETV6|GCH1|GRINA|CXCL1|ICAM1|IFNGR2|CXCL8|IRAK2|ITGAV|MMP19|MYH9|NBN|NFKB1|NFKBIA|NFKBIE|NINJ1|PFN1|SERPINB8|PLAUR|PSMA6|PTGS2|RAC1|RELB|SOD2|TNFAIP2|TNFAIP3|TRAF1|STX11|RIPK2|CFLAR|PSTPIP2|MAPKAPK2|CD83|SH2B3|ARPC5|ZNF267|TNIP1|CKAP4|BAZ1A|SLC2A6|ATF5|SBNO2|MAPRE1|QPCT|CLIC4|EHD4|KLHL5|SH3GLB1|AZIN1|TLNRD1|FNDC3B|ZC3H12A|RASSF4|SPPL2A|LACTB|PPP1R18|DPH3,-38,0
1,1,0,0,0,1,1,0,-4.4,-32,0,0,0,-2.3,-3.3,0,M39115,M11000110,4,0,Cell Type Signatures,7,AIZARANI LIVER C11 HEPATOCYTES 1,,-32,13,21,30286,298,323,41,13,1.9,13|34|173|183|197|213|216|335|350|729|1557|1645|1666|2147|2244|2938|2939|3053|3158|3249|3417|4329|5005|5053|5345|5624|5950|7018|7276|9104|10247|10449|10840|10998|11001|28999|29974|51085|55365|84706|284111,AADAC|ACADM|AFM|AGT|AHSG|ALB|ALDH1A1|APOA1|APOH|C6|CYP2C19|AKR1C1|DECR1|F2|FGB|GSTA1|GSTA2|SERPIND1|HMGCS2|HPN|IDH1|ALDH6A1|ORM2|PAH|SERPINF2|PROC|RBP4|TF|TTR|RGN|RIDA|ACAA2|ALDH1L1|SLC27A5|SLC27A2|KLF15|A1CF|MLXIPL|TMEM176A|GPT2|SLC13A5,-28,0
0,1,0,0,0,0,1,0,0,-31,0,0,0,0,-3,0,M40276,M01000010,2,0,Cell Type Signatures,7,DESCARTES FETAL PLACENTA AFP ALB POSITIVE CELLS,,-31,18,23,30286,171,323,33,10,1.7,174|183|197|213|335|350|622|1644|2147|2244|2938|3053|3158|4224|4329|5053|5345|5950|7018|7104|7108|7276|10247|10991|29974|51085|51156|81693|92840|127845|164656|283375|284111,AFP|AGT|AHSG|ALB|APOA1|APOH|BDH1|DDC|F2|FGB|GSTA1|SERPIND1|HMGCS2|MEP1A|ALDH6A1|PAH|SERPINF2|RBP4|TF|TM4SF4|TM7SF2|TTR|RIDA|SLC38A3|A1CF|MLXIPL|SERPINA10|AMN|REEP6|GOLT1A|TMPRSS6|SLC39A5|SLC13A5,-27,0
1,1,0,0,0,0,1,0,-4.5,-28,0,0,0,0,-3.4,0,M40287,M11000010,3,0,Cell Type Signatures,7,DESCARTES FETAL SPLEEN AFP ALB POSITIVE CELLS,,-28,16,21,30286,188,323,32,9.9,1.7,174|183|197|213|335|350|1468|2147|2155|2244|2584|2705|2731|2938|3053|3158|3249|4329|5053|5345|5950|6819|7018|7104|7108|7276|10991|11001|29974|81693|283375|284111,AFP|AGT|AHSG|ALB|APOA1|APOH|SLC25A10|F2|F7|FGB|GALK1|GJB1|GLDC|GSTA1|SERPIND1|HMGCS2|HPN|ALDH6A1|PAH|SERPINF2|RBP4|SULT1C2|TF|TM4SF4|TM7SF2|TTR|SLC38A3|SLC27A2|A1CF|AMN|SLC39A5|SLC13A5,-25,0
0,0,0,1,1,1,1,0,0,0,0,-4.2,-23,-2.9,-2.1,0,M39135,M00011110,4,0,Cell Type Signatures,7,AIZARANI LIVER C39 EPCAM POS BILE DUCT CELLS 4,,-23,16,19,30286,184,266,26,9.8,1.8,1906|2919|3068|3460|3576|3624|3918|4627|4641|4790|4791|4792|6372|6648|7127|7168|8795|9235|10272|11177|57552|81788|85456|91107|117177|135112,EDN1|CXCL1|HDGF|IFNGR2|CXCL8|INHBA|LAMC2|MYH9|MYO1C|NFKB1|NFKB2|NFKBIA|CXCL6|SOD2|TNFAIP2|TPM1|TNFRSF10B|IL32|FSTL3|BAZ1A|NCEH1|NUAK2|TNKS1BP1|TRIM47|RAB3IP|NCOA7,-19,0
0,0,0,0,1,0,1,0,0,0,0,0,-23,0,-2.4,0,M41715,M00001010,2,0,Cell Type Signatures,7,FAN OVARY CL13 MONOCYTE MACROPHAGE,,-23,8.9,16,30286,458,266,36,14,2.1,637|1072|1890|2907|3105|3106|3107|3459|3460|3576|4790|4792|4814|5216|5329|5721|6648|6892|7170|8407|8676|8837|9144|9308|10010|10092|10318|11010|11047|11177|22809|23406|80774|84790|114294|170954,BID|CFL1|TYMP|GRINA|HLA-A|HLA-B|HLA-C|IFNGR1|IFNGR2|CXCL8|NFKB1|NFKBIA|NINJ1|PFN1|PLAUR|PSME2|SOD2|TAPBP|TPM3|TAGLN2|STX11|CFLAR|SYNGR2|CD83|TANK|ARPC5|TNIP1|GLIPR1|ADRM1|BAZ1A|ATF5|COTL1|LIMD2|TUBA1C|LACTB|PPP1R18,-19,0
1,1,0,0,0,0,0,0,-4.7,-22,0,0,0,0,0,0,M39118,M11000000,2,0,Cell Type Signatures,7,AIZARANI LIVER C14 HEPATOCYTES 2,,-22,12,17,30286,226,323,29,9,1.6,173|197|216|335|350|2147|2244|2705|2938|2939|3053|3158|3249|4329|5005|5345|5950|7018|7276|9104|10247|10449|10840|10998|29974|51085|55365|84706|92840,AFM|AHSG|ALDH1A1|APOA1|APOH|F2|FGB|GJB1|GSTA1|GSTA2|SERPIND1|HMGCS2|HPN|ALDH6A1|ORM2|SERPINF2|RBP4|TF|TTR|RGN|RIDA|ACAA2|ALDH1L1|SLC27A5|A1CF|MLXIPL|TMEM176A|GPT2|REEP6,-19,0
0,1,0,0,0,1,0,0,0,-22,0,0,0,-5.3,0,0,M40212,M01000100,2,0,Cell Type Signatures,7,DESCARTES FETAL INTESTINE INTESTINAL EPITHELIAL CELLS,,-22,11,17,30286,276,323,31,9.6,1.6,13|173|174|183|335|729|1557|2705|2938|2939|4224|5948|5950|6819|7433|9075|10840|27284|54810|79774|81693|92840|117247|140893|155465|196410|257407|284422|339456|388323|389434,AADAC|AFM|AFP|AGT|APOA1|C6|CYP2C19|GJB1|GSTA1|GSTA2|MEP1A|RBP2|RBP4|SULT1C2|VIPR1|CLDN2|ALDH1L1|SULT1B1|GIPC2|GRTP1|AMN|REEP6|SLC16A10|RBBP8NL|AGR3|TMT1B|C2orf72|SMIM24|TMEM52|GLTPD2|IYD,-18,0
0,0,0,0,1,1,1,1,0,0,0,0,-19,-3.3,-4,-2.8,M41697,M00001111,4,0,Cell Type Signatures,7,TRAVAGLINI LUNG EREG DENDRITIC CELL,,-19,7.1,14,30286,579,266,36,14,2.1,329|1318|1890|2004|2120|2280|2907|3383|3459|3460|3576|3685|4327|4790|4814|5271|5329|5879|6446|6648|7128|7170|7763|8767|9050|9308|10019|10092|11010|11177|23406|25797|59274|80149|84790|114294,BIRC2|SLC31A2|TYMP|ELK3|ETV6|FKBP1A|GRINA|ICAM1|IFNGR1|IFNGR2|CXCL8|ITGAV|MMP19|NFKB1|NINJ1|SERPINB8|PLAUR|RAC1|SGK1|SOD2|TNFAIP3|TPM3|ZFAND5|RIPK2|PSTPIP2|CD83|SH2B3|ARPC5|GLIPR1|BAZ1A|COTL1|QPCT|TLNRD1|ZC3H12A|TUBA1C|LACTB,-16,0
