_MEMBER_modules_epi_black_sorted_top300,_MEMBER_modules_epi_blue_sorted_top300,_MEMBER_modules_epi_pink_sorted_top300,_MEMBER_modules_epi_red_sorted_top300,_MEMBER_modules_epi_turquoise_sorted_top300,_MEMBER_modules_epi_yellow_sorted_top300,_LogP_modules_epi_black_sorted_top300,_LogP_modules_epi_blue_sorted_top300,_LogP_modules_epi_pink_sorted_top300,_LogP_modules_epi_red_sorted_top300,_LogP_modules_epi_turquoise_sorted_top300,_LogP_modules_epi_yellow_sorted_top300,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
0,0,1,0,1,0,0.0,0.0,-5.80120384902756,0.0,-3.317609101826378,0.0,GO:0010935,M001010,2,0,GO Biological Processes,19,regulation of macrophage cytokine production,19_GO:0002376 immune system process,-11.176575890472876,7.741048612572528,10.306164080949847,30293,37,1798,17,0.9454949944382648,0.2282295580741218,54|558|972|4615|7040|7042|7098|7805|8482|8767|9261|9516|24145|29108|51284|64127|148022,ACP5|AXL|CD74|MYD88|TGFB1|TGFB2|TLR3|LAPTM5|SEMA7A|RIPK2|MAPKAPK2|LITAF|PANX1|PYCARD|TLR7|NOD2|TICAM1,-9.340714891642186,0,30.0,0.0,0.0,-21.534862370525577,8.424082313681868,
1,0,1,0,1,1,-2.010258927708223,0.0,-3.4146176865875115,0.0,-2.4400341084535917,-4.482472864655028,GO:0051345,M101011,4,0,GO Biological Processes,19,positive regulation of hydrolase activity,19_GO:0065007 biological regulation,-11.176472430493368,2.4217074413048496,7.945063191059205,30293,487,1798,70,3.8932146829810903,0.45618012301404437,283|335|350|355|389|391|637|650|666|843|858|1364|1515|1520|1969|2150|2852|2889|2896|3688|3717|4067|5366|5641|5720|5721|5909|6091|6251|6364|6376|6774|7805|8301|8412|8502|8743|8767|9411|9448|9451|9693|10010|10062|10125|10276|10399|10550|10681|10979|23158|23179|25780|26037|26230|26355|27113|27237|27352|29108|30851|51291|51429|55075|57139|57572|64065|65018|66036|201176,ANG|APOA1|APOH|FAS|RHOC|RHOG|BID|BMP2|BOK|CASP10|CAV2|CLDN4|CTSV|CTSS|EPHA2|F2RL1|GPER1|RAPGEF1|GRN|ITGB1|JAK2|LYN|PMAIP1|LGMN|PSME1|PSME2|RAP1GAP|ROBO1|RSU1|CCL20|CX3CL1|STAT3|LAPTM5|PICALM|BCAR3|PKP4|TNFSF10|RIPK2|ARHGAP29|MAP4K4|EIF2AK3|RAPGEF2|TANK|NR1H3|RASGRP1|NET1|RACK1|ARL6IP5|GNB5|FERMT2|TBC1D9|RGL1|RASGRP3|SIPA1L1|TIAM2|FAM162A|BBC3|ARHGEF16|SGSM3|PYCARD|TAX1BP3|GMIP|SNX9|UACA|RGL3|DOCK6|PERP|PINK1|MTMR9|ARHGAP27,-9.340714891642186,0,40.0,0.0,0.0,-19.625475955782075,2.550718150756263,
0,1,0,1,0,1,0.0,-2.012462370769219,0.0,-3.6936303116463742,0.0,-3.6936303116463742,GO:0001933,M010101,3,0,GO Biological Processes,19,negative regulation of protein phosphorylation,19_GO:0048519 negative regulation of biological process,-11.142072837105998,2.893119178436197,8.235671103636054,30293,297,1798,51,2.836484983314794,0.39151374127305216,103|348|634|650|868|1026|1029|1843|1845|1849|2039|2950|3486|4041|4067|4092|5071|5144|5167|5663|5795|5859|6690|7016|7040|7251|10106|10217|10221|10253|10399|11221|11329|22933|27342|29108|51085|54431|54625|55861|56940|57493|57732|58190|64780|64798|79007|79705|81848|84959|153090,ADAR|APOE|CEACAM1|BMP2|CBLB|CDKN1A|CDKN2A|DUSP1|DUSP3|DUSP7|DMTN|GSTP1|IGFBP3|LRP5|LYN|SMAD7|PRKN|PDE4D|ENPP1|PSEN1|PTPRJ|QARS1|SPINK1|TESK1|TGFB1|TSG101|CTDSP2|CTDSPL|TRIB1|SPRY2|RACK1|DUSP10|STK38|SIRT2|RABGEF1|PYCARD|MLXIPL|DNAJC10|PARP14|DBNDD2|DUSP22|HEG1|ZFYVE28|CTDSP1|MICAL1|DEPTOR|DBNDD1|LRRK1|SPRY4|UBASH3B|DAB2IP,-9.307841818216287,0,64.0,0.0,0.0,-16.057992780080056,4.212041156840934,
1,0,1,0,0,1,-4.593737678648491,0.0,-7.492308924783161,0.0,0.0,-3.9541054459682403,GO:0051251,M101001,3,0,GO Biological Processes,19,positive regulation of lymphocyte activation,19_GO:0002376 immune system process,-11.12542095164135,2.7908002756982877,8.165989286387946,30293,326,1798,54,3.0033370411568407,0.40251826227433324,101|558|567|604|861|972|1026|1540|1948|1949|2319|2625|3105|3481|3485|3566|3572|3606|3635|3717|4067|4323|4615|4773|5530|6461|6469|6778|7040|7048|7292|7297|7412|7480|7494|8740|8741|8767|8876|8943|9308|10125|10148|11221|22890|23308|23529|29108|30011|57162|64127|80381|148022|259307,ADAM8|AXL|B2M|BCL6|RUNX1|CD74|CDKN1A|CYLD|EFNB2|EFNB3|FLOT2|GATA3|HLA-A|IGF2|IGFBP2|IL4R|IL6ST|IL18|INPP5D|JAK2|LYN|MMP14|MYD88|NFATC2|PPP3CA|SHB|SHH|STAT6|TGFB1|TGFBR2|TNFSF4|TYK2|VCAM1|WNT10B|XBP1|TNFSF14|TNFSF13|RIPK2|VNN1|AP3D1|CD83|RASGRP1|EBI3|DUSP10|ZBTB1|ICOSLG|CLCF1|PYCARD|SH3KBP1|PELI1|NOD2|CD276|TICAM1|IL4I1,-9.292711105872174,0,14.0,0.0,0.0,-25.74010777169712,5.6160548757879125,
1,0,1,0,1,0,-3.0699273304727495,0.0,-4.823081775018593,0.0,-2.298553036518064,0.0,WP710,M101010,3,0,WikiPathways,27,DNA damage response only ATM dependent,,-11.107785432922057,4.401772740482418,9.019184389787133,30293,111,1798,29,1.6129032258064515,0.29708339911817083,604|638|847|894|998|1026|1029|1499|2064|4214|4790|4791|4893|5293|5328|5366|5879|5880|6342|6648|6932|7040|7157|7476|7477|7480|27113|54361|80326,BCL6|BIK|CAT|CCND2|CDC42|CDKN1A|CDKN2A|CTNNB1|ERBB2|MAP3K1|NFKB1|NFKB2|NRAS|PIK3CD|PLAU|PMAIP1|RAC1|RAC2|SCP2|SOD2|TCF7|TGFB1|TP53|WNT7A|WNT7B|WNT10B|BBC3|WNT4|WNT10A,-9.276591450757829,0,107.0,0.0,0.0,-12.490497268606791,4.401772740482418,
1,0,0,0,1,1,-3.287278091191597,0.0,0.0,0.0,-4.346424088081099,-2.3499622121208965,GO:0001501,M100011,3,0,GO Biological Processes,19,skeletal system development,19_GO:0032502 developmental process,-11.075932325920178,2.3924393770856507,7.88639757508658,30293,500,1798,71,3.948832035595106,0.45929404231371945,54|415|537|538|633|649|650|652|860|861|960|1302|1462|1499|1893|1906|1969|2131|2625|3073|3074|3491|3623|3638|3694|3696|3911|4041|4054|4318|4323|4773|4856|4982|5048|5663|5744|5950|6469|6722|7040|7042|7045|7048|7067|7076|7092|7157|7476|7477|7480|7763|8372|8642|8879|9215|9451|10682|10865|11214|29887|51804|57326|57599|64175|64651|64764|79705|80169|145864|285590,ACP5|ARSL|ATP6AP1|ATP7A|BGN|BMP1|BMP2|BMP4|RUNX2|RUNX1|CD44|COL11A2|VCAN|CTNNB1|ECM1|EDN1|EPHA2|EXT1|GATA3|HEXA|HEXB|CCN1|INHA|INSIG1|ITGB6|ITGB8|LAMA5|LRP5|LTBP3|MMP9|MMP14|NFATC2|CCN3|TNFRSF11B|PAFAH1B1|PSEN1|PTHLH|RBP4|SHH|SRF|TGFB1|TGFB2|TGFBI|TGFBR2|THRA|TIMP1|TLL1|TP53|WNT7A|WNT7B|WNT10B|ZFAND5|HYAL3|DCHS1|SGPL1|LARGE1|EIF2AK3|EBP|ARID5A|AKAP13|SNX10|SIX4|PBXIP1|WDR48|P3H1|CSRNP1|CREB3L2|LRRK1|CTC1|HAPLN3|SH3PXD2B,-9.249254444920913,0,131.0,1.0,1.0,-11.075932325920178,3.409747603156947,
1,0,1,0,0,1,-3.4072055851049208,0.0,-6.0281544553929916,0.0,0.0,-2.65071081114159,GO:0002702,M101001,3,0,GO Biological Processes,19,positive regulation of production of molecular mediator of immune response,19_GO:0002376 immune system process,-11.043184301032149,4.023442299071937,8.810896554630329,30293,134,1798,32,1.7797552836484982,0.3118069618798433,567|972|2150|2625|3098|3105|3566|3606|3663|4615|5950|6778|6810|7040|7098|7292|7494|7805|8482|8741|8767|8809|9261|10865|23529|24145|29108|51284|55765|64127|144811|148022,B2M|CD74|F2RL1|GATA3|HK1|HLA-A|IL4R|IL18|IRF5|MYD88|RBP4|STAT6|STX4|TGFB1|TLR3|TNFSF4|XBP1|LAPTM5|SEMA7A|TNFSF13|RIPK2|IL18R1|MAPKAPK2|ARID5A|CLCF1|PANX1|PYCARD|TLR7|INAVA|NOD2|LACC1|TICAM1,-9.218001411119836,0,30.0,0.0,0.0,-21.534862370525577,8.424082313681868,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-4.541905463642263,-11.023703145872757,GO:0034329,M000011,2,0,GO Biological Processes,19,cell junction assembly,19_GO:0009987 cellular process,-11.023703145872757,7.1361601884570085,10.37221609651847,30293,283,300,20,6.666666666666667,1.4401645996461911,71|389|998|1364|1366|1499|2017|2335|3728|3909|5339|5796|5872|7094|7414|9074|9948|10015|29984|137075,ACTG1|RHOC|CDC42|CLDN4|CLDN7|CTNNB1|CTTN|FN1|JUP|LAMA3|PLEC|PTPRK|RAB13|TLN1|VCL|CLDN6|WDR1|PDCD6IP|RHOD|CLDN23,-8.725853342667031,0,132.0,1.0,1.0,-11.023703145872757,27.53909090909091,
1,0,0,0,1,0,-5.5345372292601835,0.0,0.0,0.0,-5.5345372292601835,0.0,GO:0070372,M100010,2,0,GO Biological Processes,19,regulation of ERK1 and ERK2 cascade,19_GO:0050896 response to stimulus,-11.004461525685347,2.835289840203606,8.145422251589961,30293,309,1798,52,2.8921023359288096,0.39522031539861385,348|351|467|634|650|652|960|972|1436|1845|1969|2064|2150|2264|2335|2771|2852|2950|3084|3383|3491|3624|3976|4067|5151|5154|5155|5345|5801|6237|6364|6376|6764|7040|8482|8767|8837|9258|9368|9590|9693|10125|10253|10318|10979|11221|26281|29108|64127|65009|153090|285016,APOE|APP|ATF3|CEACAM1|BMP2|BMP4|CD44|CD74|CSF1R|DUSP3|EPHA2|ERBB2|F2RL1|FGFR4|FN1|GNAI2|GPER1|GSTP1|NRG1|ICAM1|CCN1|INHBA|LIF|LYN|PDE8A|PDGFA|PDGFB|SERPINF2|PTPRR|RRAS|CCL20|CX3CL1|DENND2B|TGFB1|SEMA7A|RIPK2|CFLAR|MFHAS1|NHERF1|AKAP12|RAPGEF2|RASGRP1|SPRY2|TNIP1|FERMT2|DUSP10|FGF20|PYCARD|NOD2|NDRG4|DAB2IP|ALKAL2,-9.180768498235546,0,22.0,0.0,0.0,-22.832610912789374,3.8212332144536307,
1,0,1,0,0,1,-4.548925337837564,0.0,-7.2984117481140895,0.0,0.0,-3.9414502597652903,GO:0050867,M101001,3,0,GO Biological Processes,19,positive regulation of cell activation,19_GO:0048518 positive regulation of biological process,-10.986747035790001,2.6297399815197364,8.00929340394186,30293,378,1798,59,3.2814238042269186,0.420137324760911,101|558|567|604|861|972|1026|1075|1540|1948|1949|2316|2319|2625|2811|3105|3481|3485|3566|3572|3606|3635|3717|4067|4323|4615|4773|5530|6461|6469|6778|7040|7048|7057|7292|7297|7412|7480|7494|8740|8741|8767|8876|8943|9308|10125|10148|11221|22890|23308|23529|29108|30011|57162|64127|80381|148022|259307|403313,ADAM8|AXL|B2M|BCL6|RUNX1|CD74|CDKN1A|CTSC|CYLD|EFNB2|EFNB3|FLNA|FLOT2|GATA3|GP1BA|HLA-A|IGF2|IGFBP2|IL4R|IL6ST|IL18|INPP5D|JAK2|LYN|MMP14|MYD88|NFATC2|PPP3CA|SHB|SHH|STAT6|TGFB1|TGFBR2|THBS1|TNFSF4|TYK2|VCAM1|WNT10B|XBP1|TNFSF14|TNFSF13|RIPK2|VNN1|AP3D1|CD83|RASGRP1|EBI3|DUSP10|ZBTB1|ICOSLG|CLCF1|PYCARD|SH3KBP1|PELI1|NOD2|CD276|TICAM1|IL4I1|PLPP6,-9.164538777245891,0,14.0,0.0,0.0,-25.74010777169712,5.6160548757879125,
1,0,0,1,1,1,-2.9472207579536627,0.0,0.0,-3.5344777487180874,-2.9472207579536627,-4.160383449569313,GO:0007162,M100111,4,0,GO Biological Processes,19,negative regulation of cell adhesion,19_GO:0048519 negative regulation of biological process,-10.950062460883329,2.826143743944885,8.118069245906257,30293,310,1798,52,2.8921023359288096,0.39522031539861385,94|102|285|335|604|634|650|652|861|868|972|1029|1366|1843|1845|2039|2064|2065|3371|3566|3659|3717|4070|4092|4323|5074|6376|6385|6469|6522|7040|7045|7057|7292|7805|8763|9448|10019|10391|23129|27242|27289|55824|56940|57162|80139|80762|81848|83737|84959|168002|259307,ACVRL1|ADAM10|ANGPT2|APOA1|BCL6|CEACAM1|BMP2|BMP4|RUNX1|CBLB|CD74|CDKN2A|CLDN7|DUSP1|DUSP3|DMTN|ERBB2|ERBB3|TNC|IL4R|IRF1|JAK2|TACSTD2|SMAD7|MMP14|PAWR|CX3CL1|SDC4|SHH|SLC4A2|TGFB1|TGFBI|THBS1|TNFSF4|LAPTM5|CD164|MAP4K4|SH2B3|CORO2B|PLXND1|TNFRSF21|RND1|PAG1|DUSP22|PELI1|ZNF703|NDFIP1|SPRY4|ITCH|UBASH3B|DACT2|IL4I1,-9.129333912397266,0,96.0,0.0,0.0,-13.646860253520712,3.7822410387959406,
0,0,1,1,1,1,0.0,0.0,-2.510625936452497,-3.8689194365892,-2.502651665016039,-3.1597127296489913,GO:0002695,M001111,4,0,GO Biological Processes,19,negative regulation of leukocyte activation,19_GO:0002376 immune system process,-10.941041836269248,3.4222834399332585,8.457842619904573,30293,192,1798,39,2.169076751946607,0.3435426743482469,558|604|652|861|868|972|1845|2064|2335|2852|2896|3566|3623|3624|3635|3659|4067|4092|5074|6385|6469|6522|7128|7292|7301|7805|10062|23208|27242|51083|55824|56940|57162|80762|83593|83737|140685|145581|259307,AXL|BCL6|BMP4|RUNX1|CBLB|CD74|DUSP3|ERBB2|FN1|GPER1|GRN|IL4R|INHA|INHBA|INPP5D|IRF1|LYN|SMAD7|PAWR|SDC4|SHH|SLC4A2|TNFAIP3|TNFSF4|TYRO3|LAPTM5|NR1H3|SYT11|TNFRSF21|GAL|PAG1|DUSP22|PELI1|NDFIP1|RASSF5|ITCH|ZBTB46|LRFN5|IL4I1,-9.121787973349191,0,96.0,0.0,0.0,-13.646860253520712,3.7822410387959406,
1,0,0,0,0,1,-2.768846404798603,0.0,0.0,0.0,0.0,-8.613567914402626,GO:0110053,M100001,2,0,GO Biological Processes,19,regulation of actin filament organization,19_GO:0050789 regulation of biological process,-10.90283416768826,2.9623146597562613,8.181239660107915,30293,273,1798,48,2.6696329254727473,0.3801501025117037,71|118|335|389|822|829|998|2017|2039|2150|2314|2316|3984|4070|4868|5071|5345|5879|6376|6385|6548|6840|7016|7429|9873|9948|10094|10109|10163|10391|10435|10979|11135|11344|23191|29108|50853|51429|51474|54361|57175|85415|85464|89848|93663|146206|148170|387680,ACTG1|ADD1|APOA1|RHOC|CAPG|CAPZA1|CDC42|CTTN|DMTN|F2RL1|FLII|FLNA|LIMK1|TACSTD2|NPHS1|PRKN|SERPINF2|RAC1|CX3CL1|SDC4|SLC9A1|SVIL|TESK1|VIL1|FCHSD2|WDR1|ARPC3|ARPC2|WASF2|CORO2B|CDC42EP2|FERMT2|CDC42EP1|TWF2|CYFIP1|PYCARD|VILL|SNX9|LIMA1|WNT4|CORO1B|RHPN2|SSH2|FCHSD1|ARHGAP18|CARMIL2|CDC42EP5|WASHC2A,-9.085049999848978,0,55.0,0.0,0.0,-16.944841723938207,3.4659081519148263,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-3.807801563266624,-7.807694725624071,GO:1902903,M000011,2,0,GO Biological Processes,19,regulation of supramolecular fiber organization,19_GO:0050789 regulation of biological process,-10.894801149058987,2.592025327286729,7.948759971386553,30293,390,1798,60,3.337041156840934,0.42356101480198904,71|118|335|348|351|389|822|829|998|1191|1906|2017|2039|2150|2314|2316|3984|4070|4131|4133|4868|5071|5345|5663|5879|6249|6376|6385|6548|6840|7016|7429|8851|9873|9948|10094|10109|10163|10391|10435|10979|11135|11214|11344|22911|23191|29108|50853|51429|51474|54361|57175|85415|85464|89848|93663|146206|148170|157922|387680,ACTG1|ADD1|APOA1|APOE|APP|RHOC|CAPG|CAPZA1|CDC42|CLU|EDN1|CTTN|DMTN|F2RL1|FLII|FLNA|LIMK1|TACSTD2|MAP1B|MAP2|NPHS1|PRKN|SERPINF2|PSEN1|RAC1|CLIP1|CX3CL1|SDC4|SLC9A1|SVIL|TESK1|VIL1|CDK5R1|FCHSD2|WDR1|ARPC3|ARPC2|WASF2|CORO2B|CDC42EP2|FERMT2|CDC42EP1|AKAP13|TWF2|WDR47|CYFIP1|PYCARD|VILL|SNX9|LIMA1|WNT4|CORO1B|RHPN2|SSH2|FCHSD1|ARHGAP18|CARMIL2|CDC42EP5|CAMSAP1|WASHC2A,-9.07848171947798,0,55.0,0.0,0.0,-16.944841723938207,3.4659081519148263,
1,0,1,0,0,1,-4.782155636284124,0.0,-6.872606577543772,0.0,0.0,-4.153029450701212,GO:0002696,M101001,3,0,GO Biological Processes,19,positive regulation of leukocyte activation,19_GO:0002376 immune system process,-10.890742671881867,2.6676260659992583,7.9955674159661525,30293,360,1798,57,3.1701890989988875,0.4131923595806659,101|558|567|604|861|972|1026|1075|1540|1948|1949|2319|2625|3105|3481|3485|3566|3572|3606|3635|3717|4067|4323|4615|4773|5530|6461|6469|6778|7040|7048|7057|7292|7297|7412|7480|7494|8740|8741|8767|8876|8943|9308|10125|10148|11221|22890|23308|23529|29108|30011|57162|64127|80381|148022|259307|403313,ADAM8|AXL|B2M|BCL6|RUNX1|CD74|CDKN1A|CTSC|CYLD|EFNB2|EFNB3|FLOT2|GATA3|HLA-A|IGF2|IGFBP2|IL4R|IL6ST|IL18|INPP5D|JAK2|LYN|MMP14|MYD88|NFATC2|PPP3CA|SHB|SHH|STAT6|TGFB1|TGFBR2|THBS1|TNFSF4|TYK2|VCAM1|WNT10B|XBP1|TNFSF14|TNFSF13|RIPK2|VNN1|AP3D1|CD83|RASGRP1|EBI3|DUSP10|ZBTB1|ICOSLG|CLCF1|PYCARD|SH3KBP1|PELI1|NOD2|CD276|TICAM1|IL4I1|PLPP6,-9.075883057059903,0,14.0,0.0,0.0,-25.74010777169712,5.6160548757879125,
1,0,1,0,0,1,-3.5038320067273423,0.0,-4.4388594616947294,0.0,0.0,-5.418299250219189,WP1772,M101001,3,0,WikiPathways,27,Apoptosis modulation and signaling,,-10.871377609267336,4.76143782947236,9.076358201997024,30293,92,1798,26,1.4460511679644048,0.28153604259355075,329|330|331|355|598|637|638|666|840|843|1029|2353|4615|4790|4792|5366|7133|7157|8682|8737|8743|8771|8793|8797|8837|27113,BIRC2|BIRC3|XIAP|FAS|BCL2L1|BID|BIK|BOK|CASP7|CASP10|CDKN2A|FOS|MYD88|NFKB1|NFKBIA|PMAIP1|TNFRSF1B|TP53|PEA15|RIPK1|TNFSF10|TNFRSF6B|TNFRSF10D|TNFRSF10A|CFLAR|BBC3,-9.057972918693546,0,88.0,0.0,0.0,-13.971610644634277,6.971654328564305,
0,1,0,1,0,0,0.0,-5.19020372376757,0.0,-5.17962462742149,0.0,0.0,GO:0015914,M010100,2,0,GO Biological Processes,19,phospholipid transport,19_GO:0051179 localization,-10.863672444159954,4.594953989281019,8.999639131763768,30293,99,1798,27,1.5016685205784204,0.28681815088183626,335|336|341|348|949|950|3783|5205|5359|5360|6342|8399|9600|10079|10577|23120|23344|51228|55113|55754|57048|80772|114884|148229|338440|388323|440026,APOA1|APOA2|APOC1|APOE|SCARB1|SCARB2|KCNN4|ATP8B1|PLSCR1|PLTP|SCP2|PLA2G10|PITPNM1|ATP9A|NPC2|ATP10B|ESYT1|GLTP|XKR8|TMEM30A|PLSCR3|CPTP|OSBPL10|ATP8B3|ANO9|GLTPD2|TMEM41B,-9.052323278455662,0,48.0,0.0,0.0,-18.30272513613164,4.594953989281019,
1,0,1,0,1,1,-3.2953515140385985,0.0,-3.307414035048117,0.0,-2.2192777745813297,-4.5252396775641195,hsa05165,M101011,4,0,KEGG Pathway,24,Human papillomavirus infection,,-10.862832661760038,2.748643171835776,8.03534042035367,30293,331,1798,54,3.0033370411568407,0.40251826227433324,355|529|537|894|998|1026|1291|1499|1741|2308|2335|3065|3105|3107|3371|3454|3455|3659|3675|3680|3688|3691|3694|3696|3716|3909|3911|4599|4790|4893|5293|5516|5584|5663|5743|5970|6932|7057|7098|7157|7297|7448|7476|7477|7480|8323|9114|9368|9641|54361|64764|80326|92359|148022,FAS|ATP6V1E1|ATP6AP1|CCND2|CDC42|CDKN1A|COL6A1|CTNNB1|DLG3|FOXO1|FN1|HDAC1|HLA-A|HLA-C|TNC|IFNAR1|IFNAR2|IRF1|ITGA3|ITGA9|ITGB1|ITGB4|ITGB6|ITGB8|JAK1|LAMA3|LAMA5|MX1|NFKB1|NRAS|PIK3CD|PPP2CB|PRKCI|PSEN1|PTGS2|RELA|TCF7|THBS1|TLR3|TP53|TYK2|VTN|WNT7A|WNT7B|WNT10B|FZD6|ATP6V0D1|NHERF1|IKBKE|WNT4|CREB3L2|WNT10A|CRB3|TICAM1,-9.052323278455662,0,21.0,0.0,0.0,-23.213457519789728,3.1094541120181662,
0,0,1,1,0,1,0.0,0.0,-2.212812085205988,-2.204386395996866,0.0,-5.396806736455259,GO:0062197,M001101,3,0,GO Biological Processes,19,cellular response to chemical stress,19_GO:0050896 response to stimulus,-10.844522442454538,2.951503292384888,8.151188686164057,30293,274,1798,48,2.6696329254727473,0.3801501025117037,221|355|388|538|558|847|1728|1906|2054|2308|2353|2706|4318|5071|5164|5339|5562|5603|5743|5796|5970|5971|6648|6649|6737|6778|6810|7128|7157|7444|8737|8878|9283|9451|10276|10550|11235|22933|27067|29108|51719|55829|65018|79956|83959|84230|84557|132864,ALDH3B1|FAS|RHOB|ATP7A|AXL|CAT|NQO1|EDN1|STX2|FOXO1|FOS|GJB2|MMP9|PRKN|PDK2|PLEC|PRKAA1|MAPK13|PTGS2|PTPRK|RELA|RELB|SOD2|SOD3|TRIM21|STAT6|STX4|TNFAIP3|TP53|VRK2|RIPK1|SQSTM1|GPR37L1|EIF2AK3|NET1|ARL6IP5|PDCD10|SIRT2|STAU2|PYCARD|CAB39|SELENOS|PINK1|ERMP1|SLC4A11|LRRC8C|MAP1LC3A|CPEB2,-9.03545350651347,0,56.0,0.0,0.0,-16.621259996819266,3.269046867995949,
0,1,0,0,0,0,0.0,-10.835127574131135,0.0,0.0,0.0,0.0,GO:0008202,M010000,1,0,GO Biological Processes,19,steroid metabolic process,19_GO:0008152 metabolic process,-10.835127574131135,7.461136605221539,10.406084131192177,30293,258,299,19,6.354515050167224,1.4107466695092734,174|335|341|847|949|1595|3638|4041|5205|5641|6342|6721|7108|7923|8309|8431|10682|51144|51170,AFP|APOA1|APOC1|CAT|SCARB1|CYP51A1|INSIG1|LRP5|ATP8B1|LGMN|SCP2|SREBF2|TM7SF2|HSD17B8|ACOX2|NR0B2|EBP|HSD17B12|HSD17B11,-8.550603422305723,0,78.0,0.0,0.0,-14.854470599884662,17.798472385428905,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-2.9926479035020863,-10.829985632909068,hsa05100,M000011,2,0,KEGG Pathway,24,Bacterial invasion of epithelial cells,,-10.829985632909068,15.736623376623378,12.949097734743697,30293,77,300,12,4.0,1.131370849898476,71|391|858|998|1499|2017|2335|7414|9564|10094|10109|25759,ACTG1|RHOG|CAV2|CDC42|CTNNB1|CTTN|FN1|VCL|BCAR1|ARPC3|ARPC2|SHC2,-8.550603422305723,0,133.0,1.0,1.0,-10.829985632909068,15.736623376623378,
0,0,0,0,1,1,0.0,0.0,0.0,0.0,-4.746738833783651,-3.0403114364253763,GO:0032940,M000011,2,0,GO Biological Processes,19,secretion by cell,19_GO:0051179 localization,-10.81927460754293,2.5354034147974556,7.882210585489681,30293,412,1798,62,3.4482758620689653,0.4303146918593603,162|306|558|1080|1312|1906|2054|2625|3624|3840|4053|4067|4253|4627|5048|5293|5663|5743|5872|5874|6284|6567|6810|7127|7251|7301|7476|8447|8676|8938|9144|9501|9805|10125|10755|10961|11031|23208|26286|27342|51083|54097|54843|55207|57586|57617|60412|63941|65018|79971|80223|80736|84283|84446|91828|94122|117177|127262|134957|144165|201294|644150,AP1B1|ANXA3|AXL|CFTR|COMT|EDN1|STX2|GATA3|INHBA|KPNA4|LTBP2|LYN|MIA2|MYH9|PAFAH1B1|PIK3CD|PSEN1|PTGS2|RAB13|RAB27B|S100A13|SLC16A2|STX4|TNFAIP2|TSG101|TYRO3|WNT7A|DOC2B|STX11|BAIAP3|SYNGR2|RPH3AL|SCRN1|RASGRP1|GIPC1|ERP29|RAB31|SYT11|ARFGAP3|RABGEF1|GAL|FAM3B|SYTL2|ARL8B|SYT13|VPS18|EXOC4|NECAB3|PINK1|WLS|RAB11FIP1|SLC44A4|TMEM79|BRSK1|EXOC3L4|SYTL5|RAB3IP|TPRG1L|STXBP5|PRICKLE1|UNC13D|WIPF3,-9.011641357147015,0,118.0,0.0,0.0,-11.734878079327391,2.64144953903584,
0,0,0,1,1,1,0.0,0.0,0.0,-6.371547018164876,-4.255057428783796,-3.02179233324712,GO:0051056,M000111,3,0,GO Biological Processes,19,regulation of small GTPase mediated signal transduction,19_GO:0050896 response to stimulus,-10.80945253472423,2.8358296897542923,8.067518270981742,30293,303,1798,51,2.836484983314794,0.39151374127305216,335|348|394|604|1435|2064|2150|3675|3688|4650|5516|5863|5879|5909|5922|6091|7042|7126|8878|9138|9289|9411|9448|9826|10125|10144|10253|10276|11214|23092|23094|23268|26030|26037|26230|27342|27352|29984|50619|51291|54869|56882|57493|57514|57636|79574|81848|93663|153090|201176|253980,APOA1|APOE|ARHGAP5|BCL6|CSF1|ERBB2|F2RL1|ITGA3|ITGB1|MYO9B|PPP2CB|RGL2|RAC1|RAP1GAP|RASA2|ROBO1|TGFB2|TNFAIP1|SQSTM1|ARHGEF1|ADGRG1|ARHGAP29|MAP4K4|ARHGEF11|RASGRP1|FAM13A|SPRY2|NET1|AKAP13|ARHGAP26|SIPA1L3|DNMBP|PLEKHG3|SIPA1L1|TIAM2|RABGEF1|SGSM3|RHOD|DEF6|GMIP|EPS8L1|CDC42SE1|HEG1|ARHGAP31|ARHGAP23|EPS8L3|SPRY4|ARHGAP18|DAB2IP|ARHGAP27|KCTD13,-9.003250239434763,0,134.0,1.0,1.0,-10.80945253472423,4.46992122766793,
