_MEMBER_modules_epi_black_sorted_top300,_MEMBER_modules_epi_blue_sorted_top300,_MEMBER_modules_epi_pink_sorted_top300,_MEMBER_modules_epi_red_sorted_top300,_MEMBER_modules_epi_turquoise_sorted_top300,_MEMBER_modules_epi_yellow_sorted_top300,_LogP_modules_epi_black_sorted_top300,_LogP_modules_epi_blue_sorted_top300,_LogP_modules_epi_pink_sorted_top300,_LogP_modules_epi_red_sorted_top300,_LogP_modules_epi_turquoise_sorted_top300,_LogP_modules_epi_yellow_sorted_top300,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,0,1,0,0,0,0,0,-2.8,0,0,0,GO:0001914,regulation of T cell mediated cytotoxicity,M001000,1,0
0,0,1,0,0,0,0,0,-2.6,0,0,0,GO:0060147,regulation of post-transcriptional gene silencing,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-4,R-HSA-194138,Signaling by VEGF,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-7.6,0,GO:0030516,regulation of axon extension,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.3,0,R-HSA-190861,Gap junction assembly,M000010,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0032350,regulation of hormone metabolic process,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,GO:0000422,autophagy of mitochondrion,M000010,1,0
0,1,0,0,0,0,0,-3.1,0,0,0,0,GO:0015718,monocarboxylic acid transport,M010000,1,0
0,0,0,1,0,0,0,0,0,-3.3,0,0,GO:0010715,regulation of extracellular matrix disassembly,M000100,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,GO:2000316,regulation of T-helper 17 type immune response,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.1,GO:0090148,membrane fission,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-3,R-HSA-111471,Apoptotic factor-mediated response,M000001,1,0
0,0,1,0,0,0,0,0,-3,0,0,0,M19118,BIOCARTA KERATINOCYTE PATHWAY,M001000,1,0
0,1,0,0,0,0,0,-3.6,0,0,0,0,hsa01212,Fatty acid metabolism,M010000,1,0
0,0,1,0,0,0,0,0,-6,0,0,0,R-HSA-180585,Vif-mediated degradation of APOBEC3G,M001000,1,0
0,0,0,1,0,0,0,0,0,-2.3,0,0,GO:0046473,phosphatidic acid metabolic process,M000100,1,0
0,0,1,0,0,0,0,0,-3.7,0,0,0,GO:0046087,cytidine metabolic process,M001000,1,0
0,0,0,1,0,0,0,0,0,-3,0,0,GO:0032881,regulation of polysaccharide metabolic process,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-8.2,GO:0043297,apical junction assembly,M000001,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0072028,nephron morphogenesis,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.7,0,GO:0061339,establishment or maintenance of monopolar cell polarity,M000010,1,0
0,0,1,0,0,0,0,0,-4.9,0,0,0,R-HSA-169911,Regulation of Apoptosis,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.4,GO:0043534,blood vessel endothelial cell migration,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-4,0,GO:0050890,cognition,M000010,1,0
0,0,1,0,0,0,0,0,-2.5,0,0,0,GO:0008637,apoptotic mitochondrial changes,M001000,1,0
0,0,1,0,0,0,0,0,-2.8,0,0,0,GO:1903902,positive regulation of viral life cycle,M001000,1,0
0,0,1,0,0,0,0,0,-3.6,0,0,0,GO:0071675,regulation of mononuclear cell migration,M001000,1,0
1,0,0,0,0,0,-3.9,0,0,0,0,0,M17941,BIOCARTA VIP PATHWAY,M100000,1,0
0,0,1,0,0,0,0,0,-5.2,0,0,0,GO:0002709,regulation of T cell mediated immunity,M001000,1,0
0,0,1,0,0,0,0,0,-2.6,0,0,0,GO:1903901,negative regulation of viral life cycle,M001000,1,0
0,1,0,0,0,0,0,-5.2,0,0,0,0,WP5110,Familial hyperlipidemia type 3,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.7,GO:0050672,negative regulation of lymphocyte proliferation,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-3.7,0,GO:0098727,maintenance of cell number,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-3,0,GO:1905144,response to acetylcholine,M000010,1,0
0,0,1,0,0,0,0,0,-2.5,0,0,0,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,M001000,1,0
0,1,0,0,0,0,0,-2.7,0,0,0,0,GO:0071331,cellular response to hexose stimulus,M010000,1,0
1,0,0,0,0,0,-2.9,0,0,0,0,0,GO:0042311,vasodilation,M100000,1,0
0,1,0,0,0,0,0,-3.3,0,0,0,0,hsa01250,Biosynthesis of nucleotide sugars,M010000,1,0
0,0,0,1,0,0,0,0,0,-2,0,0,R-HSA-1483255,PI Metabolism,M000100,1,0
0,0,0,1,0,0,0,0,0,-3.3,0,0,GO:0043255,regulation of carbohydrate biosynthetic process,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-4.9,GO:0007034,vacuolar transport,M000001,1,0
0,1,0,0,0,0,0,-2.7,0,0,0,0,GO:0034030,ribonucleoside bisphosphate biosynthetic process,M010000,1,0
0,0,0,1,0,0,0,0,0,-3.2,0,0,M225,BIOCARTA MTA3 PATHWAY,M000100,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0051170,import into nucleus,M100000,1,0
1,0,0,0,0,0,-2.8,0,0,0,0,0,GO:0010543,regulation of platelet activation,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-3.5,0,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,M000010,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,R-HSA-114604,GPVI-mediated activation cascade,M100000,1,0
0,0,0,1,0,0,0,0,0,-2.2,0,0,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,M000100,1,0
0,1,0,0,0,0,0,-2.2,0,0,0,0,R-HSA-9609507,Protein localization,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-7,0,R-HSA-8856688,Golgi-to-ER retrograde transport,M000010,1,0
0,1,0,0,0,0,0,-3.5,0,0,0,0,GO:0006457,protein folding,M010000,1,0
0,0,0,1,0,0,0,0,0,-3.1,0,0,GO:0010801,negative regulation of peptidyl-threonine phosphorylation,M000100,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,hsa04392,Hippo signaling pathway - multiple species,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-3.4,0,R-HSA-166520,Signaling by NTRKs,M000010,1,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,GO:0072529,pyrimidine-containing compound catabolic process,M001000,1,0
1,0,0,0,0,0,-2.9,0,0,0,0,0,M183,PID IL6 7 PATHWAY,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.4,GO:0008286,insulin receptor signaling pathway,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.3,0,R-HSA-69618,Mitotic Spindle Checkpoint,M000010,1,0
0,0,1,0,0,0,0,0,-2.6,0,0,0,hsa05150,Staphylococcus aureus infection,M001000,1,0
0,1,0,0,0,0,0,-4.6,0,0,0,0,GO:0016053,organic acid biosynthetic process,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.3,0,GO:0031112,positive regulation of microtubule polymerization or depolymerization,M000010,1,0
0,0,1,0,0,0,0,0,-3.6,0,0,0,R-HSA-453276,Regulation of mitotic cell cycle,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-5,0,GO:0001649,osteoblast differentiation,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-3,0,GO:0030517,negative regulation of axon extension,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.6,GO:0042306,regulation of protein import into nucleus,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.3,0,GO:0051445,regulation of meiotic cell cycle,M000010,1,0
0,0,1,0,0,0,0,0,-3.7,0,0,0,GO:0009972,cytidine deamination,M001000,1,0
0,1,0,0,0,0,0,-3.1,0,0,0,0,GO:0042402,cellular biogenic amine catabolic process,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-3.8,0,M69,PID REELIN PATHWAY,M000010,1,0
1,0,0,0,0,0,-3.2,0,0,0,0,0,GO:0034144,negative regulation of toll-like receptor 4 signaling pathway,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.4,0,GO:0034694,response to prostaglandin,M000010,1,0
0,1,0,0,0,0,0,-2.6,0,0,0,0,GO:1900048,positive regulation of hemostasis,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.8,0,GO:0030856,regulation of epithelial cell differentiation,M000010,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,GO:0030149,sphingolipid catabolic process,M010000,1,0
0,0,1,0,0,0,0,0,-2.9,0,0,0,R-HSA-69239,Synthesis of DNA,M001000,1,0
0,1,0,0,0,0,0,-4.8,0,0,0,0,GO:0019395,fatty acid oxidation,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,GO:0051100,negative regulation of binding,M000001,1,0
0,0,1,0,0,0,0,0,-6.9,0,0,0,R-HSA-5676590,NIK-->noncanonical NF-kB signaling,M001000,1,0
0,0,1,0,0,0,0,0,-2.1,0,0,0,GO:1904994,regulation of leukocyte adhesion to vascular endothelial cell,M001000,1,0
0,1,0,0,0,0,0,-6.7,0,0,0,0,GO:1903510,mucopolysaccharide metabolic process,M010000,1,0
0,0,0,1,0,0,0,0,0,-3.5,0,0,GO:0071478,cellular response to radiation,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.9,GO:0043616,keratinocyte proliferation,M000001,1,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,WP5422,IL 19 signaling pathway map,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-4.2,R-HSA-9656223,Signaling by RAF1 mutants,M000001,1,0
1,0,0,0,0,0,-4.1,0,0,0,0,0,GO:1900744,regulation of p38MAPK cascade,M100000,1,0
0,1,0,0,0,0,0,-3.2,0,0,0,0,R-HSA-3781865,Diseases of glycosylation,M010000,1,0
0,1,0,0,0,0,0,-3.9,0,0,0,0,R-HSA-8982491,Glycogen metabolism,M010000,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,R-HSA-380972,Energy dependent regulation of mTOR by LKB1-AMPK,M100000,1,0
1,0,0,0,0,0,-3.8,0,0,0,0,0,R-HSA-2025928,Calcineurin activates NFAT,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,M000010,1,0
0,0,0,1,0,0,0,0,0,-3.6,0,0,WP2840,Hair follicle development cytodifferentiation part 3 of 3,M000100,1,0
0,1,0,0,0,0,0,-6.2,0,0,0,0,hsa04979,Cholesterol metabolism,M010000,1,0
0,1,0,0,0,0,0,-6.6,0,0,0,0,M106,PID HNF3B PATHWAY,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.1,GO:1903038,negative regulation of leukocyte cell-cell adhesion,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-5.4,0,R-HSA-2132295,MHC class II antigen presentation,M000010,1,0
1,0,0,0,0,0,-2.4,0,0,0,0,0,WP4496,Signal transduction through IL1R,M100000,1,0
0,1,0,0,0,0,0,-2.9,0,0,0,0,GO:0006094,gluconeogenesis,M010000,1,0
0,1,0,0,0,0,0,-3,0,0,0,0,GO:0097305,response to alcohol,M010000,1,0
1,0,0,0,0,0,-3.6,0,0,0,0,0,GO:0009791,post-embryonic development,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.6,R-HSA-182971,EGFR downregulation,M000001,1,0
0,1,0,0,0,0,0,-3.2,0,0,0,0,GO:0055089,fatty acid homeostasis,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,R-HSA-111465,Apoptotic cleavage of cellular proteins,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-5.6,0,R-HSA-198725,Nuclear Events (kinase and transcription factor activation),M000010,1,0
1,0,0,0,0,0,-2.4,0,0,0,0,0,GO:0080164,regulation of nitric oxide metabolic process,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.9,GO:0046639,negative regulation of alpha-beta T cell differentiation,M000001,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,R-HSA-9006931,Signaling by Nuclear Receptors,M010000,1,0
0,0,0,1,0,0,0,0,0,-3.3,0,0,WP2858,Ectoderm differentiation,M000100,1,0
0,0,0,0,1,0,0,0,0,0,-3.9,0,R-HSA-9612973,Autophagy,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-3,0,M8601,BIOCARTA RAC1 PATHWAY,M000010,1,0
0,0,1,0,0,0,0,0,-2.5,0,0,0,GO:0032731,positive regulation of interleukin-1 beta production,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.9,M48,PID MET PATHWAY,M000001,1,0
0,1,0,0,0,0,0,-3.3,0,0,0,0,GO:0006195,purine nucleotide catabolic process,M010000,1,0
0,0,1,0,0,0,0,0,-3.5,0,0,0,GO:1900369,negative regulation of post-transcriptional gene silencing by regulatory ncRNA,M001000,1,0
1,0,0,0,0,0,-6.6,0,0,0,0,0,GO:0034142,toll-like receptor 4 signaling pathway,M100000,1,0
0,1,0,0,0,0,0,-2.2,0,0,0,0,GO:0050709,negative regulation of protein secretion,M010000,1,0
1,0,0,0,0,0,-2.1,0,0,0,0,0,GO:0031638,zymogen activation,M100000,1,0
0,0,0,1,0,0,0,0,0,-4.5,0,0,GO:1904970,brush border assembly,M000100,1,0
0,1,0,0,0,0,0,-6,0,0,0,0,GO:0019693,ribose phosphate metabolic process,M010000,1,0
0,0,1,0,0,0,0,0,-2.9,0,0,0,GO:0080111,DNA demethylation,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-4.8,GO:0044409,entry into host,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.4,hsa04215,Apoptosis - multiple species,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-3,GO:2000785,regulation of autophagosome assembly,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2,M195,PID CMYB PATHWAY,M000001,1,0
0,0,1,0,0,0,0,0,-2.7,0,0,0,GO:0002475,antigen processing and presentation via MHC class Ib,M001000,1,0
0,0,1,0,0,0,0,0,-4.6,0,0,0,R-HSA-202403,TCR signaling,M001000,1,0
0,0,0,1,0,0,0,0,0,-2.8,0,0,GO:0010232,vascular transport,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-5.1,GO:0050673,epithelial cell proliferation,M000001,1,0
0,1,0,0,0,0,0,-3.2,0,0,0,0,GO:0032373,positive regulation of sterol transport,M010000,1,0
1,0,0,0,0,0,-4.6,0,0,0,0,0,GO:0010310,regulation of hydrogen peroxide metabolic process,M100000,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.3,0,M30,PID HDAC CLASSII PATHWAY,M000010,1,0
0,0,1,0,0,0,0,0,-4.9,0,0,0,GO:0097396,response to interleukin-17,M001000,1,0
1,0,0,0,0,0,-6.3,0,0,0,0,0,WP5347,IL 26 signaling pathways,M100000,1,0
1,0,0,0,0,0,-3.5,0,0,0,0,0,GO:0070741,response to interleukin-6,M100000,1,0
0,0,1,0,0,0,0,0,-3,0,0,0,GO:0001516,prostaglandin biosynthetic process,M001000,1,0
0,0,1,0,0,0,0,0,-4.4,0,0,0,R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,M001000,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,GO:0006775,fat-soluble vitamin metabolic process,M010000,1,0
0,0,0,1,0,0,0,0,0,-2.6,0,0,GO:0045912,negative regulation of carbohydrate metabolic process,M000100,1,0
0,0,0,0,1,0,0,0,0,0,-3.2,0,GO:0016331,morphogenesis of embryonic epithelium,M000010,1,0
0,0,1,0,0,0,0,0,-2.1,0,0,0,GO:0008406,gonad development,M001000,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,GO:0120178,steroid hormone biosynthetic process,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-4.9,GO:0030834,regulation of actin filament depolymerization,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.6,0,hsa05213,Endometrial cancer,M000010,1,0
0,0,1,0,0,0,0,0,-4.3,0,0,0,WP3941,Oxidative damage response,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-3.1,0,hsa04350,TGF-beta signaling pathway,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-4,GO:1905523,positive regulation of macrophage migration,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.9,GO:0002089,lens morphogenesis in camera-type eye,M000001,1,0
0,0,1,0,0,0,0,0,-2.8,0,0,0,M264,PID TOLL ENDOGENOUS PATHWAY,M001000,1,0
0,0,0,1,0,0,0,0,0,-2.2,0,0,GO:0046677,response to antibiotic,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.3,GO:1903846,positive regulation of cellular response to transforming growth factor beta stimulus,M000001,1,0
0,0,1,0,0,0,0,0,-2.7,0,0,0,R-HSA-3238698,WNT ligand biogenesis and trafficking,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.7,GO:0002762,negative regulation of myeloid leukocyte differentiation,M000001,1,0
1,0,0,0,0,0,-3.2,0,0,0,0,0,hsa04917,Prolactin signaling pathway,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.4,R-HSA-372708,p130Cas linkage to MAPK signaling for integrins,M000001,1,0
0,1,0,0,0,0,0,-2.2,0,0,0,0,hsa04918,Thyroid hormone synthesis,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.3,0,GO:0050775,positive regulation of dendrite morphogenesis,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,R-HSA-112316,Neuronal System,M000010,1,0
0,0,1,0,0,0,0,0,-2.8,0,0,0,GO:0017121,plasma membrane phospholipid scrambling,M001000,1,0
0,0,1,0,0,0,0,0,-4.8,0,0,0,GO:0016045,detection of bacterium,M001000,1,0
0,0,1,0,0,0,0,0,-3.2,0,0,0,GO:0002456,T cell mediated immunity,M001000,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,WP3972,PDGFR beta pathway,M100000,1,0
0,0,0,1,0,0,0,0,0,-3.2,0,0,GO:0048771,tissue remodeling,M000100,1,0
1,0,0,0,0,0,-6.7,0,0,0,0,0,GO:0002220,innate immune response activating cell surface receptor signaling pathway,M100000,1,0
0,1,0,0,0,0,0,-4.2,0,0,0,0,GO:0055090,acylglycerol homeostasis,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-3.8,0,GO:0070486,leukocyte aggregation,M000010,1,0
0,1,0,0,0,0,0,-3.7,0,0,0,0,GO:0032024,positive regulation of insulin secretion,M010000,1,0
0,1,0,0,0,0,0,-2.8,0,0,0,0,GO:0019319,hexose biosynthetic process,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-4.5,GO:0022406,membrane docking,M000001,1,0
0,1,0,0,0,0,0,-4.7,0,0,0,0,GO:0046394,carboxylic acid biosynthetic process,M010000,1,0
0,0,0,1,0,0,0,0,0,-3.2,0,0,GO:1905209,positive regulation of cardiocyte differentiation,M000100,1,0
0,0,1,0,0,0,0,0,-5.4,0,0,0,R-HSA-418594,G alpha (i) signalling events,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-3.5,0,GO:0071902,positive regulation of protein serine/threonine kinase activity,M000010,1,0
0,0,0,1,0,0,0,0,0,-3.3,0,0,WP2884,NRF2 pathway,M000100,1,0
0,0,1,0,0,0,0,0,-3.2,0,0,0,GO:0009595,detection of biotic stimulus,M001000,1,0
0,0,1,0,0,0,0,0,-3.1,0,0,0,R-HSA-197264,Nicotinamide salvaging,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-3.8,0,R-HSA-2173793,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,M000010,1,0
1,0,0,0,0,0,-3.9,0,0,0,0,0,GO:0035458,cellular response to interferon-beta,M100000,1,0
0,1,0,0,0,0,0,-2.3,0,0,0,0,hsa00051,Fructose and mannose metabolism,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.2,M153,PID P75 NTR PATHWAY,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,GO:0010827,regulation of glucose transmembrane transport,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-3.1,0,R-HSA-9646399,Aggrephagy,M000010,1,0
0,0,1,0,0,0,0,0,-2.7,0,0,0,GO:0019080,viral gene expression,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.7,M12851,BIOCARTA CELL2CELL PATHWAY,M000001,1,0
0,1,0,0,0,0,0,-4.2,0,0,0,0,GO:0006023,aminoglycan biosynthetic process,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-3.8,0,GO:0060379,cardiac muscle cell myoblast differentiation,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,GO:0010948,negative regulation of cell cycle process,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.1,GO:2000786,positive regulation of autophagosome assembly,M000001,1,0
0,1,0,0,0,0,0,-3,0,0,0,0,GO:1900221,regulation of amyloid-beta clearance,M010000,1,0
0,1,0,0,0,0,0,-4.4,0,0,0,0,GO:0051222,positive regulation of protein transport,M010000,1,0
0,0,0,1,0,0,0,0,0,-4,0,0,R-HSA-159740,Gamma-carboxylation of protein precursors,M000100,1,0
1,0,0,0,0,0,-3.1,0,0,0,0,0,R-HSA-9703465,Signaling by FLT3 fusion proteins,M100000,1,0
1,0,0,0,0,0,-3.5,0,0,0,0,0,GO:0034143,regulation of toll-like receptor 4 signaling pathway,M100000,1,0
0,1,0,0,0,0,0,-3.1,0,0,0,0,hsa01240,Biosynthesis of cofactors,M010000,1,0
0,0,0,1,0,0,0,0,0,-5.4,0,0,GO:0002265,astrocyte activation involved in immune response,M000100,1,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,R-HSA-71291,Metabolism of amino acids and derivatives,M001000,1,0
1,0,0,0,0,0,-3.2,0,0,0,0,0,WP3937,Microglia pathogen phagocytosis pathway,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.5,WP453,Inflammatory response pathway,M000001,1,0
0,1,0,0,0,0,0,-2.9,0,0,0,0,GO:0072330,monocarboxylic acid biosynthetic process,M010000,1,0
1,0,0,0,0,0,-2,0,0,0,0,0,GO:0006814,sodium ion transport,M100000,1,0
0,0,1,0,0,0,0,0,-3.2,0,0,0,GO:0002711,positive regulation of T cell mediated immunity,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-5.2,0,GO:0050807,regulation of synapse organization,M000010,1,0
0,0,1,0,0,0,0,0,-4.9,0,0,0,R-HSA-69613,p53-Independent G1/S DNA damage checkpoint,M001000,1,0
0,0,0,1,0,0,0,0,0,-2.5,0,0,GO:0030323,respiratory tube development,M000100,1,0
0,1,0,0,0,0,0,-5.1,0,0,0,0,hsa00520,Amino sugar and nucleotide sugar metabolism,M010000,1,0
1,0,0,0,0,0,-3.3,0,0,0,0,0,M15,PID LYSOPHOSPHOLIPID PATHWAY,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.4,0,GO:0061842,microtubule organizing center localization,M000010,1,0
0,1,0,0,0,0,0,-6.2,0,0,0,0,hsa00511,Other glycan degradation,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.8,0,GO:0007269,neurotransmitter secretion,M000010,1,0
0,0,0,1,0,0,0,0,0,-2.3,0,0,hsa04066,HIF-1 signaling pathway,M000100,1,0
0,0,0,0,1,0,0,0,0,0,-3.6,0,GO:1902895,positive regulation of miRNA transcription,M000010,1,0
0,1,0,0,0,0,0,-4.7,0,0,0,0,WP4815,Glycosaminoglycan degradation,M010000,1,0
0,1,0,0,0,0,0,-4.5,0,0,0,0,GO:0006695,cholesterol biosynthetic process,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.5,GO:0043954,cellular component maintenance,M000001,1,0
1,0,0,0,0,0,-2.9,0,0,0,0,0,M5938,HALLMARK REACTIVE OXYGEN SPECIES PATHWAY,M100000,1,0
1,0,0,0,0,0,-3,0,0,0,0,0,GO:1901739,regulation of myoblast fusion,M100000,1,0
0,1,0,0,0,0,0,-9.9,0,0,0,0,WP5304,Cholesterol metabolism,M010000,1,0
0,1,0,0,0,0,0,-3.5,0,0,0,0,WP4786,Type I collagen synthesis in the context of osteogenesis imperfecta,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.5,R-HSA-162588,Budding and maturation of HIV virion,M000001,1,0
0,0,1,0,0,0,0,0,-2.8,0,0,0,GO:0043171,peptide catabolic process,M001000,1,0
1,0,0,0,0,0,-4,0,0,0,0,0,GO:0070373,negative regulation of ERK1 and ERK2 cascade,M100000,1,0
0,0,0,1,0,0,0,0,0,-3.1,0,0,R-HSA-9696273,RND1 GTPase cycle,M000100,1,0
0,0,0,0,1,0,0,0,0,0,-2.8,0,GO:0061162,establishment of monopolar cell polarity,M000010,1,0
0,1,0,0,0,0,0,-3.6,0,0,0,0,WP5312,Metabolic pathways of fibroblasts,M010000,1,0
0,0,1,0,0,0,0,0,-3.5,0,0,0,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-3.2,0,hsa05414,Dilated cardiomyopathy,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.3,GO:0036230,granulocyte activation,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,GO:0061025,membrane fusion,M000001,1,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,M235,PID TCR CALCIUM PATHWAY,M100000,1,0
1,0,0,0,0,0,-3.5,0,0,0,0,0,GO:0043124,negative regulation of canonical NF-kappaB signal transduction,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.7,0,GO:0007411,axon guidance,M000010,1,0
0,1,0,0,0,0,0,-2.3,0,0,0,0,GO:0009311,oligosaccharide metabolic process,M010000,1,0
0,0,0,1,0,0,0,0,0,-2.4,0,0,GO:0042490,mechanoreceptor differentiation,M000100,1,0
0,0,0,1,0,0,0,0,0,-2.2,0,0,GO:0007616,long-term memory,M000100,1,0
0,1,0,0,0,0,0,-14,0,0,0,0,GO:0005975,carbohydrate metabolic process,M010000,1,0
1,0,0,0,0,0,-2.4,0,0,0,0,0,hsa05221,Acute myeloid leukemia,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-11,0,R-HSA-446353,Cell-extracellular matrix interactions,M000010,1,0
0,0,1,0,0,0,0,0,-3.8,0,0,0,R-HSA-69202,Cyclin E associated events during G1/S transition,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.1,GO:0006949,syncytium formation,M000001,1,0
1,0,0,0,0,0,-5.8,0,0,0,0,0,hsa04936,Alcoholic liver disease,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-5.1,0,GO:0046580,negative regulation of Ras protein signal transduction,M000010,1,0
0,0,0,1,0,0,0,0,0,-2.3,0,0,R-HSA-977225,Amyloid fiber formation,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-4,GO:0016239,positive regulation of macroautophagy,M000001,1,0
0,0,1,0,0,0,0,0,-2,0,0,0,R-HSA-8948216,Collagen chain trimerization,M001000,1,0
0,0,1,0,0,0,0,0,-7.2,0,0,0,R-HSA-5607764,CLEC7A (Dectin-1) signaling,M001000,1,0
0,0,1,0,0,0,0,0,-3.9,0,0,0,GO:0046596,regulation of viral entry into host cell,M001000,1,0
