Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Hallmark Gene Sets,23,M5890,HALLMARK TNFA SIGNALING VIA NFKB,,-21,13,17,30293,200,300,26,8.7,1.6,330|374|650|1847|2643|2919|2920|2921|3383|3460|3572|3659|4792|5271|5328|5966|5970|6385|6446|6648|6776|8767|8837|10010|10318|55332,BIRC3|AREG|BMP2|DUSP5|GCH1|CXCL1|CXCL2|CXCL3|ICAM1|IFNGR2|IL6ST|IRF1|NFKBIA|SERPINB8|PLAU|REL|RELA|SDC4|SGK1|SOD2|STAT5A|RIPK2|CFLAR|TANK|TNIP1|DRAM1,-17,modules_epi_black_sorted_top300
GO Biological Processes,19,GO:0071345,cellular response to cytokine stimulus,19_GO:0050896 response to stimulus,-20,5.9,13,30293,736,300,43,14,2,330|355|2131|2625|2730|2919|2920|2921|3383|3454|3455|3460|3572|3576|3656|3659|3663|3717|4067|4641|4772|4792|4938|5371|5970|6776|6778|6810|7357|8372|8767|8809|9076|9180|10010|10019|10435|10670|22904|29887|50506|51094|153090,BIRC3|FAS|EXT1|GATA3|GCLM|CXCL1|CXCL2|CXCL3|ICAM1|IFNAR1|IFNAR2|IFNGR2|IL6ST|CXCL8|IRAK2|IRF1|IRF5|JAK2|LYN|MYO1C|NFATC1|NFKBIA|OAS1|PML|RELA|STAT5A|STAT6|STX4|UGCG|HYAL3|RIPK2|IL18R1|CLDN1|OSMR|TANK|SH2B3|CDC42EP2|RRAGA|SBNO2|SNX10|DUOX2|ADIPOR1|DAB2IP,-17,modules_epi_black_sorted_top300
GO Biological Processes,19,GO:0019221,cytokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-18,7.9,14,30293,383,300,30,10,1.7,330|355|2131|2919|2920|2921|3454|3455|3460|3572|3576|3656|3659|3663|3717|4067|4792|4938|5970|6776|6778|7357|8767|8809|9180|10010|10019|10670|50506|51094,BIRC3|FAS|EXT1|CXCL1|CXCL2|CXCL3|IFNAR1|IFNAR2|IFNGR2|IL6ST|CXCL8|IRAK2|IRF1|IRF5|JAK2|LYN|NFKBIA|OAS1|RELA|STAT5A|STAT6|UGCG|RIPK2|IL18R1|OSMR|TANK|SH2B3|RRAGA|DUOX2|ADIPOR1,-14,modules_epi_black_sorted_top300
Reactome Gene Sets,6,R-HSA-1280215,Cytokine Signaling in Immune system,,-17,5.3,12,30293,787,300,41,14,2,330|829|1845|2625|2919|2920|3107|3162|3306|3383|3454|3455|3460|3572|3576|3656|3659|3660|3663|3717|3911|4067|4312|4792|4893|4938|5371|5970|6648|6776|6778|6810|8740|8767|8771|8809|9180|10019|27189|57162|84790,BIRC3|CAPZA1|DUSP3|GATA3|CXCL1|CXCL2|HLA-C|HMOX1|HSPA2|ICAM1|IFNAR1|IFNAR2|IFNGR2|IL6ST|CXCL8|IRAK2|IRF1|IRF2|IRF5|JAK2|LAMA5|LYN|MMP1|NFKBIA|NRAS|OAS1|PML|RELA|SOD2|STAT5A|STAT6|STX4|TNFSF14|RIPK2|TNFRSF6B|IL18R1|OSMR|SH2B3|IL17C|PELI1|TUBA1C,-14,modules_epi_black_sorted_top300
KEGG Pathway,24,hsa05417,Lipid and atherosclerosis,,-15,10,14,30293,215,300,22,7.3,1.5,355|1535|2919|2920|2921|3306|3383|3576|3717|4067|4312|4772|4773|4792|4893|5879|5970|6648|10010|22926|25833|148022,FAS|CYBA|CXCL1|CXCL2|CXCL3|HSPA2|ICAM1|CXCL8|JAK2|LYN|MMP1|NFATC1|NFATC2|NFKBIA|NRAS|RAC1|RELA|SOD2|TANK|ATF6|POU2F3|TICAM1,-13,modules_epi_black_sorted_top300
KEGG Pathway,24,hsa05167,Kaposi sarcoma-associated herpesvirus infection,,-14,10,13,30293,194,300,20,6.7,1.4,285|355|2919|2920|2921|3107|3383|3454|3455|3572|3576|3717|4067|4772|4773|4792|4893|5879|5970|148022,ANGPT2|FAS|CXCL1|CXCL2|CXCL3|HLA-C|ICAM1|IFNAR1|IFNAR2|IL6ST|CXCL8|JAK2|LYN|NFATC1|NFATC2|NFKBIA|NRAS|RAC1|RELA|TICAM1,-11,modules_epi_black_sorted_top300
GO Biological Processes,19,GO:0045087,innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-13,4.6,10,30293,773,300,35,12,1.9,1535|1540|2625|2643|3107|3454|3455|3460|3659|3663|3717|4067|4641|4938|5371|5966|5970|6810|7100|8767|8887|9076|9258|10010|10406|10435|10584|55337|55601|56829|83666|121260|148022|153090|403313,CYBA|CYLD|GATA3|GCH1|HLA-C|IFNAR1|IFNAR2|IFNGR2|IRF1|IRF5|JAK2|LYN|MYO1C|OAS1|PML|REL|RELA|STX4|TLR5|RIPK2|TAX1BP1|CLDN1|MFHAS1|TANK|WFDC2|CDC42EP2|COLEC10|SHFL|DDX60|ZC3HAV1|PARP9|SLC15A4|TICAM1|DAB2IP|PLPP6,-10,modules_epi_black_sorted_top300
Hallmark Gene Sets,23,M5913,HALLMARK INTERFERON GAMMA RESPONSE,,-13,9.6,12,30293,200,300,19,6.3,1.4,355|2643|3383|3431|3455|3659|3660|3663|3717|4792|5371|6648|8767|23424|55601|57162|57674|84888|85441,FAS|GCH1|ICAM1|SP110|IFNAR2|IRF1|IRF2|IRF5|JAK2|NFKBIA|PML|SOD2|RIPK2|TDRD7|DDX60|PELI1|RNF213|SPPL2A|HELZ2,-10,modules_epi_black_sorted_top300
GO Biological Processes,19,GO:0002237,response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-12,6.6,11,30293,353,300,23,7.7,1.5,2643|2919|2920|2921|2950|3454|3576|3656|3663|3717|4067|4792|5970|6648|8767|9076|10318|11221|22904|25819|57162|148022|153090,GCH1|CXCL1|CXCL2|CXCL3|GSTP1|IFNAR1|CXCL8|IRAK2|IRF5|JAK2|LYN|NFKBIA|RELA|SOD2|RIPK2|CLDN1|TNIP1|DUSP10|SBNO2|NOCT|PELI1|TICAM1|DAB2IP,-9.4,modules_epi_black_sorted_top300
KEGG Pathway,24,hsa04064,NF-kappa B signaling pathway,,-12,14,13,30293,104,300,14,4.7,1.2,330|1540|2919|2920|2921|3383|3576|4067|4792|5328|5970|8740|8837|148022,BIRC3|CYLD|CXCL1|CXCL2|CXCL3|ICAM1|CXCL8|LYN|NFKBIA|PLAU|RELA|TNFSF14|CFLAR|TICAM1,-9.2,modules_epi_black_sorted_top300
GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-12,6.7,10,30293,332,300,22,7.3,1.5,2643|2919|2920|2921|2950|3454|3576|3656|3717|4067|4792|5970|6648|8767|9076|10318|11221|22904|25819|57162|148022|153090,GCH1|CXCL1|CXCL2|CXCL3|GSTP1|IFNAR1|CXCL8|IRAK2|JAK2|LYN|NFKBIA|RELA|SOD2|RIPK2|CLDN1|TNIP1|DUSP10|SBNO2|NOCT|PELI1|TICAM1|DAB2IP,-9.1,modules_epi_black_sorted_top300
GO Biological Processes,19,GO:0006954,inflammatory response,19_GO:0050896 response to stimulus,-11,5,9.6,30293,562,300,28,9.3,1.7,12|650|1535|2131|2625|2919|2920|2921|3162|3460|3576|3656|3663|3717|4067|5879|5966|5970|7100|8372|8767|8809|9215|9258|10318|27189|148022|153090,SERPINA3|BMP2|CYBA|EXT1|GATA3|CXCL1|CXCL2|CXCL3|HMOX1|IFNGR2|CXCL8|IRAK2|IRF5|JAK2|LYN|RAC1|REL|RELA|TLR5|HYAL3|RIPK2|IL18R1|LARGE1|MFHAS1|TNIP1|IL17C|TICAM1|DAB2IP,-9.1,modules_epi_black_sorted_top300
Reactome Gene Sets,6,R-HSA-449147,Signaling by Interleukins,,-11,5.3,9.5,30293,473,300,25,8.3,1.6,829|1845|2625|2919|2920|3162|3383|3572|3576|3656|3717|3911|4067|4312|4792|5970|6648|6776|6778|6810|8767|8809|9180|27189|57162,CAPZA1|DUSP3|GATA3|CXCL1|CXCL2|HMOX1|ICAM1|IL6ST|CXCL8|IRAK2|JAK2|LAMA5|LYN|MMP1|NFKBIA|RELA|SOD2|STAT5A|STAT6|STX4|RIPK2|IL18R1|OSMR|IL17C|PELI1,-8.6,modules_epi_black_sorted_top300
