_MEMBER_modules_mes_black_sorted_top300,_MEMBER_modules_mes_blue_sorted_top300,_MEMBER_modules_mes_green_sorted_top300,_MEMBER_modules_mes_grey_sorted_top300,_MEMBER_modules_mes_pink_sorted_top300,_MEMBER_modules_mes_red_sorted_top300,_LogP_modules_mes_black_sorted_top300,_LogP_modules_mes_blue_sorted_top300,_LogP_modules_mes_green_sorted_top300,_LogP_modules_mes_grey_sorted_top300,_LogP_modules_mes_pink_sorted_top300,_LogP_modules_mes_red_sorted_top300,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,1,0,0,0,0,-9.4,-34,0,0,0,0,C2363741,M110000,2,0,DisGeNET,35,HIV-1 infection,,-34,8.1,19,30293,695,300,56,19,2.2,103|196|567|684|834|958|972|1116|1435|1786|3105|3106|3107|3133|3134|3135|3553|3569|3572|3627|3659|3665|3669|3965|4061|4600|5337|5359|5371|5610|6373|6737|6891|7037|7097|7098|7133|8542|8626|8743|8914|9023|9246|9636|9839|10346|10673|11274|23158|23586|23636|25939|51752|60489|64167|200316,ADAR|AHR|B2M|BST2|CASP1|CD40|CD74|CHI3L1|CSF1|DNMT1|HLA-A|HLA-B|HLA-C|HLA-E|HLA-F|HLA-G|IL1B|IL6|IL6ST|CXCL10|IRF1|IRF7|ISG20|LGALS9|LY6E|MX2|PLD1|PLSCR1|PML|EIF2AK2|CXCL11|TRIM21|TAP2|TFRC|TLR2|TLR3|TNFRSF1B|APOL1|TP63|TNFSF10|TIMELESS|CH25H|UBE2L6|ISG15|ZEB2|TRIM22|TNFSF13B|USP18|TBC1D9|RIGI|NUP62|SAMHD1|ERAP1|APOBEC3G|ERAP2|APOBEC3F,-30,0
1,1,0,0,0,0,-21,-28,0,0,0,0,C3714514,M110000,2,0,DisGeNET,35,Infection,,-28,9,18,30293,491,300,44,15,2,103|834|958|1956|2495|3105|3106|3107|3133|3135|3431|3433|3553|3569|3627|3659|3665|3838|4599|4615|4938|5371|5610|5696|5806|6364|6374|6648|6891|7097|7098|7133|7412|8743|10135|10346|10673|23586|23636|54809|60489|64135|150372|200316,ADAR|CASP1|CD40|EGFR|FTH1|HLA-A|HLA-B|HLA-C|HLA-E|HLA-G|SP110|IFIT2|IL1B|IL6|CXCL10|IRF1|IRF7|KPNA2|MX1|MYD88|OAS1|PML|EIF2AK2|PSMB8|PTX3|CCL20|CXCL5|SOD2|TAP2|TLR2|TLR3|TNFRSF1B|VCAM1|TNFSF10|NAMPT|TRIM22|TNFSF13B|RIGI|NUP62|SAMD9|APOBEC3G|IFIH1|NFAM1|APOBEC3F,-24,0
1,1,0,0,0,0,-10,-27,0,0,0,0,C0524910,M110000,2,0,DisGeNET,35,"Hepatitis C, Chronic",,-27,9.6,18,30293,430,300,41,14,2,718|1116|1326|1956|3105|3106|3107|3133|3430|3553|3569|3601|3627|3659|3660|3665|3669|3959|3965|4312|4599|4938|4939|5610|5696|5771|5806|6373|6648|6776|6891|7037|7097|7098|7114|9636|10346|23158|23586|64135|168667,C3|CHI3L1|MAP3K8|EGFR|HLA-A|HLA-B|HLA-C|HLA-E|IFI35|IL1B|IL6|IL15RA|CXCL10|IRF1|IRF2|IRF7|ISG20|LGALS3BP|LGALS9|MMP1|MX1|OAS1|OAS2|EIF2AK2|PSMB8|PTPN2|PTX3|CXCL11|SOD2|STAT5A|TAP2|TFRC|TLR2|TLR3|TMSB4X|ISG15|TRIM22|TBC1D9|RIGI|IFIH1|BMPER,-24,0
1,1,0,0,0,0,-15,-26,0,0,0,0,C0021368,M110000,2,0,DisGeNET,35,Inflammation,,-26,8.9,17,30293,467,300,41,14,2,103|196|623|624|718|834|958|961|1116|1435|1947|1956|1999|2643|2919|2920|3553|3569|3627|3659|3665|4312|4615|5321|5734|5806|6364|6372|6373|7037|7097|7098|7114|7412|8743|8989|9536|9966|10135|10673|58191,ADAR|AHR|BDKRB1|BDKRB2|C3|CASP1|CD40|CD47|CHI3L1|CSF1|EFNB1|EGFR|ELF3|GCH1|CXCL1|CXCL2|IL1B|IL6|CXCL10|IRF1|IRF7|MMP1|MYD88|PLA2G4A|PTGER4|PTX3|CCL20|CXCL6|CXCL11|TFRC|TLR2|TLR3|TMSB4X|VCAM1|TNFSF10|TRPA1|PTGES|TNFSF15|NAMPT|TNFSF13B|CXCL16,-22,0
1,1,0,0,0,0,-7.8,-26,0,0,0,0,C1290884,M110000,2,0,DisGeNET,35,Inflammatory disorder,,-26,9.8,18,30293,391,300,38,13,1.9,103|196|567|602|834|958|1116|1326|1435|1786|1956|2826|3105|3106|3107|3553|3569|3572|3627|3669|4217|4312|4615|5696|5698|5699|5771|5806|6364|6794|7097|7098|7412|8743|9536|25939|51752|144811,ADAR|AHR|B2M|BCL3|CASP1|CD40|CHI3L1|MAP3K8|CSF1|DNMT1|EGFR|CCR10|HLA-A|HLA-B|HLA-C|IL1B|IL6|IL6ST|CXCL10|ISG20|MAP3K5|MMP1|MYD88|PSMB8|PSMB9|PSMB10|PTPN2|PTX3|CCL20|STK11|TLR2|TLR3|VCAM1|TNFSF10|PTGES|SAMHD1|ERAP1|LACC1,-22,0
1,1,0,0,0,0,-11,-23,0,0,0,0,C0375023,M110000,2,0,DisGeNET,35,Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site,,-23,8.2,16,30293,467,300,38,13,1.9,196|567|684|834|958|1116|1956|2919|2920|3105|3107|3429|3553|3569|3627|3659|3665|4327|4615|5371|5610|5696|5698|6364|6374|6776|7098|7412|7706|8626|9636|9881|10673|23586|64135|79132|83666|84166,AHR|B2M|BST2|CASP1|CD40|CHI3L1|EGFR|CXCL1|CXCL2|HLA-A|HLA-C|IFI27|IL1B|IL6|CXCL10|IRF1|IRF7|MMP19|MYD88|PML|EIF2AK2|PSMB8|PSMB9|CCL20|CXCL5|STAT5A|TLR3|VCAM1|TRIM25|TP63|ISG15|TRANK1|TNFSF13B|RIGI|IFIH1|DHX58|PARP9|NLRC5,-20,0
1,1,0,0,0,0,-14,-22,0,0,0,0,C3714636,M110000,2,0,DisGeNET,35,Pneumonitis,,-22,6.4,14,30293,696,300,44,15,2,196|231|623|834|958|972|1116|1326|1435|1520|1956|2919|2920|3107|3133|3553|3569|3572|3627|3669|3965|4615|4940|5321|5337|5734|5806|6364|6374|6385|6648|6737|6868|7037|7097|7098|7133|7412|8914|8989|9536|10379|64135|83666,AHR|AKR1B1|BDKRB1|CASP1|CD40|CD74|CHI3L1|MAP3K8|CSF1|CTSS|EGFR|CXCL1|CXCL2|HLA-C|HLA-E|IL1B|IL6|IL6ST|CXCL10|ISG20|LGALS9|MYD88|OAS3|PLA2G4A|PLD1|PTGER4|PTX3|CCL20|CXCL5|SDC4|SOD2|TRIM21|ADAM17|TFRC|TLR2|TLR3|TNFRSF1B|VCAM1|TIMELESS|TRPA1|PTGES|IRF9|IFIH1|PARP9,-19,0
1,1,0,0,0,0,-9.1,-22,0,0,0,0,C0151517,M110000,2,0,DisGeNET,35,Complete atrioventricular block,,-22,8.8,16,30293,403,300,35,12,1.9,103|718|834|958|1116|1786|3105|3106|3107|3133|3135|3553|3569|3627|3665|3669|3959|3965|4343|5698|6372|6737|6868|6891|7097|7098|7133|8743|10135|10673|11274|23158|23586|60489|64135,ADAR|C3|CASP1|CD40|CHI3L1|DNMT1|HLA-A|HLA-B|HLA-C|HLA-E|HLA-G|IL1B|IL6|CXCL10|IRF7|ISG20|LGALS3BP|LGALS9|MOV10|PSMB9|CXCL6|TRIM21|ADAM17|TAP2|TLR2|TLR3|TNFRSF1B|TNFSF10|NAMPT|TNFSF13B|USP18|TBC1D9|RIGI|APOBEC3G|IFIH1,-19,0
1,1,1,0,0,0,-13,-21,-2.5,0,0,0,C0011311,M111000,3,0,DisGeNET,35,Dengue Fever,,-21,9.3,16,30293,360,300,33,11,1.8,103|196|684|1956|2537|2811|3105|3106|3107|3133|3553|3569|3627|3659|3665|3838|3965|4615|4938|4939|4940|5025|6373|6891|7097|7098|7412|8542|8743|8914|23586|64135|85441,ADAR|AHR|BST2|EGFR|IFI6|GP1BA|HLA-A|HLA-B|HLA-C|HLA-E|IL1B|IL6|CXCL10|IRF1|IRF7|KPNA2|LGALS9|MYD88|OAS1|OAS2|OAS3|P2RX4|CXCL11|TAP2|TLR2|TLR3|VCAM1|APOL1|TNFSF10|TIMELESS|RIGI|IFIH1|HELZ2,-18,0
1,1,0,0,0,0,-6.5,-21,0,0,0,0,C0221056,M110000,2,0,DisGeNET,35,Adult type dermatomyositis,,-21,13,17,30293,218,300,27,9,1.7,834|958|1116|2537|3105|3106|3107|3553|3569|3572|3627|3669|4312|4599|5552|6373|6737|6868|7098|7133|9636|10673|11274|23586|23636|51191|64135,CASP1|CD40|CHI3L1|IFI6|HLA-A|HLA-B|HLA-C|IL1B|IL6|IL6ST|CXCL10|ISG20|MMP1|MX1|SRGN|CXCL11|TRIM21|ADAM17|TLR3|TNFRSF1B|ISG15|TNFSF13B|USP18|RIGI|NUP62|HERC5|IFIH1,-18,0
1,1,0,0,0,0,-7.8,-20,0,0,0,0,C0011633,M110000,2,0,DisGeNET,35,Dermatomyositis,,-20,12,16,30293,235,300,27,9,1.7,834|958|1116|2537|3105|3106|3107|3553|3569|3572|3627|3669|4312|4599|5552|6373|6737|6868|7098|7133|9636|10673|11274|23586|23636|51191|64135,CASP1|CD40|CHI3L1|IFI6|HLA-A|HLA-B|HLA-C|IL1B|IL6|IL6ST|CXCL10|ISG20|MMP1|MX1|SRGN|CXCL11|TRIM21|ADAM17|TLR3|TNFRSF1B|ISG15|TNFSF13B|USP18|RIGI|NUP62|HERC5|IFIH1,-17,0
1,1,0,0,0,0,-12,-20,0,0,0,0,C4529962,M110000,2,0,DisGeNET,35,Fatty Liver Disease,,-20,5.9,13,30293,741,300,43,14,2,48|196|231|718|834|958|1116|1593|1786|1956|2811|2879|2919|2920|3107|3553|3569|3627|3665|3669|3959|4217|4312|4615|4891|5025|5337|5771|6648|6794|6868|7037|7097|7098|7133|7412|8743|9536|10135|10673|23636|51703|79792,ACO1|AHR|AKR1B1|C3|CASP1|CD40|CHI3L1|CYP27A1|DNMT1|EGFR|GP1BA|GPX4|CXCL1|CXCL2|HLA-C|IL1B|IL6|CXCL10|IRF7|ISG20|LGALS3BP|MAP3K5|MMP1|MYD88|SLC11A2|P2RX4|PLD1|PTPN2|SOD2|STK11|ADAM17|TFRC|TLR2|TLR3|TNFRSF1B|VCAM1|TNFSF10|PTGES|NAMPT|TNFSF13B|NUP62|ACSL5|GSDMD,-17,0
1,1,0,0,0,0,-17,-20,0,0,0,0,C0011603,M110000,2,0,DisGeNET,35,Dermatitis,,-20,7.3,14,30293,496,300,36,12,1.9,196|834|972|1116|1956|2643|2826|2919|3106|3553|3569|3601|3660|3669|3965|4163|4615|5321|5771|5880|6364|6373|6648|6737|6776|6868|7097|7098|7412|8626|8743|8989|9966|23586|54625|64135,AHR|CASP1|CD74|CHI3L1|EGFR|GCH1|CCR10|CXCL1|HLA-B|IL1B|IL6|IL15RA|IRF2|ISG20|LGALS9|MCC|MYD88|PLA2G4A|PTPN2|RAC2|CCL20|CXCL11|SOD2|TRIM21|STAT5A|ADAM17|TLR2|TLR3|VCAM1|TP63|TNFSF10|TRPA1|TNFSF15|RIGI|PARP14|IFIH1,-17,0
1,1,0,0,0,0,-11,-20,0,0,0,0,C0004943,M110000,2,0,DisGeNET,35,Behcet Syndrome,,-20,7.2,14,30293,502,300,36,12,1.9,196|834|958|1435|2919|3105|3106|3107|3133|3134|3135|3553|3569|3572|3601|3627|3659|5610|5696|5771|6364|6372|6374|6648|6737|6891|7097|7133|7412|8626|8914|9839|10673|23158|51752|64167,AHR|CASP1|CD40|CSF1|CXCL1|HLA-A|HLA-B|HLA-C|HLA-E|HLA-F|HLA-G|IL1B|IL6|IL6ST|IL15RA|CXCL10|IRF1|EIF2AK2|PSMB8|PTPN2|CCL20|CXCL6|CXCL5|SOD2|TRIM21|TAP2|TLR2|TNFRSF1B|VCAM1|TP63|TIMELESS|ZEB2|TNFSF13B|TBC1D9|ERAP1|ERAP2,-17,0
1,1,0,0,0,0,-8.6,-19,0,0,0,0,C2062441,M110000,2,0,DisGeNET,35,Influenza A,,-19,6.6,14,30293,562,300,37,12,1.9,103|196|684|958|1956|2919|2920|2921|3105|3106|3107|3429|3553|3569|3627|3659|3665|3669|4343|4599|4615|5359|5610|6364|7098|7706|9636|9830|10346|10379|23586|23780|51191|64135|79132|81844|84166,ADAR|AHR|BST2|CD40|EGFR|CXCL1|CXCL2|CXCL3|HLA-A|HLA-B|HLA-C|IFI27|IL1B|IL6|CXCL10|IRF1|IRF7|ISG20|MOV10|MX1|MYD88|PLSCR1|EIF2AK2|CCL20|TLR3|TRIM25|ISG15|TRIM14|TRIM22|IRF9|RIGI|APOL2|HERC5|IFIH1|DHX58|TRIM56|NLRC5,-16,0
1,1,0,0,0,0,-18,-19,0,0,0,0,C0011615,M110000,2,0,DisGeNET,35,"Dermatitis, Atopic",,-19,5.6,13,30293,751,300,42,14,2,196|602|718|834|958|1116|1435|1512|1593|1786|1956|2826|2919|2920|3106|3107|3553|3569|3572|3601|3627|3660|3669|4163|4615|4939|6364|6776|6868|6891|7097|7098|7133|7412|8626|8914|8989|9966|51131|51752|64135|64167,AHR|BCL3|C3|CASP1|CD40|CHI3L1|CSF1|CTSH|CYP27A1|DNMT1|EGFR|CCR10|CXCL1|CXCL2|HLA-B|HLA-C|IL1B|IL6|IL6ST|IL15RA|CXCL10|IRF2|ISG20|MCC|MYD88|OAS2|CCL20|STAT5A|ADAM17|TAP2|TLR2|TLR3|TNFRSF1B|VCAM1|TP63|TIMELESS|TRPA1|TNFSF15|PHF11|ERAP1|IFIH1|ERAP2,-16,0
1,1,1,0,0,0,-7.4,-19,-2.3,0,0,0,C0024143,M111000,3,0,DisGeNET,35,Lupus Nephritis,,-19,7,14,30293,503,300,35,12,1.9,567|629|716|718|958|972|1435|1520|2495|2919|3107|3135|3430|3553|3569|3627|3669|3965|4061|4599|5696|5698|5806|6737|6868|7097|7098|7412|8542|8914|10561|10673|23586|58191|64135,B2M|CFB|C1S|C3|CD40|CD74|CSF1|CTSS|FTH1|CXCL1|HLA-C|HLA-G|IFI35|IL1B|IL6|CXCL10|ISG20|LGALS9|LY6E|MX1|PSMB8|PSMB9|PTX3|TRIM21|ADAM17|TLR2|TLR3|VCAM1|APOL1|TIMELESS|IFI44|TNFSF13B|RIGI|CXCL16|IFIH1,-16,0
1,1,0,0,0,0,-17,-19,0,0,0,0,C3875321,M110000,2,0,DisGeNET,35,Inflammatory dermatosis,,-19,8.2,14,30293,382,300,31,10,1.8,196|834|958|972|1116|1956|2643|2826|2919|3553|3569|3601|3627|3660|3669|3965|4615|5880|6364|6373|6648|6737|6776|6868|7097|7098|7412|8989|9966|23586|64135,AHR|CASP1|CD40|CD74|CHI3L1|EGFR|GCH1|CCR10|CXCL1|IL1B|IL6|IL15RA|CXCL10|IRF2|ISG20|LGALS9|MYD88|RAC2|CCL20|CXCL11|SOD2|TRIM21|STAT5A|ADAM17|TLR2|TLR3|VCAM1|TRPA1|TNFSF15|RIGI|IFIH1,-16,0
1,1,0,0,0,0,-7.2,-18,0,0,0,0,C0037284,M110000,2,0,DisGeNET,35,Skin lesion,,-18,6.5,13,30293,563,300,36,12,1.9,103|196|567|602|834|958|972|1116|1513|1956|2919|3105|3106|3107|3429|3553|3569|3627|3669|4312|4599|4615|5610|5806|6364|6737|6776|6868|6891|7097|7412|8989|9966|10673|23158|144811,ADAR|AHR|B2M|BCL3|CASP1|CD40|CD74|CHI3L1|CTSK|EGFR|CXCL1|HLA-A|HLA-B|HLA-C|IFI27|IL1B|IL6|CXCL10|ISG20|MMP1|MX1|MYD88|EIF2AK2|PTX3|CCL20|TRIM21|STAT5A|ADAM17|TAP2|TLR2|VCAM1|TRPA1|TNFSF15|TNFSF13B|TBC1D9|LACC1,-15,0
1,1,0,0,0,0,-11,-18,0,0,0,0,C0151449,M110000,2,0,DisGeNET,35,Primary Sjögren's syndrome,,-18,9.1,14,30293,312,300,28,9.3,1.7,567|684|834|1520|1956|2919|3105|3106|3107|3553|3569|3627|3669|4615|5698|5880|6373|6737|6776|6868|6891|7097|7098|8626|10673|10964|23586|64135,B2M|BST2|CASP1|CTSS|EGFR|CXCL1|HLA-A|HLA-B|HLA-C|IL1B|IL6|CXCL10|ISG20|MYD88|PSMB9|RAC2|CXCL11|TRIM21|STAT5A|ADAM17|TAP2|TLR2|TLR3|TP63|TNFSF13B|IFI44L|RIGI|IFIH1,-15,0
1,1,1,0,0,0,-11,-18,-2.9,0,0,0,C0037274,M111000,3,0,DisGeNET,35,Dermatologic disorders,,-18,6.1,13,30293,615,300,37,12,1.9,103|196|321|958|1116|1528|1956|2826|2919|2920|2921|3106|3107|3135|3553|3569|3627|3660|3669|4615|5321|5806|6364|6373|6374|6385|6648|6737|6794|7097|7412|8626|9966|10673|23586|54625|64135,ADAR|AHR|APBA2|CD40|CHI3L1|CYB5A|EGFR|CCR10|CXCL1|CXCL2|CXCL3|HLA-B|HLA-C|HLA-G|IL1B|IL6|CXCL10|IRF2|ISG20|MYD88|PLA2G4A|PTX3|CCL20|CXCL11|CXCL5|SDC4|SOD2|TRIM21|STK11|TLR2|VCAM1|TP63|TNFSF15|TNFSF13B|RIGI|PARP14|IFIH1,-15,0
1,1,0,0,0,0,-18,-17,0,0,0,0,C0004623,M110000,2,0,DisGeNET,35,Bacterial Infections,,-18,6.1,13,30293,616,300,37,12,1.9,637|965|1540|2247|3276|3383|3459|3552|3576|3656|3718|4074|4318|4780|4790|4792|4982|5293|5743|5970|6347|6352|6772|7187|7980|8767|8809|8837|9235|9242|9780|10019|10148|10333|29126|80149|197259,BID|CD58|CYLD|FGF2|PRMT1|ICAM1|IFNGR1|IL1A|CXCL8|IRAK2|JAK3|M6PR|MMP9|NFE2L2|NFKB1|NFKBIA|TNFRSF11B|PIK3CD|PTGS2|RELA|CCL2|CCL5|STAT1|TRAF3|TFPI2|RIPK2|IL18R1|CFLAR|IL32|MSC|PIEZO1|SH2B3|EBI3|TLR6|CD274|ZC3H12A|MLKL,-15,0
1,1,0,0,0,0,-18,-6.3,0,0,0,0,C0333516,M110000,2,0,DisGeNET,35,Tumor necrosis,,-18,8.4,14,30293,350,300,29,9.7,1.7,330|355|1969|3383|3552|3576|3600|4318|4780|4790|4792|4982|5293|5743|5970|6352|6354|6772|7157|7185|7187|7424|8061|8809|10148|25816|29126|51150|51363,BIRC3|FAS|EPHA2|ICAM1|IL1A|CXCL8|IL15|MMP9|NFE2L2|NFKB1|NFKBIA|TNFRSF11B|PIK3CD|PTGS2|RELA|CCL5|CCL7|STAT1|TP53|TRAF1|TRAF3|VEGFC|FOSL1|IL18R1|EBI3|TNFAIP8|CD274|SDF4|CHST15,-15,0
1,1,1,0,0,0,-11,-18,-2.1,0,0,0,C0524909,M111000,3,0,DisGeNET,35,"Hepatitis B, Chronic",,-18,7.5,13,30293,415,300,31,10,1.8,103|629|958|1116|1786|3105|3106|3107|3135|3553|3569|3627|3659|3669|3959|3965|4343|5371|6372|6868|7097|7098|8743|9111|9589|9636|10135|10673|11274|23586|60489,ADAR|CFB|CD40|CHI3L1|DNMT1|HLA-A|HLA-B|HLA-C|HLA-G|IL1B|IL6|CXCL10|IRF1|ISG20|LGALS3BP|LGALS9|MOV10|PML|CXCL6|ADAM17|TLR2|TLR3|TNFSF10|NMI|WTAP|ISG15|NAMPT|TNFSF13B|USP18|RIGI|APOBEC3G,-15,0
1,1,0,0,0,0,-17,-16,0,0,0,0,C0038013,M110000,2,0,DisGeNET,35,Ankylosing spondylitis,,-17,5.5,12,30293,710,300,39,13,1.9,966|1051|2081|3460|3552|3575|3576|3718|4318|4790|4792|4907|4982|5293|5743|5970|6347|6890|6892|7096|7128|7297|7424|8771|8795|8809|8878|9235|9242|9618|10019|10148|10318|11315|22904|29126|51540|80380|84876,CD59|CEBPB|ERN1|IFNGR2|IL1A|IL7R|CXCL8|JAK3|MMP9|NFKB1|NFKBIA|NT5E|TNFRSF11B|PIK3CD|PTGS2|RELA|CCL2|TAP1|TAPBP|TLR1|TNFAIP3|TYK2|VEGFC|TNFRSF6B|TNFRSF10B|IL18R1|SQSTM1|IL32|MSC|TRAF4|SH2B3|EBI3|TNIP1|PARK7|SBNO2|CD274|SCLY|PDCD1LG2|ORAI1,-15,0
1,1,0,0,0,0,-9.9,-17,0,0,0,0,C0007570,M110000,2,0,DisGeNET,35,Celiac Disease,,-17,6.5,13,30293,527,300,34,11,1.8,196|629|1116|1956|3105|3106|3107|3135|3429|3553|3569|3601|3627|3659|3660|3669|4312|4615|4891|5321|5371|5771|5880|6373|6891|7037|7097|7098|9966|10673|23158|51703|64135|64167,AHR|CFB|CHI3L1|EGFR|HLA-A|HLA-B|HLA-C|HLA-G|IFI27|IL1B|IL6|IL15RA|CXCL10|IRF1|IRF2|ISG20|MMP1|MYD88|SLC11A2|PLA2G4A|PML|PTPN2|RAC2|CXCL11|TAP2|TFRC|TLR2|TLR3|TNFSF15|TNFSF13B|TBC1D9|ACSL5|IFIH1|ERAP2,-15,0
1,1,0,0,0,0,-17,-7.6,0,0,0,0,C0220597,M110000,2,0,DisGeNET,35,Adult Hodgkin Lymphoma,,-17,7.6,13,30293,399,300,30,10,1.7,330|355|965|2247|3383|3604|4318|4790|4791|4792|4794|5293|5452|5743|5905|5971|6352|6772|7128|7157|7185|7187|7424|8837|9242|9308|9641|29126|57510|80380,BIRC3|FAS|CD58|FGF2|ICAM1|TNFRSF9|MMP9|NFKB1|NFKB2|NFKBIA|NFKBIE|PIK3CD|POU2F2|PTGS2|RANGAP1|RELB|CCL5|STAT1|TNFAIP3|TP53|TRAF1|TRAF3|VEGFC|CFLAR|MSC|CD83|IKBKE|CD274|XPO5|PDCD1LG2,-14,0
1,1,0,0,0,0,-17,-7.6,0,0,0,0,C0220644,M110000,2,0,DisGeNET,35,Childhood Hodgkin Lymphoma,,-17,7.6,13,30293,399,300,30,10,1.7,330|355|965|2247|3383|3604|4318|4790|4791|4792|4794|5293|5452|5743|5905|5971|6352|6772|7128|7157|7185|7187|7424|8837|9242|9308|9641|29126|57510|80380,BIRC3|FAS|CD58|FGF2|ICAM1|TNFRSF9|MMP9|NFKB1|NFKB2|NFKBIA|NFKBIE|PIK3CD|POU2F2|PTGS2|RANGAP1|RELB|CCL5|STAT1|TNFAIP3|TP53|TRAF1|TRAF3|VEGFC|CFLAR|MSC|CD83|IKBKE|CD274|XPO5|PDCD1LG2,-14,0
1,1,1,0,0,0,-9.9,-17,-4,0,0,0,C0019158,M111000,3,0,DisGeNET,35,Hepatitis,,-17,5.7,12,30293,656,300,37,12,1.9,103|196|321|567|716|834|958|1326|1593|2920|3105|3107|3135|3553|3569|3627|3669|3959|3965|4615|5025|5371|6364|6373|6737|6868|7097|7098|7412|8743|9536|9966|10135|10673|60489|64135|79132,ADAR|AHR|APBA2|B2M|C1S|CASP1|CD40|MAP3K8|CYP27A1|CXCL2|HLA-A|HLA-C|HLA-G|IL1B|IL6|CXCL10|ISG20|LGALS3BP|LGALS9|MYD88|P2RX4|PML|CCL20|CXCL11|TRIM21|ADAM17|TLR2|TLR3|VCAM1|TNFSF10|PTGES|TNFSF15|NAMPT|TNFSF13B|APOBEC3G|IFIH1|DHX58,-14,0
1,1,0,0,1,1,-5.7,-17,0,0,-2.7,-2.6,C0162871,M110011,4,0,DisGeNET,35,"Aortic Aneurysm, Abdominal",,-17,6,12,30293,585,300,35,12,1.9,718|834|958|1435|1512|1513|1520|1786|1956|2879|3105|3106|3135|3553|3569|3669|4312|5696|5734|5806|6364|6648|6776|6794|6868|7097|7098|7114|7412|8626|9536|11096|23586|58191|64135,C3|CASP1|CD40|CSF1|CTSH|CTSK|CTSS|DNMT1|EGFR|GPX4|HLA-A|HLA-B|HLA-G|IL1B|IL6|ISG20|MMP1|PSMB8|PTGER4|PTX3|CCL20|SOD2|STAT5A|STK11|ADAM17|TLR2|TLR3|TMSB4X|VCAM1|TP63|PTGES|ADAMTS5|RIGI|CXCL16|IFIH1,-14,0
1,1,0,0,0,0,-15,-17,0,0,0,0,C0003872,M110000,2,0,DisGeNET,35,"Arthritis, Psoriatic",,-17,7,13,30293,450,300,31,10,1.8,718|834|1116|1593|2919|3105|3106|3107|3133|3134|3429|3553|3569|3572|3627|3669|3959|4312|5321|5696|5698|5806|6648|6868|7133|7357|9966|51752|58191|64135|64167,C3|CASP1|CHI3L1|CYP27A1|CXCL1|HLA-A|HLA-B|HLA-C|HLA-E|HLA-F|IFI27|IL1B|IL6|IL6ST|CXCL10|ISG20|LGALS3BP|MMP1|PLA2G4A|PSMB8|PSMB9|PTX3|SOD2|ADAM17|TNFRSF1B|UGCG|TNFSF15|ERAP1|CXCL16|IFIH1|ERAP2,-14,0
1,1,0,0,0,0,-17,-12,0,0,0,0,C4048329,M110000,2,0,DisGeNET,35,Immunosuppression,,-17,5.8,12,30293,632,300,36,12,1.9,355|1051|1969|2081|3383|3455|3460|3552|3576|3600|3718|4318|4780|4907|5293|5743|6347|6352|6772|6890|6892|7157|7186|8771|8784|8809|8837|9242|9308|10148|11047|11315|23213|29126|56833|80380,FAS|CEBPB|EPHA2|ERN1|ICAM1|IFNAR2|IFNGR2|IL1A|CXCL8|IL15|JAK3|MMP9|NFE2L2|NT5E|PIK3CD|PTGS2|CCL2|CCL5|STAT1|TAP1|TAPBP|TP53|TRAF2|TNFRSF6B|TNFRSF18|IL18R1|CFLAR|MSC|CD83|EBI3|ADRM1|PARK7|SULF1|CD274|SLAMF8|PDCD1LG2,-14,0
1,1,0,0,0,0,-12,-16,0,0,0,0,C0035235,M110000,2,0,DisGeNET,35,Respiratory Syncytial Virus Infections,,-16,9.9,14,30293,244,300,24,8,1.6,196|567|834|958|1116|1956|3107|3433|3553|3569|3627|3659|4327|4615|5371|5610|6364|7097|7098|9636|10673|23586|64135|84166,AHR|B2M|CASP1|CD40|CHI3L1|EGFR|HLA-C|IFIT2|IL1B|IL6|CXCL10|IRF1|MMP19|MYD88|PML|EIF2AK2|CCL20|TLR2|TLR3|ISG15|TNFSF13B|RIGI|IFIH1|NLRC5,-14,0
1,1,0,0,0,0,-12,-16,0,0,0,0,C0031099,M110000,2,0,DisGeNET,35,Periodontitis,,-16,5.5,12,30293,680,300,37,12,1.9,196|715|716|718|834|958|972|1435|1513|1520|1786|2919|2920|3106|3553|3569|3572|3669|4312|4615|5025|5771|5806|5880|6374|6648|6868|7037|7097|7098|7412|8914|9536|10135|10673|23636|84166,AHR|C1R|C1S|C3|CASP1|CD40|CD74|CSF1|CTSK|CTSS|DNMT1|CXCL1|CXCL2|HLA-B|IL1B|IL6|IL6ST|ISG20|MMP1|MYD88|P2RX4|PTPN2|PTX3|RAC2|CXCL5|SOD2|ADAM17|TFRC|TLR2|TLR3|VCAM1|TIMELESS|PTGES|NAMPT|TNFSF13B|NUP62|NLRC5,-14,0
1,1,0,0,0,0,-10,-16,0,0,0,0,C3714757,M110000,2,0,DisGeNET,35,Juvenile rheumatoid arthritis,,-16,12,14,30293,183,300,21,7,1.5,3105|3106|3107|3135|3553|3569|3572|3627|3659|3669|4312|5696|5698|5771|5806|6364|7133|10135|51752|58191|144811,HLA-A|HLA-B|HLA-C|HLA-G|IL1B|IL6|IL6ST|CXCL10|IRF1|ISG20|MMP1|PSMB8|PSMB9|PTPN2|PTX3|CCL20|TNFRSF1B|NAMPT|ERAP1|CXCL16|LACC1,-13,0
