_MEMBER_modules_mes_black_sorted_top300,_MEMBER_modules_mes_blue_sorted_top300,_MEMBER_modules_mes_green_sorted_top300,_MEMBER_modules_mes_grey_sorted_top300,_MEMBER_modules_mes_pink_sorted_top300,_MEMBER_modules_mes_red_sorted_top300,_LogP_modules_mes_black_sorted_top300,_LogP_modules_mes_blue_sorted_top300,_LogP_modules_mes_green_sorted_top300,_LogP_modules_mes_grey_sorted_top300,_LogP_modules_mes_pink_sorted_top300,_LogP_modules_mes_red_sorted_top300,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,1,1,0,1,0,-13,-21,-4.7,0,-3.7,0,M41698,M111010,4,0,Cell Type Signatures,7,TRAVAGLINI LUNG TREM2 DENDRITIC CELL,,-21,6.9,14,30293,572,300,39,13,1.9,48|231|958|972|1116|1512|1513|1520|1528|1593|2495|2537|2879|3105|3429|3627|3959|3965|4257|4599|4938|5025|5359|5872|7037|7114|7127|9124|9168|9473|10437|10673|51056|51296|57552|58191|94240|259307|374882,ACO1|AKR1B1|CD40|CD74|CHI3L1|CTSH|CTSK|CTSS|CYB5A|CYP27A1|FTH1|IFI6|GPX4|HLA-A|IFI27|CXCL10|LGALS3BP|LGALS9|MGST1|MX1|OAS1|P2RX4|PLSCR1|RAB13|TFRC|TMSB4X|TNFAIP2|PDLIM1|TMSB10|THEMIS2|IFI30|TNFSF13B|LAP3|SLC15A3|NCEH1|CXCL16|EPSTI1|IL4I1|TMEM205,-18,0
0,1,1,0,0,0,0,-18,-3.7,0,0,0,M41709,M011000,2,0,Cell Type Signatures,7,FAN OVARY CL7 ANGEIOGENIC ENDOTHELIAL CELL,,-18,10,15,30293,251,300,26,8.7,1.6,567|684|972|2537|3105|3106|3107|3133|3429|3437|3572|4061|4071|4599|5696|5698|5720|5872|7114|8743|9124|9636|9802|10964|51056|415116,B2M|BST2|CD74|IFI6|HLA-A|HLA-B|HLA-C|HLA-E|IFI27|IFIT3|IL6ST|LY6E|TM4SF1|MX1|PSMB8|PSMB9|PSME1|RAB13|TMSB4X|TNFSF10|PDLIM1|ISG15|DAZAP2|IFI44L|LAP3|PIM3,-15,0
0,0,1,0,1,1,0,0,-7.9,0,-2.4,-18,M41716,M001011,3,0,Cell Type Signatures,7,FAN OVARY CL14 MATURE SMOOTH MUSCLE CELL,,-18,9.2,14,30293,306,300,28,9.3,1.7,59|81|387|800|805|977|1173|1397|1466|2316|2354|3280|4616|4659|5350|5355|5358|6876|7041|7169|10398|11034|23022|25802|56911|91663|253827|100128731,ACTA2|ACTN4|RHOA|CALD1|CALM2|CD151|AP2M1|CRIP2|CSRP2|FLNA|FOSB|HES1|GADD45B|PPP1R12A|PLN|PLP2|PLS3|TAGLN|TGFB1I1|TPM2|MYL9|DSTN|PALLD|LMOD1|MAP3K7CL|MYADM|MSRB3|OST4,-15,0
0,1,0,0,0,0,0,-18,0,0,0,0,M39021,M010000,1,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BIG GROUPS BRAIN IMMUNE,,-18,14,16,30293,148,300,21,7,1.5,567|972|3105|3106|3107|3133|3134|3431|3659|3669|4061|5552|5696|5698|5720|5880|6672|9636|11118|54739|57674,B2M|CD74|HLA-A|HLA-B|HLA-C|HLA-E|HLA-F|SP110|IRF1|ISG20|LY6E|SRGN|PSMB8|PSMB9|PSME1|RAC2|SP100|ISG15|BTN3A2|XAF1|RNF213,-15,0
0,0,1,0,0,1,0,0,-3.6,0,0,-17,M41671,M001001,2,0,Cell Type Signatures,7,TRAVAGLINI LUNG AIRWAY SMOOTH MUSCLE CELL,,-17,13,15,30293,166,300,21,7,1.5,59|72|805|977|1264|1397|1466|2316|3875|4659|5350|6876|7041|7169|10398|11034|25802|55679|56911|91624|253827,ACTA2|ACTG2|CALM2|CD151|CNN1|CRIP2|CSRP2|FLNA|KRT18|PPP1R12A|PLN|TAGLN|TGFB1I1|TPM2|MYL9|DSTN|LMOD1|LIMS2|MAP3K7CL|NEXN|MSRB3,-14,0
1,1,1,0,1,1,-16,-7.3,-10,0,-2.5,-3.5,M41720,M111011,5,0,Cell Type Signatures,7,FAN OVARY CL18 B LYMPHOCYTE,,-16,7.2,13,30293,422,300,30,10,1.7,330|637|1535|1622|1890|1984|2683|3459|4074|4790|4791|4814|5315|5366|5606|5686|5691|5971|6892|8073|8837|8878|9308|9618|10019|10318|11047|11177|11315|80774,BIRC3|BID|CYBA|DBI|TYMP|EIF5A|B4GALT1|IFNGR1|M6PR|NFKB1|NFKB2|NINJ1|PKM|PMAIP1|MAP2K3|PSMA5|PSMB3|RELB|TAPBP|PTP4A2|CFLAR|SQSTM1|CD83|TRAF4|SH2B3|TNIP1|ADRM1|BAZ1A|PARK7|LIMD2,-14,0
0,0,0,1,0,0,0,0,0,-16,0,0,M39096,M000100,1,0,Cell Type Signatures,7,ZHONG PFC C1 OPC,,-16,9.9,14,30293,238,297,23,7.7,1.6,701|983|1062|5347|9055|9212|9585|9768|9824|9928|10535|10721|23421|23594|54892|55143|55320|55872|57082|81930|83461|146909|219844,BUB1B|CDK1|CENPE|PLK1|PRC1|AURKB|KIF20B|PCLAF|ARHGAP11A|KIF14|RNASEH2A|POLQ|ITGB3BP|ORC6|NCAPG2|CDCA8|MIS18BP1|PBK|KNL1|KIF18A|CDCA3|KIF18B|HYLS1,-13,0
0,1,0,0,0,0,0,-15,0,0,0,0,M39126,M010000,1,0,Cell Type Signatures,7,AIZARANI LIVER C25 KUPFFER CELLS 4,,-15,12,14,30293,174,300,20,6.7,1.4,196|1326|1520|2495|2921|3553|3965|5552|7097|7133|9168|9473|9839|10135|10673|25939|51296|58191|221692|255488,AHR|MAP3K8|CTSS|FTH1|CXCL3|IL1B|LGALS9|SRGN|TLR2|TNFRSF1B|TMSB10|THEMIS2|ZEB2|NAMPT|TNFSF13B|SAMHD1|SLC15A3|CXCL16|PHACTR1|RNF144B,-12,0
1,0,1,0,0,1,-2.6,0,-4.4,0,0,-15,M39279,M101001,3,0,Cell Type Signatures,7,DURANTE ADULT OLFACTORY NEUROEPITHELIUM VASCULAR SMOOTH MUSCLE CELLS,,-15,17,16,30293,93,300,16,5.3,1.3,59|72|800|1264|2316|4616|4659|5350|6876|7041|7057|7169|10398|11034|23022|25802,ACTA2|ACTG2|CALD1|CNN1|FLNA|GADD45B|PPP1R12A|PLN|TAGLN|TGFB1I1|THBS1|TPM2|MYL9|DSTN|PALLD|LMOD1,-12,0
0,0,0,1,0,0,0,0,0,-15,0,0,M39036,M000100,1,0,Cell Type Signatures,7,FAN EMBRYONIC CTX NSC 2,,-15,9.6,13,30293,233,297,22,7.4,1.5,701|983|1062|5347|9055|9212|9585|9824|9928|23594|51231|54892|55143|55320|55872|57082|81691|81930|83461|84058|146909|219844,BUB1B|CDK1|CENPE|PLK1|PRC1|AURKB|KIF20B|ARHGAP11A|KIF14|ORC6|VRK3|NCAPG2|CDCA8|MIS18BP1|PBK|KNL1|REXO5|KIF18A|CDCA3|WDR54|KIF18B|HYLS1,-12,0
1,1,1,0,0,1,-15,-12,-5.6,0,0,-5.6,M39135,M111001,4,0,Cell Type Signatures,7,AIZARANI LIVER C39 EPCAM POS BILE DUCT CELLS 4,,-15,11,14,30293,184,300,20,6.7,1.4,330|966|1969|3460|3576|4790|4791|4792|6347|6376|8795|8878|9076|9235|11177|23764|81788|91107|135112|163732,BIRC3|CD59|EPHA2|IFNGR2|CXCL8|NFKB1|NFKB2|NFKBIA|CCL2|CX3CL1|TNFRSF10B|SQSTM1|CLDN1|IL32|BAZ1A|MAFF|NUAK2|TRIM47|NCOA7|CITED4,-12,0
1,1,1,0,0,0,-2.8,-14,-2.1,0,0,0,M39131,M111000,3,0,Cell Type Signatures,7,AIZARANI LIVER C32 MVECS 3,,-14,14,14,30293,125,300,17,5.7,1.3,567|684|2919|3105|3106|3133|3429|3572|6373|7412|8542|8743|9124|9168|10964|54625|81844,B2M|BST2|CXCL1|HLA-A|HLA-B|HLA-E|IFI27|IL6ST|CXCL11|VCAM1|APOL1|TNFSF10|PDLIM1|TMSB10|IFI44L|PARP14|TRIM56,-12,0
1,1,0,0,0,0,-2,-14,0,0,0,0,M40016,M110000,2,0,Cell Type Signatures,7,BUSSLINGER GASTRIC REG3A POSITIVE CELLS,,-14,28,18,30293,44,300,12,4,1.1,567|972|2920|2921|3105|3106|3429|3627|6373|6648|9168|10437,B2M|CD74|CXCL2|CXCL3|HLA-A|HLA-B|IFI27|CXCL10|CXCL11|SOD2|TMSB10|IFI30,-11,0
0,0,0,1,0,0,0,0,0,-14,0,0,M39041,M000100,1,0,Cell Type Signatures,7,FAN EMBRYONIC CTX MICROGLIA 1,,-14,12,13,30293,155,297,18,6.1,1.4,701|983|1062|5347|9055|9212|9585|9768|9824|9928|10721|23421|54892|55143|55872|57082|83461|146909,BUB1B|CDK1|CENPE|PLK1|PRC1|AURKB|KIF20B|PCLAF|ARHGAP11A|KIF14|POLQ|ITGB3BP|NCAPG2|CDCA8|PBK|KNL1|CDCA3|KIF18B,-11,0
1,1,1,0,0,1,-14,-2.8,-3.8,0,0,-3.3,M41690,M111001,4,0,Cell Type Signatures,7,TRAVAGLINI LUNG BASOPHIL MAST 2 CELL,,-14,5.8,11,30293,502,300,29,9.7,1.7,310|330|1622|1984|2182|3383|3604|3732|4780|4790|4791|4792|4793|4814|5743|5971|6347|7128|8809|8878|9308|9603|10010|10385|10950|23764|64332|79158|221178,ANXA7|BIRC3|DBI|EIF5A|ACSL4|ICAM1|TNFRSF9|CD82|NFE2L2|NFKB1|NFKB2|NFKBIA|NFKBIB|NINJ1|PTGS2|RELB|CCL2|TNFAIP3|IL18R1|SQSTM1|CD83|NFE2L3|TANK|BTN2A2|BTG3|MAFF|NFKBIZ|GNPTAB|SPATA13,-11,0
0,1,0,0,0,0,0,-13,0,0,0,0,M41743,M010000,1,0,Cell Type Signatures,7,RUBENSTEIN SKELETAL MUSCLE ENDOTHELIAL CELLS,,-13,13,14,30293,137,300,17,5.7,1.3,567|684|972|3105|3106|3107|3133|3429|4061|4071|5552|7114|8743|9124|9168|9636|51056,B2M|BST2|CD74|HLA-A|HLA-B|HLA-C|HLA-E|IFI27|LY6E|TM4SF1|SRGN|TMSB4X|TNFSF10|PDLIM1|TMSB10|ISG15|LAP3,-11,0
1,1,0,1,1,1,-3.2,-5.6,0,-2.4,-13,-9.7,M39209,M110111,5,0,Cell Type Signatures,7,HAY BONE MARROW STROMAL,,-13,4.6,10,30293,765,299,35,12,1.9,652|862|1842|3481|3910|4192|4811|5118|5156|5217|5745|5764|5793|6414|6495|7025|7026|7106|7291|10252|22871|23371|23767|25759|51454|79822|79901|81578|115290|127435|130271|169200|219348|219654|399474,BMP4|RUNX1T1|ECM2|IGF2|LAMA4|MDK|NID1|PCOLCE|PDGFRA|PFN2|PTH1R|PTN|PTPRG|SELENOP|SIX1|NR2F1|NR2F2|TSPAN4|TWIST1|SPRY1|NLGN1|TNS2|FLRT3|SHC2|GULP1|ARHGAP28|CYBRD1|COL21A1|FBXO17|PODN|PLEKHH2|TMEM64|PLAC9|ZCCHC24|TMEM200B,-11,0
0,0,1,0,0,1,0,0,-6.9,0,0,-13,M41746,M001001,2,0,Cell Type Signatures,7,RUBENSTEIN SKELETAL MUSCLE SMOOTH MUSCLE CELLS,,-13,6.1,11,30293,445,300,27,9,1.7,59|72|81|800|805|977|1173|1264|1266|1397|1466|2316|3280|3423|4616|4659|5350|5355|6876|7041|7169|10398|11034|23022|25802|56911|253827,ACTA2|ACTG2|ACTN4|CALD1|CALM2|CD151|AP2M1|CNN1|CNN3|CRIP2|CSRP2|FLNA|HES1|IDS|GADD45B|PPP1R12A|PLN|PLP2|TAGLN|TGFB1I1|TPM2|MYL9|DSTN|PALLD|LMOD1|MAP3K7CL|MSRB3,-11,0
1,0,1,0,0,1,-2.2,0,-13,0,0,-8.8,M40010,M101001,3,0,Cell Type Signatures,7,BUSSLINGER GASTRIC ISTHMUS CELLS,,-13,6,11,30293,458,300,27,9,1.7,375|1072|1981|2803|3315|3688|3799|4637|5862|6184|6548|7168|7171|7264|7408|7873|9470|10097|10487|10959|11014|11140|23480|29927|51726|56005|81671,ARF1|CFL1|EIF4G1|GOLGA4|HSPB1|ITGB1|KIF5B|MYL6|RAB2A|RPN1|SLC9A1|TPM1|TPM4|GFUS|VASP|MANF|EIF4E2|ACTR2|CAP1|TMED2|KDELR2|CDC37|SEC61G|SEC61A1|DNAJB11|MYDGF|VMP1,-10,0
0,1,0,0,0,0,0,-13,0,0,0,0,M39106,M010000,1,0,Cell Type Signatures,7,AIZARANI LIVER C2 KUPFFER CELLS 1,,-13,9.6,12,30293,200,300,19,6.3,1.4,196|1326|1512|1520|2495|3553|3965|5552|7097|7114|7133|9168|9473|10673|25939|51296|58191|221692|255488,AHR|MAP3K8|CTSH|CTSS|FTH1|IL1B|LGALS9|SRGN|TLR2|TMSB4X|TNFRSF1B|TMSB10|THEMIS2|TNFSF13B|SAMHD1|SLC15A3|CXCL16|PHACTR1|RNF144B,-10,0
1,1,0,0,0,0,-5.5,-13,0,0,0,0,M39110,M110000,2,0,Cell Type Signatures,7,AIZARANI LIVER C6 KUPFFER CELLS 2,,-13,8.9,12,30293,228,300,20,6.7,1.4,1520|2495|2537|3437|3553|3965|4938|7097|7127|7133|7412|9168|9473|9839|10673|10964|25939|51296|58191|255488,CTSS|FTH1|IFI6|IFIT3|IL1B|LGALS9|OAS1|TLR2|TNFAIP2|TNFRSF1B|VCAM1|TMSB10|THEMIS2|ZEB2|TNFSF13B|IFI44L|SAMHD1|SLC15A3|CXCL16|RNF144B,-10,0
0,0,1,0,0,1,0,0,-13,0,0,-6.2,M41719,M001001,2,0,Cell Type Signatures,7,FAN OVARY CL17 PUTATIVE APOPTOTIC SMOOTH MUSCLE CELL,,-13,8.7,12,30293,231,300,20,6.7,1.4,87|633|1407|1465|3315|3490|3987|4637|4942|7168|10049|10611|10797|25932|29889|51119|51330|55829|60673|64651,ACTN1|BGN|CRY1|CSRP1|HSPB1|IGFBP7|LIMS1|MYL6|OAT|TPM1|DNAJB6|PDLIM5|MTHFD2|CLIC4|GNL2|SBDS|TNFRSF12A|SELENOS|ATG101|CSRNP1,-10,0
1,1,0,0,0,0,-13,-13,0,0,0,0,M39160,M110000,2,0,Cell Type Signatures,7,GAO LARGE INTESTINE 24W C11 PANETH LIKE CELL,,-13,7.1,11,30293,325,300,23,7.7,1.5,330|1051|3383|3459|3552|3576|4318|4794|4814|5743|7128|7185|8767|9308|10019|10105|10148|10308|56833|79567|79651|84888|91607,BIRC3|CEBPB|ICAM1|IFNGR1|IL1A|CXCL8|MMP9|NFKBIE|NINJ1|PTGS2|TNFAIP3|TRAF1|RIPK2|CD83|SH2B3|PPIF|EBI3|ZNF267|SLAMF8|RIPOR1|RHBDF2|SPPL2A|SLFN11,-10,0
1,1,0,0,1,0,-4.9,-13,0,0,-2,0,M41701,M110010,3,0,Cell Type Signatures,7,TRAVAGLINI LUNG NONCLASSICAL MONOCYTE CELL,,-13,10,12,30293,180,300,18,6,1.4,834|1520|2495|2643|3965|4615|4938|7133|8743|9473|9636|9839|10673|23312|51274|58191|150372|255488,CASP1|CTSS|FTH1|GCH1|LGALS9|MYD88|OAS1|TNFRSF1B|TNFSF10|THEMIS2|ISG15|ZEB2|TNFSF13B|DMXL2|KLF3|CXCL16|NFAM1|RNF144B,-10,0
1,1,1,0,1,1,-4.1,-12,-6.8,0,-4.7,-6.8,M39018,M111011,5,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BIG GROUPS BRAIN ENDOTHELIAL,,-12,6.6,11,30293,365,300,24,8,1.6,567|684|1528|2537|3105|3133|3429|3430|4061|4071|4939|5696|7037|8578|9636|10135|10723|10964|29015|54739|64116|79792|84952|94240,B2M|BST2|CYB5A|IFI6|HLA-A|HLA-E|IFI27|IFI35|LY6E|TM4SF1|OAS2|PSMB8|TFRC|SCARF1|ISG15|NAMPT|SLC12A7|IFI44L|SLC43A3|XAF1|SLC39A8|GSDMD|CGNL1|EPSTI1,-10,0
0,0,1,0,1,1,0,0,-3.1,0,-12,-7.2,M41708,M001011,3,0,Cell Type Signatures,7,FAN OVARY CL6 PUTATIVE EARLY ATRETIC FOLLICLE THECAL CELL 2,,-12,7.4,11,30293,300,299,22,7.4,1.5,1153|1974|2217|3615|4192|4774|5087|5156|5166|5217|6414|6595|6767|7026|7106|8574|10417|10577|10628|23014|30061|79901,CIRBP|EIF4A2|FCGRT|IMPDH2|MDK|NFIA|PBX1|PDGFRA|PDK4|PFN2|SELENOP|SMARCA2|ST13|NR2F2|TSPAN4|AKR7A2|SPON2|NPC2|TXNIP|FBXO21|SLC40A1|CYBRD1,-10,0
