GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",0.0,0.0,0.0,-2.5261394948073255,-3.4717811262236378,-6.425853466460468,0.0,0.0
GO:0045785,positive regulation of cell adhesion,0.0,0.0,0.0,-2.3156924466739714,-9.15208186474032,-2.5154467064077113,0.0,-2.1019011900325997
M5930,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,0.0,0.0,0.0,-4.261669862953106,-18.714750566569624,-2.4531221484531143,-3.363410747754256,0.0
GO:0030029,actin filament-based process,-2.5890412821309097,-2.2625612444618963,0.0,-2.6019322047614897,-5.433923343136543,-6.182624788752262,0.0,0.0
GO:0043549,regulation of kinase activity,-4.192328932249939,-2.0300106036242145,0.0,-2.0637631878287124,-5.815921270106267,-2.7257820704035596,0.0,0.0
GO:0043408,regulation of MAPK cascade,-4.808702453406969,0.0,0.0,-3.8497217068173573,-3.8875821486897704,-3.3798268123421753,0.0,0.0
hsa05205,Proteoglycans in cancer,-5.268465579439295,0.0,0.0,-2.6471549453839236,-3.431939136391151,-3.130278099277753,0.0,0.0
hsa04010,MAPK signaling pathway,-2.0461975189874977,0.0,0.0,-2.436606092138182,-4.6216700123212355,-5.658676498464713,0.0,0.0
GO:0040017,positive regulation of locomotion,-2.1643190180060725,0.0,0.0,-4.795602172796309,-8.343200466073089,-3.7048927223852677,0.0,0.0
WP5434,Pathways in cancer,-3.9234555301522223,0.0,0.0,-3.250087410096531,-11.679566834995693,-3.422482370773175,0.0,0.0
GO:0051493,regulation of cytoskeleton organization,-2.432819198458956,0.0,-2.9235126068658834,-7.911406067305348,-2.768018767274253,-2.7836160336882,0.0,0.0
GO:0070848,response to growth factor,-6.575597803578645,0.0,-2.4770894023532355,-2.124938143126186,-2.7910742505868815,-3.912289425281685,0.0,0.0
GO:0042176,regulation of protein catabolic process,-3.424965192797271,0.0,0.0,0.0,-7.7653779460104815,0.0,0.0,0.0
hsa05203,Viral carcinogenesis,-2.540221699729158,0.0,0.0,0.0,-14.075612584390658,0.0,0.0,0.0
GO:1902532,negative regulation of intracellular signal transduction,-8.650882951800904,0.0,0.0,0.0,-3.1382191267530515,0.0,0.0,0.0
hsa04933,AGE-RAGE signaling pathway in diabetic complications,-4.628341232271931,0.0,0.0,0.0,-6.885941548487439,-2.2097455291797656,0.0,0.0
GO:0045936,negative regulation of phosphate metabolic process,-4.941493426205249,0.0,0.0,-2.446854281030703,-2.557579942492545,0.0,0.0,0.0
GO:0022604,regulation of cell morphogenesis,-2.0604520624811657,0.0,0.0,-3.641367608789277,-4.1056657309475435,0.0,0.0,0.0
