GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
GO:0042592,homeostatic process,-3.017995170311079,-6.750961423615231,-2.9848986214535076,0.0,-5.059264615767917,0.0,-4.364446273058538,-2.374445959795179
GO:0022414,reproductive process,0.0,-3.399864919881606,-3.5877246646135665,0.0,-2.350265099746163,0.0,-3.596952467146812,0.0
GO:0043473,pigmentation,0.0,-2.836841979573303,0.0,0.0,0.0,0.0,0.0,0.0
GO:0098754,detoxification,0.0,-3.917063718758496,0.0,0.0,0.0,0.0,-3.3250428405400134,0.0
GO:0044419,biological process involved in interspecies interaction between organisms,0.0,0.0,0.0,0.0,-10.290428298517815,0.0,0.0,-10.47336014505164
GO:0002376,immune system process,0.0,-3.1646662116350552,0.0,0.0,-8.081789491426685,-3.1651297367377893,-2.771863516955704,-4.727158170704568
GO:0016032,viral process,-4.3068788087179675,0.0,0.0,0.0,-4.121432121820028,0.0,-2.029057491238413,-2.2970596811467083
GO:0040007,growth,-2.561449487293409,0.0,-2.0556975952143466,-5.108550567899393,0.0,-2.7175485794035783,0.0,0.0
GO:0048511,rhythmic process,-2.888690636386826,0.0,-2.456396249726906,0.0,0.0,-2.4456539540705244,0.0,-3.3713362282119403
GO:0040011,locomotion,-2.430109368932473,0.0,-4.238511406909441,-4.795602172796309,-8.547412367790834,-3.7048927223852677,0.0,-3.610288518653077
GO:0050789,regulation of biological process,-3.6887027126759375,-7.611380793019441,-6.0931669515611535,-7.911406067305348,-4.516944233364897,-7.0557030346421525,0.0,-2.947740006505552
GO:0051179,localization,-5.013525557489498,-8.31098942685573,-5.106259008868405,-5.497483862584205,-5.977066149706325,-4.262127865356442,-5.8924539259454125,-4.285508587185602
GO:0048518,positive regulation of biological process,-3.1354358802091293,-5.764274253373649,-5.271701118725974,-5.248096574546362,-10.168687826771983,-5.2051596542680985,-5.120365987805536,-6.929958357851661
GO:0032502,developmental process,-5.202093936696125,-3.8135140307868296,-5.912500402801077,-8.443122085637993,-8.131252442778559,-7.577110444877149,-4.98807005573988,-3.265749321557768
GO:0050896,response to stimulus,-9.53740988788697,-4.935473421825262,-5.912726301718596,-5.532635340009945,-12.017965757152401,-8.226491032370166,-11.030706725196112,-4.656804965180484
GO:0009987,cellular process,-3.45718449359656,-7.278392210525601,-3.8004919447874297,-3.659330299919925,-6.263686980465417,-6.411024267169581,-4.949687604336076,-2.6811205245175884
GO:0065007,biological regulation,-4.6114095184834545,-9.655538278211168,-4.671439239388255,-6.306234002750779,-4.815350660618773,-2.1981096690572453,-5.110400675174235,-2.4216763506950545
GO:0008152,metabolic process,-8.87995254755449,-13.058338043647751,-4.877566253249187,-5.855477237297368,-23.40908113261095,-3.702988366854741,-25.28332441493197,-4.926636997792044
GO:0032501,multicellular organismal process,-2.807625998966137,-7.291235046795053,-4.750051459407376,-2.390964791634076,-5.874292129653043,-5.427039309541954,-2.9729026147346396,-6.583694336067962
GO:0048519,negative regulation of biological process,-8.650882951800904,-4.684932415369712,0.0,-5.931604013550789,-4.1356305533854,-3.1119360457880125,-3.3715731927819967,-3.6832871371841924
